,how,old,was,elway,during,his,super,bowl,xxxiii,win,?
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2985321283340454,0.4838213622570038,0.4394008219242096,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.28308698534965515,0.22068053483963013
past,0.38227924704551697,0.2857542634010315,0.17324605584144592,0.2355150729417801,0.2751207649707794,0.214247465133667,0.15902681648731232,0.17576618492603302,0.16145405173301697,0.195668026804924,0.2598046660423279
record,0.1698412001132965,0.12360779941082001,0.2787264287471771,0.2513806223869324,0.2749153673648834,0.2037821263074875,0.2505435347557068,0.24389338493347168,0.2655649185180664,0.3108607828617096,0.14407116174697876
was,0.16678167879581451,0.2867572605609894,1.0000001192092896,0.24907957017421722,0.4470829963684082,0.4405253231525421,0.21420986950397491,0.21915455162525177,0.2836242914199829,0.29097598791122437,0.18412111699581146
held,0.06776752322912216,0.1112646535038948,0.30231067538261414,0.16974188387393951,0.36476975679397583,0.26191920042037964,0.1602509617805481,0.1913566142320633,0.25991690158843994,0.2987942397594452,0.14103956520557404
by,0.34370526671409607,0.16804057359695435,0.4752357602119446,0.19525057077407837,0.3220438063144684,0.3107621967792511,0.15233319997787476,0.12992306053638458,0.20287960767745972,0.1426505446434021,0.17966607213020325
john,0.16882067918777466,0.10236245393753052,0.2875721752643585,0.3617522716522217,0.18742454051971436,0.288114070892334,0.1567493975162506,0.19344750046730042,0.2142796516418457,0.19180476665496826,0.13162356615066528
elway,0.1871117353439331,0.23711493611335754,0.24907957017421722,1.0000001192092896,0.125787153840065,0.32509899139404297,0.2389257848262787,0.3023669123649597,0.32840511202812195,0.30362534523010254,0.2248448133468628
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.3350414037704468,0.3225448727607727,0.3378419280052185,0.22322475910186768,0.1810409277677536,0.28180480003356934,0.2999197840690613,0.31091248989105225
who,0.4070430099964142,0.2511109709739685,0.3318818509578705,0.30533918738365173,0.30551859736442566,0.44966956973075867,0.1819351613521576,0.09189514070749283,0.1448201686143875,0.25592827796936035,0.26220351457595825
led,0.15437260270118713,0.09053656458854675,0.34443995356559753,0.19570133090019226,0.3935515582561493,0.30691808462142944,0.12589675188064575,0.16275393962860107,0.19710756838321686,0.18607385456562042,0.09273858368396759
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2985321283340454,0.4838213622570038,0.4394008219242096,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.28308698534965515,0.22068053483963013
broncos,0.11217407882213593,0.0845843181014061,0.23574475944042206,0.47580254077911377,0.2564375102519989,0.22318051755428314,0.36141330003738403,0.4351775348186493,0.46111395955085754,0.29460665583610535,0.18377114832401276
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.2782730460166931,0.2828781306743622,0.3715193271636963,0.17783479392528534,0.16993016004562378,0.22661873698234558,0.2910063862800598,0.29463258385658264
victory,0.1006912961602211,0.16114239394664764,0.28069007396698,0.2031494528055191,0.3182622790336609,0.30715489387512207,0.2620534598827362,0.25666385889053345,0.2753390073776245,0.5132298469543457,0.15412560105323792
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.2640700042247772,0.4627237319946289,0.3598145842552185,0.18576006591320038,0.17236235737800598,0.23179616034030914,0.2503834664821625,0.20430970191955566
super,0.11920704692602158,0.17351548373699188,0.21420986950397491,0.2389257848262787,0.16951335966587067,0.12594756484031677,1.0000001192092896,0.4848237931728363,0.521435022354126,0.23746667802333832,0.166326642036438
bowl,0.1720007210969925,0.07883551716804504,0.21915455162525177,0.3023669123649597,0.22041946649551392,0.13805828988552094,0.4848237931728363,1.0,0.5332549810409546,0.2581532299518585,0.21118052303791046
xxxiii,0.13284139335155487,0.0942859873175621,0.2836242914199829,0.32840511202812195,0.22645023465156555,0.19629265367984772,0.521435022354126,0.5332549810409546,1.0,0.32887232303619385,0.19756333529949188
at,0.2154216170310974,0.17987459897994995,0.36707764863967896,0.2432812750339508,0.372769296169281,0.27659502625465393,0.11449114978313446,0.2709662914276123,0.1722499430179596,0.18453358113765717,0.21978627145290375
age,0.17137715220451355,0.3780447840690613,0.27072176337242126,0.17859137058258057,0.27434083819389343,0.2922106981277466,0.1118914783000946,0.0928628072142601,0.10175532102584839,0.14251679182052612,0.16859300434589386
38,-0.05491543188691139,-0.020604226738214493,0.0077925487421453,-0.03346579149365425,-0.007776712998747826,0.12402007728815079,0.0008700569742359221,0.02592012658715248,-0.07181275635957718,0.056854624301195145,0.014457103796303272
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.2699993848800659,0.36462149024009705,0.4234102666378021,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.25380003452301025,0.20544172823429108
is,0.22544461488723755,0.24332627654075623,0.5810302495956421,0.22354689240455627,0.2240111529827118,0.24372583627700806,0.15390309691429138,0.14233897626399994,0.18968330323696136,0.21301808953285217,0.22961433231830597
currently,0.20420436561107635,0.1637304574251175,0.27591681480407715,0.260163277387619,0.16386277973651886,0.19432422518730164,0.2192588597536087,0.09355533123016357,0.18602928519248962,0.12881708145141602,0.1861555278301239
denver,0.15631112456321716,0.04024224355816841,0.2766761779785156,0.41913217306137085,0.2076135128736496,0.1710202693939209,0.24589714407920837,0.2861449718475342,0.3136270344257355,0.173592209815979,0.1520889848470688
