,how,do,the,fees,at,former,model,c,schools,compare,to,those,at,other,schools,?
all,0.3725806474685669,0.38664430379867554,0.4860881567001343,0.27915868163108826,0.3001944422721863,0.15042118728160858,0.07195847481489182,0.10080555826425552,0.31516021490097046,0.25492390990257263,0.42520734667778015,0.6055654287338257,0.3001944422721863,0.5273400545120239,0.31516021490097046,0.29575422406196594
schools,0.12874440848827362,0.19505831599235535,0.22905772924423218,0.38298195600509644,0.21788150072097778,0.12415030598640442,0.08655571192502975,0.05441313982009888,1.0,0.14002564549446106,0.2362271547317505,0.26943519711494446,0.21788150072097778,0.24327325820922852,1.0,0.18349280953407288
in,0.2601168751716614,0.23402775824069977,0.6662389636039734,0.17004510760307312,0.4374977946281433,0.2668642997741699,0.2267826348543167,0.1977744996547699,0.2632134258747101,0.1632516235113144,0.45010748505592346,0.3419301211833954,0.4374977946281433,0.39989137649536133,0.2632134258747101,0.20430970191955566
south,0.11786635220050812,0.17977531254291534,0.3129390776157379,0.12624232470989227,0.21806499361991882,0.2812443971633911,0.19974444806575775,0.1595270037651062,0.2044089287519455,0.08980348706245422,0.25657615065574646,0.1528058648109436,0.21806499361991882,0.1949175000190735,0.2044089287519455,0.12336621433496475
africa,0.1568063348531723,0.21155282855033875,0.2903064787387848,0.1371864229440689,0.1323104351758957,0.15952490270137787,0.1338879019021988,0.13025134801864624,0.17304439842700958,0.11351025104522705,0.23667606711387634,0.2559416592121124,0.1323104351758957,0.22280393540859222,0.17304439842700958,0.12926554679870605
(,0.1676948219537735,0.24216170608997345,0.33289089798927307,0.1192343533039093,0.23315078020095825,0.2858748733997345,0.15940167009830475,0.2724851965904236,0.15322564542293549,0.22326712310314178,0.30882009863853455,0.2171425223350525,0.23315078020095825,0.25035592913627625,0.15322564542293549,0.40561532974243164
including,0.20270724594593048,0.18796655535697937,0.3738902807235718,0.22171272337436676,0.2641666531562805,0.18566064536571503,0.09176571667194366,0.12399232387542725,0.28791218996047974,0.29085344076156616,0.24006329476833344,0.4098823368549347,0.2641666531562805,0.5162608623504639,0.28791218996047974,0.1633303165435791
both,0.3017238676548004,0.24471816420555115,0.4931981563568115,0.21813616156578064,0.3071100115776062,0.2012929469347,0.1741148829460144,0.18599091470241547,0.2164725810289383,0.29339131712913513,0.3897709250450134,0.4573521614074707,0.3071100115776062,0.48922300338745117,0.2164725810289383,0.19455738365650177
independent,0.1741381734609604,0.20670229196548462,0.2927691638469696,0.18217259645462036,0.17847855389118195,0.25520363450050354,0.11279730498790741,0.09916704893112183,0.22231550514698029,0.13713480532169342,0.20949965715408325,0.19571831822395325,0.17847855389118195,0.2544269561767578,0.22231550514698029,0.11902587860822678
schools,0.12874440848827362,0.19505831599235535,0.22905772924423218,0.38298195600509644,0.21788150072097778,0.12415030598640442,0.08655571192502975,0.05441313982009888,1.0,0.14002564549446106,0.2362271547317505,0.26943519711494446,0.21788150072097778,0.24327325820922852,1.0,0.18349280953407288
and,0.33647966384887695,0.276123583316803,0.5171257257461548,0.23771890997886658,0.3571503460407257,0.2516189515590668,0.22216768562793732,0.22064751386642456,0.29319998621940613,0.3096909821033478,0.48971283435821533,0.43169310688972473,0.3571503460407257,0.5504306554794312,0.29319998621940613,0.20544172823429108
public,0.15624697506427765,0.14626605808734894,0.22857438027858734,0.40761372447013855,0.2642328441143036,0.1328083723783493,0.20416678488254547,0.13681991398334503,0.4260808527469635,0.10386660695075989,0.2672370672225952,0.1694101244211197,0.2642328441143036,0.23259668052196503,0.4260808527469635,0.19872993230819702
schools,0.12874440848827362,0.19505831599235535,0.22905772924423218,0.38298195600509644,0.21788150072097778,0.12415030598640442,0.08655571192502975,0.05441313982009888,1.0,0.14002564549446106,0.2362271547317505,0.26943519711494446,0.21788150072097778,0.24327325820922852,1.0,0.18349280953407288
),0.17939934134483337,0.24460165202617645,0.3456730246543884,0.13386671245098114,0.23338089883327484,0.3046077489852905,0.18309912085533142,0.30522993206977844,0.16219249367713928,0.22649496793746948,0.31236231327056885,0.22418135404586792,0.23338089883327484,0.26200005412101746,0.16219249367713928,0.42300865054130554
have,0.4370637536048889,0.49831271171569824,0.40389683842658997,0.25175023078918457,0.29004791378974915,0.12418842315673828,0.10360604524612427,0.14237935841083527,0.26828762888908386,0.3803609013557434,0.4544740617275238,0.5838188529014587,0.29004791378974915,0.559082567691803,0.26828762888908386,0.32991164922714233
the,0.33890387415885925,0.30239659547805786,1.0,0.22297759354114532,0.457212895154953,0.2251449078321457,0.14028635621070862,0.17891426384449005,0.22905772924423218,0.26994526386260986,0.535392165184021,0.42861196398735046,0.457212895154953,0.44152235984802246,0.22905772924423218,0.22068053483963013
right,0.2883734107017517,0.2335183471441269,0.33901116251945496,0.17608270049095154,0.2548061013221741,0.12994909286499023,0.11674882471561432,0.12475631386041641,0.14779479801654816,0.199723020195961,0.31834647059440613,0.2982696294784546,0.2548061013221741,0.2804121673107147,0.14779479801654816,0.27135515213012695
to,0.44169697165489197,0.38876664638519287,0.535392165184021,0.27193203568458557,0.36524343490600586,0.12857267260551453,0.187554731965065,0.1638970822095871,0.2362271547317505,0.31307893991470337,1.0,0.47350940108299255,0.36524343490600586,0.4193183183670044,0.2362271547317505,0.29463258385658264
set,0.2561637759208679,0.19593527913093567,0.2927955985069275,0.13065852224826813,0.19892042875289917,0.10884120315313339,0.18075880408287048,0.09659215807914734,0.15717646479606628,0.2175745815038681,0.320547491312027,0.2539793848991394,0.19892042875289917,0.22195905447006226,0.15717646479606628,0.1698019951581955
compulsory,0.2347177416086197,0.24875818192958832,0.2769445478916168,0.42164939641952515,0.20724712312221527,0.09682147204875946,0.1524031013250351,0.03684954717755318,0.36350685358047485,0.22734270989894867,0.31706616282463074,0.3048890233039856,0.20724712312221527,0.2043781280517578,0.36350685358047485,0.1774163395166397
school,0.11585085093975067,0.13649480044841766,0.22953221201896667,0.3054105341434479,0.3177914023399353,0.1826586127281189,0.09528788924217224,0.1035596951842308,0.7602541446685791,0.1181173026561737,0.24496325850486755,0.1838642805814743,0.3177914023399353,0.13396640121936798,0.7602541446685791,0.15091250836849213
fees,0.20977488160133362,0.20353451371192932,0.22297759354114532,1.0000001192092896,0.2704028785228729,0.11415771394968033,0.15341907739639282,0.09498874098062515,0.38298195600509644,0.2719705402851105,0.27193203568458557,0.28431200981140137,0.2704028785228729,0.24818384647369385,0.38298195600509644,0.18385712802410126
",",0.22659391164779663,0.3283645510673523,0.4933079481124878,0.17478685081005096,0.38314947485923767,0.2738454341888428,0.244965597987175,0.2580876350402832,0.2760516405105591,0.22873489558696747,0.44245919585227966,0.39574649930000305,0.38314947485923767,0.4446498453617096,0.2760516405105591,0.31091248989105225
and,0.33647966384887695,0.276123583316803,0.5171257257461548,0.23771890997886658,0.3571503460407257,0.2516189515590668,0.22216768562793732,0.22064751386642456,0.29319998621940613,0.3096909821033478,0.48971283435821533,0.43169310688972473,0.3571503460407257,0.5504306554794312,0.29319998621940613,0.20544172823429108
formerly,0.04030776023864746,0.08820970356464386,0.2854805290699005,0.12313439697027206,0.1563529670238495,0.45497772097587585,0.18478508293628693,0.16625149548053741,0.12589949369430542,0.0588630847632885,0.16159123182296753,0.1404569149017334,0.1563529670238495,0.1458093374967575,0.12589949369430542,0.0843876302242279
model,0.19876523315906525,0.12848353385925293,0.14028635621070862,0.15341907739639282,0.15189559757709503,0.21972326934337616,1.0000001192092896,0.18930010497570038,0.08655571192502975,0.2499946802854538,0.187554731965065,0.06205485016107559,0.15189559757709503,0.12364553660154343,0.08655571192502975,0.14843042194843292
c,0.15289340913295746,0.12928514182567596,0.17891426384449005,0.09498874098062515,0.15681466460227966,0.11579930037260056,0.18930010497570038,1.0,0.05441313982009888,0.11063811182975769,0.1638970822095871,0.11760377138853073,0.15681466460227966,0.11828510463237762,0.05441313982009888,0.14264722168445587
schools,0.12874440848827362,0.19505831599235535,0.22905772924423218,0.38298195600509644,0.21788150072097778,0.12415030598640442,0.08655571192502975,0.05441313982009888,1.0,0.14002564549446106,0.2362271547317505,0.26943519711494446,0.21788150072097778,0.24327325820922852,1.0,0.18349280953407288
tend,0.3628930449485779,0.37835952639579773,0.2505027651786804,0.2881365418434143,0.1782299280166626,0.0723886713385582,0.11809821426868439,0.06683073937892914,0.21273474395275116,0.3152569830417633,0.414838582277298,0.5060802102088928,0.1782299280166626,0.3858351707458496,0.21273474395275116,0.19330444931983948
to,0.44169697165489197,0.38876664638519287,0.535392165184021,0.27193203568458557,0.36524343490600586,0.12857267260551453,0.187554731965065,0.1638970822095871,0.2362271547317505,0.31307893991470337,1.0,0.47350940108299255,0.36524343490600586,0.4193183183670044,0.2362271547317505,0.29463258385658264
set,0.2561637759208679,0.19593527913093567,0.2927955985069275,0.13065852224826813,0.19892042875289917,0.10884120315313339,0.18075880408287048,0.09659215807914734,0.15717646479606628,0.2175745815038681,0.320547491312027,0.2539793848991394,0.19892042875289917,0.22195905447006226,0.15717646479606628,0.1698019951581955
much,0.46556615829467773,0.312346875667572,0.35023224353790283,0.24203044176101685,0.23158283531665802,0.06014377996325493,0.21029283106327057,0.16804128885269165,0.1318521499633789,0.2993794083595276,0.40610215067863464,0.42796790599823,0.23158283531665802,0.3761230409145355,0.1318521499633789,0.23442231118679047
higher,0.2273179441690445,0.25567880272865295,0.3292480409145355,0.3355056941509247,0.2542303204536438,0.14336484670639038,0.17439278960227966,0.1841239184141159,0.2932973802089691,0.2500303387641907,0.3279348313808441,0.36304396390914917,0.2542303204536438,0.331246018409729,0.2932973802089691,0.15679465234279633
school,0.11585085093975067,0.13649480044841766,0.22953221201896667,0.3054105341434479,0.3177914023399353,0.1826586127281189,0.09528788924217224,0.1035596951842308,0.7602541446685791,0.1181173026561737,0.24496325850486755,0.1838642805814743,0.3177914023399353,0.13396640121936798,0.7602541446685791,0.15091250836849213
fees,0.20977488160133362,0.20353451371192932,0.22297759354114532,1.0000001192092896,0.2704028785228729,0.11415771394968033,0.15341907739639282,0.09498874098062515,0.38298195600509644,0.2719705402851105,0.27193203568458557,0.28431200981140137,0.2704028785228729,0.24818384647369385,0.38298195600509644,0.18385712802410126
than,0.29763275384902954,0.2387038916349411,0.3227543234825134,0.28288987278938293,0.27679139375686646,0.10462044179439545,0.14493303000926971,0.11880899220705032,0.16902634501457214,0.3485441207885742,0.3192550539970398,0.42803171277046204,0.27679139375686646,0.5105555653572083,0.16902634501457214,0.24917294085025787
other,0.3591516315937042,0.34946969151496887,0.44152235984802246,0.24818384647369385,0.24329762160778046,0.1564001590013504,0.12364553660154343,0.11828510463237762,0.24327325820922852,0.33926478028297424,0.4193183183670044,0.5963296890258789,0.24329762160778046,0.9999999403953552,0.24327325820922852,0.24682199954986572
public,0.15624697506427765,0.14626605808734894,0.22857438027858734,0.40761372447013855,0.2642328441143036,0.1328083723783493,0.20416678488254547,0.13681991398334503,0.4260808527469635,0.10386660695075989,0.2672370672225952,0.1694101244211197,0.2642328441143036,0.23259668052196503,0.4260808527469635,0.19872993230819702
schools,0.12874440848827362,0.19505831599235535,0.22905772924423218,0.38298195600509644,0.21788150072097778,0.12415030598640442,0.08655571192502975,0.05441313982009888,1.0,0.14002564549446106,0.2362271547317505,0.26943519711494446,0.21788150072097778,0.24327325820922852,1.0,0.18349280953407288
.,0.3287222981452942,0.3613996207714081,0.5934505462646484,0.202260822057724,0.4549728035926819,0.20895031094551086,0.1938832700252533,0.3107494115829468,0.2752705216407776,0.24470208585262299,0.4645031690597534,0.33163318037986755,0.4549728035926819,0.41511186957359314,0.2752705216407776,0.4130953550338745
