,at,what,university,is,bellomy,field,located,?
in,0.4374977946281433,0.30808621644973755,0.3201795518398285,0.5394441485404968,0.321296751499176,0.20553018152713776,0.35149815678596497,0.20430970191955566
addition,0.2062952220439911,0.20643717050552368,0.09789764136075974,0.2727152407169342,0.25155824422836304,0.27579742670059204,0.2112710177898407,0.19187232851982117
",",0.38314947485923767,0.3087472915649414,0.3017033040523529,0.4691906273365021,0.3660692274570465,0.27645614743232727,0.2678719460964203,0.31091248989105225
there,0.37649083137512207,0.35085538029670715,0.16973324120044708,0.3904260993003845,0.3086159825325012,0.12867295742034912,0.34069621562957764,0.29405656456947327
are,0.2074895054101944,0.29724663496017456,0.16609783470630646,0.5330929756164551,0.27814552187919617,0.14102037250995636,0.24096766114234924,0.24591213464736938
$,0.19577117264270782,0.24858909845352173,0.18970860540866852,0.14577937126159668,0.11087575554847717,0.13265977799892426,0.16288432478904724,0.2786129117012024
2,0.043934281915426254,-0.049862053245306015,0.06639420241117477,-0.07940074801445007,0.049125250428915024,-0.07436378300189972,-0.023007478564977646,0.001977203879505396
million,0.189541757106781,0.22197039425373077,0.17569899559020996,0.19962359964847565,0.09094621986150742,0.09133351594209671,0.17427143454551697,0.23092924058437347
worth,0.2638126313686371,0.319988876581192,0.10340989381074905,0.24446777999401093,0.23310671746730804,0.19953984022140503,0.1322130411863327,0.3282513916492462
of,0.42558613419532776,0.33290785551071167,0.30646374821662903,0.4854315221309662,0.29851722717285156,0.20410659909248352,0.32520920038223267,0.1826142966747284
other,0.24329762160778046,0.341873437166214,0.1804676055908203,0.25895947217941284,0.25661560893058777,0.21335455775260925,0.15855982899665833,0.24682199954986572
ancillary,0.16735300421714783,0.24446424841880798,0.19414974749088287,0.20888268947601318,0.3617938458919525,0.16366414725780487,0.1391814798116684,0.24259690940380096
events,0.25329744815826416,0.269866019487381,0.1682363599538803,0.17093729972839355,0.12618903815746307,0.14561614394187927,0.12389667332172394,0.09835197776556015
",",0.38314947485923767,0.3087472915649414,0.3017033040523529,0.4691906273365021,0.3660692274570465,0.27645614743232727,0.2678719460964203,0.31091248989105225
including,0.2641666531562805,0.18328791856765747,0.22509735822677612,0.25093933939933777,0.23300623893737793,0.15428397059440613,0.20901727676391602,0.1633303165435791
a,0.3095070421695709,0.3320399522781372,0.20256656408309937,0.658733606338501,0.30147138237953186,0.2030690312385559,0.2605401277542114,0.23916715383529663
week-long,0.37647518515586853,0.31365126371383667,0.2605646848678589,0.2610941231250763,0.19399121403694153,0.12413981556892395,0.24149882793426514,0.32830461859703064
event,0.3039053678512573,0.26981404423713684,0.18936015665531158,0.2078172266483307,0.09248451143503189,0.20368607342243195,0.133852019906044,0.16076280176639557
at,1.0,0.2838611304759979,0.30386853218078613,0.25906258821487427,0.17330215871334076,0.190035879611969,0.3688831031322479,0.21978627145290375
the,0.457212895154953,0.42745697498321533,0.263973206281662,0.5823672413825989,0.2966298758983612,0.2105809599161148,0.407527357339859,0.22068053483963013
santa,0.22988058626651764,0.23841293156147003,0.176166832447052,0.1796122044324875,0.32707440853118896,0.1355486661195755,0.1778476983308792,0.17321589589118958
clara,0.19180597364902496,0.23403491079807281,0.2139827162027359,0.1567191481590271,0.3233257234096527,0.15268851816654205,0.19045095145702362,0.11961202323436737
convention,0.22405797243118286,0.17446810007095337,0.24788247048854828,0.19678325951099396,0.24265408515930176,0.15778978168964386,0.17982512712478638,0.1647067815065384
center,0.29677248001098633,0.1908310204744339,0.2763576805591583,0.24782158434391022,0.07784438878297806,0.21246980130672455,0.33815571665763855,0.12538520991802216
",",0.38314947485923767,0.3087472915649414,0.3017033040523529,0.4691906273365021,0.3660692274570465,0.27645614743232727,0.2678719460964203,0.31091248989105225
a,0.3095070421695709,0.3320399522781372,0.20256656408309937,0.658733606338501,0.30147138237953186,0.2030690312385559,0.2605401277542114,0.23916715383529663
beer,0.18449972569942474,0.15748022496700287,0.18345220386981964,0.23714494705200195,0.27286288142204285,0.1255195587873459,0.16992099583148956,0.15216413140296936
",",0.38314947485923767,0.3087472915649414,0.3017033040523529,0.4691906273365021,0.3660692274570465,0.27645614743232727,0.2678719460964203,0.31091248989105225
wine,0.16963565349578857,0.17754630744457245,0.16253583133220673,0.25320321321487427,0.29828524589538574,0.033467549830675125,0.10759370774030685,0.12747588753700256
and,0.3571503460407257,0.31309178471565247,0.2665814459323883,0.3859752118587494,0.29909929633140564,0.26487240195274353,0.24183952808380127,0.20544172823429108
food,0.13962680101394653,0.23540689051151276,0.11957447230815887,0.20563258230686188,0.21336381137371063,0.11365757137537003,0.15501922369003296,0.15376032888889313
festival,0.26036307215690613,0.15385980904102325,0.24114494025707245,0.1853252649307251,0.14266173541545868,0.08988175541162491,0.16802775859832764,0.17767390608787537
at,1.0,0.2838611304759979,0.30386853218078613,0.25906258821487427,0.17330215871334076,0.190035879611969,0.3688831031322479,0.21978627145290375
bellomy,0.17330215871334076,0.2570006549358368,0.2977801263332367,0.2843242287635803,0.9999999403953552,0.21824999153614044,0.20002324879169464,0.2137424647808075
field,0.190035879611969,0.1825202852487564,0.2145719975233078,0.17269009351730347,0.21824999153614044,1.0,0.11026396602392197,0.11279727518558502
at,1.0,0.2838611304759979,0.30386853218078613,0.25906258821487427,0.17330215871334076,0.190035879611969,0.3688831031322479,0.21978627145290375
santa,0.22988058626651764,0.23841293156147003,0.176166832447052,0.1796122044324875,0.32707440853118896,0.1355486661195755,0.1778476983308792,0.17321589589118958
clara,0.19180597364902496,0.23403491079807281,0.2139827162027359,0.1567191481590271,0.3233257234096527,0.15268851816654205,0.19045095145702362,0.11961202323436737
university,0.30386853218078613,0.20256435871124268,1.0,0.20346471667289734,0.2977801263332367,0.2145719975233078,0.2719898521900177,0.11887256056070328
",",0.38314947485923767,0.3087472915649414,0.3017033040523529,0.4691906273365021,0.3660692274570465,0.27645614743232727,0.2678719460964203,0.31091248989105225
and,0.3571503460407257,0.31309178471565247,0.2665814459323883,0.3859752118587494,0.29909929633140564,0.26487240195274353,0.24183952808380127,0.20544172823429108
a,0.3095070421695709,0.3320399522781372,0.20256656408309937,0.658733606338501,0.30147138237953186,0.2030690312385559,0.2605401277542114,0.23916715383529663
pep,0.16012533009052277,0.09342710673809052,0.15594793856143951,0.14880329370498657,0.2714550197124481,0.1757180094718933,0.08808160573244095,0.10961396992206573
rally,0.17603710293769836,0.13473176956176758,0.1954604685306549,0.12269892543554306,0.13532568514347076,0.104032002389431,0.14822368323802948,0.14344990253448486
.,0.4549728035926819,0.3567904531955719,0.290679007768631,0.4569662809371948,0.31079593300819397,0.23224417865276337,0.28226932883262634,0.4130953550338745
