,what,does,the,national,museum,boast,having,from,adolf,hitler,'s,private,collection,?
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.17547941207885742,0.20791949331760406,0.1635105460882187,0.29647475481033325,1.0,0.0825946107506752,0.12166441977024078,-0.01936490088701248,0.18150165677070618,0.2754948139190674,0.19969791173934937
among,0.21154822409152985,0.13270315527915955,0.3507058024406433,0.16865037381649017,0.20246858894824982,0.24338066577911377,0.25260129570961,0.19863110780715942,0.11449234932661057,0.12580034136772156,0.01186611782759428,0.22655326128005981,0.24753311276435852,0.14343059062957764
warsaw,0.10373849421739578,0.16921466588974,0.23137180507183075,0.19670157134532928,0.24001078307628632,0.1233949214220047,0.16122356057167053,0.2396499514579773,0.34558016061782837,0.3572941720485687,0.02839025668799877,0.14208947122097015,0.12622085213661194,0.09769917279481888
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,-0.05226261913776398,-0.011753248050808907,0.002804921008646488,-0.0629785805940628,-0.01936490088701248,0.03073660098016262,0.08302460610866547,0.9999999403953552,0.08433578908443451,0.003388406243175268,-0.023395681753754616
60,0.07328611612319946,-0.014436322264373302,0.04635925963521004,-0.010049987584352493,0.028498312458395958,0.10075196623802185,0.026966813951730728,-0.08257101476192474,-0.01669265702366829,0.03568613529205322,-0.11939319223165512,-0.05123656988143921,0.03250044956803322,0.06999651342630386
museums,0.18489275872707367,0.1825832724571228,0.2721219062805176,0.29845130443573,0.766154408454895,0.28324422240257263,0.12284450232982635,0.20176564157009125,0.02829132229089737,0.07045722752809525,-0.033785928040742874,0.28417453169822693,0.38679808378219604,0.1374243199825287
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.23933029174804688,0.20741747319698334,0.30442318320274353,0.3154076039791107,0.39760664105415344,0.20078027248382568,0.1857338845729828,-0.0016132977325469255,0.1899166703224182,0.2277175933122635,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,1.0,0.32739606499671936,0.24861779808998108,0.34310394525527954,0.3821379244327545,0.40150508284568787,0.23496994376182556,0.2337159663438797,-0.01540423184633255,0.18291357159614563,0.25281965732574463,0.22068053483963013
most,0.3219912350177765,0.30044323205947876,0.47635307908058167,0.212355375289917,0.15799327194690704,0.32128092646598816,0.3270238935947418,0.28580769896507263,0.1404234915971756,0.1636200249195099,0.024445664137601852,0.20440927147865295,0.24239301681518555,0.2107497900724411
prestigious,0.11413072049617767,0.13732276856899261,0.2841964662075043,0.34242504835128784,0.2196587324142456,0.23952679336071014,0.19558262825012207,0.11400657892227173,0.14501377940177917,0.12541142106056213,-0.01674887165427208,0.346691370010376,0.261392742395401,0.050204768776893616
ones,0.28536954522132874,0.27517038583755493,0.333568274974823,0.032361648976802826,0.1338566243648529,0.2820616364479065,0.3233775198459625,0.2002568393945694,0.13371434807777405,0.20382432639598846,0.04911305382847786,0.1308629810810089,0.2186921089887619,0.28155767917633057
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.17082279920578003,0.12469582259654999,0.22677084803581238,0.3686100244522095,0.2674213647842407,0.11518039554357529,0.1437477469444275,-0.008927806280553341,0.1694057136774063,0.22862131893634796,0.24591213464736938
national,0.16882304847240448,0.16890141367912292,0.32739606499671936,1.0000001192092896,0.2500859498977661,0.3056134283542633,0.1345214694738388,0.17547941207885742,0.1377129703760147,0.1441926807165146,-0.05226261913776398,0.16998161375522614,0.217006117105484,0.15643028914928436
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.2500859498977661,1.0000001192092896,0.2518383264541626,0.028010420501232147,0.20791949331760406,0.01980557106435299,0.024987826123833656,-0.011753248050808907,0.21051907539367676,0.4441815912723541,0.14128351211547852
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.15206176042556763,0.08185859024524689,0.21877872943878174,0.5057834982872009,0.26272761821746826,0.18208517134189606,0.21420970559120178,-0.04624466598033905,0.20792533457279205,0.16466663777828217,0.2433311939239502
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.27889734506607056,0.14725451171398163,0.3746475577354431,0.3929923176765442,0.322764128446579,0.21423545479774475,0.1961185783147812,0.04866964742541313,0.20346391201019287,0.24716788530349731,0.23916715383529663
collection,0.215459942817688,0.10356780141592026,0.25281965732574463,0.217006117105484,0.4441815912723541,0.21629762649536133,0.19205257296562195,0.2754948139190674,0.04167782515287399,0.04803057387471199,0.003388406243175268,0.257583886384964,0.9999998807907104,0.20069393515586853
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3314673602581024,0.23314370214939117,0.31691181659698486,0.38889452815055847,0.4249346852302551,0.2062341570854187,0.20085355639457703,-0.03817026689648628,0.18706899881362915,0.2915455996990204,0.1826142966747284
works,0.2418437898159027,0.3256840407848358,0.26337864995002747,0.13869330286979675,0.2308025360107422,0.177556574344635,0.19538657367229462,0.16260115802288055,0.1525733917951584,0.1325778365135193,0.04286740720272064,0.21324467658996582,0.3417747914791107,0.19597402215003967
whose,0.22831642627716064,0.2838347554206848,0.38253846764564514,0.1112518459558487,0.017854614183306694,0.24497748911380768,0.32210615277290344,0.2266867458820343,0.1500825732946396,0.14478889107704163,-0.019954677671194077,0.1269911229610443,0.14954999089241028,0.16990536451339722
origin,0.20149369537830353,0.1426919400691986,0.24161343276500702,0.15196636319160461,0.15417233109474182,0.1345265954732895,0.09360061585903168,0.36795946955680847,0.018537772819399834,0.03619473800063133,-0.029064321890473366,0.07825277745723724,0.139476016163826,0.12716172635555267
ranges,0.20017047226428986,0.18597686290740967,0.2618407607078552,0.13792188465595245,0.07804493606090546,0.14338232576847076,0.19937355816364288,0.23139509558677673,0.06354209035634995,0.13410910964012146,0.0009687899728305638,0.12648436427116394,0.13066692650318146,0.10840721428394318
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.28915393352508545,0.2407650351524353,0.26073190569877625,0.32022708654403687,0.4274188280105591,0.24436426162719727,0.2101086527109146,-0.037580832839012146,0.21135757863521576,0.23004686832427979,0.20430970191955566
time,0.36319252848625183,0.2519678771495819,0.43061500787734985,0.19250556826591492,0.1336563527584076,0.2635485529899597,0.36800292134284973,0.2964353561401367,0.1273825466632843,0.19164106249809265,0.01301188487559557,0.15503939986228943,0.2474898248910904,0.27391523122787476
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.17547941207885742,0.20791949331760406,0.1635105460882187,0.29647475481033325,1.0,0.0825946107506752,0.12166441977024078,-0.01936490088701248,0.18150165677070618,0.2754948139190674,0.19969791173934937
antiquity,0.1817406713962555,0.15753120183944702,0.3004048764705658,0.09810291975736618,0.239325612783432,0.26259011030197144,0.2228071093559265,0.2103661745786667,0.12363281846046448,0.14844632148742676,-0.04742353409528732,0.1514391005039215,0.28621920943260193,0.16758611798286438
till,0.26231494545936584,0.11014997959136963,0.20668664574623108,0.13300977647304535,0.11253838241100311,0.15648393332958221,0.21354585886001587,0.2892243564128876,0.13812145590782166,0.12898673117160797,-0.001351460930891335,0.077381432056427,0.13219918310642242,0.1827678382396698
the,0.42745697498321533,0.35928019881248474,1.0,0.32739606499671936,0.24861779808998108,0.34310394525527954,0.3821379244327545,0.40150508284568787,0.23496994376182556,0.2337159663438797,-0.01540423184633255,0.18291357159614563,0.25281965732574463,0.22068053483963013
present,0.30940163135528564,0.19336256384849548,0.2829846143722534,0.11005846410989761,0.1676148623228073,0.17343716323375702,0.1591174304485321,0.20334279537200928,0.06406837701797485,0.08756271004676819,0.010861009359359741,0.13450680673122406,0.1550484299659729,0.21759982407093048
epoch,0.25109848380088806,0.09310145676136017,0.25456464290618896,0.09619289636611938,0.17179080843925476,0.18358628451824188,0.11802778393030167,0.15761013329029083,0.12817713618278503,0.08060850203037262,0.053685467690229416,-0.011432410217821598,0.18787451088428497,0.17884482443332672
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.21661384403705597,0.15384963154792786,0.3387998044490814,0.36958321928977966,0.3251767158508301,0.12515901029109955,0.15155431628227234,-0.05775856226682663,0.22101859748363495,0.23568034172058105,0.27043893933296204
well,0.4154493808746338,0.3239245116710663,0.42630070447921753,0.22215932607650757,0.17272178828716278,0.3848188817501068,0.3440157175064087,0.31084778904914856,0.15171615779399872,0.1697041541337967,-0.0049502006731927395,0.21233704686164856,0.22726348042488098,0.24815571308135986
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.21661384403705597,0.15384963154792786,0.3387998044490814,0.36958321928977966,0.3251767158508301,0.12515901029109955,0.15155431628227234,-0.05775856226682663,0.22101859748363495,0.23568034172058105,0.27043893933296204
one,0.376489520072937,0.2924913763999939,0.5514441132545471,0.2082243114709854,0.20303620398044586,0.3736339509487152,0.39644819498062134,0.32194891571998596,0.11519709974527359,0.15225175023078918,0.06913424283266068,0.24056240916252136,0.29259923100471497,0.2673267424106598
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3314673602581024,0.23314370214939117,0.31691181659698486,0.38889452815055847,0.4249346852302551,0.2062341570854187,0.20085355639457703,-0.03817026689648628,0.18706899881362915,0.2915455996990204,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.32739606499671936,0.24861779808998108,0.34310394525527954,0.3821379244327545,0.40150508284568787,0.23496994376182556,0.2337159663438797,-0.01540423184633255,0.18291357159614563,0.25281965732574463,0.22068053483963013
best,0.3036847710609436,0.21949787437915802,0.3134109377861023,0.18944062292575836,0.15108419954776764,0.22280611097812653,0.16457872092723846,0.19474449753761292,0.14884138107299805,0.1468348652124405,0.06545830518007278,0.1568184345960617,0.23621907830238342,0.2799045741558075
collections,0.22708594799041748,0.112778440117836,0.27174001932144165,0.24930749833583832,0.447247713804245,0.24363520741462708,0.2209502011537552,0.27473148703575134,0.04386543482542038,0.05572419986128807,0.006817140616476536,0.26892560720443726,0.9249221086502075,0.1873358190059662
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3314673602581024,0.23314370214939117,0.31691181659698486,0.38889452815055847,0.4249346852302551,0.2062341570854187,0.20085355639457703,-0.03817026689648628,0.18706899881362915,0.2915455996990204,0.1826142966747284
paintings,0.22357428073883057,0.16820548474788666,0.2167874127626419,0.18414539098739624,0.3647291660308838,0.20530743896961212,0.15447823703289032,0.20633774995803833,0.1408330798149109,0.16232457756996155,0.014467387460172176,0.22384460270404816,0.3678726255893707,0.1866389960050583
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.28915393352508545,0.2407650351524353,0.26073190569877625,0.32022708654403687,0.4274188280105591,0.24436426162719727,0.2101086527109146,-0.037580832839012146,0.21135757863521576,0.23004686832427979,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.32739606499671936,0.24861779808998108,0.34310394525527954,0.3821379244327545,0.40150508284568787,0.23496994376182556,0.2337159663438797,-0.01540423184633255,0.18291357159614563,0.25281965732574463,0.22068053483963013
country,0.22705033421516418,0.21151480078697205,0.30432501435279846,0.2563340365886688,0.13286592066287994,0.14895065128803253,0.22370775043964386,0.21630296111106873,0.19758759438991547,0.2423044592142105,0.0747150406241417,0.21057552099227905,0.1212298572063446,0.12647280097007751
including,0.18328791856765747,0.20252716541290283,0.3738902807235718,0.23123744130134583,0.21556918323040009,0.2524028718471527,0.255157470703125,0.3061726689338684,0.13641658425331116,0.123372383415699,0.0074059427715837955,0.15517660975456238,0.32469215989112854,0.1633303165435791
some,0.4491020441055298,0.39611563086509705,0.4566698372364044,0.19008179008960724,0.14952780306339264,0.30802133679389954,0.39602676033973694,0.35210713744163513,0.17217953503131866,0.23365585505962372,0.056411296129226685,0.23412339389324188,0.2892989218235016,0.2562315762042999
paintings,0.22357428073883057,0.16820548474788666,0.2167874127626419,0.18414539098739624,0.3647291660308838,0.20530743896961212,0.15447823703289032,0.20633774995803833,0.1408330798149109,0.16232457756996155,0.014467387460172176,0.22384460270404816,0.3678726255893707,0.1866389960050583
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.17547941207885742,0.20791949331760406,0.1635105460882187,0.29647475481033325,1.0,0.0825946107506752,0.12166441977024078,-0.01936490088701248,0.18150165677070618,0.2754948139190674,0.19969791173934937
adolf,0.1794750839471817,0.12445972114801407,0.23496994376182556,0.1377129703760147,0.01980557106435299,0.1845868080854416,0.13354288041591644,0.0825946107506752,0.9999999403953552,0.8135741353034973,0.03073660098016262,0.10865801572799683,0.04167782515287399,0.16571351885795593
hitler,0.23170879483222961,0.19013454020023346,0.2337159663438797,0.1441926807165146,0.024987826123833656,0.17977312207221985,0.17338827252388,0.12166441977024078,0.8135741353034973,1.0000001192092896,0.08302460610866547,0.19387826323509216,0.04803057387471199,0.22639022767543793
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,-0.05226261913776398,-0.011753248050808907,0.002804921008646488,-0.0629785805940628,-0.01936490088701248,0.03073660098016262,0.08302460610866547,0.9999999403953552,0.08433578908443451,0.003388406243175268,-0.023395681753754616
private,0.16778090596199036,0.1316513568162918,0.18291357159614563,0.16998161375522614,0.21051907539367676,0.20779664814472198,0.16240477561950684,0.18150165677070618,0.10865801572799683,0.19387826323509216,0.08433578908443451,1.0,0.257583886384964,0.14389030635356903
collection,0.215459942817688,0.10356780141592026,0.25281965732574463,0.217006117105484,0.4441815912723541,0.21629762649536133,0.19205257296562195,0.2754948139190674,0.04167782515287399,0.04803057387471199,0.003388406243175268,0.257583886384964,0.9999998807907104,0.20069393515586853
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.23933029174804688,0.20741747319698334,0.30442318320274353,0.3154076039791107,0.39760664105415344,0.20078027248382568,0.1857338845729828,-0.0016132977325469255,0.1899166703224182,0.2277175933122635,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2608908712863922,0.21554097533226013,0.2914160192012787,0.36825746297836304,0.3601827025413513,0.2106688767671585,0.20222748816013336,0.06895173341035843,0.2557651102542877,0.2379438579082489,0.20544172823429108
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.2500859498977661,1.0000001192092896,0.2518383264541626,0.028010420501232147,0.20791949331760406,0.01980557106435299,0.024987826123833656,-0.011753248050808907,0.21051907539367676,0.4441815912723541,0.14128351211547852
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3314673602581024,0.23314370214939117,0.31691181659698486,0.38889452815055847,0.4249346852302551,0.2062341570854187,0.20085355639457703,-0.03817026689648628,0.18706899881362915,0.2915455996990204,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.32739606499671936,0.24861779808998108,0.34310394525527954,0.3821379244327545,0.40150508284568787,0.23496994376182556,0.2337159663438797,-0.01540423184633255,0.18291357159614563,0.25281965732574463,0.22068053483963013
polish,0.08233486860990524,0.12843264639377594,0.17708231508731842,0.12666994333267212,0.17116215825080872,0.12582118809223175,0.1084175631403923,0.24760311841964722,0.262900173664093,0.2609201967716217,0.047667719423770905,0.07407344877719879,0.1291814148426056,0.14012759923934937
army,0.1698741316795349,0.1139552891254425,0.31011611223220825,0.20045478641986847,0.14988547563552856,0.19062571227550507,0.15428012609481812,0.2187274545431137,0.24058780074119568,0.3319501578807831,0.03417222201824188,0.2109680324792862,0.1456238180398941,0.180583193898201
