,what,is,another,country,that,permits,physicians,to,give,out,drugs,from,within,their,practice,?
this,0.5489566326141357,0.480927973985672,0.5523360371589661,0.2617904841899872,0.6909449696540833,0.29524755477905273,0.25344687700271606,0.5759071707725525,0.3482663631439209,0.34908437728881836,0.2902499735355377,0.3469814360141754,0.3226017355918884,0.40095847845077515,0.2974475622177124,0.3155723512172699
law,0.2145031988620758,0.18597714602947235,0.19941410422325134,0.2041085809469223,0.23277728259563446,0.26863741874694824,0.3056167960166931,0.259207159280777,0.19725997745990753,0.14484383165836334,0.24123631417751312,0.19070591032505035,0.1864943951368332,0.17199353873729706,0.3961793780326843,0.1528988480567932
also,0.42747777700424194,0.5012649297714233,0.4885459244251251,0.2604532539844513,0.6005857586860657,0.238924041390419,0.2513660192489624,0.5348826050758362,0.3183518648147583,0.32038095593452454,0.31450721621513367,0.33783096075057983,0.2688477635383606,0.4181114733219147,0.2666330635547638,0.21848613023757935
exists,0.3020588457584381,0.37246593832969666,0.29252880811691284,0.18580447137355804,0.40266144275665283,0.2796759307384491,0.20971354842185974,0.2263440191745758,0.1573709398508072,0.16717155277729034,0.13070355355739594,0.13289888203144073,0.29840683937072754,0.15919654071331024,0.2191433161497116,0.26845401525497437
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.3040012717247009,0.435920387506485,0.16657236218452454,0.18599987030029297,0.45010748505592346,0.20895415544509888,0.3576207756996155,0.18405058979988098,0.4274188280105591,0.40576374530792236,0.34976133704185486,0.24572531878948212,0.20430970191955566
austria,0.15969835221767426,0.11112981289625168,0.11280475556850433,0.2989894151687622,0.18882311880588531,0.0536164827644825,0.12360133975744247,0.1887667030096054,0.13638272881507874,0.0885917916893959,0.1442352831363678,0.13436394929885864,0.1314147263765335,0.20416170358657837,0.14002694189548492,0.16068434715270996
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.2644098401069641,0.4137635827064514,0.2870346009731293,0.22604063153266907,0.4451248347759247,0.41813769936561584,0.3312093913555145,0.2985316216945648,0.314039945602417,0.3087334632873535,0.3406745493412018,0.3276185989379883,0.264628142118454
general,0.24928055703639984,0.20144300162792206,0.19686520099639893,0.11340604722499847,0.2510950565338135,0.1369507610797882,0.21315568685531616,0.24755197763442993,0.1693277657032013,0.11491996049880981,0.14735744893550873,0.1645994782447815,0.2165386825799942,0.18977577984333038,0.1837732344865799,0.1972234547138214
physicians,0.24258212745189667,0.12708066403865814,0.19946306943893433,0.08216948062181473,0.2623414397239685,0.1765725463628769,0.9999999403953552,0.2605861723423004,0.23498019576072693,0.15307246148586273,0.339998722076416,0.20318229496479034,0.1955527514219284,0.2604007124900818,0.24540235102176666,0.12075905501842499
if,0.5277165174484253,0.30927813053131104,0.4655850827693939,0.18476323783397675,0.5634250640869141,0.3598752021789551,0.20804601907730103,0.4559597074985504,0.4644846022129059,0.404382586479187,0.2800716161727905,0.23692595958709717,0.3103365898132324,0.29658177495002747,0.22322523593902588,0.4441644251346588
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.30432501435279846,0.5473989248275757,0.2217908650636673,0.20843391120433807,0.535392165184021,0.29086416959762573,0.39404502511024475,0.19485467672348022,0.40150508284568787,0.39827480912208557,0.516537070274353,0.27333036065101624,0.22068053483963013
nearest,0.15945719182491302,0.29425695538520813,0.24375379085540771,0.19462929666042328,0.17418406903743744,0.15609204769134521,0.08454002439975739,0.3085865378379822,0.18375445902347565,0.18257521092891693,0.05798003077507019,0.18071909248828888,0.2747528851032257,0.1719111055135727,0.11312566697597504,0.10557453334331512
pharmacy,0.21638189256191254,0.16101746261119843,0.1733984351158142,0.08258776366710663,0.2027333825826645,0.1400948464870453,0.33743607997894287,0.1824638396501541,0.16631095111370087,0.16702772676944733,0.407574862241745,0.1513727605342865,0.12236620485782623,0.15922963619232178,0.2685104310512543,0.1355620175600052
is,0.28837618231773376,1.0,0.41278526186943054,0.24409033358097076,0.3995479643344879,0.2122938334941864,0.12708066403865814,0.42745086550712585,0.25632646679878235,0.2817855477333069,0.13498282432556152,0.27355384826660156,0.30135563015937805,0.2101074606180191,0.21584326028823853,0.22961433231830597
more,0.3484537899494171,0.2946030795574188,0.4338461756706238,0.16735000908374786,0.4813884496688843,0.289298951625824,0.28132665157318115,0.47084665298461914,0.36252525448799133,0.3380376398563385,0.2608979046344757,0.2529715299606323,0.27893075346946716,0.36147117614746094,0.23862925171852112,0.27894994616508484
than,0.29388150572776794,0.2839990258216858,0.3526041507720947,0.16402976214885712,0.4891277849674225,0.2606421709060669,0.19193430244922638,0.3192550539970398,0.3182321786880493,0.26693058013916016,0.19093148410320282,0.2633618414402008,0.27742239832878113,0.30367133021354675,0.1682395190000534,0.24917294085025787
4,-0.04324747622013092,0.025936461985111237,0.07595107704401016,0.10032545030117035,-0.04881570115685463,0.013374202884733677,0.00964480172842741,0.059323787689208984,-0.02434251643717289,-0.037382327020168304,-0.08252811431884766,0.057375580072402954,0.03942810371518135,0.028113318607211113,-0.06290376931428909,0.010515431873500347
kilometers,0.1880730390548706,0.28149881958961487,0.18403978645801544,0.22313585877418518,0.20818889141082764,0.16431140899658203,0.09464813023805618,0.2404150515794754,0.13812746107578278,0.160355344414711,0.09888090938329697,0.23671995103359222,0.2939911484718323,0.09907058626413345,0.04623233154416084,0.09704750031232834
away,0.2797873020172119,0.21884818375110626,0.3408152163028717,0.13323749601840973,0.345943808555603,0.17732825875282288,0.14272895455360413,0.36056286096572876,0.28642451763153076,0.45128533244132996,0.19306620955467224,0.37826648354530334,0.2537480294704437,0.2598530650138855,0.13545002043247223,0.15156377851963043
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.27878350019454956,0.4137537479400635,0.22958213090896606,0.1914944052696228,0.44245919585227966,0.2844066619873047,0.3161109685897827,0.1834760159254074,0.39760664105415344,0.2513136863708496,0.3045167922973633,0.2838936448097229,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.2667475640773773,0.4729836881160736,0.3609146177768707,0.22061368823051453,0.38921234011650085,0.34672385454177856,0.30417007207870483,0.27312225103378296,0.31242018938064575,0.33908307552337646,0.42146000266075134,0.28048136830329895,0.32389625906944275
where,0.4457937180995941,0.3586711287498474,0.42079871892929077,0.2450796216726303,0.4876193106174469,0.30031856894493103,0.2382829189300537,0.47735077142715454,0.28533127903938293,0.4094439148902893,0.18550659716129303,0.3713873624801636,0.3611587882041931,0.3356108069419861,0.25136226415634155,0.24793872237205505
