,to,whom,did,rca,mandate,the,sale,of,nbc,blue,to,in,1941,?
once,0.41327327489852905,0.3105256259441376,0.2475058138370514,0.08615539968013763,0.187927708029747,0.4227895736694336,0.1937970370054245,0.2879956364631653,0.14642655849456787,0.21006576716899872,0.41327327489852905,0.33631399273872375,0.002751858439296484,0.17750471830368042
mutual,0.19653622806072235,0.2661442458629608,0.13588747382164001,0.2595199942588806,0.15472419559955597,0.21255530416965485,0.21502280235290527,0.22917376458644867,0.30975770950317383,0.019434722140431404,0.19653622806072235,0.16519443690776825,0.07020799070596695,0.14322642982006073
's,0.03782717138528824,0.006846526637673378,0.05069678649306297,0.03347138315439224,-0.01916077360510826,-0.01540423184633255,0.02224520407617092,-0.03817026689648628,0.07915050536394119,-0.0033745844848454,0.03782717138528824,-0.037580832839012146,0.054798584431409836,-0.023395681753754616
appeals,0.2656153440475464,0.23734615743160248,0.22005853056907654,0.1739809215068817,0.31739771366119385,0.28037509322166443,0.23043522238731384,0.25155049562454224,0.18709027767181396,0.09733424335718155,0.2656153440475464,0.22819435596466064,0.12203763425350189,0.1764155626296997
against,0.310872346162796,0.23362864553928375,0.22514554858207703,0.09603279083967209,0.24391724169254303,0.3090755045413971,0.18040214478969574,0.2669808566570282,0.10181724280118942,0.08953140676021576,0.310872346162796,0.27273955941200256,0.047066494822502136,0.18095137178897858
the,0.535392165184021,0.23752936720848083,0.34736719727516174,0.12673714756965637,0.3209454417228699,1.0,0.23683100938796997,0.733189046382904,0.20618264377117157,0.2734997570514679,0.535392165184021,0.6662389636039734,0.15564635396003723,0.22068053483963013
fcc,0.24543172121047974,0.10997270792722702,0.23574954271316528,0.1874570995569229,0.324795126914978,0.24932202696800232,0.2547464072704315,0.16839106380939484,0.3197975158691406,0.09673700481653214,0.24543172121047974,0.134840726852417,0.0976158082485199,0.1708466112613678
were,0.31913647055625916,0.27088287472724915,0.4162326455116272,0.11923088878393173,0.1791621446609497,0.3906462490558624,0.20247478783130646,0.34038281440734863,0.10669224709272385,0.12692983448505402,0.31913647055625916,0.3815755248069763,0.09301295876502991,0.17890112102031708
rejected,0.24757765233516693,0.2914024889469147,0.3544847071170807,0.13951453566551208,0.25592944025993347,0.2610994279384613,0.17072704434394836,0.27805227041244507,0.1676427572965622,0.10589165985584259,0.24757765233516693,0.2188936322927475,0.06481797248125076,0.20434792339801788
",",0.44245919585227966,0.25587570667266846,0.3015086054801941,0.19369250535964966,0.2598687410354614,0.4933079481124878,0.230073943734169,0.4946078956127167,0.17508727312088013,0.23822021484375,0.44245919585227966,0.5201468467712402,0.1322506070137024,0.31091248989105225
rca,0.1836252361536026,0.1652366816997528,0.15430530905723572,0.9999998807907104,0.1310688704252243,0.12673714756965637,0.22941552102565765,0.09828570485115051,0.28461092710494995,0.20522606372833252,0.1836252361536026,0.1138772964477539,0.1305798590183258,0.07305777072906494
decided,0.43155255913734436,0.20670299232006073,0.5689980983734131,0.2028370052576065,0.2889346778392792,0.37534645199775696,0.17076148092746735,0.2880963683128357,0.17051972448825836,0.07274641841650009,0.43155255913734436,0.30060529708862305,0.041281018406152725,0.258772075176239
to,1.0,0.3108522593975067,0.4452643394470215,0.1836252361536026,0.32011678814888,0.535392165184021,0.28558340668678284,0.41548454761505127,0.14568616449832916,0.2423304319381714,1.0,0.45010748505592346,0.08114954829216003,0.29463258385658264
sell,0.35664159059524536,0.17154519259929657,0.35637909173965454,0.17152737081050873,0.1517259180545807,0.19874759018421173,0.5172304511070251,0.16354906558990479,0.12972766160964966,0.11198432743549347,0.35664159059524536,0.23190630972385406,-0.032577257603406906,0.1556897759437561
nbc,0.14568616449832916,0.14343422651290894,0.1728760302066803,0.28461092710494995,0.1137600839138031,0.20618264377117157,0.13880452513694763,0.12012486904859543,0.9999999403953552,0.16533015668392181,0.14568616449832916,0.19303210079669952,0.05247979238629341,0.1680917739868164
blue,0.2423304319381714,0.19173552095890045,0.10842680186033249,0.20522606372833252,0.11186932027339935,0.2734997570514679,0.23562364280223846,0.23528409004211426,0.16533015668392181,1.0000001192092896,0.2423304319381714,0.22384510934352875,0.10810528695583344,0.15668673813343048
in,0.45010748505592346,0.20012985169887543,0.2593238651752472,0.1138772964477539,0.24625785648822784,0.6662389636039734,0.2506190836429596,0.5696388483047485,0.19303210079669952,0.22384510934352875,0.45010748505592346,1.0,0.13286475837230682,0.20430970191955566
1941,0.08114954829216003,0.11210957914590836,0.00970092136412859,0.1305798590183258,0.05887196958065033,0.15564635396003723,0.0419812835752964,0.21092641353607178,0.05247979238629341,0.10810528695583344,0.08114954829216003,0.13286475837230682,0.9999999403953552,-0.06466483324766159
",",0.44245919585227966,0.25587570667266846,0.3015086054801941,0.19369250535964966,0.2598687410354614,0.4933079481124878,0.230073943734169,0.4946078956127167,0.17508727312088013,0.23822021484375,0.44245919585227966,0.5201468467712402,0.1322506070137024,0.31091248989105225
and,0.48971283435821533,0.3148667514324188,0.34479495882987976,0.15499135851860046,0.24322344362735748,0.5171257257461548,0.2104409784078598,0.5116966962814331,0.1969573199748993,0.2053237110376358,0.48971283435821533,0.4954058527946472,0.08207499980926514,0.20544172823429108
gave,0.27167177200317383,0.22292302548885345,0.4154756963253021,0.14908702671527863,0.1559946984052658,0.32555076479911804,0.15631352365016937,0.3650403320789337,0.12417443841695786,0.1561349630355835,0.27167177200317383,0.24152803421020508,0.010046443901956081,0.1910865753889084
the,0.535392165184021,0.23752936720848083,0.34736719727516174,0.12673714756965637,0.3209454417228699,1.0,0.23683100938796997,0.733189046382904,0.20618264377117157,0.2734997570514679,0.535392165184021,0.6662389636039734,0.15564635396003723,0.22068053483963013
mandate,0.32011678814888,0.2213321328163147,0.2643417418003082,0.1310688704252243,1.0000001192092896,0.3209454417228699,0.17868752777576447,0.2176865190267563,0.1137600839138031,0.11186932027339935,0.32011678814888,0.24625785648822784,0.05887196958065033,0.2593512535095215
to,1.0,0.3108522593975067,0.4452643394470215,0.1836252361536026,0.32011678814888,0.535392165184021,0.28558340668678284,0.41548454761505127,0.14568616449832916,0.2423304319381714,1.0,0.45010748505592346,0.08114954829216003,0.29463258385658264
do,0.38876664638519287,0.14976072311401367,0.5246143937110901,0.10773877054452896,0.253581702709198,0.30239659547805786,0.13003408908843994,0.26150479912757874,0.15385569632053375,0.1398661881685257,0.38876664638519287,0.23402775824069977,0.018449192866683006,0.4093979299068451
so,0.5091881155967712,0.27780672907829285,0.43696269392967224,0.14312665164470673,0.2291087955236435,0.4296516180038452,0.170629620552063,0.3184450566768646,0.16248667240142822,0.21758955717086792,0.5091881155967712,0.31275880336761475,0.03504464775323868,0.43163934350013733
to,1.0,0.3108522593975067,0.4452643394470215,0.1836252361536026,0.32011678814888,0.535392165184021,0.28558340668678284,0.41548454761505127,0.14568616449832916,0.2423304319381714,1.0,0.45010748505592346,0.08114954829216003,0.29463258385658264
mark,0.2008102536201477,0.11821949481964111,0.10116355866193771,0.2241024672985077,0.11906520277261734,0.2235521525144577,0.11828743666410446,0.16461719572544098,0.12065525352954865,0.20975029468536377,0.2008102536201477,0.2269105464220047,-0.011237329803407192,0.11634156107902527
woods,0.22002160549163818,0.1774485856294632,0.09587925672531128,0.1012028232216835,0.06842735409736633,0.25063925981521606,0.1333121955394745,0.19778653979301453,0.12052035331726074,0.1331098973751068,0.22002160549163818,0.21960093080997467,0.041880737990140915,0.09811560064554214
.,0.4645031690597534,0.26115289330482483,0.35288307070732117,0.11357055604457855,0.2954825758934021,0.5934505462646484,0.23010660707950592,0.5352458953857422,0.23586274683475494,0.2285863310098648,0.4645031690597534,0.5591574311256409,0.12824955582618713,0.4130953550338745
