,who,was,westinghouse,'s,chief,rival,?
tesla,0.1520961970090866,0.16455206274986267,0.35764777660369873,0.06449045985937119,0.1230378970503807,0.10591878741979599,0.10250775516033173
's,0.05599616840481758,0.008974763564765453,-0.008012998849153519,0.9999999403953552,0.04866407439112663,-0.0021357182413339615,-0.023395681753754616
demonstration,0.17708902060985565,0.22351692616939545,0.27268123626708984,-0.0541977621614933,0.09021337330341339,0.18617583811283112,0.13217706978321075
of,0.2827862501144409,0.4069072902202606,0.28119996190071106,-0.03817026689648628,0.26361605525016785,0.16546274721622467,0.1826142966747284
his,0.44966956973075867,0.4405253231525421,0.2343376725912094,0.047556519508361816,0.23438797891139984,0.3003861904144287,0.18075084686279297
induction,0.1360868364572525,0.1620527058839798,0.3256383240222931,-0.0047057378105819225,0.13480165600776672,0.05084609612822533,0.1510571390390396
motor,0.1466689109802246,0.20476558804512024,0.3054238557815552,0.061700910329818726,0.10919520258903503,0.1507750004529953,0.0637441948056221
and,0.41279885172843933,0.3740963041782379,0.2865493595600128,0.06895173341035843,0.21687087416648865,0.18646307289600372,0.20544172823429108
westinghouse,0.23585543036460876,0.30702054500579834,0.9999999403953552,-0.008012998849153519,0.2852383255958557,0.13576862215995789,0.17307911813259125
's,0.05599616840481758,0.008974763564765453,-0.008012998849153519,0.9999999403953552,0.04866407439112663,-0.0021357182413339615,-0.023395681753754616
subsequent,0.17192286252975464,0.20916680991649628,0.1484045833349228,0.0070984200574457645,0.10081598162651062,0.16358624398708344,0.13111010193824768
licensing,0.21822284162044525,0.144392192363739,0.3373691439628601,-0.012461770325899124,0.23220960795879364,0.1443447470664978,0.23048727214336395
of,0.2827862501144409,0.4069072902202606,0.28119996190071106,-0.03817026689648628,0.26361605525016785,0.16546274721622467,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.3101098835468292,-0.01540423184633255,0.2586921751499176,0.2149961143732071,0.22068053483963013
patent,0.21797259151935577,0.13812966644763947,0.3248586356639862,-0.021303649991750717,0.1621701568365097,0.01646222174167633,0.13298413157463074
",",0.3365725874900818,0.45456063747406006,0.277236670255661,-0.0016132977325469255,0.22851578891277313,0.16514593362808228,0.31091248989105225
both,0.31663915514945984,0.2990766167640686,0.24552324414253235,0.03109198436141014,0.14721955358982086,0.17347027361392975,0.19455738365650177
in,0.2792111933231354,0.45514053106307983,0.2579890191555023,-0.037580832839012146,0.17961405217647552,0.17891286313533783,0.20430970191955566
1888,0.13229268789291382,0.1682576835155487,0.05404873937368393,0.00017254317936021835,-0.0011857893550768495,0.05206712335348129,0.07625395059585571
",",0.3365725874900818,0.45456063747406006,0.277236670255661,-0.0016132977325469255,0.22851578891277313,0.16514593362808228,0.31091248989105225
put,0.25223246216773987,0.24684612452983856,0.1155499666929245,0.006688596680760384,0.1292281299829483,0.10384153574705124,0.2993032932281494
tesla,0.1520961970090866,0.16455206274986267,0.35764777660369873,0.06449045985937119,0.1230378970503807,0.10591878741979599,0.10250775516033173
firmly,0.288626492023468,0.2981466054916382,0.1675967425107956,-0.02128244936466217,0.17206767201423645,0.23748187720775604,0.23320716619491577
on,0.2340552806854248,0.3909217119216919,0.23386307060718536,0.0026888418942689896,0.12780416011810303,0.1275867521762848,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,0.3101098835468292,-0.01540423184633255,0.2586921751499176,0.2149961143732071,0.22068053483963013
``,0.02397952415049076,-0.012679691426455975,-0.12999998033046722,-0.03416389226913452,0.035329703241586685,-0.07472635060548782,0.0685480609536171
ac,0.12106219679117203,0.16263911128044128,0.2760004699230194,0.040544040501117706,0.1004803255200386,0.19539913535118103,0.19071458280086517
'',0.024401003494858742,0.04456103965640068,0.034050870686769485,-0.04859459400177002,-0.003543474478647113,0.013755901716649532,0.018684765323996544
side,0.18683703243732452,0.16857531666755676,0.12801223993301392,0.05179053172469139,0.12793873250484467,0.1528460830450058,0.07831130921840668
of,0.2827862501144409,0.4069072902202606,0.28119996190071106,-0.03817026689648628,0.26361605525016785,0.16546274721622467,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.3101098835468292,-0.01540423184633255,0.2586921751499176,0.2149961143732071,0.22068053483963013
so-called,0.3589174747467041,0.41175779700279236,0.2799176573753357,0.009286198765039444,0.2641621530056,0.2754535973072052,0.28986620903015137
``,0.02397952415049076,-0.012679691426455975,-0.12999998033046722,-0.03416389226913452,0.035329703241586685,-0.07472635060548782,0.0685480609536171
war,0.24286115169525146,0.3560331463813782,0.2965333163738251,0.06856801360845566,0.24838514626026154,0.1646984964609146,0.15510529279708862
of,0.2827862501144409,0.4069072902202606,0.28119996190071106,-0.03817026689648628,0.26361605525016785,0.16546274721622467,0.1826142966747284
currents,0.15649443864822388,0.1596861630678177,0.23990438878536224,0.03830553591251373,0.096593476831913,0.09816613793373108,0.07452256232500076
",",0.3365725874900818,0.45456063747406006,0.277236670255661,-0.0016132977325469255,0.22851578891277313,0.16514593362808228,0.31091248989105225
'',0.024401003494858742,0.04456103965640068,0.034050870686769485,-0.04859459400177002,-0.003543474478647113,0.013755901716649532,0.018684765323996544
an,0.2848317325115204,0.3694365322589874,0.24657122790813446,0.025255560874938965,0.17667809128761292,0.05997709929943085,0.19793890416622162
electrical,0.16470956802368164,0.2032313495874405,0.41149720549583435,0.012006526812911034,0.15186235308647156,0.07104082405567169,0.10923371464014053
distribution,0.07938589155673981,0.14958971738815308,0.3109743297100067,0.049042776226997375,0.07159072905778885,0.04979730024933815,0.0929616317152977
battle,0.16377700865268707,0.23319749534130096,0.2003602832555771,-0.03793543204665184,0.16609330475330353,0.2500069737434387,0.1680624783039093
being,0.44037187099456787,0.5201660394668579,0.173484206199646,-0.055871423333883286,0.14046956598758698,0.21774457395076752,0.26743772625923157
waged,0.3001551032066345,0.33793094754219055,0.15750916302204132,0.005850477609783411,0.16860932111740112,0.24043503403663635,0.19169075787067413
between,0.20718061923980713,0.24048170447349548,0.18826159834861755,0.006096371449530125,0.09329469501972198,0.24869711697101593,0.12887074053287506
thomas,0.26103657484054565,0.26629963517189026,0.3231651484966278,0.0326034352183342,0.19216108322143555,0.1543155312538147,0.16133050620555878
edison,0.19920577108860016,0.2864142954349518,0.3855430483818054,0.0115949846804142,0.17832809686660767,0.06563497334718704,0.10244420915842056
and,0.41279885172843933,0.3740963041782379,0.2865493595600128,0.06895173341035843,0.21687087416648865,0.18646307289600372,0.20544172823429108
george,0.25805044174194336,0.2601471245288849,0.3706516921520233,-0.019076833501458168,0.17945852875709534,0.13308198750019073,0.1479024887084961
westinghouse,0.23585543036460876,0.30702054500579834,0.9999999403953552,-0.008012998849153519,0.2852383255958557,0.13576862215995789,0.17307911813259125
that,0.45444270968437195,0.33670201897621155,0.19149138033390045,0.04397977516055107,0.17569105327129364,0.21558032929897308,0.32716336846351624
had,0.36173108220100403,0.5927209258079529,0.2198336273431778,-0.004401352722197771,0.17591087520122528,0.27810341119766235,0.20728366076946259
been,0.3295723795890808,0.518218457698822,0.218115895986557,-0.10734795778989792,0.06772187352180481,0.18039429187774658,0.24354910850524902
simmering,0.09808196127414703,0.18124818801879883,0.14730744063854218,0.06335945427417755,0.09198735654354095,0.07485336810350418,0.09312979131937027
since,0.27765995264053345,0.4384658932685852,0.2441433072090149,-0.04899144917726517,0.09072292596101761,0.19316338002681732,0.2876587212085724
westinghouse,0.23585543036460876,0.30702054500579834,0.9999999403953552,-0.008012998849153519,0.2852383255958557,0.13576862215995789,0.17307911813259125
's,0.05599616840481758,0.008974763564765453,-0.008012998849153519,0.9999999403953552,0.04866407439112663,-0.0021357182413339615,-0.023395681753754616
first,0.39065709710121155,0.5022147297859192,0.3124198615550995,-0.014458609744906425,0.2237476408481598,0.2097301036119461,0.18701928853988647
ac,0.12106219679117203,0.16263911128044128,0.2760004699230194,0.040544040501117706,0.1004803255200386,0.19539913535118103,0.19071458280086517
system,0.1550477296113968,0.2147521674633026,0.22073955833911896,0.04329425096511841,0.07891251891851425,0.056609734892845154,0.15556083619594574
in,0.2792111933231354,0.45514053106307983,0.2579890191555023,-0.037580832839012146,0.17961405217647552,0.17891286313533783,0.20430970191955566
1886,0.10808108001947403,0.15760818123817444,0.22837989032268524,-0.024794330820441246,0.2021658569574356,0.1224183663725853,0.15507127344608307
and,0.41279885172843933,0.3740963041782379,0.2865493595600128,0.06895173341035843,0.21687087416648865,0.18646307289600372,0.20544172823429108
had,0.36173108220100403,0.5927209258079529,0.2198336273431778,-0.004401352722197771,0.17591087520122528,0.27810341119766235,0.20728366076946259
reached,0.14704298973083496,0.3110939562320709,0.15808138251304626,0.0023906826972961426,0.12792043387889862,0.13895131647586823,0.1518019139766693
the,0.3733934462070465,0.48711544275283813,0.3101098835468292,-0.01540423184633255,0.2586921751499176,0.2149961143732071,0.22068053483963013
point,0.15094248950481415,0.17757032811641693,0.08637485653162003,0.0017411779845133424,0.09683923423290253,0.08062076568603516,0.19189560413360596
of,0.2827862501144409,0.4069072902202606,0.28119996190071106,-0.03817026689648628,0.26361605525016785,0.16546274721622467,0.1826142966747284
all-out,0.25635233521461487,0.3316836655139923,0.31048133969306946,0.052152369171381,0.2207501381635666,0.2518104612827301,0.3975675106048584
warfare,0.20980967581272125,0.22386129200458527,0.24724449217319489,0.004152160137891769,0.13203494250774384,0.1732451170682907,0.1583555042743683
by,0.39727845788002014,0.4752357602119446,0.2823614776134491,-0.010884488001465797,0.17262689769268036,0.20744259655475616,0.17966607213020325
1888,0.13229268789291382,0.1682576835155487,0.05404873937368393,0.00017254317936021835,-0.0011857893550768495,0.05206712335348129,0.07625395059585571
.,0.3541337847709656,0.40146201848983765,0.3097001910209656,-0.003708066651597619,0.21212048828601837,0.14835117757320404,0.4130953550338745
,who,was,westinghouse,'s,chief,rival,?
the,0.3733934462070465,0.48711544275283813,0.3101098835468292,-0.01540423184633255,0.2586921751499176,0.2149961143732071,0.22068053483963013
competition,0.2201552838087082,0.23262746632099152,0.14561203122138977,0.04565756022930145,0.07883688062429428,0.308582067489624,0.1394461691379547
resulted,0.1169779971241951,0.3113420605659485,0.12791341543197632,-0.07127729803323746,0.10568844527006149,0.18068791925907135,0.1391388475894928
in,0.2792111933231354,0.45514053106307983,0.2579890191555023,-0.037580832839012146,0.17961405217647552,0.17891286313533783,0.20430970191955566
edison,0.19920577108860016,0.2864142954349518,0.3855430483818054,0.0115949846804142,0.17832809686660767,0.06563497334718704,0.10244420915842056
machine,0.26473936438560486,0.1741330921649933,0.2923770546913147,0.040698520839214325,0.1003035455942154,0.020284641534090042,0.17587624490261078
works,0.2919859290122986,0.2401018887758255,0.1704649031162262,0.04286740720272064,0.13253474235534668,0.11462439596652985,0.19597402215003967
pursuing,0.2542329430580139,0.18873654305934906,0.2133662849664688,0.0009182462235912681,0.1374354064464569,0.1380685567855835,0.17021717131137848
ac,0.12106219679117203,0.16263911128044128,0.2760004699230194,0.040544040501117706,0.1004803255200386,0.19539913535118103,0.19071458280086517
development,0.15172652900218964,0.2344081997871399,0.29970023036003113,0.004789014346897602,0.15603333711624146,0.09362702071666718,0.1211358830332756
in,0.2792111933231354,0.45514053106307983,0.2579890191555023,-0.037580832839012146,0.17961405217647552,0.17891286313533783,0.20430970191955566
1890,0.08397246152162552,0.04199131578207016,-0.1688932478427887,0.09305726736783981,-0.011291192844510078,0.015039784833788872,-0.0038504337426275015
and,0.41279885172843933,0.3740963041782379,0.2865493595600128,0.06895173341035843,0.21687087416648865,0.18646307289600372,0.20544172823429108
by,0.39727845788002014,0.4752357602119446,0.2823614776134491,-0.010884488001465797,0.17262689769268036,0.20744259655475616,0.17966607213020325
1892,-0.028006989508867264,0.010261036455631256,0.11979182064533234,0.11019168049097061,0.01721062697470188,0.11048640310764313,-0.03980826586484909
thomas,0.26103657484054565,0.26629963517189026,0.3231651484966278,0.0326034352183342,0.19216108322143555,0.1543155312538147,0.16133050620555878
edison,0.19920577108860016,0.2864142954349518,0.3855430483818054,0.0115949846804142,0.17832809686660767,0.06563497334718704,0.10244420915842056
was,0.3318818509578705,1.0000001192092896,0.30702054500579834,0.008974763564765453,0.2651097774505615,0.2730695903301239,0.18412111699581146
no,0.19753101468086243,0.19955526292324066,0.14067330956459045,0.04497740417718887,0.1665392816066742,0.10157056152820587,0.32165053486824036
longer,0.28090566396713257,0.23075184226036072,0.16230720281600952,0.03199387341737747,0.10171705484390259,0.21853478252887726,0.24416615068912506
in,0.2792111933231354,0.45514053106307983,0.2579890191555023,-0.037580832839012146,0.17961405217647552,0.17891286313533783,0.20430970191955566
control,0.23970051109790802,0.19347785413265228,0.247817263007164,0.03798864781856537,0.25764229893684387,0.21187162399291992,0.1620711386203766
of,0.2827862501144409,0.4069072902202606,0.28119996190071106,-0.03817026689648628,0.26361605525016785,0.16546274721622467,0.1826142966747284
his,0.44966956973075867,0.4405253231525421,0.2343376725912094,0.047556519508361816,0.23438797891139984,0.3003861904144287,0.18075084686279297
own,0.31838667392730713,0.19632458686828613,0.23380663990974426,-0.0030622677877545357,0.11650378257036209,0.22573910653591156,0.1937696635723114
company,0.2383776307106018,0.2293137013912201,0.35389670729637146,0.003266559913754463,0.19783814251422882,0.17312192916870117,0.12195809185504913
",",0.3365725874900818,0.45456063747406006,0.277236670255661,-0.0016132977325469255,0.22851578891277313,0.16514593362808228,0.31091248989105225
which,0.3688730001449585,0.2830964922904968,0.2770593464374542,0.03856118768453598,0.11447487026453018,0.18776004016399384,0.25814583897590637
was,0.3318818509578705,1.0000001192092896,0.30702054500579834,0.008974763564765453,0.2651097774505615,0.2730695903301239,0.18412111699581146
consolidated,0.1153721809387207,0.22622759640216827,0.24238373339176178,-0.09503495693206787,0.15656881034374237,0.18280358612537384,0.16821198165416718
into,0.16956904530525208,0.2322220653295517,0.15075145661830902,0.00961404386907816,0.09584956616163254,0.1195744201540947,0.15662476420402527
the,0.3733934462070465,0.48711544275283813,0.3101098835468292,-0.01540423184633255,0.2586921751499176,0.2149961143732071,0.22068053483963013
conglomerate,0.11800869554281235,0.16340258717536926,0.3148341476917267,-0.002590275602415204,0.1303892731666565,0.10317676514387131,0.11916931718587875
general,0.2461782991886139,0.2445744127035141,0.2298063188791275,-0.0757286474108696,0.25524961948394775,0.16307401657104492,0.1972234547138214
electric,0.19416284561157227,0.17723047733306885,0.4146316647529602,-0.0115516884252429,0.08465062826871872,0.11090919375419617,0.15674720704555511
and,0.41279885172843933,0.3740963041782379,0.2865493595600128,0.06895173341035843,0.21687087416648865,0.18646307289600372,0.20544172823429108
converting,0.11134614795446396,0.1205858513712883,0.1932767629623413,-0.07216700166463852,0.11446254700422287,0.05746800824999809,0.23131810128688812
to,0.42656609416007996,0.3636345863342285,0.22176946699619293,0.03782717138528824,0.18738310039043427,0.20049551129341125,0.29463258385658264
an,0.2848317325115204,0.3694365322589874,0.24657122790813446,0.025255560874938965,0.17667809128761292,0.05997709929943085,0.19793890416622162
ac,0.12106219679117203,0.16263911128044128,0.2760004699230194,0.040544040501117706,0.1004803255200386,0.19539913535118103,0.19071458280086517
delivery,0.18588732182979584,0.13772734999656677,0.29268914461135864,0.008433113805949688,0.17505429685115814,0.07515454292297363,0.16483546793460846
system,0.1550477296113968,0.2147521674633026,0.22073955833911896,0.04329425096511841,0.07891251891851425,0.056609734892845154,0.15556083619594574
at,0.22096660733222961,0.36707764863967896,0.24553091824054718,-0.08481216430664062,0.0835610032081604,0.1740502268075943,0.21978627145290375
that,0.45444270968437195,0.33670201897621155,0.19149138033390045,0.04397977516055107,0.17569105327129364,0.21558032929897308,0.32716336846351624
point,0.15094248950481415,0.17757032811641693,0.08637485653162003,0.0017411779845133424,0.09683923423290253,0.08062076568603516,0.19189560413360596
.,0.3541337847709656,0.40146201848983765,0.3097001910209656,-0.003708066651597619,0.21212048828601837,0.14835117757320404,0.4130953550338745
