,which,people,brought,forward,one,of,the,earliest,examples,of,civil,disobedience,?
one,0.510688066482544,0.2841606140136719,0.25497564673423767,0.2283964902162552,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.32342809438705444,0.32072609663009644,0.4999135136604309,0.15266822278499603,0.20541732013225555,0.2673267424106598
of,0.5011631846427917,0.3251037895679474,0.3339962065219879,0.17140159010887146,0.4999135136604309,1.0,0.733189046382904,0.33267632126808167,0.3054686188697815,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
its,0.5154205560684204,0.24203898012638092,0.17455388605594635,0.1845272183418274,0.42848992347717285,0.48690423369407654,0.559237003326416,0.16492193937301636,0.21673068404197693,0.48690423369407654,0.15427452325820923,0.15781542658805847,0.15103481709957123
earliest,0.32621052861213684,0.13262943923473358,0.1938106268644333,0.11904958635568619,0.32342809438705444,0.33267632126808167,0.32825469970703125,1.0,0.29689455032348633,0.33267632126808167,0.1108841672539711,0.2281191051006317,0.139415442943573
massive,0.3182868957519531,0.15063433349132538,0.19934460520744324,0.20501381158828735,0.2619481384754181,0.2715130150318146,0.29983171820640564,0.16990935802459717,0.1514054834842682,0.2715130150318146,0.15799842774868011,0.1531321257352829,0.17558397352695465
implementations,0.3777524530887604,0.1505061686038971,0.18281611800193787,0.19605743885040283,0.23809915781021118,0.18841023743152618,0.20489591360092163,0.12098652124404907,0.45271632075309753,0.18841023743152618,0.1966409683227539,0.23194977641105652,0.21828727424144745
was,0.2830964922904968,0.2518421411514282,0.35886916518211365,0.14903637766838074,0.3752199709415436,0.4069072902202606,0.48711544275283813,0.25501716136932373,0.07216602563858032,0.4069072902202606,0.24303317070007324,0.28287848830223083,0.18412111699581146
brought,0.2530832886695862,0.2352575659751892,0.9999999403953552,0.22383998334407806,0.25497564673423767,0.3339962065219879,0.32700833678245544,0.1938106268644333,0.19306419789791107,0.3339962065219879,0.23051263391971588,0.26444506645202637,0.2339296191930771
about,0.4059852957725525,0.394355833530426,0.2567584812641144,0.15204143524169922,0.35568177700042725,0.40939709544181824,0.37995871901512146,0.2507884204387665,0.25273650884628296,0.40939709544181824,0.1744583249092102,0.20206157863140106,0.302409827709198
by,0.40543368458747864,0.20350977778434753,0.23560477793216705,0.17068231105804443,0.29445651173591614,0.3646814823150635,0.4408751428127289,0.1959538608789444,0.27706319093704224,0.3646814823150635,0.15479567646980286,0.2563513219356537,0.17966607213020325
egyptians,0.2688877284526825,0.2665310502052307,0.23603452742099762,0.13428866863250732,0.1498555839061737,0.22075548768043518,0.24802030622959137,0.3546096086502075,0.18061372637748718,0.22075548768043518,0.1527777910232544,0.2828955352306366,0.1427619308233261
against,0.27554041147232056,0.20144562423229218,0.23774723708629608,0.1969430297613144,0.2450990378856659,0.2669808566570282,0.3090755045413971,0.13629721105098724,0.19298771023750305,0.2669808566570282,0.22722691297531128,0.3858777582645416,0.18095137178897858
the,0.6521818041801453,0.36838498711586,0.32700833678245544,0.2383665293455124,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
british,0.2002234309911728,0.15512417256832123,0.1999230533838272,0.09470698237419128,0.2232416272163391,0.23701532185077667,0.28973397612571716,0.12847091257572174,0.17037361860275269,0.23701532185077667,0.2382184863090515,0.24846328794956207,0.09711728990077972
occupation,0.1374589055776596,0.16156630218029022,0.20730997622013092,0.05217882618308067,0.16560249030590057,0.24415746331214905,0.23079249262809753,0.19646692276000977,0.1181768923997879,0.24415746331214905,0.20740856230258942,0.2704811990261078,0.13284437358379364
in,0.4840516746044159,0.39605680108070374,0.25879573822021484,0.16177327930927277,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.20430970191955566
the,0.6521818041801453,0.36838498711586,0.32700833678245544,0.2383665293455124,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
1919,0.012915889732539654,-0.1414480209350586,-0.0769866555929184,0.03160155192017555,0.0033189691603183746,-0.17261579632759094,-0.10051338374614716,-0.05886369198560715,0.04428786784410477,-0.17261579632759094,-0.09741108119487762,-0.06691157072782516,-0.03536369651556015
revolution,0.24164193868637085,0.22981400787830353,0.19729404151439667,0.17353041470050812,0.20096030831336975,0.27144062519073486,0.276140034198761,0.1957874894142151,0.14920072257518768,0.27144062519073486,0.3380163013935089,0.3442854583263397,0.1727980077266693
.,0.45942068099975586,0.33118996024131775,0.31484454870224,0.23715119063854218,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.21521835029125214,0.28905922174453735,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4130953550338745
,which,people,brought,forward,one,of,the,earliest,examples,of,civil,disobedience,?
it,0.616637647151947,0.3940119743347168,0.21531027555465698,0.17605538666248322,0.4284902811050415,0.38761502504348755,0.6251175999641418,0.24131013453006744,0.2643030881881714,0.38761502504348755,0.17707513272762299,0.2648297846317291,0.25732165575027466
has,0.4350704550743103,0.2147672474384308,0.25552138686180115,0.20563626289367676,0.43032392859458923,0.3909035325050354,0.4177538752555847,0.18134021759033203,0.21517843008041382,0.3909035325050354,0.14805923402309418,0.11896127462387085,0.15994466841220856
been,0.36993977427482605,0.23209184408187866,0.41170039772987366,0.17528116703033447,0.3407197892665863,0.31685134768486023,0.3563927710056305,0.2800230383872986,0.227527916431427,0.31685134768486023,0.16754008829593658,0.20087917149066925,0.24354910850524902
used,0.414506196975708,0.2769155204296112,0.27940136194229126,0.14562693238258362,0.3009188175201416,0.3075267970561981,0.3718377649784088,0.2536534070968628,0.4040156602859497,0.3075267970561981,0.18663932383060455,0.16147232055664062,0.22430120408535004
in,0.4840516746044159,0.39605680108070374,0.25879573822021484,0.16177327930927277,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.20430970191955566
many,0.5168171525001526,0.4171447455883026,0.3761652708053589,0.15609867870807648,0.4223630726337433,0.37253960967063904,0.4335206151008606,0.35370081663131714,0.44614723324775696,0.37253960967063904,0.2212105095386505,0.2810143232345581,0.2124512493610382
nonviolent,0.2485509067773819,0.27529966831207275,0.1493309587240219,0.19370409846305847,0.2473982870578766,0.2696565091609955,0.23885348439216614,0.15778562426567078,0.22363337874412537,0.2696565091609955,0.37643536925315857,0.6002234220504761,0.23365403711795807
resistance,0.21625620126724243,0.1779797524213791,0.20733244717121124,0.1351734697818756,0.19868451356887817,0.24201548099517822,0.2521642744541168,0.13568222522735596,0.20367062091827393,0.24201548099517822,0.27002426981925964,0.39310237765312195,0.026361597701907158
movements,0.3761357069015503,0.23154081404209137,0.13261212408542633,0.2911606729030609,0.1879092901945114,0.24170123040676117,0.31594985723495483,0.23718951642513275,0.3269859254360199,0.24170123040676117,0.2419094443321228,0.37486886978149414,0.1501890867948532
in,0.4840516746044159,0.39605680108070374,0.25879573822021484,0.16177327930927277,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.20430970191955566
india,0.28478068113327026,0.18222777545452118,0.24553067982196808,0.11161866784095764,0.2554246187210083,0.29747170209884644,0.3108653426170349,0.17180663347244263,0.1709742397069931,0.29747170209884644,0.18130739033222198,0.2790805995464325,0.10473668575286865
(,0.2589828372001648,0.17817604541778564,0.19757404923439026,0.1969144493341446,0.2922096848487854,0.35032153129577637,0.33289089798927307,0.1286110132932663,0.18685734272003174,0.35032153129577637,0.16291406750679016,0.14515410363674164,0.40561532974243164
