,to,which,year,does,the,new,sculpture,galleries,now,encompass,?
with,0.4239959120750427,0.46403205394744873,0.3220449686050415,0.26186925172805786,0.4223487675189972,0.24325589835643768,0.19463536143302917,0.17471446096897125,0.2213166505098343,0.21275228261947632,0.2433311939239502
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.35928019881248474,1.0,0.3845241069793701,0.23690329492092133,0.27603694796562195,0.38266420364379883,0.22459924221038818,0.22068053483963013
opening,0.2393702119588852,0.3592540919780731,0.19152139127254486,0.12275540828704834,0.37298497557640076,0.1801254153251648,0.23616430163383484,0.21726052463054657,0.16753503680229187,0.12644390761852264,0.16502447426319122
of,0.41548454761505127,0.5011631846427917,0.2578314542770386,0.3119818866252899,0.733189046382904,0.343457967042923,0.2746802270412445,0.24172402918338776,0.29182544350624084,0.321759432554245,0.1826142966747284
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.35928019881248474,1.0,0.3845241069793701,0.23690329492092133,0.27603694796562195,0.38266420364379883,0.22459924221038818,0.22068053483963013
dorothy,0.19313988089561462,0.12398973107337952,0.15456260740756989,0.07924608141183853,0.18591982126235962,0.18420469760894775,0.17338339984416962,0.17159633338451385,0.1468302607536316,0.08093995600938797,0.19687046110630035
and,0.48971283435821533,0.506277859210968,0.2506658732891083,0.3461615741252899,0.5171257257461548,0.31402453780174255,0.2538686692714691,0.3095110058784485,0.35309651494026184,0.28932997584342957,0.20544172823429108
michael,0.1299484521150589,0.13976186513900757,0.15274649858474731,0.05587365850806236,0.21768254041671753,0.17366085946559906,0.12256044149398804,0.123392254114151,0.1530865579843521,0.012955493293702602,0.0667748749256134
hintze,0.21595428884029388,0.1891416758298874,0.12064781039953232,0.19981196522712708,0.24526219069957733,0.2045445442199707,0.1975216120481491,0.21122650802135468,0.13422925770282745,0.19956426322460175,0.24361853301525116
sculpture,0.23966236412525177,0.2241707295179367,0.10099900513887405,0.09779258072376251,0.23690329492092133,0.13942870497703552,1.0,0.4911354184150696,0.24611879885196686,0.2261274755001068,0.1571214497089386
galleries,0.2089657187461853,0.28423401713371277,0.1413644701242447,0.17347003519535065,0.27603694796562195,0.21453635394573212,0.4911354184150696,0.9999998807907104,0.3267117142677307,0.23356445133686066,0.1957392692565918
in,0.45010748505592346,0.4840516746044159,0.3359307050704956,0.214483380317688,0.6662389636039734,0.3758552670478821,0.23036405444145203,0.2712664008140564,0.3619694113731384,0.22018371522426605,0.20430970191955566
2006,0.012056082487106323,0.19065003097057343,0.007006329949945211,0.08400875329971313,0.11294147372245789,-0.0468379482626915,-0.08208004385232925,-0.03546471893787384,-0.022754807025194168,0.09382586181163788,-0.1194092258810997
it,0.513711154460907,0.616637647151947,0.2363913208246231,0.34188351035118103,0.6251175999641418,0.23156195878982544,0.18940822780132294,0.19271650910377502,0.4382702112197876,0.2071346938610077,0.25732165575027466
was,0.3636345863342285,0.2830964922904968,0.3209837079048157,0.19302551448345184,0.48711544275283813,0.2748313844203949,0.23845447599887848,0.14833402633666992,0.35876134037971497,0.1351092904806137,0.18412111699581146
decided,0.43155255913734436,0.23397822678089142,0.24111710488796234,0.28532668948173523,0.37534645199775696,0.2732316851615906,0.18449774384498596,0.1826181709766388,0.3050631284713745,0.14398008584976196,0.258772075176239
to,1.0,0.5345056653022766,0.23523004353046417,0.4391997456550598,0.535392165184021,0.33159172534942627,0.23966236412525177,0.2089657187461853,0.3925153911113739,0.25277137756347656,0.29463258385658264
extend,0.3343263864517212,0.3267531394958496,0.13481292128562927,0.2586992084980011,0.29680711030960083,0.2183637022972107,0.1122400090098381,0.15081489086151123,0.2518936097621918,0.35509946942329407,0.2181791514158249
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.35928019881248474,1.0,0.3845241069793701,0.23690329492092133,0.27603694796562195,0.38266420364379883,0.22459924221038818,0.22068053483963013
chronology,0.17835597693920135,0.20700137317180634,0.254255473613739,0.09547851979732513,0.22985747456550598,0.1384200155735016,0.2638639211654663,0.2540356516838074,0.12172644585371017,0.24234594404697418,0.23438876867294312
