,what,movement,did,the,fair,held,in,june,have,its,origins,in,?
the,0.42745697498321533,0.339571475982666,0.34736719727516174,1.0,0.2018251270055771,0.32185450196266174,0.6662389636039734,0.24568822979927063,0.40389683842658997,0.559237003326416,0.2890577018260956,0.6662389636039734,0.22068053483963013
event,0.26981404423713684,0.19488757848739624,0.17957442998886108,0.2960145175457001,0.16879859566688538,0.45807647705078125,0.27304479479789734,0.20712706446647644,0.23173485696315765,0.19036348164081573,0.15609528124332428,0.27304479479789734,0.16076280176639557
has,0.20338068902492523,0.18491831421852112,0.2124989777803421,0.4177538752555847,0.12652216851711273,0.20941133797168732,0.4173259735107422,0.18328812718391418,0.6353569626808167,0.4627293348312378,0.2554745078086853,0.4173259735107422,0.15994466841220856
its,0.30393704771995544,0.29622000455856323,0.19922670722007751,0.559237003326416,0.22596807777881622,0.1918802708387375,0.3793783485889435,0.15370778739452362,0.3852778375148773,1.0,0.239765465259552,0.3793783485889435,0.15103481709957123
origins,0.2137981504201889,0.24138230085372925,0.19422420859336853,0.2890577018260956,0.08364838361740112,0.18045030534267426,0.21701936423778534,0.0414024218916893,0.20823834836483002,0.239765465259552,1.0,0.21701936423778534,0.1275135576725006
in,0.30808621644973755,0.26725053787231445,0.2593238651752472,0.6662389636039734,0.17628079652786255,0.3127288818359375,1.0,0.29047903418540955,0.36843645572662354,0.3793783485889435,0.21701936423778534,1.0,0.20430970191955566
the,0.42745697498321533,0.339571475982666,0.34736719727516174,1.0,0.2018251270055771,0.32185450196266174,0.6662389636039734,0.24568822979927063,0.40389683842658997,0.559237003326416,0.2890577018260956,0.6662389636039734,0.22068053483963013
temperance,0.25242501497268677,0.3275335729122162,0.2573279142379761,0.29233518242836,0.2396847903728485,0.22870370745658875,0.2736801505088806,0.11213903874158859,0.1745615005493164,0.20837636291980743,0.26179632544517517,0.2736801505088806,0.1426113098859787
movement,0.23934946954250336,1.0,0.12124674767255783,0.339571475982666,0.09582403302192688,0.1800439953804016,0.26725053787231445,0.09016235917806625,0.19237689673900604,0.29622000455856323,0.24138230085372925,0.26725053787231445,0.1423349231481552
during,0.24137552082538605,0.2561885714530945,0.30679523944854736,0.4838213622570038,0.12238477915525436,0.36476975679397583,0.4627237319946289,0.21716365218162537,0.27574852108955383,0.23688937723636627,0.21648705005645752,0.4627237319946289,0.1325719803571701
the,0.42745697498321533,0.339571475982666,0.34736719727516174,1.0,0.2018251270055771,0.32185450196266174,0.6662389636039734,0.24568822979927063,0.40389683842658997,0.559237003326416,0.2890577018260956,0.6662389636039734,0.22068053483963013
early,0.2454567849636078,0.26637452840805054,0.32047218084335327,0.34442198276519775,0.14285655319690704,0.23518936336040497,0.34672921895980835,0.20453019440174103,0.30266791582107544,0.18085439503192902,0.3556760251522064,0.34672921895980835,0.15272949635982513
1880s,0.08784106373786926,0.004884570837020874,0.0903116837143898,0.19532835483551025,0.13842812180519104,0.23862992227077484,0.18552936613559723,0.2248813956975937,0.007053832057863474,0.11512486636638641,0.08094359189271927,0.18552936613559723,0.07475119829177856
and,0.31309178471565247,0.2837696671485901,0.34479495882987976,0.5171257257461548,0.20493736863136292,0.22757986187934875,0.4954058527946472,0.2692793905735016,0.4711785912513733,0.3841775357723236,0.21966230869293213,0.4954058527946472,0.20544172823429108
coincides,0.2640845477581024,0.22704371809959412,0.24960103631019592,0.3217756748199463,0.19475606083869934,0.26246970891952515,0.22967296838760376,0.1542147845029831,0.22075070440769196,0.3016912341117859,0.22382578253746033,0.22967296838760376,0.205794095993042
with,0.2464839518070221,0.18811029195785522,0.25472134351730347,0.4223487675189972,0.1248408854007721,0.1774713099002838,0.4080928862094879,0.20185330510139465,0.48046383261680603,0.3087116777896881,0.1877042055130005,0.4080928862094879,0.2433311939239502
the,0.42745697498321533,0.339571475982666,0.34736719727516174,1.0,0.2018251270055771,0.32185450196266174,0.6662389636039734,0.24568822979927063,0.40389683842658997,0.559237003326416,0.2890577018260956,0.6662389636039734,0.22068053483963013
annual,0.14798973500728607,0.2040952891111374,0.13183704018592834,0.2958983778953552,0.2582480013370514,0.3879128098487854,0.2557781934738159,0.1446191370487213,0.15835146605968475,0.22293691337108612,0.19874383509159088,0.2557781934738159,0.1083487942814827
race,0.1748659759759903,0.1914992481470108,0.20457088947296143,0.2584857642650604,0.1314409226179123,0.26316192746162415,0.2270909547805786,0.12892767786979675,0.18373866379261017,0.17693836987018585,0.28419843316078186,0.2270909547805786,0.1390368491411209
week,0.2483774870634079,0.07320618629455566,0.2459598332643509,0.28402599692344666,0.252671480178833,0.2821366786956787,0.2674444317817688,0.2914925217628479,0.2650664448738098,0.240841343998909,0.04458373039960861,0.2674444317817688,0.25105318427085876
at,0.2838611304759979,0.13521893322467804,0.28390252590179443,0.457212895154953,0.22916251420974731,0.3822793960571289,0.4374977946281433,0.2827494144439697,0.29004791378974915,0.2685394287109375,0.09559276700019836,0.4374977946281433,0.21978627145290375
high,0.20466077327728271,0.14251722395420074,0.15957149863243103,0.28034812211990356,0.19521504640579224,0.15625408291816711,0.2652597725391388,0.14340069890022278,0.2406233847141266,0.23626497387886047,0.10918229073286057,0.2652597725391388,0.11137914657592773
gosforth,0.20700876414775848,0.21621073782444,0.12768913805484772,0.3921199142932892,0.17511345446109772,0.18579885363578796,0.34992244839668274,0.20453329384326935,0.20283757150173187,0.23680873215198517,0.20655415952205658,0.34992244839668274,0.14388786256313324
park,0.13500720262527466,0.13813252747058868,0.12431816756725311,0.24748283624649048,0.23639677464962006,0.20813114941120148,0.22758090496063232,0.17168739438056946,0.16302178800106049,0.2094704955816269,0.08699909597635269,0.22758090496063232,0.13508929312229156
.,0.3567904531955719,0.22796523571014404,0.35288307070732117,0.5934505462646484,0.18155190348625183,0.2628571093082428,0.5591574311256409,0.360857754945755,0.41614407300949097,0.3566088080406189,0.1620374470949173,0.5591574311256409,0.4130953550338745
