,what,is,a,kind,of,defense,response,that,makes,the,entire,plant,resistant,to,a,particular,agent,?
when,0.4700249433517456,0.3471449911594391,0.44397395849227905,0.23813094198703766,0.3757161796092987,0.2290624976158142,0.35236990451812744,0.5860282182693481,0.3653196394443512,0.5091903209686279,0.32359495759010315,0.22998343408107758,0.24232038855552673,0.5423505902290344,0.44397395849227905,0.33299341797828674,0.22104491293430328,0.22841128706932068
a,0.3320399522781372,0.658733606338501,1.0,0.42310917377471924,0.5052502155303955,0.21441413462162018,0.25924429297447205,0.47537946701049805,0.3509295880794525,0.5829201340675354,0.3950728178024292,0.2010895311832428,0.25282344222068787,0.45503583550453186,1.0,0.439316987991333,0.251655638217926,0.23916715383529663
part,0.3476244807243347,0.4582172930240631,0.3994528353214264,0.23708929121494293,0.452393114566803,0.1595429629087448,0.242634579539299,0.37747326493263245,0.2367354929447174,0.527681291103363,0.46422430872917175,0.13939379155635834,0.1394374519586563,0.2875264883041382,0.3994528353214264,0.308719664812088,0.15656843781471252,0.08557961881160736
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.2285657674074173,1.0,0.27720823884010315,0.21864040195941925,0.41498205065727234,0.2927091419696808,0.733189046382904,0.3766143023967743,0.26645857095718384,0.23532404005527496,0.41548454761505127,0.5052502155303955,0.3490585684776306,0.10356795787811279,0.1826142966747284
a,0.3320399522781372,0.658733606338501,1.0,0.42310917377471924,0.5052502155303955,0.21441413462162018,0.25924429297447205,0.47537946701049805,0.3509295880794525,0.5829201340675354,0.3950728178024292,0.2010895311832428,0.25282344222068787,0.45503583550453186,1.0,0.439316987991333,0.251655638217926,0.23916715383529663
plant,0.23371253907680511,0.2497083991765976,0.2010895311832428,0.23688256740570068,0.26645857095718384,0.1354578286409378,0.18086710572242737,0.23316219449043274,0.21639394760131836,0.28395459055900574,0.22749494016170502,1.0,0.32401686906814575,0.20493197441101074,0.2010895311832428,0.2244502156972885,0.12695132195949554,0.16613075137138367
becomes,0.15717560052871704,0.3528205454349518,0.21742002665996552,0.0541192963719368,0.29713478684425354,0.15318167209625244,0.17465554177761078,0.15917350351810455,0.4591016471385956,0.2601490020751953,0.10635991394519806,0.15102802217006683,0.1939612179994583,0.22548897564411163,0.21742002665996552,0.09878106415271759,0.12812992930412292,0.1751440465450287
infected,0.18830068409442902,0.16576501727104187,0.24732835590839386,0.20993362367153168,0.24511770904064178,0.126857727766037,0.25866904854774475,0.28058889508247375,0.17941078543663025,0.2435249239206314,0.24297751486301422,0.26818981766700745,0.40430766344070435,0.254592627286911,0.24732835590839386,0.1954091489315033,0.25751057267189026,0.17761120200157166
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.20629581809043884,0.4946078956127167,0.21538467705249786,0.24039098620414734,0.4137537479400635,0.2926395535469055,0.4933079481124878,0.25087404251098633,0.25194862484931946,0.2045065313577652,0.44245919585227966,0.427140474319458,0.2547086179256439,0.20600952208042145,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2516445517539978,0.733189046382904,0.2604767382144928,0.28909924626350403,0.5473989248275757,0.3029823303222656,1.0,0.4870373010635376,0.28395459055900574,0.19982527196407318,0.535392165184021,0.5829201340675354,0.4066357910633087,0.1308915615081787,0.22068053483963013
plant,0.23371253907680511,0.2497083991765976,0.2010895311832428,0.23688256740570068,0.26645857095718384,0.1354578286409378,0.18086710572242737,0.23316219449043274,0.21639394760131836,0.28395459055900574,0.22749494016170502,1.0,0.32401686906814575,0.20493197441101074,0.2010895311832428,0.2244502156972885,0.12695132195949554,0.16613075137138367
produces,0.14006412029266357,0.35465162992477417,0.3167676627635956,0.27352744340896606,0.24670347571372986,0.09379536658525467,0.23681627213954926,0.2709540128707886,0.4977705776691437,0.2783815562725067,0.17900680005550385,0.3320980966091156,0.2635011076927185,0.20580656826496124,0.3167676627635956,0.306747168302536,0.14068615436553955,0.17052298784255981
a,0.3320399522781372,0.658733606338501,1.0,0.42310917377471924,0.5052502155303955,0.21441413462162018,0.25924429297447205,0.47537946701049805,0.3509295880794525,0.5829201340675354,0.3950728178024292,0.2010895311832428,0.25282344222068787,0.45503583550453186,1.0,0.439316987991333,0.251655638217926,0.23916715383529663
localized,0.18725332617759705,0.26050108671188354,0.28818872570991516,0.22481906414031982,0.2533152103424072,0.13142095506191254,0.24313688278198242,0.30901142954826355,0.20023274421691895,0.2597012519836426,0.2151675522327423,0.17077891528606415,0.2425442785024643,0.19453215599060059,0.28818872570991516,0.327955961227417,0.11804408580064774,0.17986464500427246
hypersensitive,0.2850120961666107,0.2567732632160187,0.2703949213027954,0.34646937251091003,0.21087519824504852,0.21405883133411407,0.309619665145874,0.3786444365978241,0.3320157527923584,0.2105095088481903,0.2024344801902771,0.28364884853363037,0.4873056709766388,0.28067973256111145,0.2703949213027954,0.3629342019557953,0.25148117542266846,0.22263620793819427
response,0.3532308340072632,0.21022158861160278,0.25924429297447205,0.22298553586006165,0.21864040195941925,0.3364962637424469,1.0000001192092896,0.3606419265270233,0.22535823285579681,0.28909924626350403,0.1958853155374527,0.18086710572242737,0.30115920305252075,0.277526319026947,0.25924429297447205,0.32544443011283875,0.13216803967952728,0.2007838636636734
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.20629581809043884,0.4946078956127167,0.21538467705249786,0.24039098620414734,0.4137537479400635,0.2926395535469055,0.4933079481124878,0.25087404251098633,0.25194862484931946,0.2045065313577652,0.44245919585227966,0.427140474319458,0.2547086179256439,0.20600952208042145,0.31091248989105225
whereby,0.27963417768478394,0.1929520070552826,0.2467721402645111,0.1816415786743164,0.3387114405632019,0.20071397721767426,0.27408742904663086,0.358513206243515,0.18267527222633362,0.35741764307022095,0.30146336555480957,0.18045076727867126,0.18276940286159515,0.3473013639450073,0.2467721402645111,0.39307472109794617,0.07492109388113022,0.1718287318944931
cells,0.1758001297712326,0.1644774079322815,0.2297232300043106,0.24291619658470154,0.21305565536022186,0.20141370594501495,0.30744311213493347,0.2709589898586273,0.24709360301494598,0.19095487892627716,0.20160295069217682,0.3855547606945038,0.34724465012550354,0.26320719718933105,0.2297232300043106,0.23504547774791718,0.20655116438865662,0.1898086667060852
at,0.2838611304759979,0.25906258821487427,0.3095070421695709,0.17203933000564575,0.42558613419532776,0.16941078007221222,0.14833439886569977,0.3183255195617676,0.16751305758953094,0.457212895154953,0.2185688614845276,0.21092824637889862,0.08478724956512451,0.36524343490600586,0.3095070421695709,0.22621183097362518,0.1123804822564125,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2516445517539978,0.733189046382904,0.2604767382144928,0.28909924626350403,0.5473989248275757,0.3029823303222656,1.0,0.4870373010635376,0.28395459055900574,0.19982527196407318,0.535392165184021,0.5829201340675354,0.4066357910633087,0.1308915615081787,0.22068053483963013
site,0.21561308205127716,0.2314486801624298,0.21085289120674133,0.15770912170410156,0.24291633069515228,0.18606041371822357,0.12020689249038696,0.19933675229549408,0.16201509535312653,0.288954496383667,0.18606163561344147,0.17985212802886963,0.1191948652267456,0.2310456782579422,0.21085289120674133,0.18771040439605713,0.08077312260866165,0.2014765441417694
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.2285657674074173,1.0,0.27720823884010315,0.21864040195941925,0.41498205065727234,0.2927091419696808,0.733189046382904,0.3766143023967743,0.26645857095718384,0.23532404005527496,0.41548454761505127,0.5052502155303955,0.3490585684776306,0.10356795787811279,0.1826142966747284
infection,0.17579561471939087,0.23968450725078583,0.247476264834404,0.18354737758636475,0.2276538908481598,0.1815226525068283,0.3102411925792694,0.24198806285858154,0.18250276148319244,0.21775591373443604,0.1590101718902588,0.28363484144210815,0.4062041938304901,0.23874373733997345,0.247476264834404,0.19849956035614014,0.24306638538837433,0.18650056421756744
undergo,0.20737503468990326,0.17841188609600067,0.25324106216430664,0.25913602113723755,0.2243548482656479,0.1577421873807907,0.3280022442340851,0.2768738865852356,0.21214695274829865,0.21054203808307648,0.2383805513381958,0.29465943574905396,0.3397442698478699,0.2615695595741272,0.25324106216430664,0.25958240032196045,0.1024867594242096,0.15837688744068146
rapid,0.16600939631462097,0.15915311872959137,0.24877165257930756,0.17906396090984344,0.18225142359733582,0.14347368478775024,0.25317245721817017,0.2060859650373459,0.11535520106554031,0.24250900745391846,0.14443401992321014,0.23262833058834076,0.2009967714548111,0.17502319812774658,0.24877165257930756,0.1960173398256302,0.11562637984752655,0.17199881374835968
apoptosis,0.2901170253753662,0.2584485411643982,0.2648368179798126,0.2320963740348816,0.25456541776657104,0.2353944033384323,0.2747335135936737,0.33711084723472595,0.24805587530136108,0.2650298476219177,0.263028621673584,0.3817642033100128,0.3461621403694153,0.26597070693969727,0.2648368179798126,0.33874958753585815,0.21235555410385132,0.2257007509469986
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.28460726141929626,0.41548454761505127,0.22797247767448425,0.277526319026947,0.5436353087425232,0.35811367630958557,0.535392165184021,0.37588366866111755,0.20493197441101074,0.2521497905254364,1.0,0.45503583550453186,0.40318208932876587,0.21088580787181854,0.29463258385658264
