,what,is,one,result,of,civil,rebellion,?
it,0.45803478360176086,0.6328473687171936,0.4284902811050415,0.21765680611133575,0.38761502504348755,0.17707513272762299,0.21795211732387543,0.25732165575027466
has,0.20338068902492523,0.5668748617172241,0.43032392859458923,0.18269969522953033,0.3909035325050354,0.14805923402309418,0.09534631669521332,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.3407197892665863,0.22445927560329437,0.31685134768486023,0.16754008829593658,0.14865584671497345,0.24354910850524902
argued,0.31776854395866394,0.08507123589515686,0.2389734834432602,0.21809963881969452,0.19172857701778412,0.22184301912784576,0.1741376370191574,0.18905270099639893
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.3031747341156006,0.41498205065727234,0.16867391765117645,0.2236279845237732,0.32716336846351624
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23341737687587738,0.4946078956127167,0.24795588850975037,0.17869777977466583,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.3461143672466278,0.2939549684524536,0.3366928696632385,0.17608642578125,0.17296254634857178,0.21076419949531555
both,0.3361809551715851,0.31409940123558044,0.4734871983528137,0.28149038553237915,0.3565710783004761,0.22088982164859772,0.16209083795547485,0.19455738365650177
civil,0.15091551840305328,0.16941262781620026,0.15266822278499603,0.12546604871749878,0.24698495864868164,1.0,0.374906986951828,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.20541732013225555,0.2102058380842209,0.31932318210601807,0.5442691445350647,0.43850091099739075,0.19890835881233215
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.27436327934265137,0.5116966962814331,0.25259146094322205,0.18595951795578003,0.20544172823429108
civil,0.15091551840305328,0.16941262781620026,0.15266822278499603,0.12546604871749878,0.24698495864868164,1.0,0.374906986951828,0.1494513899087906
rebellion,0.20742425322532654,0.16987597942352295,0.1550287902355194,0.11149200797080994,0.22559593617916107,0.374906986951828,0.9999999403953552,0.10071789473295212
are,0.29724663496017456,0.5330929756164551,0.42537835240364075,0.18835392594337463,0.39081433415412903,0.12244163453578949,0.12496931105852127,0.24591213464736938
justified,0.3712652921676636,0.16052663326263428,0.30249330401420593,0.22210535407066345,0.21700510382652283,0.1624336540699005,0.13399355113506317,0.38761505484580994
by,0.2455483376979828,0.3899846076965332,0.29445651173591614,0.21075581014156342,0.3646814823150635,0.15479567646980286,0.1959858387708664,0.17966607213020325
appeal,0.2697356641292572,0.2135782092809677,0.2509125769138336,0.20711301267147064,0.21036796271800995,0.19622686505317688,0.24628010392189026,0.18189522624015808
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.23653174936771393,0.41548454761505127,0.2019355595111847,0.19780826568603516,0.29463258385658264
constitutional,0.24835939705371857,0.2099083513021469,0.22421357035636902,0.18212351202964783,0.3563419580459595,0.31163451075553894,0.25448039174079895,0.2199033498764038
defects,0.19250653684139252,0.248048335313797,0.2938486337661743,0.22539983689785004,0.242167130112648,0.1368587166070938,0.10252194106578827,0.11700957268476486
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23341737687587738,0.4946078956127167,0.24795588850975037,0.17869777977466583,0.31091248989105225
rebellion,0.20742425322532654,0.16987597942352295,0.1550287902355194,0.11149200797080994,0.22559593617916107,0.374906986951828,0.9999999403953552,0.10071789473295212
is,0.28837618231773376,1.0,0.4544198513031006,0.19420543313026428,0.4854315221309662,0.16941262781620026,0.16987597942352295,0.22961433231830597
much,0.45316147804260254,0.3156087100505829,0.3110751807689667,0.21987712383270264,0.2671096920967102,0.1829502135515213,0.23023590445518494,0.23442231118679047
more,0.3484537899494171,0.2946030795574188,0.42017561197280884,0.23343375325202942,0.30478984117507935,0.17124666273593903,0.172183096408844,0.27894994616508484
destructive,0.2930704951286316,0.17895475029945374,0.2738228142261505,0.30650827288627625,0.21505078673362732,0.15673857927322388,0.1898687779903412,0.18108771741390228
;,0.10986888408660889,0.05324986204504967,0.03110813908278942,0.005059271585196257,0.054534342139959335,-0.010033391416072845,-0.005315604619681835,0.10349778085947037
therefore,0.4125064015388489,0.36838728189468384,0.43307796120643616,0.4454687833786011,0.4106575846672058,0.1269373893737793,0.13146695494651794,0.3325358033180237
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23341737687587738,0.4946078956127167,0.24795588850975037,0.17869777977466583,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.27778977155685425,0.733189046382904,0.2477465271949768,0.2775774896144867,0.22068053483963013
defects,0.19250653684139252,0.248048335313797,0.2938486337661743,0.22539983689785004,0.242167130112648,0.1368587166070938,0.10252194106578827,0.11700957268476486
justifying,0.43036285042762756,0.17693863809108734,0.28838276863098145,0.2809140384197235,0.24957382678985596,0.15548664331436157,0.1488998383283615,0.43052729964256287
rebellion,0.20742425322532654,0.16987597942352295,0.1550287902355194,0.11149200797080994,0.22559593617916107,0.374906986951828,0.9999999403953552,0.10071789473295212
must,0.30362528562545776,0.3093329071998596,0.27498316764831543,0.2459152489900589,0.24322323501110077,0.12366364151239395,0.11256662011146545,0.23707495629787445
be,0.3929833769798279,0.4819129705429077,0.4154875874519348,0.3516577184200287,0.33904364705085754,0.18061059713363647,0.15997068583965302,0.3324260413646698
much,0.45316147804260254,0.3156087100505829,0.3110751807689667,0.21987712383270264,0.2671096920967102,0.1829502135515213,0.23023590445518494,0.23442231118679047
more,0.3484537899494171,0.2946030795574188,0.42017561197280884,0.23343375325202942,0.30478984117507935,0.17124666273593903,0.172183096408844,0.27894994616508484
serious,0.3481818735599518,0.19329771399497986,0.28978317975997925,0.26354315876960754,0.23478257656097412,0.1767428070306778,0.21860454976558685,0.23093265295028687
than,0.29388150572776794,0.2839990258216858,0.43810948729515076,0.2583066523075104,0.33036211133003235,0.12293031066656113,0.13484013080596924,0.24917294085025787
those,0.44466671347618103,0.2352088838815689,0.4089433550834656,0.26510536670684814,0.37935635447502136,0.1422404944896698,0.14601466059684753,0.3328189253807068
justifying,0.43036285042762756,0.17693863809108734,0.28838276863098145,0.2809140384197235,0.24957382678985596,0.15548664331436157,0.1488998383283615,0.43052729964256287
disobedience,0.3298627436161041,0.21453623473644257,0.20541732013225555,0.2102058380842209,0.31932318210601807,0.5442691445350647,0.43850091099739075,0.19890835881233215
