,what,conviction,motivated,eliot,to,move,towards,secularization,?
while,0.35511791706085205,0.23534639179706573,0.23387303948402405,0.13697931170463562,0.43899232149124146,0.2814944386482239,0.347721666097641,0.22258664667606354,0.21076419949531555
eliot,0.20328496396541595,0.21999110281467438,0.22478514909744263,1.0000001192092896,0.23179851472377777,0.12311193346977234,0.08308015018701553,0.2010297179222107,0.2153647243976593
was,0.22111038863658905,0.28314208984375,0.2197393774986267,0.23139946162700653,0.3636345863342285,0.1574081927537918,0.14273172616958618,0.23044772446155548,0.18412111699581146
the,0.42745697498321533,0.19831709563732147,0.22899626195430756,0.15140269696712494,0.535392165184021,0.29817628860473633,0.31815874576568604,0.28557366132736206,0.22068053483963013
most,0.3219912350177765,0.11931317299604416,0.21056053042411804,0.1228523850440979,0.321603000164032,0.2059078812599182,0.19605569541454315,0.23606373369693756,0.2107497900724411
crucial,0.33186814188957214,0.2102581113576889,0.23543785512447357,0.12636660039424896,0.25628989934921265,0.2065328061580658,0.22976769506931305,0.26172322034835815,0.18243193626403809
figure,0.2582065463066101,0.14288653433322906,0.17766344547271729,0.19163990020751953,0.24264496564865112,0.15694551169872284,0.15751731395721436,0.26440519094467163,0.21107101440429688
in,0.30808621644973755,0.23681873083114624,0.21012412011623383,0.1935959905385971,0.45010748505592346,0.23030683398246765,0.23474496603012085,0.21903987228870392,0.20430970191955566
the,0.42745697498321533,0.19831709563732147,0.22899626195430756,0.15140269696712494,0.535392165184021,0.29817628860473633,0.31815874576568604,0.28557366132736206,0.22068053483963013
secularization,0.2726942002773285,0.29292231798171997,0.26025816798210144,0.2010297179222107,0.26156800985336304,0.2171034812927246,0.2415863275527954,1.0000001192092896,0.1957172304391861
of,0.33290785551071167,0.1975906789302826,0.21040669083595276,0.16987493634223938,0.41548454761505127,0.19058799743652344,0.26409703493118286,0.30661100149154663,0.1826142966747284
american,0.1909721940755844,0.23372682929039001,0.21670354902744293,0.26886746287345886,0.16338081657886505,0.1473543345928192,0.09744704514741898,0.23770253360271454,0.18877598643302917
higher,0.2538340389728546,0.14342337846755981,0.19364674389362335,0.061235420405864716,0.3279348313808441,0.2401677966117859,0.2817205786705017,0.23846663534641266,0.15679465234279633
education,0.19940856099128723,0.24793392419815063,0.19787561893463135,0.17058777809143066,0.2626708149909973,0.11720771342515945,0.21129663288593292,0.3420739471912384,0.18067774176597595
",",0.3087472915649414,0.23548415303230286,0.25606024265289307,0.3127504289150238,0.44245919585227966,0.25767531991004944,0.2550581693649292,0.26920086145401,0.31091248989105225
he,0.3114890456199646,0.27191251516342163,0.2799769937992096,0.25698766112327576,0.385390967130661,0.19217868149280548,0.1999696046113968,0.19673076272010803,0.2089974731206894
was,0.22111038863658905,0.28314208984375,0.2197393774986267,0.23139946162700653,0.3636345863342285,0.1574081927537918,0.14273172616958618,0.23044772446155548,0.18412111699581146
motivated,0.35559260845184326,0.347352534532547,1.0,0.22478514909744263,0.33840689063072205,0.18977560102939606,0.2576877474784851,0.26025816798210144,0.33650898933410645
not,0.5449194312095642,0.2969188094139099,0.341805100440979,0.16780705749988556,0.5149973034858704,0.2808786630630493,0.24678757786750793,0.254077672958374,0.41942933201789856
by,0.2455483376979828,0.22898045182228088,0.2575084865093231,0.1866297721862793,0.33534231781959534,0.18146000802516937,0.23220811784267426,0.2585134208202362,0.17966607213020325
a,0.3320399522781372,0.25149470567703247,0.21563898026943207,0.1670328974723816,0.45503583550453186,0.2925316393375397,0.2078181505203247,0.26836010813713074,0.23916715383529663
desire,0.30466824769973755,0.2946297228336334,0.37614259123802185,0.18332886695861816,0.33249327540397644,0.07336487621068954,0.25598639249801636,0.2695842385292053,0.2773160934448242
to,0.455847829580307,0.2529579997062683,0.33840689063072205,0.23179851472377777,1.0,0.37858664989471436,0.3675195574760437,0.26156800985336304,0.29463258385658264
secularize,0.27169209718704224,0.2367047369480133,0.2687310576438904,0.2889717221260071,0.25509944558143616,0.18572911620140076,0.2122834324836731,0.8198925256729126,0.1708315759897232
education,0.19940856099128723,0.24793392419815063,0.19787561893463135,0.17058777809143066,0.2626708149909973,0.11720771342515945,0.21129663288593292,0.3420739471912384,0.18067774176597595
",",0.3087472915649414,0.23548415303230286,0.25606024265289307,0.3127504289150238,0.44245919585227966,0.25767531991004944,0.2550581693649292,0.26920086145401,0.31091248989105225
but,0.5029441118240356,0.2584719955921173,0.35151880979537964,0.17443664371967316,0.5542377829551697,0.29766401648521423,0.32443174719810486,0.22659997642040253,0.27921953797340393
by,0.2455483376979828,0.22898045182228088,0.2575084865093231,0.1866297721862793,0.33534231781959534,0.18146000802516937,0.23220811784267426,0.2585134208202362,0.17966607213020325
transcendentalist,0.2272840440273285,0.23679816722869873,0.2976021468639374,0.3294490873813629,0.16852425038814545,0.06084494665265083,0.17451535165309906,0.4796215891838074,0.1358545571565628
unitarian,0.2223368138074875,0.24688687920570374,0.2387194186449051,0.23225648701190948,0.15026910603046417,-0.016967296600341797,0.20275570452213287,0.43467357754707336,0.18884947896003723
convictions,0.24274007976055145,0.9509310722351074,0.36524271965026855,0.22307610511779785,0.2645576000213623,0.13252395391464233,0.17582742869853973,0.3080578148365021,0.22946873307228088
.,0.3567904531955719,0.2116827666759491,0.2568728029727936,0.2539350092411041,0.4645031690597534,0.31650546193122864,0.24058549106121063,0.23503026366233826,0.4130953550338745
