,by,how,much,did,harvard,management,reduce,its,south,africa,holdings,in,response,to,pressure,?
however,0.34889668226242065,0.45072782039642334,0.5116350650787354,0.5603718757629395,0.21404246985912323,0.24980910122394562,0.31577447056770325,0.43564918637275696,0.2273845374584198,0.2608482837677002,0.21199481189250946,0.3982149362564087,0.35103175044059753,0.5474119186401367,0.32358118891716003,0.2152075469493866
",",0.3680937886238098,0.22659391164779663,0.36182254552841187,0.3015086054801941,0.2719281017780304,0.24724458158016205,0.15094059705734253,0.33157986402511597,0.3256652057170868,0.2545008063316345,0.24209438264369965,0.5201468467712402,0.24039098620414734,0.44245919585227966,0.21867604553699493,0.31091248989105225
the,0.4408751428127289,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.24496200680732727,0.26673808693885803,0.2735816240310669,0.559237003326416,0.3129390776157379,0.2903064787387848,0.1920640915632248,0.6662389636039734,0.28909924626350403,0.535392165184021,0.28285476565361023,0.22068053483963013
university,0.1929011344909668,0.12992997467517853,0.18962399661540985,0.15114416182041168,0.6089406609535217,0.26399970054626465,0.11829220503568649,0.18994906544685364,0.2598949372768402,0.15318463742733002,0.22318556904792786,0.3201795518398285,0.17339982092380524,0.20192374289035797,0.18790119886398315,0.11887256056070328
did,0.18574509024620056,0.375736802816391,0.37947356700897217,1.0,0.12897181510925293,0.116518035531044,0.18284250795841217,0.19922670722007751,0.1510593444108963,0.1931072473526001,0.10894694179296494,0.2593238651752472,0.23455248773097992,0.4452643394470215,0.18982082605361938,0.3023456633090973
eventually,0.3448309600353241,0.29669713973999023,0.37073126435279846,0.36719876527786255,0.22528475522994995,0.18074259161949158,0.22320042550563812,0.29920586943626404,0.22351200878620148,0.26647382974624634,0.12505431473255157,0.3575967252254486,0.20037499070167542,0.4528551697731018,0.2838735580444336,0.13642115890979767
reduce,0.22512349486351013,0.25642749667167664,0.3160257935523987,0.18284250795841217,0.07522305846214294,0.2920796871185303,1.0000001192092896,0.23881718516349792,0.1054021343588829,0.12693706154823303,0.10861250013113022,0.22053970396518707,0.29248303174972534,0.35182690620422363,0.3077757656574249,0.1462220549583435
its,0.24398943781852722,0.22449488937854767,0.31350770592689514,0.19922670722007751,0.18569302558898926,0.17549070715904236,0.23881718516349792,1.0,0.27340400218963623,0.21967549622058868,0.2555009126663208,0.3793783485889435,0.23372220993041992,0.3691340684890747,0.18824777007102966,0.15103481709957123
south,0.23838843405246735,0.11786635220050812,0.1638220101594925,0.1510593444108963,0.1391272395849228,0.13448302447795868,0.1054021343588829,0.27340400218963623,1.0000001192092896,0.5442710518836975,0.22905629873275757,0.33642083406448364,0.14252659678459167,0.25657615065574646,0.09031899273395538,0.12336621433496475
african,0.20517359673976898,0.12331631779670715,0.15948429703712463,0.20085735619068146,0.19196639955043793,0.17817015945911407,0.0665418729186058,0.14265917241573334,0.45805707573890686,0.6826803088188171,0.1742340624332428,0.2008972465991974,0.15307210385799408,0.23290926218032837,0.15063676238059998,0.11862778663635254
holdings,0.2218058556318283,0.1182105615735054,0.1368325650691986,0.10894694179296494,0.16647739708423615,0.34803110361099243,0.10861250013113022,0.2555009126663208,0.22905629873275757,0.15545518696308136,0.9999998807907104,0.22812411189079285,0.0735255554318428,0.16420739889144897,0.10081319510936737,0.14412938058376312
by,1.0000001192092896,0.34370526671409607,0.24959969520568848,0.18574509024620056,0.18136346340179443,0.22688612341880798,0.22512349486351013,0.24398943781852722,0.23838843405246735,0.19697435200214386,0.2218058556318283,0.370934396982193,0.2863168716430664,0.33534231781959534,0.22995758056640625,0.17966607213020325
$,0.18890754878520966,0.18718640506267548,0.205519899725914,0.23203131556510925,0.19535687565803528,0.2508642077445984,0.20275883376598358,0.21302127838134766,0.11380404233932495,0.09164883196353912,0.1952645629644394,0.21616753935813904,0.1913394182920456,0.22282108664512634,0.16891653835773468,0.2786129117012024
230,0.08268751949071884,0.06284312158823013,-0.07115153968334198,-0.1374911367893219,0.03726433962583542,-0.10203360766172409,-0.09912827610969543,-0.07281982898712158,-0.05624327063560486,0.02169574424624443,-0.10167309641838074,-0.02352711372077465,0.05610366538167,0.022942397743463516,-0.025033624842762947,-0.07320663332939148
million,0.20025373995304108,0.21114659309387207,0.2792966067790985,0.1815238744020462,0.13634052872657776,0.13642989099025726,0.14588895440101624,0.2865995168685913,0.19008563458919525,0.25096797943115234,0.16678082942962646,0.2596224844455719,0.17299695312976837,0.22033339738845825,0.12077710032463074,0.23092924058437347
(,0.20696312189102173,0.1676948219537735,0.21788647770881653,0.18979617953300476,0.2132066786289215,0.19692523777484894,0.12784263491630554,0.1924784928560257,0.2013198882341385,0.1479118913412094,0.19297169148921967,0.3087427020072937,0.20105482637882233,0.30882009863853455,0.13923819363117218,0.40561532974243164
out,0.29497629404067993,0.3963836133480072,0.3749011158943176,0.28413498401641846,0.17402110993862152,0.187327042222023,0.30355390906333923,0.2466478794813156,0.192146897315979,0.2234078049659729,0.1290901154279709,0.3576207756996155,0.20993046462535858,0.42386990785598755,0.2728421092033386,0.22020699083805084
of,0.3646814823150635,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.25842633843421936,0.31602242588996887,0.26028934121131897,0.48690423369407654,0.33382371068000793,0.2694264054298401,0.23571044206619263,0.5696388483047485,0.21864040195941925,0.41548454761505127,0.22627468407154083,0.1826142966747284
$,0.18890754878520966,0.18718640506267548,0.205519899725914,0.23203131556510925,0.19535687565803528,0.2508642077445984,0.20275883376598358,0.21302127838134766,0.11380404233932495,0.09164883196353912,0.1952645629644394,0.21616753935813904,0.1913394182920456,0.22282108664512634,0.16891653835773468,0.2786129117012024
400,0.056186821311712265,0.06928388774394989,0.07980899512767792,0.09308091551065445,0.019732646644115448,0.07967550307512283,0.022816050797700882,0.1006355732679367,0.13106589019298553,0.08074328303337097,0.051916688680648804,0.1977328509092331,-0.04738887771964073,0.0779322162270546,0.00914665125310421,0.14271585643291473
million,0.20025373995304108,0.21114659309387207,0.2792966067790985,0.1815238744020462,0.13634052872657776,0.13642989099025726,0.14588895440101624,0.2865995168685913,0.19008563458919525,0.25096797943115234,0.16678082942962646,0.2596224844455719,0.17299695312976837,0.22033339738845825,0.12077710032463074,0.23092924058437347
),0.2151763141155243,0.17939934134483337,0.22256317734718323,0.18584993481636047,0.226204052567482,0.20966209471225739,0.11328841745853424,0.20629894733428955,0.2002217173576355,0.1309516727924347,0.17896050214767456,0.3326910734176636,0.2160845845937729,0.31236231327056885,0.14610013365745544,0.42300865054130554
in,0.370934396982193,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.26072487235069275,0.2783967852592468,0.22053970396518707,0.3793783485889435,0.33642083406448364,0.27806714177131653,0.22812411189079285,1.0,0.20744606852531433,0.45010748505592346,0.16116683185100555,0.20430970191955566
response,0.2863168716430664,0.34960323572158813,0.28487634658813477,0.23455248773097992,0.15585045516490936,0.19373776018619537,0.29248303174972534,0.23372220993041992,0.14252659678459167,0.1525534689426422,0.0735255554318428,0.20744606852531433,1.0000001192092896,0.277526319026947,0.2495126873254776,0.2007838636636734
to,0.33534231781959534,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.2043667882680893,0.23028287291526794,0.35182690620422363,0.3691340684890747,0.25657615065574646,0.23667606711387634,0.16420739889144897,0.45010748505592346,0.277526319026947,1.0,0.30812981724739075,0.29463258385658264
the,0.4408751428127289,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.24496200680732727,0.26673808693885803,0.2735816240310669,0.559237003326416,0.3129390776157379,0.2903064787387848,0.1920640915632248,0.6662389636039734,0.28909924626350403,0.535392165184021,0.28285476565361023,0.22068053483963013
pressure,0.22995758056640625,0.2370646893978119,0.3138648271560669,0.18982082605361938,0.14867712557315826,0.2211376279592514,0.3077757656574249,0.18824777007102966,0.09031899273395538,0.15847939252853394,0.10081319510936737,0.16116683185100555,0.2495126873254776,0.30812981724739075,1.0000001192092896,0.142023503780365
.,0.3936232924461365,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.254516065120697,0.20125426352024078,0.2184620201587677,0.3566088080406189,0.2798699140548706,0.25634920597076416,0.20104028284549713,0.5591574311256409,0.2878446877002716,0.4645031690597534,0.22055423259735107,0.4130953550338745
