,other,than,the,us,and,britain,what,was,the,other,main,country,that,tesla,had,patents,granted,?
many,0.6324484348297119,0.39069414138793945,0.4335206151008606,0.2307271808385849,0.5296266674995422,0.31913602352142334,0.36131182312965393,0.260356068611145,0.4335206151008606,0.6324484348297119,0.27179279923439026,0.26946935057640076,0.5391656160354614,0.15282970666885376,0.40130746364593506,0.24126103520393372,0.19634053111076355,0.2124512493610382
of,0.38583824038505554,0.33036211133003235,0.733189046382904,0.23568789660930634,0.5116966962814331,0.28899943828582764,0.33290785551071167,0.4069072902202606,0.733189046382904,0.38583824038505554,0.3177044689655304,0.28866857290267944,0.41498205065727234,0.18837453424930573,0.37755560874938965,0.17704786360263824,0.32803481817245483,0.1826142966747284
tesla,0.11896419525146484,0.16368234157562256,0.1324402391910553,0.2018621414899826,0.19560420513153076,0.15388235449790955,0.23221199214458466,0.16455206274986267,0.1324402391910553,0.11896419525146484,0.037230104207992554,0.13182632625102997,0.22102725505828857,0.9999999403953552,0.12050733715295792,0.352291464805603,0.23514078557491302,0.10250775516033173
's,0.04445967823266983,0.0585811510682106,-0.01540423184633255,0.032960113137960434,0.06895173341035843,0.04469253867864609,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.04445967823266983,0.032559316605329514,0.0747150406241417,0.04397977516055107,0.06449045985937119,-0.004401352722197771,0.011529999785125256,-0.13352671265602112,-0.023395681753754616
patents,0.1933252364397049,0.14008505642414093,0.20236903429031372,0.21957091987133026,0.15322813391685486,0.1987849920988083,0.16317835450172424,0.15588046610355377,0.20236903429031372,0.1933252364397049,0.010968875139951706,0.12006966024637222,0.2503669261932373,0.352291464805603,0.17608098685741425,1.0,0.34224286675453186,0.1148110032081604
were,0.4041554927825928,0.2885614037513733,0.3906462490558624,0.16323788464069366,0.42175528407096863,0.2944076955318451,0.22298263013362885,0.590133786201477,0.3906462490558624,0.4041554927825928,0.16944953799247742,0.19303756952285767,0.35517072677612305,0.1222306564450264,0.6150832772254944,0.17500080168247223,0.21035443246364594,0.17890112102031708
in,0.39989137649536133,0.3270052373409271,0.6662389636039734,0.19746538996696472,0.4954058527946472,0.26246872544288635,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.39989137649536133,0.28862449526786804,0.3040012717247009,0.435920387506485,0.17097744345664978,0.385026752948761,0.20229753851890564,0.21880222856998444,0.20430970191955566
the,0.44152235984802246,0.3227543234825134,1.0,0.25727739930152893,0.5171257257461548,0.29784059524536133,0.42745697498321533,0.48711544275283813,1.0,0.44152235984802246,0.38631999492645264,0.30432501435279846,0.5473989248275757,0.1324402391910553,0.3875846862792969,0.20236903429031372,0.27588096261024475,0.22068053483963013
united,0.2444620579481125,0.20593391358852386,0.34367692470550537,0.4374046325683594,0.28213179111480713,0.38231056928634644,0.20036718249320984,0.31727492809295654,0.34367692470550537,0.2444620579481125,0.12981894612312317,0.3808354437351227,0.25567954778671265,0.1552019715309143,0.1966206431388855,0.20469753444194794,0.17849023640155792,0.17266890406608582
states,0.28788650035858154,0.24014748632907867,0.3463578522205353,0.4605454206466675,0.2974761426448822,0.316169798374176,0.21526020765304565,0.2847922146320343,0.3463578522205353,0.28788650035858154,0.10718350857496262,0.4065426290035248,0.291576623916626,0.17635658383369446,0.19475843012332916,0.2388523668050766,0.18796943128108978,0.16272737085819244
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.3120202422142029,0.6633074283599854,0.26227492094039917,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4446498453617096,0.2989408075809479,0.27878350019454956,0.4137537479400635,0.20599327981472015,0.35487717390060425,0.22191748023033142,0.2980138957500458,0.31091248989105225
britain,0.21722358465194702,0.18774253129959106,0.29784059524536133,0.21284779906272888,0.3187123239040375,1.0000001192092896,0.24206450581550598,0.27792006731033325,0.29784059524536133,0.21722358465194702,0.16364845633506775,0.32054251432418823,0.2614029049873352,0.15388235449790955,0.29607513546943665,0.1987849920988083,0.20756027102470398,0.1268460750579834
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.3120202422142029,0.6633074283599854,0.26227492094039917,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4446498453617096,0.2989408075809479,0.27878350019454956,0.4137537479400635,0.20599327981472015,0.35487717390060425,0.22191748023033142,0.2980138957500458,0.31091248989105225
