,a,replica,of,what,landmark,was,present,at,super,bowl,opening,night,?
alongside,0.17068058252334595,0.15584620833396912,0.23186348378658295,0.154389888048172,0.11329624801874161,0.186976358294487,0.17557822167873383,0.22026056051254272,0.15999802947044373,0.16149495542049408,0.19739824533462524,0.22544942796230316,0.20579710602760315
the,0.5829201340675354,0.2576879858970642,0.733189046382904,0.42745697498321533,0.26586976647377014,0.48711544275283813,0.2829846143722534,0.457212895154953,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.22068053483963013
traditional,0.27521875500679016,0.08389774709939957,0.32287317514419556,0.20066824555397034,0.10806500911712646,0.1784529834985733,0.17873327434062958,0.08783790469169617,0.14538727700710297,0.13898542523384094,0.12682758271694183,0.12111261487007141,0.1327509582042694
media,0.21000106632709503,0.11452600359916687,0.19700391590595245,0.18292108178138733,0.12408518046140671,0.17841780185699463,0.16400651633739471,0.10818776488304138,0.2023422122001648,0.10416857153177261,0.11797843873500824,0.05729071423411369,0.1571006178855896
availabilities,0.1930767297744751,0.1597006916999817,0.22608135640621185,0.26677942276000977,0.19727137684822083,0.09792497754096985,0.1896086186170578,0.18731020390987396,0.21149678528308868,0.07894888520240784,0.1940801441669464,0.1182427704334259,0.22620020806789398
",",0.427140474319458,0.1330750733613968,0.4946078956127167,0.3087472915649414,0.19639146327972412,0.45456063747406006,0.267320841550827,0.38314947485923767,0.22322475910186768,0.1810409277677536,0.24495157599449158,0.24717365205287933,0.31091248989105225
the,0.5829201340675354,0.2576879858970642,0.733189046382904,0.42745697498321533,0.26586976647377014,0.48711544275283813,0.2829846143722534,0.457212895154953,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.22068053483963013
event,0.2635729908943176,0.16750232875347137,0.19878064095973969,0.26981404423713684,0.1446908563375473,0.28341150283813477,0.20384322106838226,0.3039053678512573,0.20683135092258453,0.22903870046138763,0.3158341944217682,0.20209398865699768,0.16076280176639557
featured,0.3058987855911255,0.12783987820148468,0.2342860847711563,0.20330384373664856,0.18471942842006683,0.3064519464969635,0.08452840894460678,0.25664472579956055,0.24398969113826752,0.18793275952339172,0.289706289768219,0.3300460875034332,0.2944096624851227
an,0.44552403688430786,0.16950689256191254,0.32280945777893066,0.2821882665157318,0.11165661364793777,0.3694365322589874,0.15929816663265228,0.2446778565645218,0.09755856543779373,0.13908697664737701,0.1827966272830963,0.11465995758771896,0.19793890416622162
opening,0.2575104236602783,0.25661754608154297,0.2651100158691406,0.18146683275699615,0.17254868149757385,0.20817555487155914,0.17697294056415558,0.25734835863113403,0.1250116229057312,0.22217077016830444,1.0,0.27758240699768066,0.16502447426319122
ceremony,0.16241572797298431,0.1390349417924881,0.2303226888179779,0.16581441462039948,0.11173093318939209,0.26448696851730347,0.19319315254688263,0.29048076272010803,0.10298140347003937,0.25571146607398987,0.4300638735294342,0.2116948962211609,0.1873435080051422
with,0.3783375024795532,0.1548474282026291,0.41827285289764404,0.2464839518070221,0.07459191977977753,0.27411898970603943,0.20671819150447845,0.29126521944999695,0.1518537551164627,0.18353787064552307,0.20575091242790222,0.20756502449512482,0.2433311939239502
player,0.2591003477573395,0.11157630383968353,0.1627044975757599,0.1592520773410797,0.14487627148628235,0.1967325210571289,0.15205517411231995,0.14498065412044525,0.19942335784435272,0.1651131808757782,0.18917277455329895,0.10504163056612015,0.18988972902297974
introductions,0.21668168902397156,0.1803622990846634,0.24993228912353516,0.2435779720544815,0.10278156399726868,0.23091964423656464,0.19922678172588348,0.1614401489496231,0.14346382021903992,0.05957193300127983,0.3064660131931305,0.1422303318977356,0.2720862627029419
on,0.3848365545272827,0.15242213010787964,0.3966929316520691,0.34226128458976746,0.2283346951007843,0.3909217119216919,0.19194398820400238,0.4806317389011383,0.1569211632013321,0.1334993690252304,0.2229088544845581,0.28230446577072144,0.2714994251728058
a,1.0,0.232511505484581,0.5052502155303955,0.3320399522781372,0.24002137780189514,0.4508470594882965,0.14277903735637665,0.3095070421695709,0.26005712151527405,0.19533146917819977,0.2575104236602783,0.23192226886749268,0.23916715383529663
