,what,damaged,the,color,tv,camera,that,apollo,12,had,taken,into,space,?
the,0.42745697498321533,0.2918637692928314,1.0,0.21895472705364227,0.20034731924533844,0.20394366979599,0.5473989248275757,0.2169172167778015,0.28907760977745056,0.3875846862792969,0.3309854567050934,0.39493247866630554,0.24495907127857208,0.22068053483963013
command,0.22732043266296387,0.203834667801857,0.27488255500793457,0.10974854230880737,0.19032488763332367,0.15092350542545319,0.23043839633464813,0.2812953591346741,0.027661537751555443,0.24977995455265045,0.16918739676475525,0.1603846400976181,0.25726136565208435,0.13402260839939117
module,0.2071267068386078,0.12401343882083893,0.15147453546524048,0.17691779136657715,0.16126175224781036,0.2165936678647995,0.25704696774482727,0.38253456354141235,0.034711480140686035,0.09151669591665268,0.11348889023065567,0.14991813898086548,0.34218472242355347,0.2131270468235016
pilot,0.1066926121711731,0.2206207662820816,0.17881006002426147,0.12048035115003586,0.28563201427459717,0.14941386878490448,0.1648380607366562,0.35071489214897156,-0.04192337021231651,0.17818136513233185,0.14074690639972687,0.1189870834350586,0.22414936125278473,0.08986082673072815
was,0.22111038863658905,0.2830924689769745,0.48711544275283813,0.15961390733718872,0.1889979988336563,0.22299613058567047,0.33670201897621155,0.2306441366672516,0.13560841977596283,0.5927209258079529,0.27550867199897766,0.2322220653295517,0.14677780866622925,0.18412111699581146
gemini,0.16078095138072968,0.16333286464214325,0.24857638776302338,0.19191157817840576,0.23856185376644135,0.21894514560699463,0.20568500459194183,0.5220452547073364,0.019374091178178787,0.16410911083221436,0.18474775552749634,0.21992988884449005,0.3817398250102997,0.14296509325504303
veteran,0.12123548984527588,0.1822444200515747,0.2511998414993286,0.12878917157649994,0.19663545489311218,0.0787825882434845,0.135825514793396,0.1382715404033661,-0.028946515172719955,0.21137821674346924,0.1590401530265808,0.08087158203125,0.021158695220947266,0.15891358256340027
richard,0.19329693913459778,0.12854789197444916,0.2087954580783844,0.11941076070070267,0.13053657114505768,0.07598013430833817,0.1658092886209488,0.2086174041032791,-0.004720164928585291,0.22291293740272522,0.08032411336898804,0.12260112166404724,0.1365109086036682,0.15003317594528198
f.,0.18076683580875397,0.0483875535428524,0.18440215289592743,0.05387747660279274,0.03711646795272827,0.06010951101779938,0.12489675730466843,0.03540044650435448,0.021540990099310875,0.1529129445552826,0.0966603010892868,0.09713885188102722,0.009133999235928059,0.11007396876811981
gordon,0.20481926202774048,0.12002096325159073,0.206833615899086,0.13720907270908356,0.2337113469839096,0.19349145889282227,0.23634710907936096,0.20803898572921753,-0.10802541673183441,0.17670875787734985,0.1941637396812439,0.13153183460235596,0.1537933200597763,0.10407281666994095
",",0.3087472915649414,0.2544972598552704,0.4933079481124878,0.20653429627418518,0.2778550088405609,0.18368786573410034,0.4137537479400635,0.19808128476142883,0.20046983659267426,0.35487717390060425,0.28904372453689575,0.2826121151447296,0.2285580337047577,0.31091248989105225
jr.,0.2862679958343506,0.16052325069904327,0.14970926940441132,0.22283479571342468,0.16653552651405334,0.15336474776268005,0.30485814809799194,0.13807666301727295,0.008232495747506618,0.19510674476623535,0.10031361132860184,0.18813985586166382,0.11123955249786377,0.3112807273864746
conrad,0.1503632366657257,0.12579594552516937,0.20398280024528503,0.10676354169845581,0.21206232905387878,0.1385442465543747,0.0776965469121933,0.26741573214530945,0.01451273076236248,0.1550193578004837,0.19768786430358887,0.17211653292179108,0.12895886600017548,0.10728748887777328
and,0.31309178471565247,0.30148008465766907,0.5171257257461548,0.21500243246555328,0.2652006149291992,0.1635666936635971,0.4731321930885315,0.15251155197620392,0.18034417927265167,0.3872550129890442,0.2680969834327698,0.36597734689712524,0.22901733219623566,0.20544172823429108
bean,0.15427419543266296,0.10017739981412888,0.24443063139915466,0.1788804829120636,0.173946812748909,0.17864428460597992,0.20610590279102325,0.1760236620903015,0.2192171812057495,0.09998136758804321,0.1603206992149353,0.18684232234954834,0.24559251964092255,0.2199403941631317
carried,0.17649970948696136,0.3326292335987091,0.31854987144470215,0.17520970106124878,0.13302277028560638,0.15843632817268372,0.277723491191864,0.24767431616783142,0.11600936949253082,0.3805256485939026,0.4501328766345978,0.2347192019224167,0.1791715770959854,0.1305524855852127
the,0.42745697498321533,0.2918637692928314,1.0,0.21895472705364227,0.20034731924533844,0.20394366979599,0.5473989248275757,0.2169172167778015,0.28907760977745056,0.3875846862792969,0.3309854567050934,0.39493247866630554,0.24495907127857208,0.22068053483963013
first,0.28086137771606445,0.20202457904815674,0.49448907375335693,0.2140340805053711,0.21167080104351044,0.163129985332489,0.3482176661491394,0.21067003905773163,0.08027823269367218,0.3379828929901123,0.2510947585105896,0.21452488005161285,0.24688784778118134,0.18701928853988647
lunar,0.18274477124214172,0.1919255256652832,0.23309995234012604,0.1116928681731224,0.056077465415000916,0.22740407288074493,0.24143245816230774,0.48109763860702515,0.06233183294534683,0.12961961328983307,0.24762588739395142,0.16345204412937164,0.317769318819046,0.1628302037715912
surface,0.23580394685268402,0.26289400458335876,0.2555135488510132,0.2247278243303299,0.13729095458984375,0.29863807559013367,0.30130770802497864,0.19678367674350739,0.19585870206356049,0.1549164056777954,0.1502377837896347,0.2576831877231598,0.29940780997276306,0.14613434672355652
color,0.2746529281139374,0.14512349665164948,0.21895472705364227,1.0,0.20010197162628174,0.20419955253601074,0.22090333700180054,0.13934631645679474,0.10275597125291824,0.13532502949237823,0.11190973967313766,0.12051166594028473,0.14361873269081116,0.21299609541893005
television,0.19838058948516846,0.13316532969474792,0.24569597840309143,0.15436944365501404,0.7039412260055542,0.2960226535797119,0.21588699519634247,0.19093264639377594,-0.09868621081113815,0.203231081366539,0.150465726852417,0.11788928508758545,0.2056560069322586,0.16825827956199646
camera,0.22429896891117096,0.13478083908557892,0.20394366979599,0.20419955253601074,0.2648126184940338,0.9999999403953552,0.25188642740249634,0.21904723346233368,-0.040817923843860626,0.14609180390834808,0.24510091543197632,0.1275164932012558,0.20416048169136047,0.13050545752048492
",",0.3087472915649414,0.2544972598552704,0.4933079481124878,0.20653429627418518,0.2778550088405609,0.18368786573410034,0.4137537479400635,0.19808128476142883,0.20046983659267426,0.35487717390060425,0.28904372453689575,0.2826121151447296,0.2285580337047577,0.31091248989105225
but,0.5029441118240356,0.28898268938064575,0.4859698414802551,0.21793869137763977,0.16901181638240814,0.19880105555057526,0.7244205474853516,0.16874025762081146,0.26055908203125,0.4414518475532532,0.3340516686439514,0.34283459186553955,0.23279379308223724,0.27921953797340393
it,0.45803478360176086,0.25468695163726807,0.6251175999641418,0.20800408720970154,0.15281613171100616,0.19146330654621124,0.5921133160591125,0.18655648827552795,0.3329591751098633,0.2910259962081909,0.2876744866371155,0.33015328645706177,0.1662190854549408,0.25732165575027466
was,0.22111038863658905,0.2830924689769745,0.48711544275283813,0.15961390733718872,0.1889979988336563,0.22299613058567047,0.33670201897621155,0.2306441366672516,0.13560841977596283,0.5927209258079529,0.27550867199897766,0.2322220653295517,0.14677780866622925,0.18412111699581146
damaged,0.2276492565870285,0.9999998807907104,0.2918637692928314,0.14512349665164948,0.09930571168661118,0.13478083908557892,0.2716817855834961,0.17020153999328613,0.2318076342344284,0.3692299425601959,0.33092060685157776,0.24607151746749878,0.17790642380714417,0.15946903824806213
when,0.4700249433517456,0.27579328417778015,0.5091903209686279,0.21349301934242249,0.16192270815372467,0.2070937305688858,0.5860282182693481,0.20691178739070892,0.24838608503341675,0.37526828050613403,0.29396897554397583,0.389646977186203,0.17422115802764893,0.22841128706932068
