,what,extinction,event,might,have,created,some,conditions,allowing,the,expansion,of,the,amazon,rainforest,?
following,0.2506418824195862,0.17441658675670624,0.2305702269077301,0.2489895224571228,0.25506630539894104,0.17004337906837463,0.3153935372829437,0.164817214012146,0.47787171602249146,0.39779382944107056,0.20627686381340027,0.3576679527759552,0.39779382944107056,0.13080938160419464,0.12150595337152481,0.1555173695087433
the,0.42745697498321533,0.26832786202430725,0.2960145175457001,0.32504433393478394,0.40389683842658997,0.3539263904094696,0.4566698372364044,0.2622014284133911,0.3440283536911011,1.0,0.31353142857551575,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
cretaceous–paleogene,0.30254629254341125,0.6639691591262817,0.39300820231437683,0.2682036757469177,0.3286634385585785,0.17284978926181793,0.31921595335006714,0.2941104471683502,0.14013780653476715,0.3062284290790558,0.23111268877983093,0.27513378858566284,0.3062284290790558,0.2388017177581787,0.38734838366508484,0.20868074893951416
extinction,0.2586557865142822,1.0000001192092896,0.4730823338031769,0.27011746168136597,0.2628747522830963,0.17875830829143524,0.25349318981170654,0.3183134198188782,0.12633700668811798,0.26832786202430725,0.2722969949245453,0.2606869041919708,0.26832786202430725,0.17823728919029236,0.33930984139442444,0.17184245586395264
event,0.26981404423713684,0.4730823338031769,0.9999998807907104,0.23612259328365326,0.23173485696315765,0.19520223140716553,0.19329223036766052,0.2735171616077423,0.19893498718738556,0.2960145175457001,0.209608256816864,0.19878064095973969,0.2960145175457001,0.09893643110990524,0.18458877503871918,0.16076280176639557
",",0.3087472915649414,0.21871958673000336,0.22701776027679443,0.2533247768878937,0.3541618287563324,0.2755771577358246,0.42400437593460083,0.17239321768283844,0.22556225955486298,0.4933079481124878,0.15777990221977234,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
the,0.42745697498321533,0.26832786202430725,0.2960145175457001,0.32504433393478394,0.40389683842658997,0.3539263904094696,0.4566698372364044,0.2622014284133911,0.3440283536911011,1.0,0.31353142857551575,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
extinction,0.2586557865142822,1.0000001192092896,0.4730823338031769,0.27011746168136597,0.2628747522830963,0.17875830829143524,0.25349318981170654,0.3183134198188782,0.12633700668811798,0.26832786202430725,0.2722969949245453,0.2606869041919708,0.26832786202430725,0.17823728919029236,0.33930984139442444,0.17184245586395264
of,0.33290785551071167,0.2606869041919708,0.19878064095973969,0.2900311052799225,0.3802283704280853,0.32043445110321045,0.4300730526447296,0.2074868083000183,0.29282480478286743,0.733189046382904,0.24185356497764587,1.0,0.733189046382904,0.20143137872219086,0.22522282600402832,0.1826142966747284
the,0.42745697498321533,0.26832786202430725,0.2960145175457001,0.32504433393478394,0.40389683842658997,0.3539263904094696,0.4566698372364044,0.2622014284133911,0.3440283536911011,1.0,0.31353142857551575,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
dinosaurs,0.24707119166851044,0.49083802103996277,0.2350860983133316,0.24143582582473755,0.28987616300582886,0.17250370979309082,0.2664996087551117,0.205360546708107,0.17107059061527252,0.2283022105693817,0.25766047835350037,0.22861479222774506,0.2283022105693817,0.2413981407880783,0.307600200176239,0.17711585760116577
