,what,was,the,most,revered,award,that,doctor,who,has,won,?
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.4001435935497284,0.22047513723373413,0.1396699994802475,0.5921133160591125,0.24568085372447968,0.2868398427963257,0.41962623596191406,0.20621849596500397,0.25732165575027466
won,0.14840687811374664,0.35383549332618713,0.29432493448257446,0.22590935230255127,0.18240641057491302,0.5295910239219666,0.1869245320558548,0.20737384259700775,0.24654650688171387,0.24499812722206116,1.0000001192092896,0.17925700545310974
five,0.18688078224658966,0.310379296541214,0.41977158188819885,0.3166104853153229,0.24313810467720032,0.2238638997077942,0.3205110728740692,0.11301461607217789,0.22190363705158234,0.31175675988197327,0.2007865458726883,0.18342848122119904
bafta,0.20731009542942047,0.1841372549533844,0.2114201933145523,0.13607972860336304,0.2181437760591507,0.659731388092041,0.17275965213775635,0.18071195483207703,0.2036275565624237,0.22981144487857819,0.3919191360473633,0.19733621180057526
tv,0.20700684189796448,0.1889979988336563,0.20034731924533844,0.1211390346288681,0.13101345300674438,0.28914862871170044,0.16911949217319489,0.23672568798065186,0.20096197724342346,0.20458213984966278,0.22194483876228333,0.20290863513946533
awards,0.1704339236021042,0.24304591119289398,0.22946466505527496,0.21457375586032867,0.18065084517002106,0.8199694752693176,0.17867130041122437,0.16846410930156708,0.22637341916561127,0.2708130478858948,0.5537689328193665,0.2122269868850708
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.2528083324432373,0.25078102946281433,0.4137537479400635,0.20407600700855255,0.3365725874900818,0.3734780251979828,0.35968565940856934,0.31091248989105225
including,0.18328791856765747,0.21884717047214508,0.3738902807235718,0.4393967390060425,0.19550739228725433,0.2394207864999771,0.31577053666114807,0.104278564453125,0.2835840582847595,0.36956900358200073,0.2627872824668884,0.1633303165435791
best,0.3036847710609436,0.2817839980125427,0.3134109377861023,0.3848520517349243,0.12440881878137589,0.5186157822608948,0.24222435057163239,0.1909310668706894,0.266329824924469,0.23016110062599182,0.42620420455932617,0.2799045741558075
drama,0.21173490583896637,0.23157335817813873,0.2408958077430725,0.11764247715473175,0.15256710350513458,0.3400711417198181,0.19785089790821075,0.2582404613494873,0.2117668092250824,0.20040154457092285,0.30938053131103516,0.21114452183246613
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.20793810486793518,0.18319058418273926,0.3122923970222473,0.24595457315444946,0.2712797522544861,0.21484537422657013,0.16834278404712677,0.25377801060676575,0.1709602326154709
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.2528083324432373,0.25078102946281433,0.4137537479400635,0.20407600700855255,0.3365725874900818,0.3734780251979828,0.35968565940856934,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.47635307908058167,0.29630452394485474,0.24073810875415802,0.5473989248275757,0.2820442318916321,0.3733934462070465,0.4177538752555847,0.29432493448257446,0.22068053483963013
highest-profile,0.18397822976112366,0.24527549743652344,0.3400266468524933,0.19959720969200134,0.09366254508495331,0.3132835030555725,0.20558947324752808,0.11050169169902802,0.1939401775598526,0.2635542154312134,0.29172512888908386,0.20749671757221222
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.4309377074241638,0.2550666034221649,0.2334289401769638,0.4731321930885315,0.21673844754695892,0.41279885172843933,0.43716782331466675,0.2795773446559906,0.20544172823429108
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,1.0,0.20206524431705475,0.22069858014583588,0.4497850239276886,0.17011499404907227,0.35393568873405457,0.3426419198513031,0.22590935230255127,0.2107497900724411
prestigious,0.11413072049617767,0.26567530632019043,0.2841964662075043,0.3588816523551941,0.2045970857143402,0.46389687061309814,0.20906491577625275,0.2017056941986084,0.28166860342025757,0.26415789127349854,0.3897366225719452,0.050204768776893616
british,0.19255435466766357,0.31934812664985657,0.28973397612571716,0.1875709593296051,0.21337305009365082,0.24145695567131042,0.19530552625656128,0.19140693545341492,0.2666113078594208,0.15839195251464844,0.20830580592155457,0.09711728990077972
television,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.15985378623008728,0.1574689745903015,0.34563982486724854,0.21588699519634247,0.31410008668899536,0.2515988349914551,0.19236408174037933,0.22134947776794434,0.16825827956199646
award,0.15951679646968842,0.26998642086982727,0.24073810875415802,0.22069858014583588,0.15245546400547028,1.0,0.1709311455488205,0.14153583347797394,0.20553933084011078,0.22060689330101013,0.5295910239219666,0.18240714073181152
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.3906237483024597,0.12160814553499222,0.33284175395965576,0.4137635827064514,0.1556548923254013,0.37110671401023865,0.450642853975296,0.3782569169998169,0.264628142118454
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.4637843072414398,0.26431456208229065,0.1813640147447586,0.6894589066505432,0.19030126929283142,0.3688730001449585,0.4350704550743103,0.15727952122688293,0.25814583897590637
the,0.42745697498321533,0.48711544275283813,1.0,0.47635307908058167,0.29630452394485474,0.24073810875415802,0.5473989248275757,0.2820442318916321,0.3733934462070465,0.4177538752555847,0.29432493448257446,0.22068053483963013
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.20793810486793518,0.18319058418273926,0.3122923970222473,0.24595457315444946,0.2712797522544861,0.21484537422657013,0.16834278404712677,0.25377801060676575,0.1709602326154709
has,0.20338068902492523,0.40313825011253357,0.4177538752555847,0.3426419198513031,0.1867765337228775,0.22060689330101013,0.41272613406181335,0.1778179407119751,0.2558172643184662,1.0,0.24499812722206116,0.15994466841220856
ever,0.3486426770687103,0.3744584918022156,0.3474041819572449,0.39527660608291626,0.14328347146511078,0.2564376890659332,0.38291606307029724,0.15791432559490204,0.362372487783432,0.2906934916973114,0.31208834052085876,0.3358461856842041
been,0.2567804455757141,0.518218457698822,0.3563927710056305,0.33751797676086426,0.24752719700336456,0.18129126727581024,0.4152003228664398,0.12184444069862366,0.3295723795890808,0.6162750124931335,0.25461843609809875,0.24354910850524902
nominated,0.16956520080566406,0.23620247840881348,0.22135822474956512,0.15520252287387848,0.18501320481300354,0.5525957345962524,0.20547810196876526,0.1173943355679512,0.21708045899868011,0.3766944408416748,0.44799670577049255,0.23086711764335632
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.35404038429260254,0.2522169351577759,0.21118880808353424,0.4460422694683075,0.22361043095588684,0.3541337847709656,0.4105546176433563,0.3011801838874817,0.4130953550338745
