,what,type,of,heritage,does,tyneside,have,?
there,0.35085538029670715,0.2376682013273239,0.44397735595703125,0.1680765599012375,0.2930194139480591,0.25027164816856384,0.5194604992866516,0.29405656456947327
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.17091266810894012,0.3126322329044342,0.27283918857574463,0.6577680706977844,0.24591213464736938
several,0.22446060180664062,0.13228869438171387,0.3271615505218506,0.16111262142658234,0.2083442658185959,0.2356514036655426,0.45253247022628784,0.15595775842666626
museums,0.18489275872707367,0.15123678743839264,0.2631984055042267,0.3478243052959442,0.1825832724571228,0.2713165283203125,0.24344365298748016,0.1374243199825287
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20273086428642273,0.3461615741252899,0.3023083209991455,0.4711785912513733,0.20544172823429108
galleries,0.17793069779872894,0.13472522795200348,0.24172402918338776,0.3171490728855133,0.17347003519535065,0.29190942645072937,0.2358860820531845,0.1957392692565918
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2754135727882385,0.214483380317688,0.2752016484737396,0.36843645572662354,0.20430970191955566
newcastle,0.16276082396507263,0.14704859256744385,0.18781472742557526,0.2021583765745163,0.12200397253036499,0.5080589652061462,0.136333167552948,0.0902252271771431
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20199330151081085,0.28617382049560547,0.2570286989212036,0.3541618287563324,0.31091248989105225
including,0.18328791856765747,0.12051080167293549,0.44195112586021423,0.19455230236053467,0.20252716541290283,0.29569312930107117,0.41958683729171753,0.1633303165435791
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
centre,0.12324132025241852,0.14357152581214905,0.2769378423690796,0.26517510414123535,0.1683523952960968,0.27969619631767273,0.14668360352516174,0.019365152344107628
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.21412664651870728,0.35159170627593994,0.2915181517601013,0.41175219416618347,0.264628142118454
life,0.24693015217781067,0.15995503962039948,0.2788603901863098,0.1381857842206955,0.14979252219200134,0.11066561192274094,0.25565779209136963,0.21677987277507782
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.12325533479452133,0.26186925172805786,0.27028393745422363,0.48046383261680603,0.2433311939239502
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.2179543375968933,0.33437713980674744,0.27319779992103577,0.3852778375148773,0.15103481709957123
science,0.2612018585205078,0.11229360848665237,0.2616958022117615,0.14077790081501007,0.17509725689888,0.152647003531456,0.20438560843467712,0.17974960803985596
village,0.20210839807987213,0.06729954481124878,0.1866021603345871,0.15473146736621857,0.14482900500297546,0.2945886254310608,0.10701946914196014,0.040922991931438446
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.09544587880373001,0.0650511160492897,0.08282601833343506,0.10650043189525604,0.10349778085947037
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25149020552635193,0.35928019881248474,0.33988526463508606,0.40389683842658997,0.22068053483963013
discovery,0.16559629142284393,0.1364181488752365,0.2566966712474823,0.22187775373458862,0.14150384068489075,0.15172043442726135,0.22277192771434784,0.11594310402870178
museum,0.1771627515554428,0.14714546501636505,0.23314370214939117,0.2800990045070648,0.1064787358045578,0.20571032166481018,0.11209996789693832,0.14128351211547852
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.24219360947608948,0.38201746344566345,0.27762705087661743,0.338716596364975,0.23916715383529663
museum,0.1771627515554428,0.14714546501636505,0.23314370214939117,0.2800990045070648,0.1064787358045578,0.20571032166481018,0.11209996789693832,0.14128351211547852
highlighting,0.2526554763317108,0.14851316809654236,0.2906976640224457,0.1892552673816681,0.18908773362636566,0.2448025643825531,0.20027409493923187,0.16213589906692505
life,0.24693015217781067,0.15995503962039948,0.2788603901863098,0.1381857842206955,0.14979252219200134,0.11066561192274094,0.25565779209136963,0.21677987277507782
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.24597452580928802,0.2568802833557129,0.26816806197166443,0.36494916677474976,0.2714994251728058
tyneside,0.22811484336853027,0.199142187833786,0.3008047938346863,0.2960299849510193,0.20858249068260193,0.9999999403953552,0.22398817539215088,0.10805024206638336
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20199330151081085,0.28617382049560547,0.2570286989212036,0.3541618287563324,0.31091248989105225
including,0.18328791856765747,0.12051080167293549,0.44195112586021423,0.19455230236053467,0.20252716541290283,0.29569312930107117,0.41958683729171753,0.1633303165435791
tyneside,0.22811484336853027,0.199142187833786,0.3008047938346863,0.2960299849510193,0.20858249068260193,0.9999999403953552,0.22398817539215088,0.10805024206638336
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.01993033103644848,-0.02895052544772625,-0.009846269153058529,-0.02807004563510418,-0.023395681753754616
shipbuilding,0.18820497393608093,0.13783961534500122,0.264638751745224,0.28447723388671875,0.10618145763874054,0.3684539794921875,0.20240123569965363,0.10001028329133987
heritage,0.1899084597826004,0.13788537681102753,0.2737451195716858,0.9999999403953552,0.15613318979740143,0.2960299849510193,0.1760408729314804,0.17516329884529114
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20199330151081085,0.28617382049560547,0.2570286989212036,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20273086428642273,0.3461615741252899,0.3023083209991455,0.4711785912513733,0.20544172823429108
