,how,did,the,2001,ipcc,report,compare,to,reality,on,sea,levels,?
over,0.31446483731269836,0.2535076439380646,0.39856547117233276,-0.1448213756084442,0.17928941547870636,0.26930734515190125,0.27217811346054077,0.38635820150375366,0.17671355605125427,0.39810362458229065,0.2359042465686798,0.22511272132396698,0.25742942094802856
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.5107308030128479,0.30363768339157104,0.286034494638443,0.22068053483963013
six,0.20644865930080414,0.20388470590114594,0.3614266812801361,-0.10776941478252411,0.1455020159482956,0.1576048731803894,0.14754989743232727,0.2762264311313629,0.13289469480514526,0.25166386365890503,0.21904005110263824,0.23906472325325012,0.15298804640769958
years,0.21949264407157898,0.2695724070072174,0.2912273406982422,-0.04328252002596855,0.13211658596992493,0.1914013773202896,0.19310089945793152,0.23891852796077728,0.12929800152778625,0.2152649462223053,0.14155210554599762,0.21991905570030212,0.1914375126361847
studied,0.15332451462745667,0.24305510520935059,0.1840781420469284,0.005616084206849337,0.11546614021062851,0.14011557400226593,0.15305380523204803,0.2105901688337326,0.09689239412546158,0.20367422699928284,0.17122408747673035,0.13923250138759613,0.12394175678491592
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,-0.19191312789916992,0.15590040385723114,0.250803142786026,0.22873489558696747,0.44245919585227966,0.2389596849679947,0.49057599902153015,0.30078184604644775,0.2284579873085022,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.5107308030128479,0.30363768339157104,0.286034494638443,0.22068053483963013
actual,0.34438028931617737,0.26781168580055237,0.40616878867149353,-0.03494643419981003,0.25921550393104553,0.22235830128192902,0.35119324922561646,0.3720858097076416,0.2710931599140167,0.3058660328388214,0.14609576761722565,0.2120143175125122,0.20405827462673187
temperature,0.26406702399253845,0.13358086347579956,0.27585095167160034,-0.03429735451936722,0.32555705308914185,0.19190552830696106,0.19186198711395264,0.26598888635635376,0.17492182552814484,0.2164885550737381,0.2617003917694092,0.3143499195575714,0.2011885941028595
rise,0.2018410563468933,0.16756875813007355,0.3404741883277893,-0.14136651158332825,0.23319052159786224,0.18289145827293396,0.20676028728485107,0.23256368935108185,0.15718524158000946,0.17464827001094818,0.3275212049484253,0.3079465329647064,0.10799103230237961
was,0.16678167879581451,0.41399896144866943,0.48711544275283813,-0.1705034077167511,0.16744299232959747,0.19926786422729492,0.09800519049167633,0.3636345863342285,0.19640132784843445,0.3909217119216919,0.18031850457191467,0.10329693555831909,0.18412111699581146
near,0.10767845064401627,0.08748484402894974,0.2879819869995117,-0.14149579405784607,0.04544657841324806,0.16264823079109192,0.0570015087723732,0.2456841915845871,0.04417819157242775,0.3508072793483734,0.2699112892150879,0.0858786478638649,0.10734958201646805
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.5107308030128479,0.30363768339157104,0.286034494638443,0.22068053483963013
top,0.18546171486377716,0.17264406383037567,0.31754136085510254,-0.07086643576622009,0.17677032947540283,0.15459111332893372,0.19517762959003448,0.20897358655929565,0.16826112568378448,0.30151405930519104,0.18483032286167145,0.2798551321029663,0.17265194654464722
end,0.2481066733598709,0.18808481097221375,0.39658910036087036,-0.01597611978650093,0.10295645892620087,0.09369580447673798,0.1718141883611679,0.3229445815086365,0.15097355842590332,0.2773675322532654,0.22113639116287231,0.1823437362909317,0.12543344497680664
of,0.2480744868516922,0.2513895630836487,0.733189046382904,-0.08535187691450119,0.20174051821231842,0.22992923855781555,0.27714359760284424,0.41548454761505127,0.22407591342926025,0.3966929316520691,0.2707739472389221,0.23668165504932404,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.5107308030128479,0.30363768339157104,0.286034494638443,0.22068053483963013
range,0.15032252669334412,0.0891508087515831,0.2311336100101471,-0.07495765388011932,0.13347449898719788,0.06743495166301727,0.20069703459739685,0.2767433524131775,0.13049869239330292,0.19070495665073395,0.22372566163539886,0.21214839816093445,0.1204894632101059
given,0.2367049753665924,0.24950160086154938,0.37508252263069153,-0.005266391206532717,0.1544656604528427,0.17230531573295593,0.26698529720306396,0.3428947925567627,0.1645774096250534,0.2107619345188141,0.12757402658462524,0.17026564478874207,0.2570464313030243
by,0.34370526671409607,0.18574509024620056,0.4408751428127289,-0.12293548136949539,0.18031758069992065,0.2265174388885498,0.1664934605360031,0.33534231781959534,0.21641705930233002,0.33887791633605957,0.19145366549491882,0.20695684850215912,0.17966607213020325
ipcc,0.3693348467350006,0.2459706962108612,0.24925659596920013,-0.032272763550281525,1.0000001192092896,0.4727894961833954,0.2826744019985199,0.25466105341911316,0.19797255098819733,0.24879392981529236,0.20078325271606445,0.2907012104988098,0.22295254468917847
's,-0.026164190843701363,0.05069678649306297,-0.01540423184633255,-0.11581677943468094,0.010160183534026146,-0.0383719876408577,-0.0016840395983308554,0.03782717138528824,0.10772097110748291,0.0026888418942689896,0.05089695379137993,0.0031945309601724148,-0.023395681753754616
2001,-0.07048824429512024,-0.12195117026567459,-0.07246288657188416,1.0,-0.032272763550281525,-0.1508273035287857,0.005977993831038475,-0.1482970118522644,-0.12973307073116302,-0.08765829354524612,-0.12401077151298523,-0.055449988692998886,-0.08740651607513428
projection,0.19523929059505463,0.12038660049438477,0.23304452002048492,0.006465381942689419,0.2164340615272522,0.2029493898153305,0.23299546539783478,0.2246285229921341,0.21505388617515564,0.2448066771030426,0.16358478367328644,0.12797848880290985,0.24917325377464294
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,-0.19191312789916992,0.15590040385723114,0.250803142786026,0.22873489558696747,0.44245919585227966,0.2389596849679947,0.49057599902153015,0.30078184604644775,0.2284579873085022,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,-0.1767612248659134,0.20790739357471466,0.20391902327537537,0.3096909821033478,0.48971283435821533,0.2674713730812073,0.4077630043029785,0.30105236172676086,0.2956688106060028,0.20544172823429108
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.5107308030128479,0.30363768339157104,0.286034494638443,0.22068053483963013
actual,0.34438028931617737,0.26781168580055237,0.40616878867149353,-0.03494643419981003,0.25921550393104553,0.22235830128192902,0.35119324922561646,0.3720858097076416,0.2710931599140167,0.3058660328388214,0.14609576761722565,0.2120143175125122,0.20405827462673187
