,what,genus,has,self-fertilization,been,seen,?
self-fertilization,0.2579210698604584,0.24425272643566132,0.2086648792028427,1.0,0.22042660415172577,0.24614152312278748,0.21656394004821777
has,0.20338068902492523,0.13879609107971191,1.0,0.2086648792028427,0.6162750124931335,0.2517690062522888,0.15994466841220856
occasionally,0.24931581318378448,0.1848752349615097,0.2783651351928711,0.21111056208610535,0.38315555453300476,0.34533026814460754,0.13541953265666962
been,0.2567804455757141,0.19252359867095947,0.6162750124931335,0.22042660415172577,0.9999998807907104,0.39163878560066223,0.24354910850524902
seen,0.3087027072906494,0.13691505789756775,0.2517690062522888,0.24614152312278748,0.39163878560066223,1.0,0.2567344307899475
in,0.30808621644973755,0.14933288097381592,0.4173259735107422,0.2648138701915741,0.3515113592147827,0.28402701020240784,0.20430970191955566
species,0.14617158472537994,0.7146415114402771,0.24457421898841858,0.40223246812820435,0.2805362343788147,0.18273457884788513,0.1957087516784668
of,0.33290785551071167,0.1679552048444748,0.3909035325050354,0.3157704174518585,0.31685134768486023,0.28639769554138184,0.1826142966747284
the,0.42745697498321533,0.17396312952041626,0.4177538752555847,0.319802850484848,0.3563927710056305,0.3442007005214691,0.22068053483963013
genus,0.10777679085731506,0.9999998807907104,0.13879609107971191,0.24425272643566132,0.19252359867095947,0.13691505789756775,0.1421816647052765
mnemiopsis,0.3030424118041992,0.49096423387527466,0.1918441504240036,0.4357721209526062,0.14624370634555817,0.1712561398744583,0.3170430064201355
",",0.3087472915649414,0.1849420666694641,0.3734780251979828,0.2648248076438904,0.34873589873313904,0.28642043471336365,0.31091248989105225
and,0.31309178471565247,0.1453694999217987,0.43716782331466675,0.291096031665802,0.3424558639526367,0.2522655725479126,0.20544172823429108
it,0.45803478360176086,0.19466419517993927,0.41962623596191406,0.30796360969543457,0.35515493154525757,0.2688419222831726,0.25732165575027466
is,0.28837618231773376,0.1947535127401352,0.5668748617172241,0.2588585913181305,0.39566612243652344,0.2670730948448181,0.22961433231830597
thought,0.4469435214996338,0.19900140166282654,0.22166860103607178,0.24150501191616058,0.39132875204086304,0.46815773844718933,0.2600135803222656
that,0.6297725439071655,0.19660550355911255,0.41272613406181335,0.3320915102958679,0.4152003228664398,0.3623615801334381,0.32716336846351624
most,0.3219912350177765,0.2005944550037384,0.3426419198513031,0.21997085213661194,0.33751797676086426,0.3104226887226105,0.2107497900724411
of,0.33290785551071167,0.1679552048444748,0.3909035325050354,0.3157704174518585,0.31685134768486023,0.28639769554138184,0.1826142966747284
the,0.42745697498321533,0.17396312952041626,0.4177538752555847,0.319802850484848,0.3563927710056305,0.3442007005214691,0.22068053483963013
hermaphroditic,0.1733374446630478,0.40530455112457275,0.1890467256307602,0.541284441947937,0.22736001014709473,0.29255154728889465,0.1600271314382553
species,0.14617158472537994,0.7146415114402771,0.24457421898841858,0.40223246812820435,0.2805362343788147,0.18273457884788513,0.1957087516784668
are,0.29724663496017456,0.20309922099113464,0.4313911199569702,0.2926751673221588,0.4703826308250427,0.3265171945095062,0.24591213464736938
self-fertile,0.29060274362564087,0.18019510805606842,0.2756003141403198,0.6830770373344421,0.23004727065563202,0.2688526213169098,0.18712693452835083
.,0.3567904531955719,0.18282905220985413,0.4105546176433563,0.3171163499355316,0.33645182847976685,0.30320122838020325,0.4130953550338745
