,when,did,germany,invade,poland,and,in,doing,so,start,world,war,ii,?
after,0.5331412553787231,0.30330467224121094,0.27179697155952454,0.23697888851165771,0.22496435046195984,0.3765919506549835,0.44050168991088867,0.2641523480415344,0.34236881136894226,0.37041667103767395,0.2694576382637024,0.3393358886241913,0.20194965600967407,0.16608688235282898
the,0.5091903209686279,0.34736719727516174,0.3181285262107849,0.3208954632282257,0.24871079623699188,0.5171257257461548,0.6662389636039734,0.29305580258369446,0.4296516180038452,0.3656389117240906,0.33604270219802856,0.366199791431427,0.2631464898586273,0.22068053483963013
german,0.16090898215770721,0.2048940509557724,0.69117671251297,0.1295916736125946,0.30878502130508423,0.25850871205329895,0.21098364889621735,0.1455877423286438,0.21995995938777924,0.1242828294634819,0.2502993047237396,0.27889665961265564,0.2365923374891281,0.13978645205497742
invasion,0.22931015491485596,0.1800924837589264,0.20893606543540955,0.7229228615760803,0.2975364923477173,0.2170204222202301,0.2543354034423828,0.1642840951681137,0.14518843591213226,0.26228341460227966,0.28795352578163147,0.43677109479904175,0.2736530900001526,0.18923960626125336
of,0.3757161796092987,0.2513895630836487,0.2942050099372864,0.26843005418777466,0.26632049679756165,0.5116966962814331,0.5696388483047485,0.25269845128059387,0.3184450566768646,0.23166994750499725,0.2828933000564575,0.31680163741111755,0.2844806909561157,0.1826142966747284
poland,0.1766313761472702,0.1852528303861618,0.5181353688240051,0.2193041294813156,0.9999999403953552,0.2642565965652466,0.2887791395187378,0.12535934150218964,0.17197342216968536,0.1709306687116623,0.27353495359420776,0.23856505751609802,0.21988123655319214,0.14259830117225647
on,0.37706470489501953,0.2670976221561432,0.23571176826953888,0.16753628849983215,0.17055775225162506,0.4077630043029785,0.46853652596473694,0.2873699367046356,0.31848302483558655,0.2699633240699768,0.22789059579372406,0.23017507791519165,0.1556067317724228,0.2714994251728058
1,-0.2683585286140442,-0.2815930247306824,0.0654880553483963,-0.062292322516441345,-0.06584300100803375,-0.20516018569469452,-0.10660158097743988,-0.3207898437976837,-0.29946398735046387,-0.20082791149616241,-0.08809132874011993,-0.15161411464214325,-0.08158168941736221,-0.249979168176651
september,0.2483685463666916,0.2693498432636261,0.20127694308757782,0.13317663967609406,0.22510553896427155,0.2902049422264099,0.25402772426605225,0.1659724861383438,0.1966494768857956,0.16052962839603424,0.17242535948753357,0.2267986685037613,0.18633060157299042,0.2665146589279175
1939,0.281677782535553,0.14951123297214508,0.1435009390115738,0.10541092604398727,0.14991509914398193,0.22741545736789703,0.23226740956306458,0.04929988831281662,0.13321039080619812,0.1273770034313202,0.10235467553138733,0.10642632097005844,0.0869264304637909,-0.0777229517698288
