,what,characteristic,best,describes,the,agricultural,regions,that,could,be,found,?
in,0.30808621644973755,0.2336774468421936,0.2813531160354614,0.31060853600502014,0.6662389636039734,0.2751860022544861,0.3232547640800476,0.435920387506485,0.29357993602752686,0.3481820821762085,0.39141854643821716,0.20430970191955566
one,0.376489520072937,0.2611638903617859,0.3874412178993225,0.2730540931224823,0.5514441132545471,0.14666850864887238,0.2787635922431946,0.5133185982704163,0.35166996717453003,0.4154875874519348,0.21342429518699646,0.2673267424106598
of,0.33290785551071167,0.2943860590457916,0.23660683631896973,0.33623746037483215,0.733189046382904,0.3318701386451721,0.3694140613079071,0.41498205065727234,0.29043012857437134,0.33904364705085754,0.2982911467552185,0.1826142966747284
the,0.42745697498321533,0.28210532665252686,0.3134109377861023,0.30593109130859375,1.0,0.2716485559940338,0.36158451437950134,0.5473989248275757,0.35393214225769043,0.4248143136501312,0.3452354073524475,0.22068053483963013
richest,0.15347081422805786,0.1827201098203659,0.26944679021835327,0.1350381225347519,0.27766263484954834,0.24578869342803955,0.21499308943748474,0.19265452027320862,0.19816286861896515,0.12991009652614594,0.2417069971561432,0.15691500902175903
agricultural,0.17047324776649475,0.22014418244361877,0.11913987994194031,0.16755206882953644,0.2716485559940338,1.0000001192092896,0.2968222200870514,0.18991950154304504,0.15012122690677643,0.15355658531188965,0.1874392032623291,0.0713675245642662
regions,0.22129066288471222,0.35628172755241394,0.10743557661771774,0.1598644107580185,0.36158451437950134,0.2968222200870514,1.0,0.22637471556663513,0.14751748740673065,0.24765810370445251,0.28275254368782043,0.11608363687992096
in,0.30808621644973755,0.2336774468421936,0.2813531160354614,0.31060853600502014,0.6662389636039734,0.2751860022544861,0.3232547640800476,0.435920387506485,0.29357993602752686,0.3481820821762085,0.39141854643821716,0.20430970191955566
the,0.42745697498321533,0.28210532665252686,0.3134109377861023,0.30593109130859375,1.0,0.2716485559940338,0.36158451437950134,0.5473989248275757,0.35393214225769043,0.4248143136501312,0.3452354073524475,0.22068053483963013
u.s.,0.11178889125585556,-0.12906992435455322,0.022822173312306404,-0.11269257217645645,0.06592652946710587,-0.05840432271361351,-0.0008352486183866858,0.006652553100138903,0.09990692138671875,-0.030090177431702614,-0.11813616007566452,0.07886100560426712
",",0.3087472915649414,0.263354629278183,0.3461092710494995,0.18127357959747314,0.4933079481124878,0.31311511993408203,0.26776278018951416,0.4137537479400635,0.27399855852127075,0.39254459738731384,0.27385151386260986,0.31091248989105225
cattle,0.1848948746919632,0.208032488822937,0.1630750298500061,0.14269745349884033,0.2538938522338867,0.45255935192108154,0.2828247845172882,0.20438966155052185,0.19962704181671143,0.19554156064987183,0.1970631331205368,0.17239461839199066
and,0.31309178471565247,0.3171210289001465,0.30328524112701416,0.24532921612262726,0.5171257257461548,0.3097107410430908,0.30318012833595276,0.4731321930885315,0.3385082483291626,0.41766801476478577,0.27978911995887756,0.20544172823429108
citrus,0.13097022473812103,0.27789223194122314,0.09963144361972809,0.1642187386751175,0.2250838726758957,0.39140960574150085,0.28096261620521545,0.1928066462278366,0.10875427722930908,0.20534966886043549,0.24423165619373322,0.03389320522546768
were,0.22298263013362885,0.23171885311603546,0.19428926706314087,0.16207708418369293,0.3906462490558624,0.1780044138431549,0.21177682280540466,0.35517072677612305,0.40738195180892944,0.4064064621925354,0.23296621441841125,0.17890112102031708
major,0.21026742458343506,0.16810908913612366,0.20945711433887482,0.17731007933616638,0.31775903701782227,0.22059066593647003,0.20609965920448303,0.2570328712463379,0.15189780294895172,0.1488431692123413,0.15146303176879883,0.19788557291030884
industries,0.14086507260799408,0.1936386525630951,0.13654564321041107,0.06948518007993698,0.21923162043094635,0.5310215950012207,0.22805361449718475,0.17006099224090576,0.1908596009016037,0.11954665184020996,0.10570880025625229,0.13979145884513855
until,0.2693650424480438,0.10145153850317001,0.18527354300022125,0.0899445042014122,0.37191009521484375,0.18148496747016907,0.18965153396129608,0.324736088514328,0.27545997500419617,0.24359700083732605,0.13776004314422607,0.20304496586322784
farmlands,0.17347118258476257,0.2570945918560028,0.060755543410778046,0.16449390351772308,0.3242723047733307,0.5291431546211243,0.3904789984226227,0.2617928683757782,0.205154687166214,0.2496369630098343,0.2779940366744995,0.11519775539636612
were,0.22298263013362885,0.23171885311603546,0.19428926706314087,0.16207708418369293,0.3906462490558624,0.1780044138431549,0.21177682280540466,0.35517072677612305,0.40738195180892944,0.4064064621925354,0.23296621441841125,0.17890112102031708
turned,0.22427117824554443,0.19916431605815887,0.17204178869724274,0.1907789260149002,0.3414173722267151,0.2057984620332718,0.1272200644016266,0.3391176462173462,0.3459475636482239,0.3454827666282654,0.2642827332019806,0.130948007106781
into,0.2180619090795517,0.24302631616592407,0.16434572637081146,0.18298347294330597,0.39493247866630554,0.1403435617685318,0.32128283381462097,0.3239944875240326,0.2989432215690613,0.3462390601634979,0.1823275089263916,0.15662476420402527
suburbs,0.14620864391326904,0.14030347764492035,0.10529989749193192,0.14058847725391388,0.22660650312900543,0.24456268548965454,0.24346831440925598,0.1472126692533493,0.16115406155586243,0.10787463933229446,0.15135392546653748,0.07569191604852676
.,0.3567904531955719,0.2017466127872467,0.31068575382232666,0.17289398610591888,0.5934505462646484,0.26339057087898254,0.25618889927864075,0.4460422694683075,0.3200591504573822,0.4383580684661865,0.3618174195289612,0.4130953550338745
