,who,returned,a,punt,for,61,yards,",",setting,a,new,super,bowl,record,?
kony,0.310282826423645,0.22766000032424927,0.1972775012254715,0.14786438643932343,0.1858474314212799,0.09432556480169296,0.17694902420043945,0.2628111243247986,0.2205381542444229,0.1972775012254715,0.174355149269104,0.18055222928524017,0.06838644295930862,0.1351613849401474,0.07727755606174469
ealy,0.2409643977880478,0.18498101830482483,0.2892864942550659,0.18516933917999268,0.2272004932165146,0.03251543268561363,0.22886264324188232,0.36951279640197754,0.13587337732315063,0.2892864942550659,0.2063441127538681,0.16118502616882324,0.2014673799276352,0.21279500424861908,0.24052083492279053
tied,0.23198413848876953,0.2145627737045288,0.2269858568906784,0.2679271101951599,0.2228156179189682,-0.013348697684705257,0.2923671007156372,0.2160988301038742,0.1968431919813156,0.2269858568906784,0.09051075577735901,0.15753702819347382,0.19662193953990936,0.25650930404663086,0.14687292277812958
a,0.36608949303627014,0.22562164068222046,1.0,0.202503502368927,0.44038116931915283,0.06101536005735397,0.19167225062847137,0.427140474319458,0.3013681173324585,1.0,0.3214259147644043,0.26005712151527405,0.19533146917819977,0.2588478624820709,0.23916715383529663
super,0.1819351613521576,0.13535335659980774,0.26005712151527405,0.14259372651576996,0.22938419878482819,-0.06113346293568611,0.22780416905879974,0.22322475910186768,0.1479693055152893,0.26005712151527405,0.2769954204559326,1.0000001192092896,0.4848237931728363,0.2505435347557068,0.166326642036438
bowl,0.09189514070749283,0.1837148368358612,0.19533146917819977,0.25543251633644104,0.24430087208747864,-0.05401160567998886,0.2993983328342438,0.1810409277677536,0.13633736968040466,0.19533146917819977,0.1471257209777832,0.4848237931728363,1.0,0.24389338493347168,0.21118052303791046
record,0.24139603972434998,0.16890877485275269,0.2588478624820709,0.3076033294200897,0.24185582995414734,0.011627132073044777,0.358747661113739,0.28093910217285156,0.16391773521900177,0.2588478624820709,0.18475042283535004,0.2505435347557068,0.24389338493347168,1.0,0.14407116174697876
with,0.3282766342163086,0.23341523110866547,0.3783375024795532,0.14722439646720886,0.39140474796295166,0.02307296358048916,0.14512313902378082,0.4120737314224243,0.228631854057312,0.3783375024795532,0.24325589835643768,0.1518537551164627,0.18353787064552307,0.19528687000274658,0.2433311939239502
three,0.2491552233695984,0.2332366406917572,0.3025658130645752,0.10738896578550339,0.3032672107219696,0.031389761716127396,0.25372058153152466,0.3347506821155548,0.13676999509334564,0.3025658130645752,0.22607795894145966,0.14228717982769012,0.18332304060459137,0.17467252910137177,0.20928427577018738
sacks,0.16894300282001495,0.25456854701042175,0.1267087310552597,0.3381910026073456,0.2247573584318161,-0.026869427412748337,0.432404488325119,0.2979430854320526,0.1264566034078598,0.1267087310552597,0.1261175572872162,0.14356042444705963,0.2921851873397827,0.2555406093597412,0.0761517658829689
.,0.3541337847709656,0.22617055475711823,0.50484299659729,0.1972125768661499,0.4726039469242096,-0.002205049153417349,0.17664551734924316,0.6812511086463928,0.2672421634197235,0.50484299659729,0.35031336545944214,0.2757420241832733,0.21516893804073334,0.2186054140329361,0.4130953550338745
,who,returned,a,punt,for,61,yards,",",setting,a,new,super,bowl,record,?
jordan,0.1708289384841919,0.19737790524959564,0.15182308852672577,0.16792544722557068,0.1851562261581421,0.048047710210084915,0.19474144279956818,0.2637307345867157,0.08077017217874527,0.15182308852672577,0.1873563826084137,0.11786182224750519,0.10131856799125671,0.2206687480211258,0.10991371423006058
norwood,0.16892924904823303,0.18929308652877808,0.262413889169693,0.17939233779907227,0.1709475815296173,0.047418996691703796,0.30871152877807617,0.3352358639240265,0.16143634915351868,0.262413889169693,0.2643480598926544,0.1358911246061325,0.2051444947719574,0.27712103724479675,0.14529889822006226
