,what,2015,nfl,team,one,the,afc,playoff,?
the,0.42745697498321533,0.1466771513223648,0.15305201709270477,0.22564226388931274,0.5514441132545471,1.0,0.25863510370254517,0.23217415809631348,0.22068053483963013
american,0.1909721940755844,0.007414794061332941,0.22112266719341278,0.11424583196640015,0.21827346086502075,0.24562937021255493,0.18992678821086884,0.19143179059028625,0.18877598643302917
football,0.21136903762817383,0.007399349007755518,0.5028042793273926,0.5201307535171509,0.1933949738740921,0.18794101476669312,0.5084695816040039,0.3157365620136261,0.14957410097122192
conference,0.15329721570014954,0.04496600106358528,0.2704237997531891,0.27145183086395264,0.18016254901885986,0.25393402576446533,0.3807511031627655,0.4595946669578552,0.11172781884670258
(,0.2411840260028839,0.14610634744167328,0.18641139566898346,0.1808312088251114,0.2922096848487854,0.33289089798927307,0.27387434244155884,0.1531093716621399,0.40561532974243164
afc,0.1550256609916687,-0.0127690015360713,0.46848565340042114,0.40331706404685974,0.2168046534061432,0.25863510370254517,1.0,0.44045546650886536,0.2026895433664322
),0.26259949803352356,0.1380191147327423,0.17973150312900543,0.18319997191429138,0.31658053398132324,0.3456730246543884,0.25836482644081116,0.1623334437608719,0.42300865054130554
champion,0.11434172838926315,0.09754913300275803,0.3432503640651703,0.41956013441085815,0.25490689277648926,0.23575055599212646,0.40495696663856506,0.43293941020965576,0.14080514013767242
denver,0.1275133192539215,-0.05839056521654129,0.39768490195274353,0.18347741663455963,0.12505562603473663,0.2052404284477234,0.27175816893577576,0.2733444571495056,0.1520889848470688
broncos,0.1787765771150589,-0.0028495145961642265,0.5295679569244385,0.32797038555145264,0.17801736295223236,0.25985947251319885,0.4436691403388977,0.4614604711532593,0.18377114832401276
defeated,0.13652801513671875,0.2633931338787079,0.1932545304298401,0.2748386263847351,0.15670868754386902,0.2833898365497589,0.241952583193779,0.29339733719825745,0.1413237303495407
the,0.42745697498321533,0.1466771513223648,0.15305201709270477,0.22564226388931274,0.5514441132545471,1.0,0.25863510370254517,0.23217415809631348,0.22068053483963013
national,0.16882304847240448,0.019679715856909752,0.26918089389801025,0.379366934299469,0.2082243114709854,0.32739606499671936,0.20656158030033112,0.2474111169576645,0.15643028914928436
football,0.21136903762817383,0.007399349007755518,0.5028042793273926,0.5201307535171509,0.1933949738740921,0.18794101476669312,0.5084695816040039,0.3157365620136261,0.14957410097122192
conference,0.15329721570014954,0.04496600106358528,0.2704237997531891,0.27145183086395264,0.18016254901885986,0.25393402576446533,0.3807511031627655,0.4595946669578552,0.11172781884670258
(,0.2411840260028839,0.14610634744167328,0.18641139566898346,0.1808312088251114,0.2922096848487854,0.33289089798927307,0.27387434244155884,0.1531093716621399,0.40561532974243164
nfc,0.19796092808246613,0.03224130719900131,0.6547905206680298,0.4356997609138489,0.27567994594573975,0.2545439600944519,0.6895114183425903,0.565930187702179,0.15073348581790924
),0.26259949803352356,0.1380191147327423,0.17973150312900543,0.18319997191429138,0.31658053398132324,0.3456730246543884,0.25836482644081116,0.1623334437608719,0.42300865054130554
champion,0.11434172838926315,0.09754913300275803,0.3432503640651703,0.41956013441085815,0.25490689277648926,0.23575055599212646,0.40495696663856506,0.43293941020965576,0.14080514013767242
carolina,0.1956660896539688,0.022267188876867294,0.25462281703948975,0.14482109248638153,0.19012434780597687,0.24749229848384857,0.21097522974014282,0.20641407370567322,0.11847445368766785
panthers,0.17002959549427032,0.03439202532172203,0.4153780937194824,0.333659291267395,0.227028489112854,0.2602776288986206,0.33692118525505066,0.4346764385700226,0.16608978807926178
24–10,0.05741516873240471,0.014004328288137913,-0.0014166434993967414,-0.03587226942181587,-0.022437099367380142,0.1489364504814148,0.12495440989732742,0.015342019498348236,0.06738992035388947
to,0.455847829580307,-0.0031493064016103745,0.1526731252670288,0.23889471590518951,0.4025384783744812,0.535392165184021,0.18302594125270844,0.25111740827560425,0.29463258385658264
earn,0.16168662905693054,-0.10058347135782242,0.19082143902778625,0.22281768918037415,0.28026995062828064,0.21796688437461853,0.19533829391002655,0.3379565477371216,0.20429526269435883
their,0.35142919421195984,-0.06577648967504501,0.14959773421287537,0.20038257539272308,0.3991999328136444,0.516537070274353,0.13482747972011566,0.224172905087471,0.1898253709077835
third,0.2033906877040863,0.11845523864030838,0.15617160499095917,0.2141726166009903,0.3961576819419861,0.4229298532009125,0.20008410513401031,0.24621877074241638,0.15394791960716248
super,0.13651713728904724,0.04363032057881355,0.319060355424881,0.23339706659317017,0.21711376309394836,0.21959073841571808,0.37206512689590454,0.2252732217311859,0.166326642036438
bowl,0.15942467749118805,0.0710686594247818,0.48354101181030273,0.20460736751556396,0.19098831713199615,0.21576224267482758,0.41199249029159546,0.3612286448478699,0.21118052303791046
title,0.205022931098938,0.08235502243041992,0.11530899256467819,0.1845584511756897,0.2606218755245209,0.27465343475341797,0.2193080484867096,0.22060930728912354,0.34551161527633667
.,0.3567904531955719,0.06607602536678314,0.1964210718870163,0.26467522978782654,0.4123194217681885,0.5934505462646484,0.28921979665756226,0.18390463292598724,0.4130953550338745
