,what,do,we,call,the,empire,that,genghis,khan,founded,?
after,0.21973377466201782,0.20534609258174896,0.21897171437740326,0.2089584618806839,0.4565047025680542,0.23534879088401794,0.373811811208725,0.24102559685707092,0.1264270693063736,0.25701573491096497,0.16608688235282898
founding,0.2093554586172104,0.10094436258077621,0.13218554854393005,0.15254727005958557,0.34138360619544983,0.2615927457809448,0.2016766220331192,0.28100112080574036,0.2365383803844452,0.6531547904014587,0.1416333168745041
the,0.42745697498321533,0.30239659547805786,0.3206169009208679,0.26640447974205017,1.0,0.32532164454460144,0.5473989248275757,0.3448939025402069,0.21067845821380615,0.2840350568294525,0.22068053483963013
mongol,0.15870186686515808,0.15889328718185425,0.17435958981513977,0.16491810977458954,0.2924198508262634,0.45230501890182495,0.20668581128120422,0.6244974732398987,0.5576101541519165,0.2764841318130493,0.12849251925945282
empire,0.21723191440105438,0.12534207105636597,0.1981835961341858,0.13378892838954926,0.32532164454460144,1.0000001192092896,0.1784069836139679,0.42237505316734314,0.38083162903785706,0.26025617122650146,0.14909450709819794
and,0.31309178471565247,0.276123583316803,0.2896674871444702,0.237839937210083,0.5171257257461548,0.27479609847068787,0.4731321930885315,0.26551535725593567,0.22885166108608246,0.22426098585128784,0.20544172823429108
being,0.3760843276977539,0.2324799746274948,0.2748188376426697,0.19684220850467682,0.419739305973053,0.20464713871479034,0.46201252937316895,0.20955206453800201,0.15783251821994781,0.1309065818786621,0.26743772625923157
proclaimed,0.1719808578491211,0.09965299814939499,0.14959341287612915,0.24398109316825867,0.24787339568138123,0.3829008638858795,0.204624205827713,0.2881251871585846,0.14822165668010712,0.2914539575576782,0.203518345952034
``,0.008517155423760414,0.06628920882940292,0.12382477521896362,0.11138522624969482,0.029072100296616554,0.08940538763999939,0.05285148695111275,0.05644606053829193,0.07293079793453217,-0.06672804802656174,0.0685480609536171
genghis,0.24369274079799652,0.06018393114209175,0.1833108365535736,0.05907571315765381,0.3448939025402069,0.42237505316734314,0.21352417767047882,1.0,0.5896923542022705,0.28303277492523193,0.18813461065292358
khan,0.16476042568683624,0.08970802277326584,0.1572076678276062,0.06552921235561371,0.21067845821380615,0.38083162903785706,0.14077997207641602,0.5896923542022705,1.0,0.20543794333934784,0.12862591445446014
'',0.08143015950918198,-0.00043653504690155387,0.04692836105823517,-0.01835283823311329,0.041273195296525955,0.029978957027196884,0.007880004122853279,0.1005975604057312,0.06717371195554733,0.08453268557786942,0.018684765323996544
",",0.3087472915649414,0.3283645510673523,0.2699093222618103,0.2670435905456543,0.4933079481124878,0.27646857500076294,0.4137537479400635,0.2891939878463745,0.19700400531291962,0.24976085126399994,0.31091248989105225
he,0.3114890456199646,0.19599148631095886,0.24045048654079437,0.15517276525497437,0.4571082592010498,0.22260785102844238,0.36068853735923767,0.28288567066192627,0.24136358499526978,0.2620563805103302,0.2089974731206894
started,0.21609699726104736,0.2286466509103775,0.20680813491344452,0.13831059634685516,0.3222070634365082,0.23312504589557648,0.247867152094841,0.23150667548179626,0.1646452397108078,0.5313385128974915,0.19447724521160126
the,0.42745697498321533,0.30239659547805786,0.3206169009208679,0.26640447974205017,1.0,0.32532164454460144,0.5473989248275757,0.3448939025402069,0.21067845821380615,0.2840350568294525,0.22068053483963013
mongol,0.15870186686515808,0.15889328718185425,0.17435958981513977,0.16491810977458954,0.2924198508262634,0.45230501890182495,0.20668581128120422,0.6244974732398987,0.5576101541519165,0.2764841318130493,0.12849251925945282
invasions,0.19684237241744995,0.1794755905866623,0.17366281151771545,0.14887532591819763,0.3360392153263092,0.43277573585510254,0.21951079368591309,0.41366249322891235,0.2538023591041565,0.2037903368473053,0.18656694889068604
that,0.6297725439071655,0.44533252716064453,0.5259829759597778,0.2914465367794037,0.5473989248275757,0.1784069836139679,1.0,0.21352417767047882,0.14077997207641602,0.1707451045513153,0.32716336846351624
resulted,0.14803820848464966,0.16272912919521332,0.21114510297775269,0.15978926420211792,0.2975946068763733,0.22443054616451263,0.22833308577537537,0.20044732093811035,0.16324391961097717,0.14731022715568542,0.1391388475894928
in,0.30808621644973755,0.23402775824069977,0.23132319748401642,0.2520289719104767,0.6662389636039734,0.24110576510429382,0.435920387506485,0.224680557847023,0.1527150720357895,0.24877111613750458,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.3206169009208679,0.26640447974205017,1.0,0.32532164454460144,0.5473989248275757,0.3448939025402069,0.21067845821380615,0.2840350568294525,0.22068053483963013
conquest,0.21597714722156525,0.08218180388212204,0.1435065120458603,0.1314132958650589,0.3181619346141815,0.5272935628890991,0.2074226438999176,0.4573224186897278,0.30478882789611816,0.3320586383342743,0.12928934395313263
