,where,was,france,'s,huguenot,population,largely,centered,?
huguenot,0.2579043209552765,0.24281072616577148,0.44110438227653503,-0.03130035102367401,1.0000001192092896,0.2845441401004791,0.19419337809085846,0.15266746282577515,0.1359742432832718
numbers,0.23721979558467865,0.13953587412834167,0.14704099297523499,0.02789759822189808,0.18236123025417328,0.24593478441238403,0.2576512396335602,0.2134089320898056,0.19297972321510315
peaked,0.14382866024971008,0.3009093403816223,0.15283867716789246,0.07559406757354736,0.14072845876216888,0.21740534901618958,0.1622670590877533,0.2116718292236328,0.17896412312984467
near,0.4188554286956787,0.1933041363954544,0.20851384103298187,-0.09597858041524887,0.22982212901115417,0.28756284713745117,0.15839025378227234,0.284580796957016,0.10734958201646805
an,0.24824833869934082,0.3694365322589874,0.152912437915802,0.025255560874938965,0.18697282671928406,0.16069892048835754,0.24159429967403412,0.19289584457874298,0.19793890416622162
estimated,0.16549085080623627,0.2472851723432541,0.14813724160194397,-0.008634808473289013,0.20110413432121277,0.5198360681533813,0.27957767248153687,0.20878079533576965,0.18149758875370026
two,0.32765963673591614,0.27166637778282166,0.2037719339132309,0.038143858313560486,0.19369328022003174,0.16114678978919983,0.18519236147403717,0.20430079102516174,0.19645625352859497
million,0.16446907818317413,0.24203833937644958,0.17595621943473816,0.05079329386353493,0.21468624472618103,0.3087695837020874,0.19304873049259186,0.13698889315128326,0.23092924058437347
by,0.2641284465789795,0.4752357602119446,0.22743742167949677,-0.010884488001465797,0.1813904494047165,0.17143253982067108,0.32960739731788635,0.17979155480861664,0.17966607213020325
1562,0.025709908455610275,0.09683054685592651,-0.040033578872680664,-0.016306748613715172,-0.0031273679342120886,0.12140773981809616,0.02708122506737709,0.07666344195604324,0.018519774079322815
",",0.3149496018886566,0.45456063747406006,0.28250643610954285,-0.0016132977325469255,0.24752236902713776,0.2967977225780487,0.24212822318077087,0.22766940295696259,0.31091248989105225
concentrated,0.27967604994773865,0.22351744771003723,0.20938585698604584,0.05134525150060654,0.17076396942138672,0.25837063789367676,0.3228316307067871,0.3207991421222687,0.11501483619213104
mainly,0.3845270276069641,0.26961684226989746,0.19035126268863678,0.08966390043497086,0.21937423944473267,0.282956600189209,0.5200797319412231,0.24211306869983673,0.07608037441968918
in,0.5344807505607605,0.45514053106307983,0.3812309503555298,-0.037580832839012146,0.26198551058769226,0.3268454372882843,0.2371911108493805,0.33326560258865356,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,0.35517507791519165,-0.01540423184633255,0.29557526111602783,0.32044094800949097,0.34641584753990173,0.346942275762558,0.22068053483963013
southern,0.2580642104148865,0.23717372119426727,0.20136235654354095,0.02131068892776966,0.19296963512897491,0.2896978557109833,0.19290176033973694,0.25513243675231934,0.11225555837154388
and,0.43859338760375977,0.3740963041782379,0.2925812005996704,0.06895173341035843,0.2762077748775482,0.23080337047576904,0.2951068878173828,0.2833189070224762,0.20544172823429108
central,0.24971573054790497,0.21519865095615387,0.17670755088329315,-0.03171226754784584,0.12110847979784012,0.22068528831005096,0.19051310420036316,0.32077425718307495,0.14787602424621582
parts,0.3024260997772217,0.239912748336792,0.15652687847614288,0.060162968933582306,0.1296427994966507,0.23396039009094238,0.33351561427116394,0.25556501746177673,0.12310896813869476
of,0.38066378235816956,0.4069072902202606,0.3265724182128906,-0.03817026689648628,0.29061198234558105,0.3060894012451172,0.3087159991264343,0.3281562924385071,0.1826142966747284
france,0.21451038122177124,0.2715669870376587,1.0000001192092896,0.024341266602277756,0.44110438227653503,0.16930818557739258,0.1312493234872818,0.1713273674249649,0.15069349110126495
",",0.3149496018886566,0.45456063747406006,0.28250643610954285,-0.0016132977325469255,0.24752236902713776,0.2967977225780487,0.24212822318077087,0.22766940295696259,0.31091248989105225
about,0.3108544647693634,0.2577359974384308,0.2012949287891388,-0.020936643704771996,0.1793062537908554,0.3066638112068176,0.2221067249774933,0.2492772787809372,0.302409827709198
one-eighth,0.15250006318092346,0.32691439986228943,0.16734275221824646,0.046226222068071365,0.12098953872919083,0.18671071529388428,0.07722752541303635,0.2047167867422104,0.15831302106380463
the,0.5003893971443176,0.48711544275283813,0.35517507791519165,-0.01540423184633255,0.29557526111602783,0.32044094800949097,0.34641584753990173,0.346942275762558,0.22068053483963013
number,0.3329964578151703,0.1855042725801468,0.14337337017059326,0.033178191632032394,0.1813536137342453,0.2707957327365875,0.18342915177345276,0.22311611473560333,0.19256845116615295
of,0.38066378235816956,0.4069072902202606,0.3265724182128906,-0.03817026689648628,0.29061198234558105,0.3060894012451172,0.3087159991264343,0.3281562924385071,0.1826142966747284
french,0.17587623000144958,0.2523815333843231,0.5492131114006042,0.0634014755487442,0.5233030915260315,0.16878677904605865,0.14948199689388275,0.07491984218358994,0.1386883556842804
catholics,0.17801468074321747,0.2618641257286072,0.2539888322353363,0.09235575050115585,0.46547871828079224,0.24510858952999115,0.21254605054855347,0.12416161596775055,0.17714823782444
.,0.41390106081962585,0.40146201848983765,0.33719199895858765,-0.003708066651597619,0.2060975730419159,0.26950228214263916,0.19839447736740112,0.30439889430999756,0.4130953550338745
