,when,did,papal,nuncio,karl,von,miltitz,get,luther,to,make,concessions,?
in,0.4431333839893341,0.2593238651752472,0.21801839768886566,0.2551989257335663,0.18990030884742737,0.20116294920444489,0.30803632736206055,0.24899829924106598,0.20523880422115326,0.45010748505592346,0.268858402967453,0.2298569232225418,0.20430970191955566
january,0.23963238298892975,0.23508968949317932,0.13700160384178162,0.23951853811740875,0.1967640072107315,0.14377781748771667,0.19043214619159698,0.1662743091583252,0.15876203775405884,0.20270398259162903,0.11844776570796967,0.11742623895406723,0.28608936071395874
1519,-0.11399693787097931,-0.056957732886075974,-0.07353025674819946,-0.22853457927703857,-0.06979743391275406,-0.05521159991621971,-0.11979684233665466,-0.037833426147699356,-0.005450457334518433,-0.09235245734453201,-0.007796799298375845,-0.033348824828863144,0.008538873866200447
",",0.36674630641937256,0.3015086054801941,0.20856137573719025,0.30198732018470764,0.24384237825870514,0.1878369003534317,0.41879841685295105,0.2926318049430847,0.23255878686904907,0.44245919585227966,0.324553906917572,0.25239720940589905,0.31091248989105225
at,0.38876327872276306,0.28390252590179443,0.13061636686325073,0.20552892982959747,0.17433111369609833,0.11698677390813828,0.2658696174621582,0.24260355532169342,0.13834704458713531,0.36524343490600586,0.19904619455337524,0.17458532750606537,0.21978627145290375
altenburg,0.22895729541778564,0.18265625834465027,0.24973654747009277,0.2662752866744995,0.36687493324279785,0.45340296626091003,0.4140437841415405,0.14823956787586212,0.2709543704986572,0.1810625195503235,0.16707371175289154,0.313285231590271,0.17095515131950378
in,0.4431333839893341,0.2593238651752472,0.21801839768886566,0.2551989257335663,0.18990030884742737,0.20116294920444489,0.30803632736206055,0.24899829924106598,0.20523880422115326,0.45010748505592346,0.268858402967453,0.2298569232225418,0.20430970191955566
saxony,0.20117338001728058,0.1633453220129013,0.31879639625549316,0.2880772352218628,0.2868358790874481,0.30802324414253235,0.3670971691608429,0.17509551346302032,0.2548035979270935,0.17982617020606995,0.12523022294044495,0.24775299429893494,0.17603406310081482
",",0.36674630641937256,0.3015086054801941,0.20856137573719025,0.30198732018470764,0.24384237825870514,0.1878369003534317,0.41879841685295105,0.2926318049430847,0.23255878686904907,0.44245919585227966,0.324553906917572,0.25239720940589905,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.24918924272060394,0.261386513710022,0.19391119480133057,0.21817399561405182,0.338742733001709,0.29667025804519653,0.1759674996137619,0.535392165184021,0.3146495521068573,0.26096010208129883,0.22068053483963013
papal,0.22282350063323975,0.17935830354690552,1.0000001192092896,0.48603585362434387,0.1096842810511589,0.19951480627059937,0.2256225198507309,0.12487315386533737,0.23832891881465912,0.2142687439918518,0.09649951010942459,0.26735547184944153,0.18529073894023895
nuncio,0.21034452319145203,0.18545639514923096,0.48603585362434387,0.9999999403953552,0.13932855427265167,0.18000981211662292,0.25957611203193665,0.15377290546894073,0.20481368899345398,0.263151615858078,0.12370790541172028,0.3231484293937683,0.21091584861278534
karl,0.17345397174358368,0.1907215714454651,0.1096842810511589,0.13932855427265167,0.9999998807907104,0.5157237648963928,0.4952513873577118,0.10354077816009521,0.24630440771579742,0.1409013569355011,0.11150883138179779,0.1323767900466919,0.1718917042016983
von,0.15501481294631958,0.22224590182304382,0.19951480627059937,0.18000981211662292,0.5157237648963928,1.0,0.4638585150241852,0.11971963196992874,0.30416905879974365,0.17537063360214233,0.13510994613170624,0.19078025221824646,0.13907472789287567
miltitz,0.2388385385274887,0.2056645154953003,0.2256225198507309,0.25957611203193665,0.4952513873577118,0.4638585150241852,1.0000001192092896,0.2194417268037796,0.2911413311958313,0.23215322196483612,0.20493772625923157,0.21080619096755981,0.21460691094398499
adopted,0.2189909815788269,0.18617329001426697,0.2544630169868469,0.2506735324859619,0.07363364100456238,0.11488481611013412,0.13464684784412384,0.14628243446350098,0.163173645734787,0.1939777433872223,0.1528521031141281,0.18770217895507812,0.14235380291938782
a,0.44397395849227905,0.2552328109741211,0.149959534406662,0.18231458961963654,0.19528445601463318,0.18142175674438477,0.2976447641849518,0.27948489785194397,0.17967689037322998,0.45503583550453186,0.34303420782089233,0.2309386432170868,0.23916715383529663
more,0.359977662563324,0.2803135812282562,0.12354661524295807,0.17098620533943176,0.05011528730392456,0.08549433201551437,0.1921423077583313,0.38641589879989624,0.11574393510818481,0.47084665298461914,0.455809086561203,0.29643791913986206,0.27894994616508484
conciliatory,0.19856807589530945,0.1565639078617096,0.3381378650665283,0.41694849729537964,0.10676287859678268,0.12176505476236343,0.2380572259426117,0.10503531247377396,0.22914345562458038,0.27960866689682007,0.1528671383857727,0.3692739009857178,0.11337926983833313
approach,0.16516521573066711,0.1463547945022583,0.058382537215948105,0.14172185957431793,0.15597869455814362,0.095490001142025,0.21131181716918945,0.17828480899333954,0.13713563978672028,0.33169451355934143,0.21982668340206146,0.1910095512866974,0.181949645280838
.,0.475719153881073,0.35288307070732117,0.20504938066005707,0.2589109241962433,0.2321254163980484,0.20990465581417084,0.34508341550827026,0.39392393827438354,0.24907569587230682,0.4645031690597534,0.3547073304653168,0.19435623288154602,0.4130953550338745
