,what,does,the,first,company,law,directive,article,11,require,?
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.4127444326877594,0.22141718864440918,0.24850773811340332,0.20046965777873993,0.26153311133384705,0.03469983860850334,0.14079172909259796,0.20430970191955566
marleasing,0.315878689289093,0.26540103554725647,0.3285882771015167,0.2304089367389679,0.19877557456493378,0.21439377963542938,0.1713733673095703,0.22427383065223694,0.12477551400661469,0.24413952231407166,0.2597486078739166
sa,0.17641590535640717,0.06612631678581238,0.1637851595878601,0.16787457466125488,0.15549427270889282,0.1805056482553482,0.24171015620231628,0.1903449296951294,-0.042537275701761246,0.11321306228637695,0.17512324452400208
v,0.16628342866897583,0.14563694596290588,0.18580520153045654,0.22899948060512543,0.11989524215459824,0.17908430099487305,0.22822029888629913,0.17136617004871368,-0.05007553473114967,0.122334323823452,0.28677162528038025
la,0.15497572720050812,0.10022877156734467,0.23999373614788055,0.23068054020404816,0.10509376972913742,0.14982810616493225,0.16056783497333527,0.11293330043554306,-0.06778603792190552,0.06628956645727158,0.16701938211917877
comercial,0.0643090233206749,0.16624806821346283,0.20409318804740906,0.23624591529369354,0.24771873652935028,0.15698252618312836,0.21070919930934906,0.07006905972957611,0.027213076129555702,0.12238222360610962,0.07627229392528534
sa,0.17641590535640717,0.06612631678581238,0.1637851595878601,0.16787457466125488,0.15549427270889282,0.1805056482553482,0.24171015620231628,0.1903449296951294,-0.042537275701761246,0.11321306228637695,0.17512324452400208
the,0.42745697498321533,0.35928019881248474,1.0,0.49448907375335693,0.26591673493385315,0.24548950791358948,0.299225389957428,0.3329811692237854,-0.0219515822827816,0.17356595396995544,0.22068053483963013
court,0.23440583050251007,0.14233313500881195,0.2812081575393677,0.21189139783382416,0.1861070990562439,0.413828045129776,0.2172354906797409,0.22432352602481842,-0.06276950240135193,0.13112691044807434,0.17100423574447632
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3536086082458496,0.20467796921730042,0.2816956341266632,0.2514270544052124,0.25720444321632385,-0.022359032183885574,0.20683176815509796,0.1826142966747284
justice,0.21462921798229218,0.16091451048851013,0.23470892012119293,0.20614388585090637,0.11314566433429718,0.357088178396225,0.24141117930412292,0.2118518352508545,-0.019839957356452942,0.11701829731464386,0.19269752502441406
held,0.0974166989326477,0.14484372735023499,0.32185450196266174,0.2648550271987915,0.14776583015918732,0.15026940405368805,0.12701013684272766,0.1424151062965393,-0.04091915115714073,0.14668609201908112,0.14103956520557404
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.3482176661491394,0.22723333537578583,0.23277728259563446,0.2791611850261688,0.41666144132614136,0.0694112703204155,0.3625117540359497,0.32716336846351624
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.4287874400615692,0.22037413716316223,0.2212858349084854,0.2245989441871643,0.30913418531417847,0.02427549473941326,0.24720792472362518,0.23916715383529663
spanish,0.13950122892856598,0.17319999635219574,0.23213517665863037,0.1888950914144516,0.14790907502174377,0.1111123338341713,0.13471423089504242,0.11978545039892197,0.026450810953974724,0.09015361964702606,0.14750491082668304
court,0.23440583050251007,0.14233313500881195,0.2812081575393677,0.21189139783382416,0.1861070990562439,0.413828045129776,0.2172354906797409,0.22432352602481842,-0.06276950240135193,0.13112691044807434,0.17100423574447632
had,0.23849567770957947,0.2046971619129181,0.3875846862792969,0.3379828929901123,0.19269630312919617,0.14858920872211456,0.12261321395635605,0.21428653597831726,0.055527396500110626,0.21288323402404785,0.20728366076946259
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.3792489171028137,0.24903783202171326,0.259207159280777,0.3225650489330292,0.361922025680542,0.010993496514856815,0.29503753781318665,0.29463258385658264
interpret,0.4321536123752594,0.292889803647995,0.26474055647850037,0.18036063015460968,0.06352896243333817,0.26013243198394775,0.26890498399734497,0.2873286306858063,-0.114407479763031,0.2947421967983246,0.26576000452041626
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.26377397775650024,0.258992999792099,0.14864613115787506,0.22288432717323303,0.2887636721134186,0.04762215539813042,0.20398852229118347,0.15103481709957123
general,0.24928055703639984,0.15178900957107544,0.28634732961654663,0.23021191358566284,0.18813984096050262,0.26049289107322693,0.2943073511123657,0.17243064939975739,-0.012976023368537426,0.1591774821281433,0.1972234547138214
civil,0.15091551840305328,0.09171415865421295,0.2477465271949768,0.2093653678894043,0.14509662985801697,0.31305259466171265,0.1722501963376999,0.17077012360095978,0.007476847618818283,0.1713007539510727,0.1494513899087906
code,0.2450651079416275,0.22087550163269043,0.25827479362487793,0.21957920491695404,0.10415276139974594,0.30769309401512146,0.1834668219089508,0.27953869104385376,-0.1811724752187729,0.2479221224784851,0.22105959057807922
provisions,0.2471846491098404,0.25360527634620667,0.28538835048675537,0.2185363918542862,0.21662253141403198,0.3314041793346405,0.23442159593105316,0.31265199184417725,-0.10555487871170044,0.3439449369907379,0.22902937233448029
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.34503069519996643,0.2697763442993164,0.24953721463680267,0.23691628873348236,0.28605279326438904,0.049171943217515945,0.20549376308918,0.31091248989105225
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.3120559751987457,0.23664942383766174,0.13878796994686127,0.1868148148059845,0.2953488528728485,0.006688752211630344,0.17585624754428864,0.2714994251728058
contracts,0.2268635481595993,0.2433248609304428,0.246573343873024,0.22728584706783295,0.2884080111980438,0.2968272268772125,0.23836559057235718,0.14604216814041138,0.014052590355277061,0.2743382155895233,0.09254205226898193
lacking,0.38683444261550903,0.38069742918014526,0.31698739528656006,0.1397392898797989,0.15351535379886627,0.12122030556201935,0.23194217681884766,0.42059725522994995,0.11362582445144653,0.4032121002674103,0.30209288001060486
cause,0.24883218109607697,0.342450886964798,0.2551237642765045,0.11085376888513565,0.09763079136610031,0.19271570444107056,0.18323779106140137,0.24893057346343994,0.06541936844587326,0.3428455591201782,0.240532785654068
or,0.33867141604423523,0.4248845875263214,0.4174870550632477,0.23187343776226044,0.16509704291820526,0.19038471579551697,0.27032849192619324,0.28299111127853394,-0.055854715406894684,0.43268540501594543,0.32389625906944275
defrauding,0.31374356150627136,0.2507411241531372,0.2714352309703827,0.2098226696252823,0.2845397889614105,0.3050358295440674,0.2651073634624481,0.2364019751548767,0.02108112722635269,0.25200578570365906,0.26937204599380493
creditors,0.3206750750541687,0.2775714695453644,0.21094419062137604,0.1562577188014984,0.29342690110206604,0.19810913503170013,0.3058720529079437,0.3243859112262726,-0.004384912084788084,0.2789677381515503,0.23214919865131378
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.34503069519996643,0.2697763442993164,0.24953721463680267,0.23691628873348236,0.28605279326438904,0.049171943217515945,0.20549376308918,0.31091248989105225
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.3792489171028137,0.24903783202171326,0.259207159280777,0.3225650489330292,0.361922025680542,0.010993496514856815,0.29503753781318665,0.29463258385658264
conform,0.3150136172771454,0.3453521430492401,0.2753947079181671,0.14140769839286804,0.15718571841716766,0.30290254950523376,0.3795594274997711,0.3953571617603302,-0.16300638020038605,0.4221380352973938,0.24211841821670532
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.2691199779510498,0.24132338166236877,0.12950056791305542,0.1945708990097046,0.23478515446186066,-0.04597003385424614,0.2634866237640381,0.2433311939239502
the,0.42745697498321533,0.35928019881248474,1.0,0.49448907375335693,0.26591673493385315,0.24548950791358948,0.299225389957428,0.3329811692237854,-0.0219515822827816,0.17356595396995544,0.22068053483963013
first,0.28086137771606445,0.2198687642812729,0.49448907375335693,1.0,0.23999588191509247,0.1839938908815384,0.20205138623714447,0.2655754089355469,0.010843289084732533,0.12551249563694,0.18701928853988647
company,0.2333769053220749,0.14109405875205994,0.26591673493385315,0.23999588191509247,1.0,0.12984545528888702,0.19359633326530457,0.21361975371837616,0.020444242283701897,0.11438758671283722,0.12195809185504913
law,0.2145031988620758,0.22011858224868774,0.24548950791358948,0.1839938908815384,0.12984545528888702,1.0000001192092896,0.2503272294998169,0.187630295753479,-0.04252598434686661,0.19760467112064362,0.1528988480567932
directive,0.28384625911712646,0.2425890862941742,0.299225389957428,0.20205138623714447,0.19359633326530457,0.2503272294998169,0.9999999403953552,0.2750129699707031,-0.13368681073188782,0.2805778384208679,0.15005457401275635
article,0.40514686703681946,0.35800421237945557,0.3329811692237854,0.2655754089355469,0.21361975371837616,0.187630295753479,0.2750129699707031,0.9999999403953552,-0.10730772465467453,0.3124614655971527,0.4948462247848511
11,0.0032819851767271757,-0.004570623394101858,-0.0219515822827816,0.010843289084732533,0.020444242283701897,-0.04252598434686661,-0.13368681073188782,-0.10730772465467453,1.0000001192092896,-0.10304252058267593,-0.04295448586344719
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.34503069519996643,0.2697763442993164,0.24953721463680267,0.23691628873348236,0.28605279326438904,0.049171943217515945,0.20549376308918,0.31091248989105225
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.3482176661491394,0.22723333537578583,0.23277728259563446,0.2791611850261688,0.41666144132614136,0.0694112703204155,0.3625117540359497,0.32716336846351624
