,who,was,new,france,'s,governor,?
johnson,0.24895158410072327,0.20490223169326782,0.14160865545272827,0.1378154456615448,-0.001078820670954883,0.2718263864517212,0.1463736891746521
's,0.05599616840481758,0.008974763564765453,-0.008355522528290749,0.024341266602277756,0.9999999403953552,-0.0029628698248416185,-0.023395681753754616
expedition,0.26266250014305115,0.2416619211435318,0.131717249751091,0.16752885282039642,0.031321313232183456,0.2950352430343628,0.10355690121650696
was,0.3318818509578705,1.0000001192092896,0.2748313844203949,0.2715669870376587,0.008974763564765453,0.25802454352378845,0.18412111699581146
better,0.273277223110199,0.17653010785579681,0.23478512465953827,0.11402356624603271,0.06539846956729889,0.13176091015338898,0.32159438729286194
organized,0.24749499559402466,0.2777135372161865,0.14554628729820251,0.18032869696617126,0.0976928249001503,0.184790700674057,0.10524328798055649
than,0.24983921647071838,0.1872616857290268,0.23244358599185944,0.14041060209274292,0.0585811510682106,0.08430059999227524,0.24917294085025787
shirley,0.21432283520698547,0.23580606281757355,0.20403553545475006,0.0798170194029808,-0.02914038859307766,0.2431192249059677,0.127523273229599
's,0.05599616840481758,0.008974763564765453,-0.008355522528290749,0.024341266602277756,0.9999999403953552,-0.0029628698248416185,-0.023395681753754616
",",0.3365725874900818,0.45456063747406006,0.36073189973831177,0.28250643610954285,-0.0016132977325469255,0.25151750445365906,0.31091248989105225
which,0.3688730001449585,0.2830964922904968,0.33739399909973145,0.1980295330286026,0.03856118768453598,0.06969950348138809,0.25814583897590637
was,0.3318818509578705,1.0000001192092896,0.2748313844203949,0.2715669870376587,0.008974763564765453,0.25802454352378845,0.18412111699581146
noticed,0.3251517117023468,0.27892765402793884,0.23106522858142853,0.14658406376838684,-0.045984212309122086,0.12202512472867966,0.25613096356391907
by,0.39727845788002014,0.4752357602119446,0.25394493341445923,0.22743742167949677,-0.010884488001465797,0.1777070015668869,0.17966607213020325
new,0.2378052920103073,0.2748313844203949,0.9999999403953552,0.2269197404384613,-0.008355522528290749,0.16761749982833862,0.14782847464084625
france,0.18489117920398712,0.2715669870376587,0.2269197404384613,1.0000001192092896,0.024341266602277756,0.18343675136566162,0.15069349110126495
's,0.05599616840481758,0.008974763564765453,-0.008355522528290749,0.024341266602277756,0.9999999403953552,-0.0029628698248416185,-0.023395681753754616
governor,0.20484673976898193,0.25802454352378845,0.16761749982833862,0.18343675136566162,-0.0029628698248416185,1.0,0.135940283536911
",",0.3365725874900818,0.45456063747406006,0.36073189973831177,0.28250643610954285,-0.0016132977325469255,0.25151750445365906,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.3845241069793701,0.35517507791519165,-0.01540423184633255,0.19955585896968842,0.22068053483963013
marquis,0.2227582484483719,0.24997250735759735,0.12805381417274475,0.35428616404533386,-0.003733538556843996,0.26726439595222473,0.12144998461008072
de,0.18189555406570435,0.20575080811977386,0.14845386147499084,0.42480456829071045,0.018396059051156044,0.192219540476799,0.11064168810844421
vaudreuil,0.20052999258041382,0.28860780596733093,0.21512967348098755,0.49735867977142334,0.07275296747684479,0.26568374037742615,0.19054962694644928
.,0.3541337847709656,0.40146201848983765,0.35031336545944214,0.33719199895858765,-0.003708066651597619,0.2575504183769226,0.4130953550338745
