,what,was,the,color,of,the,jerseys,in,super,bowl,xxxii,when,elway,was,quarterback,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.10136925429105759,0.5696388483047485,0.6662389636039734,0.2633516192436218,1.0,0.18576006591320038,0.17236235737800598,0.22977954149246216,0.4431333839893341,0.2640700042247772,0.45514053106307983,0.17283181846141815,0.20430970191955566
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.1928606778383255,0.4329940676689148,0.516537070274353,0.29379481077194214,0.34976133704185486,0.14342328906059265,0.1663845032453537,0.13414806127548218,0.3682888448238373,0.2316347360610962,0.2396296262741089,0.23149473965168,0.1898253709077835
only,0.41415658593177795,0.36249664425849915,0.5497692227363586,0.232502281665802,0.49632513523101807,0.5497692227363586,0.23637858033180237,0.42992329597473145,0.2209789752960205,0.1793411821126938,0.2700927257537842,0.5497387051582336,0.21740804612636566,0.36249664425849915,0.1675751805305481,0.2767370045185089
other,0.341873437166214,0.14651623368263245,0.44152235984802246,0.2132721096277237,0.38583824038505554,0.44152235984802246,0.25116103887557983,0.39989137649536133,0.15647977590560913,0.12835361063480377,0.22332817316055298,0.34102705121040344,0.15463563799858093,0.14651623368263245,0.14339634776115417,0.24682199954986572
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.16928184032440186,0.14718765020370483,0.21959073841571808,0.23186436295509338,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.5288341045379639,0.20393483340740204,0.2389257848262787,0.21420986950397491,0.28511252999305725,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.21894660592079163,0.2243070751428604,0.21576224267482758,0.19441187381744385,0.17236235737800598,0.4848237931728363,1.0,0.5360926389694214,0.20523639023303986,0.3023669123649597,0.21915455162525177,0.37160974740982056,0.21118052303791046
win,0.15653561055660248,0.29097598791122437,0.28308698534965515,0.12977078557014465,0.18048720061779022,0.28308698534965515,0.279649019241333,0.2503834664821625,0.23746667802333832,0.2581532299518585,0.3422451317310333,0.2105821818113327,0.30362534523010254,0.29097598791122437,0.3017631769180298,0.1873117983341217
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.10136925429105759,0.5696388483047485,0.6662389636039734,0.2633516192436218,1.0,0.18576006591320038,0.17236235737800598,0.22977954149246216,0.4431333839893341,0.2640700042247772,0.45514053106307983,0.17283181846141815,0.20430970191955566
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.16928184032440186,0.14718765020370483,0.21959073841571808,0.23186436295509338,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.5288341045379639,0.20393483340740204,0.2389257848262787,0.21420986950397491,0.28511252999305725,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.21894660592079163,0.2243070751428604,0.21576224267482758,0.19441187381744385,0.17236235737800598,0.4848237931728363,1.0,0.5360926389694214,0.20523639023303986,0.3023669123649597,0.21915455162525177,0.37160974740982056,0.21118052303791046
xxxii,0.14948150515556335,0.2538287937641144,0.30152627825737,0.20467081665992737,0.2445470690727234,0.30152627825737,0.27252596616744995,0.22977954149246216,0.5288341045379639,0.5360926389694214,1.0,0.20097476243972778,0.2871510088443756,0.2538287937641144,0.4036594331264496,0.19793781638145447
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20653429627418518,0.4946078956127167,0.4933079481124878,0.2770812213420868,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.26603302359580994,0.36674630641937256,0.3350414037704468,0.45456063747406006,0.2844501733779907,0.31091248989105225
denver,0.1275133192539215,0.2766761779785156,0.2052404284477234,0.17002470791339874,0.14595118165016174,0.2052404284477234,0.328667551279068,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.2697262167930603,0.16849075257778168,0.41913217306137085,0.2766761779785156,0.44688186049461365,0.1520889848470688
wore,0.16125711798667908,0.3308514654636383,0.2265123575925827,0.2502702474594116,0.20192945003509521,0.2265123575925827,0.48668286204338074,0.2072577178478241,0.16364960372447968,0.17592862248420715,0.22769872844219208,0.21429064869880676,0.21582496166229248,0.3308514654636383,0.22587862610816956,0.11052817106246948
blue,0.17981211841106415,0.15539668500423431,0.2734997570514679,0.35060349106788635,0.23528409004211426,0.2734997570514679,0.36500319838523865,0.22384510934352875,0.1649167686700821,0.14378780126571655,0.14587721228599548,0.26652413606643677,0.19606640934944153,0.15539668500423431,0.13586559891700745,0.15668673813343048
jerseys,0.11635155230760574,0.18702057003974915,0.279405415058136,0.3001514971256256,0.2144838273525238,0.279405415058136,1.0,0.2633516192436218,0.23186436295509338,0.19441187381744385,0.27252596616744995,0.21760627627372742,0.3407667279243469,0.18702057003974915,0.35202085971832275,0.0964861810207367
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20653429627418518,0.4946078956127167,0.4933079481124878,0.2770812213420868,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.26603302359580994,0.36674630641937256,0.3350414037704468,0.45456063747406006,0.2844501733779907,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.26011791825294495,0.5011631846427917,0.6521818041801453,0.24741697311401367,0.4840516746044159,0.25759580731391907,0.23468568921089172,0.28466108441352844,0.572554349899292,0.23536452651023865,0.2830964922904968,0.15399044752120972,0.25814583897590637
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.15961390733718872,0.4069072902202606,0.48711544275283813,0.18702057003974915,0.45514053106307983,0.21420986950397491,0.21915455162525177,0.2538287937641144,0.37326499819755554,0.24907957017421722,1.0000001192092896,0.24103644490242004,0.18412111699581146
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.1928606778383255,0.4329940676689148,0.516537070274353,0.29379481077194214,0.34976133704185486,0.14342328906059265,0.1663845032453537,0.13414806127548218,0.3682888448238373,0.2316347360610962,0.2396296262741089,0.23149473965168,0.1898253709077835
primary,0.2113915979862213,0.16384649276733398,0.25688621401786804,0.21877031028270721,0.23414276540279388,0.25688621401786804,0.18654072284698486,0.21150650084018707,0.18483003973960876,0.13414599001407623,0.13434644043445587,0.2002158761024475,0.2181018739938736,0.16384649276733398,0.14169824123382568,0.16286636888980865
color,0.2746529281139374,0.15961390733718872,0.21895472705364227,1.0,0.1876296103000641,0.21895472705364227,0.3001514971256256,0.10136925429105759,0.16928184032440186,0.21894660592079163,0.20467081665992737,0.21349301934242249,0.1730874925851822,0.15961390733718872,0.22928602993488312,0.21299609541893005
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.16838783025741577,0.42558613419532776,0.457212895154953,0.17166803777217865,0.4374977946281433,0.11449114978313446,0.2709662914276123,0.19406673312187195,0.38876327872276306,0.2432812750339508,0.36707764863967896,0.19062480330467224,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,1.0,0.21895472705364227,0.733189046382904,1.0,0.279405415058136,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.30152627825737,0.5091903209686279,0.2985321283340454,0.48711544275283813,0.23757418990135193,0.22068053483963013
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.19052062928676605,0.35127586126327515,0.43061500787734985,0.21453526616096497,0.3431483507156372,0.18677926063537598,0.20419740676879883,0.25297585129737854,0.4363728165626526,0.2542617619037628,0.3641340136528015,0.24708299338817596,0.27391523122787476
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2641010880470276,0.5352458953857422,0.5934505462646484,0.26576319336891174,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.24354074895381927,0.475719153881073,0.31222525238990784,0.40146201848983765,0.23691914975643158,0.4130953550338745
,what,was,the,color,of,the,jerseys,in,super,bowl,xxxii,when,elway,was,quarterback,?
elway,0.2192334681749344,0.24907957017421722,0.2985321283340454,0.1730874925851822,0.2248365581035614,0.2985321283340454,0.3407667279243469,0.2640700042247772,0.2389257848262787,0.3023669123649597,0.2871510088443756,0.25697657465934753,1.0000001192092896,0.24907957017421722,0.5347420573234558,0.2248448133468628
stated,0.3668954074382782,0.33307945728302,0.2814950942993164,0.16721287369728088,0.22148488461971283,0.2814950942993164,0.1273137331008911,0.24313503503799438,0.1140226274728775,0.04108824580907822,0.17876115441322327,0.22441600263118744,0.17704635858535767,0.33307945728302,0.11213252693414688,0.24280361831188202
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20653429627418518,0.4946078956127167,0.4933079481124878,0.2770812213420868,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.26603302359580994,0.36674630641937256,0.3350414037704468,0.45456063747406006,0.2844501733779907,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.03322875499725342,0.06780257821083069,0.029072100296616554,0.12274801731109619,0.04765888676047325,0.012585706077516079,-0.004176590591669083,0.05810897797346115,0.07174111902713776,-0.09401195496320724,-0.012679691426455975,0.06412762403488159,0.0685480609536171
