,whose,goals,often,still,oppose,the,ipcc,?
the,0.38253846764564514,0.11426310986280441,0.38004449009895325,0.40142056345939636,0.17795199155807495,1.0,0.24925659596920013,0.22068053483963013
lockstep,0.17506836354732513,0.1439666450023651,0.3187848627567291,0.2764653265476227,0.1665939837694168,0.26085859537124634,0.2004203349351883,0.20611168444156647
situation,0.13906538486480713,0.15017171204090118,0.36568310856819153,0.31527337431907654,0.3838702440261841,0.29657405614852905,0.2627726197242737,0.2714049518108368
of,0.37058958411216736,0.10088890790939331,0.3351972997188568,0.3288819193840027,0.19316069781780243,0.733189046382904,0.20174051821231842,0.1826142966747284
the,0.38253846764564514,0.11426310986280441,0.38004449009895325,0.40142056345939636,0.17795199155807495,1.0,0.24925659596920013,0.22068053483963013
ipcc,0.1345946490764618,0.18832610547542572,0.206609308719635,0.17060834169387817,0.25018325448036194,0.24925659596920013,1.0000001192092896,0.22295254468917847
is,0.26491984724998474,0.08126746863126755,0.3856629431247711,0.3574111759662628,0.2261350005865097,0.5823672413825989,0.15563958883285522,0.22961433231830597
having,0.32210615277290344,0.10874471068382263,0.38925305008888245,0.3086966574192047,0.29595983028411865,0.3821379244327545,0.16014091670513153,0.22418256103992462
built,0.19165724515914917,0.09055985510349274,0.1687418669462204,0.28721320629119873,0.0964183658361435,0.2950156033039093,0.11400876939296722,0.09449632465839386
a,0.3225097060203552,0.10896897315979004,0.3930865228176117,0.3478926122188568,0.22805124521255493,0.5829201340675354,0.12244262546300888,0.23916715383529663
broad,0.21175840497016907,0.18604546785354614,0.266235888004303,0.11309338361024857,0.16713397204875946,0.27128511667251587,0.1753130406141281,0.15083929896354675
science,0.13646557927131653,0.14976952970027924,0.2311287820339203,0.21208246052265167,0.160490021109581,0.24037593603134155,0.3457517623901367,0.17974960803985596
consensus,0.11164562404155731,0.18037492036819458,0.15624667704105377,0.34714198112487793,0.5440911054611206,0.2295674830675125,0.2734437882900238,0.3630031645298004
while,0.25962477922439575,0.12657245993614197,0.39066416025161743,0.5784009695053101,0.30453866720199585,0.39804592728614807,0.17934004962444305,0.21076419949531555
states,0.12828987836837769,0.10690852999687195,0.1903344690799713,0.22991865873336792,0.14071272313594818,0.3463578522205353,0.18006020784378052,0.16272737085819244
and,0.3339773118495941,0.16611462831497192,0.42465832829475403,0.37647393345832825,0.19707390666007996,0.5171257257461548,0.20790739357471466,0.20544172823429108
governments,0.1490660011768341,0.2377353310585022,0.29039251804351807,0.3000386953353882,0.28226038813591003,0.2835306227207184,0.37634360790252686,0.18805137276649475
still,0.2994319498538971,0.11571452021598816,0.43414175510406494,1.0,0.36203041672706604,0.40142056345939636,0.17060834169387817,0.3039587736129761
follow,0.21297261118888855,0.15124769508838654,0.2621114253997803,0.32968559861183167,0.28941991925239563,0.3197029232978821,0.2870068848133087,0.26102155447006226
different,0.2397039830684662,0.1472005546092987,0.5255016088485718,0.3301980495452881,0.19944415986537933,0.36412742733955383,0.2836209237575531,0.24476227164268494
",",0.25601375102996826,0.18402206897735596,0.24139221012592316,0.35217106342315674,0.26003438234329224,0.4933079481124878,0.15590040385723114,0.31091248989105225
if,0.30516794323921204,0.12216752022504807,0.383415162563324,0.4211618900299072,0.3710826337337494,0.33724796772003174,0.24430233240127563,0.4441644251346588
not,0.36739736795425415,0.12067726254463196,0.42630264163017273,0.523305356502533,0.39553436636924744,0.4310511648654938,0.25688210129737854,0.41942933201789856
opposing,0.1625060886144638,0.24923670291900635,0.23596327006816864,0.3149054944515228,0.6728290915489197,0.24205999076366425,0.18536706268787384,0.23064684867858887
goals,0.11452062427997589,1.0,0.02066665329039097,0.11571452021598816,0.22230973839759827,0.11426310986280441,0.18832610547542572,0.16318443417549133
.,0.2718997597694397,0.16114914417266846,0.30710849165916443,0.38162845373153687,0.23016472160816193,0.5934505462646484,0.20098818838596344,0.4130953550338745
