,who,discovered,this,and,where,did,they,come,from,?
in,0.2792111933231354,0.2801778018474579,0.45205554366111755,0.4954058527946472,0.5344807505607605,0.2593238651752472,0.4330179989337921,0.26272067427635193,0.4274188280105591,0.20430970191955566
the,0.3733934462070465,0.27493247389793396,0.6274310946464539,0.5171257257461548,0.5003893971443176,0.34736719727516174,0.49925389885902405,0.36020293831825256,0.40150508284568787,0.22068053483963013
region,0.16453149914741516,0.16302970051765442,0.1878165900707245,0.2372262328863144,0.2589060366153717,0.06474873423576355,0.21122977137565613,0.18282413482666016,0.2132602334022522,0.13441751897335052
of,0.2827862501144409,0.22074753046035767,0.45148900151252747,0.5116966962814331,0.38066378235816956,0.2513895630836487,0.3426007330417633,0.3194141983985901,0.4249346852302551,0.1826142966747284
the,0.3733934462070465,0.27493247389793396,0.6274310946464539,0.5171257257461548,0.5003893971443176,0.34736719727516174,0.49925389885902405,0.36020293831825256,0.40150508284568787,0.22068053483963013
xingu,0.13622941076755524,0.1682390421628952,0.1925150752067566,0.18726612627506256,0.16439799964427948,0.10092038661241531,0.15717469155788422,0.1949976682662964,0.1839175969362259,0.19145335257053375
tribe,0.2723805904388428,0.1272544115781784,0.20214860141277313,0.1568450778722763,0.16740626096725464,0.13854432106018066,0.27044975757598877,0.1473092883825302,0.15360133349895477,0.11037874221801758
",",0.3365725874900818,0.26185235381126404,0.4316047728061676,0.6633074283599854,0.3149496018886566,0.3015086054801941,0.390799880027771,0.350309282541275,0.39760664105415344,0.31091248989105225
remains,0.18392030894756317,0.4118349552154541,0.2861254811286926,0.2846171259880066,0.3203926682472229,0.260799378156662,0.264891117811203,0.2045527845621109,0.22305043041706085,0.1479063630104065
of,0.2827862501144409,0.22074753046035767,0.45148900151252747,0.5116966962814331,0.38066378235816956,0.2513895630836487,0.3426007330417633,0.3194141983985901,0.4249346852302551,0.1826142966747284
some,0.3978389501571655,0.3082274794578552,0.5247883796691895,0.5337774157524109,0.39480453729629517,0.42553430795669556,0.5894032716751099,0.4524342715740204,0.35210713744163513,0.2562315762042999
of,0.2827862501144409,0.22074753046035767,0.45148900151252747,0.5116966962814331,0.38066378235816956,0.2513895630836487,0.3426007330417633,0.3194141983985901,0.4249346852302551,0.1826142966747284
these,0.34544891119003296,0.26155325770378113,0.4811280071735382,0.5314885973930359,0.380450963973999,0.38755595684051514,0.6480963826179504,0.43311992287635803,0.2928802967071533,0.2571668326854706
large,0.20182651281356812,0.23000460863113403,0.3440819978713989,0.3404269814491272,0.33358052372932434,0.2084006518125534,0.3571751117706299,0.26685574650764465,0.24790740013122559,0.1355665624141693
settlements,0.15134257078170776,0.24310101568698883,0.2292969673871994,0.2879072427749634,0.18421269953250885,0.12037473917007446,0.2169121354818344,0.17543841898441315,0.2411290854215622,0.1671062707901001
in,0.2792111933231354,0.2801778018474579,0.45205554366111755,0.4954058527946472,0.5344807505607605,0.2593238651752472,0.4330179989337921,0.26272067427635193,0.4274188280105591,0.20430970191955566
the,0.3733934462070465,0.27493247389793396,0.6274310946464539,0.5171257257461548,0.5003893971443176,0.34736719727516174,0.49925389885902405,0.36020293831825256,0.40150508284568787,0.22068053483963013
middle,0.16097767651081085,0.15247495472431183,0.2387426495552063,0.2514324486255646,0.24287375807762146,0.17732174694538116,0.19944244623184204,0.19418957829475403,0.26505398750305176,0.13139553368091583
of,0.2827862501144409,0.22074753046035767,0.45148900151252747,0.5116966962814331,0.38066378235816956,0.2513895630836487,0.3426007330417633,0.3194141983985901,0.4249346852302551,0.1826142966747284
the,0.3733934462070465,0.27493247389793396,0.6274310946464539,0.5171257257461548,0.5003893971443176,0.34736719727516174,0.49925389885902405,0.36020293831825256,0.40150508284568787,0.22068053483963013
amazon,0.17978914082050323,0.20010435581207275,0.15259569883346558,0.23464977741241455,0.15229910612106323,0.15553738176822662,0.19405707716941833,0.13095520436763763,0.08236479759216309,0.18144656717777252
forest,0.1734786182641983,0.16559508442878723,0.18487237393856049,0.26268187165260315,0.17165489494800568,0.09703946113586426,0.20252062380313873,0.18235814571380615,0.15542404353618622,0.1214437186717987
were,0.3188014328479767,0.29743650555610657,0.25469228625297546,0.42175528407096863,0.2363632768392563,0.4162326455116272,0.5580583214759827,0.3222178816795349,0.29991888999938965,0.17890112102031708
found,0.17055200040340424,0.4998607039451599,0.23419983685016632,0.27978911995887756,0.2867223024368286,0.15878844261169434,0.3030489683151245,0.3002716898918152,0.15488772094249725,0.16790300607681274
in,0.2792111933231354,0.2801778018474579,0.45205554366111755,0.4954058527946472,0.5344807505607605,0.2593238651752472,0.4330179989337921,0.26272067427635193,0.4274188280105591,0.20430970191955566
2003,-0.21989917755126953,-0.18343885242938995,-0.18866077065467834,-0.15655243396759033,-0.22949564456939697,-0.1555103063583374,-0.16350571811199188,-0.130928635597229,-0.11257407814264297,-0.17560148239135742
by,0.39727845788002014,0.2291465401649475,0.38438332080841064,0.4289871156215668,0.2641284465789795,0.18574509024620056,0.3391372263431549,0.11457374691963196,0.3373257517814636,0.17966607213020325
michael,0.24782328307628632,0.1638035774230957,0.1601424366235733,0.15943403542041779,0.12808361649513245,0.14375849068164825,0.1716967523097992,0.13447678089141846,0.18480409681797028,0.0667748749256134
heckenberger,0.27869388461112976,0.24198590219020844,0.2098371386528015,0.25710898637771606,0.17792004346847534,0.18222767114639282,0.23288020491600037,0.13800330460071564,0.22411222755908966,0.21537034213542938
and,0.41279885172843933,0.21031536161899567,0.42353692650794983,1.0,0.43859338760375977,0.34479495882987976,0.5073080658912659,0.3412281572818756,0.3601827025413513,0.20544172823429108
colleagues,0.25201573967933655,0.3626249432563782,0.19277897477149963,0.24427060782909393,0.17452505230903625,0.2787981927394867,0.2162918597459793,0.17864114046096802,0.14526820182800293,0.15860716998577118
of,0.2827862501144409,0.22074753046035767,0.45148900151252747,0.5116966962814331,0.38066378235816956,0.2513895630836487,0.3426007330417633,0.3194141983985901,0.4249346852302551,0.1826142966747284
the,0.3733934462070465,0.27493247389793396,0.6274310946464539,0.5171257257461548,0.5003893971443176,0.34736719727516174,0.49925389885902405,0.36020293831825256,0.40150508284568787,0.22068053483963013
university,0.2115909904241562,0.20232592523097992,0.16441507637500763,0.2665814459323883,0.26550742983818054,0.15114416182041168,0.2016858160495758,0.09940605610609055,0.2771088182926178,0.11887256056070328
of,0.2827862501144409,0.22074753046035767,0.45148900151252747,0.5116966962814331,0.38066378235816956,0.2513895630836487,0.3426007330417633,0.3194141983985901,0.4249346852302551,0.1826142966747284
florida,0.13160431385040283,0.07760556042194366,0.2060159146785736,0.22456413507461548,0.1721605807542801,0.16857092082500458,0.12644444406032562,0.09851376712322235,0.18690060079097748,0.13469882309436798
.,0.3541337847709656,0.23523737490177155,0.500583827495575,0.588965117931366,0.41390106081962585,0.35288307070732117,0.4510921239852905,0.2866859436035156,0.41536515951156616,0.4130953550338745
