,who,escaped,when,temüjin,emerged,victorious,in,his,conflict,with,toghrul,?
toghrul,0.21635739505290985,0.1252642571926117,0.17944321036338806,0.3945753872394562,0.2027791142463684,0.2798907458782196,0.31668028235435486,0.22943545877933502,0.24433109164237976,0.3018297851085663,0.9999998807907104,0.24630779027938843
allied,0.21010679006576538,0.28715768456459045,0.24156233668327332,0.3496142029762268,0.2511226236820221,0.4289010167121887,0.2222563773393631,0.25039857625961304,0.2501227855682373,0.21994063258171082,0.21938495337963104,0.1341097056865692
himself,0.4094412326812744,0.27880504727363586,0.26880574226379395,0.34724941849708557,0.1474335640668869,0.28974243998527527,0.1521509736776352,0.5622478127479553,0.20794343948364258,0.1506686955690384,0.15707510709762573,0.10407622903585434
with,0.3282766342163086,0.17915567755699158,0.5075214505195618,0.26846927404403687,0.21703721582889557,0.2405148297548294,0.4080928862094879,0.33836179971694946,0.24287909269332886,0.9999999403953552,0.3018297851085663,0.2433311939239502
jamukha,0.26036083698272705,0.15675435960292816,0.13443268835544586,0.48555630445480347,0.23137322068214417,0.22753657400608063,0.23535457253456116,0.2645959258079529,0.2633560001850128,0.18727514147758484,0.5632452368736267,0.20055611431598663
",",0.3365725874900818,0.25446072220802307,0.36674630641937256,0.3484273850917816,0.2011401206254959,0.2509288191795349,0.5201468467712402,0.3378419280052185,0.24715133011341095,0.4120737314224243,0.38870057463645935,0.31091248989105225
who,0.9999998807907104,0.30571019649505615,0.48282691836357117,0.416724294424057,0.15811970829963684,0.2764270305633545,0.2792111933231354,0.44966956973075867,0.2708021104335785,0.3282766342163086,0.21635739505290985,0.26220351457595825
already,0.41363927721977234,0.22916361689567566,0.5275567173957825,0.32004889845848083,0.22689950466156006,0.14957541227340698,0.288102924823761,0.23369835317134857,0.3171521723270416,0.34823688864707947,0.1510259211063385,0.3477933406829834
opposed,0.28829503059387207,0.21077118813991547,0.26777365803718567,0.3049865663051605,0.2691916525363922,0.2023521363735199,0.21999825537204742,0.26941049098968506,0.3743503987789154,0.24262261390686035,0.23655490577220917,0.23428945243358612
temüjin,0.416724294424057,0.3017847239971161,0.38259974122047424,1.0,0.25111329555511475,0.31654539704322815,0.3433155417442322,0.4682264029979706,0.31784629821777344,0.26846927404403687,0.3945753872394562,0.21090233325958252
's,0.05599616840481758,-0.014651812613010406,-0.03368149697780609,-0.010023289360105991,-0.004459358751773834,0.06100095435976982,-0.037580832839012146,0.047556519508361816,-0.040529198944568634,-0.04624466598033905,0.1209915354847908,-0.023395681753754616
forces,0.2532956302165985,0.2624495327472687,0.2460811883211136,0.3284339904785156,0.1458997130393982,0.3456677496433258,0.2565164566040039,0.23257344961166382,0.37335869669914246,0.18998397886753082,0.2577325105667114,0.16984491050243378
;,0.007937713526189327,0.05937903746962547,0.022927695885300636,-0.03175167739391327,-0.05006798356771469,0.02221710793673992,0.092739537358284,0.07100893557071686,0.08722096681594849,0.12944702804088593,0.09194860607385635,0.10349778085947037
however,0.4020770490169525,0.32089680433273315,0.5574322938919067,0.46450626850128174,0.27375683188438416,0.23275315761566162,0.3982149362564087,0.3563295304775238,0.30970221757888794,0.44603243470191956,0.24077461659908295,0.2152075469493866
",",0.3365725874900818,0.25446072220802307,0.36674630641937256,0.3484273850917816,0.2011401206254959,0.2509288191795349,0.5201468467712402,0.3378419280052185,0.24715133011341095,0.4120737314224243,0.38870057463645935,0.31091248989105225
the,0.3733934462070465,0.23728656768798828,0.5091903209686279,0.43713900446891785,0.30315518379211426,0.30553707480430603,0.6662389636039734,0.4394008219242096,0.2974752187728882,0.4223487675189972,0.3152857720851898,0.22068053483963013
internal,0.14403632283210754,0.1490306854248047,0.28072524070739746,0.27963483333587646,0.15046384930610657,0.05175699293613434,0.20769467949867249,0.12800073623657227,0.280180424451828,0.27123862504959106,0.2419491410255432,0.1665428727865219
dispute,0.28819411993026733,0.24248230457305908,0.28036239743232727,0.2823384404182434,0.19149795174598694,0.228833869099617,0.2249964326620102,0.2178959846496582,0.5722042322158813,0.24696050584316254,0.23153692483901978,0.24252742528915405
between,0.20718061923980713,0.15272372961044312,0.38258615136146545,0.1956426054239273,0.16598893702030182,0.1947619616985321,0.41100412607192993,0.15603972971439362,0.38051310181617737,0.3829993009567261,0.2918594181537628,0.12887074053287506
toghrul,0.21635739505290985,0.1252642571926117,0.17944321036338806,0.3945753872394562,0.2027791142463684,0.2798907458782196,0.31668028235435486,0.22943545877933502,0.24433109164237976,0.3018297851085663,0.9999998807907104,0.24630779027938843
and,0.41279885172843933,0.2782198190689087,0.4716290831565857,0.3789469599723816,0.1980833113193512,0.25893574953079224,0.4954058527946472,0.4234102666378021,0.272842675447464,0.5477725267410278,0.3432293236255646,0.20544172823429108
jamukha,0.26036083698272705,0.15675435960292816,0.13443268835544586,0.48555630445480347,0.23137322068214417,0.22753657400608063,0.23535457253456116,0.2645959258079529,0.2633560001850128,0.18727514147758484,0.5632452368736267,0.20055611431598663
",",0.3365725874900818,0.25446072220802307,0.36674630641937256,0.3484273850917816,0.2011401206254959,0.2509288191795349,0.5201468467712402,0.3378419280052185,0.24715133011341095,0.4120737314224243,0.38870057463645935,0.31091248989105225
plus,0.09440141916275024,0.004313615150749683,0.17334413528442383,0.1516660898923874,0.13378198444843292,0.10588322579860687,0.15751990675926208,0.16274124383926392,0.09276754409074783,0.20312665402889252,0.19390098750591278,0.143734410405159
the,0.3733934462070465,0.23728656768798828,0.5091903209686279,0.43713900446891785,0.30315518379211426,0.30553707480430603,0.6662389636039734,0.4394008219242096,0.2974752187728882,0.4223487675189972,0.3152857720851898,0.22068053483963013
desertion,0.2681850790977478,0.36551299691200256,0.24589769542217255,0.316910058259964,0.15690988302230835,0.26525455713272095,0.2499421089887619,0.2650901973247528,0.38312041759490967,0.21036499738693237,0.2206307351589203,0.2695588171482086
