,who,lead,the,school,back,to,leading,research,institution,in,2oth,century,?
james,0.2562035918235779,0.1731535643339157,0.22481533885002136,0.17169798910617828,0.17607033252716064,0.22204333543777466,0.11878771334886551,0.1409999281167984,0.17835351824760437,0.1994210183620453,0.24961981177330017,0.21456623077392578,0.12139993160963058
bryant,0.20365072786808014,0.12908150255680084,0.1849464774131775,0.1929924190044403,0.1859053373336792,0.15451376140117645,0.0657905787229538,0.04627643898129463,0.12871946394443512,0.20261622965335846,0.21705494821071625,0.1689501851797104,0.1668120175600052
conant,0.2676827013492584,0.17088738083839417,0.29331329464912415,0.13535597920417786,0.23634552955627441,0.2596704065799713,0.25818032026290894,0.1533292979001999,0.12346769124269485,0.24903519451618195,0.3033861815929413,0.22230471670627594,0.19160348176956177
(,0.2443375140428543,0.19488981366157532,0.33289089798927307,0.16600246727466583,0.24142900109291077,0.30882009863853455,0.16685642302036285,0.21796925365924835,0.13025729358196259,0.3087427020072937,0.20807142555713654,0.15864071249961853,0.40561532974243164
president,0.22565458714962006,0.12810693681240082,0.24330610036849976,0.20749834179878235,0.12071973830461502,0.21247753500938416,0.18536829948425293,0.1368889957666397,0.29744836688041687,0.18811661005020142,0.06073109805583954,0.18790088593959808,0.14148259162902832
",",0.3365725874900818,0.2561914026737213,0.4933079481124878,0.27141863107681274,0.3066370487213135,0.44245919585227966,0.25808972120285034,0.2764695882797241,0.21709872782230377,0.5201468467712402,0.28893306851387024,0.24487493932247162,0.31091248989105225
1933–1953,0.07249344885349274,0.15466636419296265,0.24072736501693726,0.09334029257297516,0.2365054488182068,0.20497652888298035,0.18890155851840973,-0.012331917881965637,-0.04017217457294464,0.11180515587329865,0.1865094006061554,0.13838966190814972,-0.06621457636356354
),0.2457384318113327,0.18732444941997528,0.3456730246543884,0.18641386926174164,0.2371533066034317,0.31236231327056885,0.1990460455417633,0.2105444371700287,0.142802432179451,0.3326910734176636,0.21481624245643616,0.14800427854061127,0.42300865054130554
reinvigorated,0.2711917757987976,0.16466142237186432,0.3184502422809601,0.1968902349472046,0.2683495879173279,0.2601361870765686,0.21999254822731018,0.2043793797492981,0.3004550337791443,0.3333559036254883,0.27977797389030457,0.3499410152435303,0.21238984167575836
creative,0.2546914219856262,0.14487555623054504,0.1688297688961029,0.24292099475860596,0.11206718534231186,0.27673864364624023,0.13006970286369324,0.22862592339515686,0.1741996556520462,0.1606689691543579,0.12876230478286743,0.11292501538991928,0.1945163905620575
scholarship,0.27620676159858704,0.13384781777858734,0.22848187386989594,0.5013362169265747,0.17568530142307281,0.2921794652938843,0.18318454921245575,0.42145371437072754,0.42878884077072144,0.19075782597064972,0.14471197128295898,0.19909365475177765,0.07760601490736008
to,0.42656609416007996,0.23490607738494873,0.535392165184021,0.24496325850486755,0.4675939381122589,1.0,0.260200560092926,0.2667310833930969,0.20479217171669006,0.45010748505592346,0.18358474969863892,0.20143604278564453,0.29463258385658264
guarantee,0.2858840525150299,0.1490343064069748,0.31387829780578613,0.14988973736763,0.2142571210861206,0.3463600277900696,0.17248308658599854,0.202456533908844,0.3370738923549652,0.20125223696231842,-0.006214390974491835,0.10940318554639816,0.28807559609413147
its,0.1326070874929428,0.20311717689037323,0.559237003326416,0.17151296138763428,0.27476218342781067,0.3691340684890747,0.18048915266990662,0.23231735825538635,0.26184821128845215,0.3793783485889435,0.1571880728006363,0.1888006627559662,0.15103481709957123
preeminence,0.27386921644210815,0.1960470825433731,0.3851771652698517,0.20482304692268372,0.15546773374080658,0.2491062581539154,0.36037421226501465,0.267733097076416,0.2954505681991577,0.2936384975910187,0.2750827670097351,0.3256078362464905,0.2390044927597046
among,0.32480236887931824,0.17216618359088898,0.3507058024406433,0.15301242470741272,0.1145811527967453,0.26594701409339905,0.3644629716873169,0.2221369594335556,0.21333551406860352,0.3211768567562103,0.20660525560379028,0.2988361716270447,0.14343059062957764
research,0.17335498332977295,0.16002850234508514,0.24391183257102966,0.26598575711250305,0.16677060723304749,0.2667310833930969,0.17521695792675018,1.0,0.4651148021221161,0.21249429881572723,0.11426948755979538,0.17193521559238434,0.13481977581977844
institutions,0.25203588604927063,0.108462393283844,0.2776423394680023,0.35338637232780457,0.1219511553645134,0.21708254516124725,0.2976340353488922,0.4557003378868103,0.8976866602897644,0.2592448890209198,0.009568381123244762,0.24601536989212036,0.19119486212730408
.,0.3541337847709656,0.2305188626050949,0.5934505462646484,0.24214158952236176,0.3154444992542267,0.4645031690597534,0.2186424434185028,0.2517603039741516,0.19818365573883057,0.5591574311256409,0.2396405190229416,0.27413639426231384,0.4130953550338745
