,which,major,network,was,the,most,watched,for,the,2000-01,season,?
abc,0.1991286277770996,0.1743539571762085,0.4295894205570221,0.21565799415111542,0.2068762183189392,0.12975531816482544,0.29925376176834106,0.22510288655757904,0.2068762183189392,-0.06466688215732574,0.29887476563453674,0.19065172970294952
filed,0.152621328830719,0.136897012591362,0.1723700612783432,0.27742746472358704,0.16002413630485535,0.13655607402324677,0.22666732966899872,0.14617370069026947,0.16002413630485535,-0.19607122242450714,0.12565301358699799,0.24084022641181946
an,0.3611921966075897,0.14518070220947266,0.22587502002716064,0.3694365322589874,0.4207492768764496,0.2748267352581024,0.10302844643592834,0.3236706852912903,0.4207492768764496,-0.17518505454063416,0.1245875135064125,0.19793890416622162
emergency,0.23908482491970062,0.1647300273180008,0.2698807716369629,0.21781449019908905,0.21307751536369324,0.1475050300359726,0.16398698091506958,0.26323202252388,0.21307751536369324,-0.18585368990898132,0.10362037271261215,0.16178704798221588
petition,0.27317994832992554,0.11030164361000061,0.28748059272766113,0.2257981151342392,0.28466808795928955,0.13945525884628296,0.15038979053497314,0.34138956665992737,0.28466808795928955,-0.2077999860048294,0.1913600116968155,0.2079213708639145
to,0.5345056653022766,0.19240309298038483,0.25940340757369995,0.3636345863342285,0.535392165184021,0.321603000164032,0.24717102944850922,0.4451248347759247,0.535392165184021,-0.3126439154148102,0.22382742166519165,0.29463258385658264
the,0.6521818041801453,0.31775903701782227,0.27187061309814453,0.48711544275283813,1.0,0.47635307908058167,0.3087751269340515,0.4739971458911896,1.0,-0.243174210190773,0.2507155239582062,0.22068053483963013
federal,0.2950287163257599,0.18639664351940155,0.15795496106147766,0.23023395240306854,0.27537089586257935,0.1409132182598114,0.20861917734146118,0.2636280953884125,0.27537089586257935,-0.24388159811496735,0.12381944805383682,0.1812247931957245
communications,0.2752927243709564,0.24242955446243286,0.4788267910480499,0.2137834131717682,0.2746332883834839,0.22625012695789337,0.2533758282661438,0.2531185746192932,0.2746332883834839,-0.2145363688468933,0.12720844149589539,0.09561901539564133
commission,0.25648555159568787,0.214576855301857,0.21153663098812103,0.28741392493247986,0.24418850243091583,0.1223614290356636,0.11974762380123138,0.23846951127052307,0.24418850243091583,-0.25932425260543823,0.12497030198574066,0.16231559216976166
on,0.4245251417160034,0.21282386779785156,0.30190837383270264,0.3909217119216919,0.5107308030128479,0.28303956985473633,0.306995689868927,0.36199691891670227,0.5107308030128479,-0.1312023252248764,0.2107619047164917,0.2714994251728058
may,0.23536433279514313,0.1870991736650467,0.18319375813007355,0.3388521671295166,0.2694292366504669,0.21794430911540985,0.1532232165336609,0.29255861043930054,0.2694292366504669,-0.2552972733974457,0.17224910855293274,0.2768254578113556
1,-0.1852463036775589,-0.10469058901071548,-0.1875540018081665,-0.2275921255350113,-0.1554475575685501,-0.16115467250347137,-0.14009878039360046,-0.31088897585868835,-0.1554475575685501,0.0083976024761796,-0.21380284428596497,-0.249979168176651
to,0.5345056653022766,0.19240309298038483,0.25940340757369995,0.3636345863342285,0.535392165184021,0.321603000164032,0.24717102944850922,0.4451248347759247,0.535392165184021,-0.3126439154148102,0.22382742166519165,0.29463258385658264
force,0.22571609914302826,0.14676405489444733,0.16357216238975525,0.20879842340946198,0.2800885736942291,0.15295617282390594,0.14400456845760345,0.15857845544815063,0.2800885736942291,-0.2412998527288437,0.15981879830360413,0.1650998443365097
twc,0.35079658031463623,0.20885781943798065,0.2797337770462036,0.25083068013191223,0.27927860617637634,0.2051982879638672,0.30086496472358704,0.22765550017356873,0.27927860617637634,-0.20223280787467957,0.3188367784023285,0.2905823290348053
to,0.5345056653022766,0.19240309298038483,0.25940340757369995,0.3636345863342285,0.535392165184021,0.321603000164032,0.24717102944850922,0.4451248347759247,0.535392165184021,-0.3126439154148102,0.22382742166519165,0.29463258385658264
restore,0.2518256604671478,0.1324373185634613,0.10002853721380234,0.2266969531774521,0.3155142068862915,0.16945143043994904,0.1300625503063202,0.2215401977300644,0.3155142068862915,-0.2385399341583252,0.08597776293754578,0.22407253086566925
the,0.6521818041801453,0.31775903701782227,0.27187061309814453,0.48711544275283813,1.0,0.47635307908058167,0.3087751269340515,0.4739971458911896,1.0,-0.243174210190773,0.2507155239582062,0.22068053483963013
affected,0.3450831472873688,0.2579387426376343,0.2114342302083969,0.20290926098823547,0.32402780652046204,0.328450471162796,0.2807188034057617,0.24661961197853088,0.32402780652046204,-0.24242432415485382,0.1585911512374878,0.21614891290664673
stations,0.25455939769744873,0.21470504999160767,0.4009798467159271,0.15012863278388977,0.24762700498104095,0.22971218824386597,0.19756090641021729,0.236822247505188,0.24762700498104095,-0.20529931783676147,0.16958515346050262,0.13192185759544373
;,-0.01244901679456234,0.05951778590679169,0.0031561139039695263,0.0754367932677269,0.09152708947658539,0.09552082419395447,-0.02271348610520363,0.0293948445469141,0.09152708947658539,-0.05054948851466179,0.05342886224389076,0.10349778085947037
the,0.6521818041801453,0.31775903701782227,0.27187061309814453,0.48711544275283813,1.0,0.47635307908058167,0.3087751269340515,0.4739971458911896,1.0,-0.243174210190773,0.2507155239582062,0.22068053483963013
fcc,0.2810927927494049,0.1817396581172943,0.3675209581851959,0.15802820026874542,0.24932202696800232,0.13070711493492126,0.2040853500366211,0.30156174302101135,0.24932202696800232,-0.2790616750717163,0.18362103402614594,0.1708466112613678
ruled,0.150826096534729,0.1109604686498642,0.08515194058418274,0.3318201005458832,0.2668108344078064,0.2028183937072754,0.2587418854236603,0.08581645786762238,0.2668108344078064,-0.23938427865505219,0.1752976030111313,0.19970785081386566
in,0.4840516746044159,0.3249945342540741,0.19496823847293854,0.45514053106307983,0.6662389636039734,0.41416558623313904,0.2272925227880478,0.4322226941585541,0.6662389636039734,-0.2832200527191162,0.2184021919965744,0.20430970191955566
favor,0.2000148445367813,0.08821474015712738,0.14358608424663544,0.24904057383537292,0.24460799992084503,0.19677144289016724,0.17455333471298218,0.30653244256973267,0.24460799992084503,-0.20815476775169373,0.14461767673492432,0.17767609655857086
of,0.5011631846427917,0.2641255557537079,0.21800683438777924,0.4069072902202606,0.733189046382904,0.4178851246833801,0.22295315563678741,0.4185989499092102,0.733189046382904,-0.2723720967769623,0.1598338931798935,0.1826142966747284
abc,0.1991286277770996,0.1743539571762085,0.4295894205570221,0.21565799415111542,0.2068762183189392,0.12975531816482544,0.29925376176834106,0.22510288655757904,0.2068762183189392,-0.06466688215732574,0.29887476563453674,0.19065172970294952
",",0.3658004403114319,0.29355156421661377,0.1932937651872635,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.22514888644218445,0.4464869201183319,0.4933079481124878,-0.3144031763076782,0.2232367992401123,0.31091248989105225
ordering,0.29284968972206116,0.15834596753120422,0.14249370992183685,0.21866732835769653,0.28440147638320923,0.1487928181886673,0.20126190781593323,0.2381562441587448,0.28440147638320923,-0.23552726209163666,0.08589053153991699,0.18185093998908997
time,0.325231671333313,0.20891717076301575,0.21207119524478912,0.3641340136528015,0.43061500787734985,0.35173171758651733,0.2420528680086136,0.3992156386375427,0.43061500787734985,-0.21817579865455627,0.26950058341026306,0.27391523122787476
warner,0.21533477306365967,0.12363339960575104,0.28589946031570435,0.24578320980072021,0.2301838994026184,0.2110263705253601,0.22534281015396118,0.19422325491905212,0.2301838994026184,-0.044443778693675995,0.22557078301906586,0.21637006103992462
cable,0.2636844217777252,0.15123024582862854,0.5700490474700928,0.1861840933561325,0.2599749267101288,0.2517211139202118,0.29641276597976685,0.20683787763118744,0.2599749267101288,-0.1329895406961441,0.21643973886966705,0.13993921875953674
to,0.5345056653022766,0.19240309298038483,0.25940340757369995,0.3636345863342285,0.535392165184021,0.321603000164032,0.24717102944850922,0.4451248347759247,0.535392165184021,-0.3126439154148102,0.22382742166519165,0.29463258385658264
restore,0.2518256604671478,0.1324373185634613,0.10002853721380234,0.2266969531774521,0.3155142068862915,0.16945143043994904,0.1300625503063202,0.2215401977300644,0.3155142068862915,-0.2385399341583252,0.08597776293754578,0.22407253086566925
the,0.6521818041801453,0.31775903701782227,0.27187061309814453,0.48711544275283813,1.0,0.47635307908058167,0.3087751269340515,0.4739971458911896,1.0,-0.243174210190773,0.2507155239582062,0.22068053483963013
stations,0.25455939769744873,0.21470504999160767,0.4009798467159271,0.15012863278388977,0.24762700498104095,0.22971218824386597,0.19756090641021729,0.236822247505188,0.24762700498104095,-0.20529931783676147,0.16958515346050262,0.13192185759544373
",",0.3658004403114319,0.29355156421661377,0.1932937651872635,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.22514888644218445,0.4464869201183319,0.4933079481124878,-0.3144031763076782,0.2232367992401123,0.31091248989105225
doing,0.3309774696826935,0.1732870489358902,0.17786286771297455,0.18763868510723114,0.29305580258369446,0.25469905138015747,0.28949853777885437,0.38482627272605896,0.29305580258369446,-0.2257685363292694,0.16745209693908691,0.4119948446750641
so,0.5582591891288757,0.1552390158176422,0.22960668802261353,0.2666010558605194,0.4296516180038452,0.4134979248046875,0.33651742339134216,0.41512128710746765,0.4296516180038452,-0.27045637369155884,0.22645431756973267,0.43163934350013733
on,0.4245251417160034,0.21282386779785156,0.30190837383270264,0.3909217119216919,0.5107308030128479,0.28303956985473633,0.306995689868927,0.36199691891670227,0.5107308030128479,-0.1312023252248764,0.2107619047164917,0.2714994251728058
the,0.6521818041801453,0.31775903701782227,0.27187061309814453,0.48711544275283813,1.0,0.47635307908058167,0.3087751269340515,0.4739971458911896,1.0,-0.243174210190773,0.2507155239582062,0.22068053483963013
afternoon,0.21541407704353333,0.19282618165016174,0.2084239423274994,0.30226626992225647,0.2482905238866806,0.1611175239086151,0.31868427991867065,0.19603902101516724,0.2482905238866806,-0.09265012294054031,0.2567576467990875,0.15454228222370148
of,0.5011631846427917,0.2641255557537079,0.21800683438777924,0.4069072902202606,0.733189046382904,0.4178851246833801,0.22295315563678741,0.4185989499092102,0.733189046382904,-0.2723720967769623,0.1598338931798935,0.1826142966747284
may,0.23536433279514313,0.1870991736650467,0.18319375813007355,0.3388521671295166,0.2694292366504669,0.21794430911540985,0.1532232165336609,0.29255861043930054,0.2694292366504669,-0.2552972733974457,0.17224910855293274,0.2768254578113556
2,-0.044377245008945465,-0.027060898020863533,0.03337790071964264,-0.013097384944558144,-0.019434669986367226,-0.04698450118303299,-0.04460202902555466,-0.09542696177959442,-0.019434669986367226,0.037195831537246704,-0.06858885288238525,0.001977203879505396
.,0.45942068099975586,0.3054012954235077,0.23909442126750946,0.40146201848983765,0.5934505462646484,0.35404038429260254,0.3238433003425598,0.4726039469242096,0.5934505462646484,-0.30228888988494873,0.24674734473228455,0.4130953550338745
