,what,does,userdatagram,protocol,gaurentee
the,0.42745697498321533,0.35928019881248474,0.2693678140640259,0.1814756840467453,0.34088096022605896
user,0.3184303641319275,0.2832685708999634,0.6539015173912048,0.3071398138999939,0.15580248832702637
datagram,0.282522588968277,0.28372856974601746,0.830739438533783,0.4858916997909546,0.20754992961883545
protocol,0.1694250851869583,0.20421549677848816,0.42220649123191833,1.0000001192092896,0.1612308770418167
(,0.2411840260028839,0.2728188931941986,0.3374839425086975,0.16877692937850952,0.23726016283035278
udp,0.23184533417224884,0.24702370166778564,0.4680994153022766,0.5048773884773254,0.17178986966609955
),0.26259949803352356,0.2575884759426117,0.34182196855545044,0.19442644715309143,0.25779786705970764
is,0.28837618231773376,0.4403602182865143,0.3052672743797302,0.18303687870502472,0.21642756462097168
an,0.2821882665157318,0.29477936029434204,0.19716259837150574,0.1998584270477295,0.21380701661109924
example,0.3456268310546875,0.3593006134033203,0.285163015127182,0.2579914927482605,0.181362122297287
of,0.33290785551071167,0.3119818866252899,0.2394818514585495,0.16769860684871674,0.31521087884902954
a,0.3320399522781372,0.38201746344566345,0.3085002601146698,0.16854363679885864,0.29805490374565125
datagram,0.282522588968277,0.28372856974601746,0.830739438533783,0.4858916997909546,0.20754992961883545
protocol,0.1694250851869583,0.20421549677848816,0.42220649123191833,1.0000001192092896,0.1612308770418167
.,0.3567904531955719,0.3022993505001068,0.33350908756256104,0.19383089244365692,0.2991815507411957
,what,does,userdatagram,protocol,gaurentee
in,0.30808621644973755,0.214483380317688,0.19964583218097687,0.09333550930023193,0.36262446641921997
the,0.42745697498321533,0.35928019881248474,0.2693678140640259,0.1814756840467453,0.34088096022605896
virtual,0.17652173340320587,0.14275188744068146,0.29002419114112854,0.15169581770896912,0.18084460496902466
call,0.3242133855819702,0.2834175229072571,0.16994458436965942,0.17533977329730988,0.1431053727865219
system,0.23557309806346893,0.2021704614162445,0.261621356010437,0.25520193576812744,0.1438845694065094
",",0.3087472915649414,0.28617382049560547,0.31808337569236755,0.12143102288246155,0.34188511967658997
the,0.42745697498321533,0.35928019881248474,0.2693678140640259,0.1814756840467453,0.34088096022605896
network,0.16917307674884796,0.15182675421237946,0.36081546545028687,0.46392375230789185,0.18101871013641357
guarantees,0.26005682349205017,0.3326302766799927,0.32436153292655945,0.34129637479782104,0.2619774043560028
sequenced,0.20011325180530548,0.1629473716020584,0.2550490200519562,0.22043786942958832,0.1695478856563568
delivery,0.1710272878408432,0.19825080037117004,0.27268186211586,0.33810925483703613,0.1321517527103424
of,0.33290785551071167,0.3119818866252899,0.2394818514585495,0.16769860684871674,0.31521087884902954
data,0.23453554511070251,0.19665312767028809,0.4245641827583313,0.35031983256340027,0.11576162278652191
to,0.455847829580307,0.4391997456550598,0.3297434449195862,0.21349743008613586,0.26506897807121277
the,0.42745697498321533,0.35928019881248474,0.2693678140640259,0.1814756840467453,0.34088096022605896
host,0.12779991328716278,0.1521071195602417,0.2271043360233307,0.24426770210266113,0.17610296607017517
.,0.3567904531955719,0.3022993505001068,0.33350908756256104,0.19383089244365692,0.2991815507411957
