,what,is,the,name,of,the,bridge,that,joins,parts,of,the,campus,of,the,charles,river,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.27692803740501404,0.5473989248275757,0.32788392901420593,0.4042440354824066,0.733189046382904,1.0,0.20087170600891113,0.733189046382904,1.0,0.20777860283851624,0.2894456386566162,0.22068053483963013
harvard,0.2177114188671112,0.15387701988220215,0.24496200680732727,0.15755295753479004,0.25842633843421936,0.24496200680732727,0.16384579241275787,0.21386723220348358,0.1416795402765274,0.15168999135494232,0.25842633843421936,0.24496200680732727,0.32682597637176514,0.25842633843421936,0.24496200680732727,0.23010079562664032,0.12399012595415115,0.11685016006231308
business,0.21758167445659637,0.19332653284072876,0.2389037162065506,0.1640031337738037,0.23985227942466736,0.2389037162065506,0.13736963272094727,0.25197073817253113,0.17663516104221344,0.1442549079656601,0.23985227942466736,0.2389037162065506,0.21017564833164215,0.23985227942466736,0.2389037162065506,0.2134598046541214,0.16914576292037964,0.1545659303665161
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.15128786861896515,0.2391800880432129,0.22953221201896667,0.1331889033317566,0.2190830111503601,0.1418638974428177,0.15142273902893066,0.2391800880432129,0.22953221201896667,0.40977439284324646,0.2391800880432129,0.22953221201896667,0.1527082771062851,0.14084036648273468,0.15091250836849213
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.22415432333946228,0.4731321930885315,0.3105262219905853,0.3901200294494629,0.5116966962814331,0.5171257257461548,0.23815947771072388,0.5116966962814331,0.5171257257461548,0.23640480637550354,0.19898422062397003,0.20544172823429108
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.206878662109375,0.37253960967063904,0.4335206151008606,0.15066677331924438,0.5391656160354614,0.0798964723944664,0.3626287281513214,0.37253960967063904,0.4335206151008606,0.1492074728012085,0.37253960967063904,0.4335206151008606,0.17667710781097412,0.12832623720169067,0.2124512493610382
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.17739711701869965,0.41498205065727234,0.29175591468811035,0.3379773199558258,1.0,0.733189046382904,0.22980211675167084,1.0,0.733189046382904,0.22512592375278473,0.19903257489204407,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.27692803740501404,0.5473989248275757,0.32788392901420593,0.4042440354824066,0.733189046382904,1.0,0.20087170600891113,0.733189046382904,1.0,0.20777860283851624,0.2894456386566162,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.20618292689323425,0.16441112756729126,0.14952239394187927,0.20929263532161713,0.30646374821662903,0.263973206281662,0.557883620262146,0.30646374821662903,0.263973206281662,0.17853446304798126,0.25563105940818787,0.11887256056070328
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.018047941848635674,0.04397977516055107,0.030087541788816452,0.060162968933582306,-0.03817026689648628,-0.01540423184633255,0.050174564123153687,-0.03817026689648628,-0.01540423184633255,-0.08611538261175156,-0.03599277883768082,-0.023395681753754616
athletics,0.18140217661857605,0.14491918683052063,0.23869381844997406,0.10814013332128525,0.25092312693595886,0.23869381844997406,0.15913960337638855,0.18232420086860657,0.13365085422992706,0.16829374432563782,0.25092312693595886,0.23869381844997406,0.22760701179504395,0.25092312693595886,0.23869381844997406,0.131156787276268,0.12847453355789185,0.10309170186519623
facilities,0.137315571308136,0.17244288325309753,0.19172798097133636,0.07131293416023254,0.17473776638507843,0.19172798097133636,0.15412186086177826,0.23001283407211304,0.10916276276111603,0.2651306986808777,0.17473776638507843,0.19172798097133636,0.3926197290420532,0.17473776638507843,0.19172798097133636,0.08686643093824387,0.14654800295829773,0.10624271631240845
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2011108100414276,0.4137537479400635,0.23973071575164795,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.2639807164669037,0.4946078956127167,0.4933079481124878,0.24990057945251465,0.26637205481529236,0.31091248989105225
including,0.18328791856765747,0.25093933939933777,0.3738902807235718,0.16202661395072937,0.44195112586021423,0.3738902807235718,0.11779721081256866,0.31577053666114807,0.11127255856990814,0.3344513177871704,0.44195112586021423,0.3738902807235718,0.24484838545322418,0.44195112586021423,0.3738902807235718,0.16144216060638428,0.11793526262044907,0.1633303165435791
harvard,0.2177114188671112,0.15387701988220215,0.24496200680732727,0.15755295753479004,0.25842633843421936,0.24496200680732727,0.16384579241275787,0.21386723220348358,0.1416795402765274,0.15168999135494232,0.25842633843421936,0.24496200680732727,0.32682597637176514,0.25842633843421936,0.24496200680732727,0.23010079562664032,0.12399012595415115,0.11685016006231308
stadium,0.12456028908491135,0.18311816453933716,0.21145665645599365,0.1942804455757141,0.17126937210559845,0.21145665645599365,0.2810818552970886,0.12195040285587311,0.06664852052927017,0.09898139536380768,0.17126937210559845,0.21145665645599365,0.31143811345100403,0.17126937210559845,0.21145665645599365,0.10327751934528351,0.1761925220489502,0.07579939067363739
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2011108100414276,0.4137537479400635,0.23973071575164795,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.2639807164669037,0.4946078956127167,0.4933079481124878,0.24990057945251465,0.26637205481529236,0.31091248989105225
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.09980183839797974,0.45265161991119385,0.17429649829864502,0.3642873466014862,0.39081433415412903,0.40399202704429626,0.2026534378528595,0.39081433415412903,0.40399202704429626,0.1303582340478897,0.10382523387670517,0.24591213464736938
located,0.2034616470336914,0.35717159509658813,0.407527357339859,0.22759057581424713,0.32520920038223267,0.407527357339859,0.18767189979553223,0.1796129047870636,0.30534639954566956,0.21752141416072845,0.32520920038223267,0.407527357339859,0.42575085163116455,0.32520920038223267,0.407527357339859,0.09894304722547531,0.29117700457572937,0.08983194828033447
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.19607321918010712,0.42569106817245483,0.2194707691669464,0.26594671607017517,0.3966929316520691,0.5107308030128479,0.2515745162963867,0.3966929316520691,0.5107308030128479,0.2223377376794815,0.2033996731042862,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.1554761528968811,0.47537946701049805,0.2163599580526352,0.2777566909790039,0.5052502155303955,0.5829201340675354,0.17332303524017334,0.5052502155303955,0.5829201340675354,0.20142732560634613,0.20514865219593048,0.23916715383529663
358-acre,0.14575441181659698,0.15751954913139343,0.19427256286144257,0.1439971625804901,0.24426238238811493,0.19427256286144257,0.20930570363998413,0.13397881388664246,0.13789953291416168,0.07186228781938553,0.24426238238811493,0.19427256286144257,0.28217124938964844,0.24426238238811493,0.19427256286144257,0.18077442049980164,0.28228524327278137,0.17518287897109985
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.12744076550006866,0.2264307141304016,0.20117685198783875,0.16619320213794708,0.35032153129577637,0.33289089798927307,0.15245218575000763,0.35032153129577637,0.33289089798927307,0.20144405961036682,0.16287720203399658,0.40561532974243164
145,-0.013015344738960266,0.02812410518527031,-0.031512197107076645,0.03125907480716705,-0.0076596844010055065,-0.031512197107076645,0.026908762753009796,0.018528858199715614,-0.055556394159793854,0.052779827266931534,-0.0076596844010055065,-0.031512197107076645,0.04431338980793953,-0.0076596844010055065,-0.031512197107076645,-0.11085513234138489,-0.053683847188949585,-0.0949564129114151
ha,0.15493328869342804,0.15489371120929718,0.1501408815383911,0.11792590469121933,0.13442294299602509,0.1501408815383911,0.1425064504146576,0.11062915623188019,0.1450362205505371,0.12186728417873383,0.13442294299602509,0.1501408815383911,0.20041298866271973,0.13442294299602509,0.1501408815383911,-0.002053377218544483,0.12273111194372177,0.24374480545520782
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.14085286855697632,0.23478686809539795,0.2124893218278885,0.19230034947395325,0.3680361211299896,0.3456730246543884,0.14868277311325073,0.3680361211299896,0.3456730246543884,0.1826685220003128,0.16430801153182983,0.42300865054130554
campus,0.13670016825199127,0.2408183068037033,0.20087170600891113,0.11855568736791611,0.22980211675167084,0.20087170600891113,0.22077330946922302,0.1562369018793106,0.2222575545310974,0.22069531679153442,0.22980211675167084,0.20087170600891113,1.0,0.22980211675167084,0.20087170600891113,0.16741029918193817,0.23446616530418396,0.06952692568302155
opposite,0.2760887145996094,0.34369879961013794,0.2730693221092224,0.16603170335292816,0.2534274458885193,0.2730693221092224,0.18027828633785248,0.29922667145729065,0.22901514172554016,0.12839475274085999,0.2534274458885193,0.2730693221092224,0.15241415798664093,0.2534274458885193,0.2730693221092224,0.08267321437597275,0.11500513553619385,0.0778411254286766
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.27692803740501404,0.5473989248275757,0.32788392901420593,0.4042440354824066,0.733189046382904,1.0,0.20087170600891113,0.733189046382904,1.0,0.20777860283851624,0.2894456386566162,0.22068053483963013
cambridge,0.19321057200431824,0.14754945039749146,0.21810851991176605,0.12664255499839783,0.29286280274391174,0.21810851991176605,0.27484554052352905,0.19947539269924164,0.13190653920173645,0.1766006350517273,0.29286280274391174,0.21810851991176605,0.355621874332428,0.29286280274391174,0.21810851991176605,0.27598974108695984,0.19224664568901062,0.14006337523460388
campus,0.13670016825199127,0.2408183068037033,0.20087170600891113,0.11855568736791611,0.22980211675167084,0.20087170600891113,0.22077330946922302,0.1562369018793106,0.2222575545310974,0.22069531679153442,0.22980211675167084,0.20087170600891113,1.0,0.22980211675167084,0.20087170600891113,0.16741029918193817,0.23446616530418396,0.06952692568302155
