,which,young,general,did,genghis,khan,send,to,conquer,qara,khitai,?
therefore,0.5236842632293701,0.1292642056941986,0.1929345726966858,0.31914716958999634,0.19967523217201233,0.11893609911203384,0.23211519420146942,0.49267399311065674,0.16034765541553497,0.19924035668373108,0.21747781336307526,0.3325358033180237
",",0.3658004403114319,0.2606840431690216,0.3022127151489258,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.44245919585227966,0.1963682323694229,0.27953922748565674,0.2694466710090637,0.31091248989105225
genghis,0.26472097635269165,0.23828944563865662,0.22514775395393372,0.18339850008487701,1.0,0.5896923542022705,0.1149897575378418,0.2294713407754898,0.4413160979747772,0.4967550039291382,0.6462006568908691,0.18813461065292358
sent,0.21585705876350403,0.229520782828331,0.21628835797309875,0.3411059081554413,0.23061181604862213,0.20124854147434235,0.6679649949073792,0.34694167971611023,0.26767152547836304,0.07094451785087585,0.15508146584033966,0.10903520882129669
only,0.5654799342155457,0.32268938422203064,0.22796879708766937,0.4039593040943146,0.1944715529680252,0.1489914208650589,0.3247850835323334,0.5096819996833801,0.15833288431167603,0.20844145119190216,0.22262220084667206,0.2767370045185089
two,0.4674137234687805,0.21173395216464996,0.20819194614887238,0.2755576968193054,0.21525606513023376,0.18127043545246124,0.22964467108249664,0.3343428373336792,0.12027867138385773,0.14193060994148254,0.18620656430721283,0.19645625352859497
tumen,0.244303360581398,0.25030937790870667,0.05687885731458664,0.06703608483076096,0.3629789650440216,0.23391017317771912,0.18120118975639343,0.17046956717967987,0.1655030995607376,0.3739122450351715,0.35893094539642334,0.09744579344987869
(,0.2589828372001648,0.175283282995224,0.23743551969528198,0.18979617953300476,0.2257842868566513,0.1773909628391266,0.22480164468288422,0.30882009863853455,0.13156799972057343,0.19621217250823975,0.2688376307487488,0.40561532974243164
"20,000",0.24780674278736115,0.2103346437215805,0.11388558149337769,0.17574962973594666,0.3212427496910095,0.21405749022960663,0.12574049830436707,0.19126856327056885,0.1582324355840683,0.3422044813632965,0.2939784824848175,0.10352851450443268
soldiers,0.19199757277965546,0.25460487604141235,0.2751018702983856,0.2725818455219269,0.2938748896121979,0.1459471732378006,0.2725957930088043,0.2914033532142639,0.35153624415397644,0.172402024269104,0.18893985450267792,0.1779262125492096
),0.2758678197860718,0.1785653680562973,0.22449038922786713,0.18584993481636047,0.24887141585350037,0.2105041742324829,0.21408022940158844,0.31236231327056885,0.14183032512664795,0.23450464010238647,0.30228549242019653,0.42300865054130554
against,0.27554041147232056,0.18963108956813812,0.18349610269069672,0.22514554858207703,0.2344937026500702,0.10938236117362976,0.19461211562156677,0.310872346162796,0.32182401418685913,0.14781053364276886,0.1815352886915207,0.18095137178897858
kuchlug,0.21836119890213013,0.1461673378944397,0.14864297211170197,0.11889146268367767,0.4818401634693146,0.4874977767467499,0.09523627161979675,0.12251677364110947,0.20599377155303955,0.48808351159095764,0.6052918434143066,0.22778192162513733
",",0.3658004403114319,0.2606840431690216,0.3022127151489258,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.44245919585227966,0.1963682323694229,0.27953922748565674,0.2694466710090637,0.31091248989105225
under,0.3235377371311188,0.1867557317018509,0.33664318919181824,0.20815621316432953,0.2402999848127365,0.18593889474868774,0.09085841476917267,0.27177539467811584,0.2411595731973648,0.195310577750206,0.21800073981285095,0.18233340978622437
his,0.32283493876457214,0.3137328624725342,0.21327239274978638,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.1893407255411148,0.3715193271636963,0.2538287937641144,0.23465117812156677,0.22065392136573792,0.18075084686279297
younger,0.19389934837818146,0.5357060432434082,0.20962703227996826,0.17342300713062286,0.26538723707199097,0.19298933446407318,0.14414753019809723,0.27648016810417175,0.16941675543785095,0.2118142992258072,0.24657875299453735,0.12709127366542816
general,0.19923317432403564,0.16334602236747742,1.0000001192092896,0.19499315321445465,0.22514775395393372,0.2096615880727768,0.1655988246202469,0.24755197763442993,0.22961543500423431,0.18106922507286072,0.21390284597873688,0.1972234547138214
",",0.3658004403114319,0.2606840431690216,0.3022127151489258,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.44245919585227966,0.1963682323694229,0.27953922748565674,0.2694466710090637,0.31091248989105225
jebe,0.2355845421552658,0.35108092427253723,0.1382841318845749,0.14259633421897888,0.38717931509017944,0.3338758945465088,0.14482180774211884,0.16959594190120697,0.19930128753185272,0.3759305477142334,0.3395964801311493,0.1268274188041687
",",0.3658004403114319,0.2606840431690216,0.3022127151489258,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.44245919585227966,0.1963682323694229,0.27953922748565674,0.2694466710090637,0.31091248989105225
known,0.30223485827445984,0.2182440459728241,0.14575131237506866,0.25943970680236816,0.21256069839000702,0.13148783147335052,0.10648936033248901,0.14337651431560516,0.045265212655067444,0.2168641984462738,0.25645530223846436,0.18314571678638458
as,0.41006597876548767,0.2493147850036621,0.250458300113678,0.3596470057964325,0.17543354630470276,0.22500167787075043,0.21457357704639435,0.42092081904411316,0.13939440250396729,0.2439606487751007,0.22551114857196808,0.27043893933296204
``,0.05178012326359749,-0.011305608786642551,0.09047812968492508,-0.029888948425650597,0.05644606053829193,0.07293079793453217,-0.0013892905553802848,0.06720756739377975,0.027588792145252228,0.0970832109451294,0.1182025894522667,0.0685480609536171
the,0.6521818041801453,0.2729646563529968,0.28634732961654663,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.2581755518913269,0.535392165184021,0.2652769386768341,0.30156639218330383,0.25684550404548645,0.22068053483963013
arrow,0.22777150571346283,0.09891455620527267,0.16131986677646637,0.1359088271856308,0.18785367906093597,0.11102132499217987,0.20717301964759827,0.2274712771177292,0.15194375813007355,0.14679788053035736,0.17865478992462158,0.1493184119462967
'',-0.03332270681858063,-0.01087260153144598,0.022419413551688194,0.01978493109345436,0.1005975604057312,0.06717371195554733,-0.09464175254106522,-0.009905828163027763,-0.0077569023706018925,0.11510375887155533,0.044993385672569275,0.018684765323996544
.,0.45942068099975586,0.28293347358703613,0.2929490804672241,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.31951451301574707,0.4645031690597534,0.1665143370628357,0.2833588123321533,0.23738299310207367,0.4130953550338745
