,what,tool,do,stratigraphers,use,to,see,their,data,in,three,dimensions,?
geophysical,0.2702294886112213,0.24168731272220612,0.17224504053592682,0.42113688588142395,0.16707639396190643,0.2310306429862976,0.22750596702098846,0.18380290269851685,0.36178144812583923,0.23535239696502686,0.13249389827251434,0.2885262668132782,0.09115879982709885
data,0.23453554511070251,0.1409556269645691,0.16594001650810242,0.2187490165233612,0.22231268882751465,0.24776634573936462,0.2632625997066498,0.15962152183055878,1.0,0.17588379979133606,0.10734914243221283,0.24579624831676483,0.17909851670265198
and,0.31309178471565247,0.20303019881248474,0.276123583316803,0.2653152048587799,0.34145063161849976,0.48971283435821533,0.367068350315094,0.45114588737487793,0.23368559777736664,0.4954058527946472,0.3826501965522766,0.24926187098026276,0.20544172823429108
well,0.4154493808746338,0.25935423374176025,0.367764413356781,0.26858654618263245,0.38376685976982117,0.3422003388404846,0.3528713583946228,0.356689989566803,0.20880356431007385,0.36612698435783386,0.28658032417297363,0.20948873460292816,0.24815571308135986
logs,0.26006805896759033,0.3198285400867462,0.2496337890625,0.1530776023864746,0.21912753582000732,0.28294241428375244,0.22889624536037445,0.30199676752090454,0.22085727751255035,0.13705269992351532,0.1451137810945511,0.12567302584648132,0.3376283347606659
can,0.34502777457237244,0.3485534191131592,0.45775556564331055,0.18891343474388123,0.5362023711204529,0.4979398250579834,0.43016740679740906,0.3564860224723816,0.21799646317958832,0.26527702808380127,0.21489545702934265,0.3073634207248688,0.3226337134838104
be,0.3929833769798279,0.32807424664497375,0.36575672030448914,0.19454754889011383,0.4528608024120331,0.4972836375236511,0.4665897786617279,0.3200586438179016,0.20036695897579193,0.3481820821762085,0.25663426518440247,0.2807212173938751,0.3324260413646698
combined,0.21267308294773102,0.05896846204996109,0.11344467103481293,0.2307676523923874,0.28956401348114014,0.24629315733909607,0.23028379678726196,0.26687800884246826,0.18075641989707947,0.3370276689529419,0.312350332736969,0.19663409888744354,0.17985320091247559
to,0.455847829580307,0.2641676962375641,0.38876664638519287,0.21165981888771057,0.47261837124824524,1.0,0.3792734146118164,0.44619059562683105,0.24776634573936462,0.45010748505592346,0.3043823838233948,0.22277255356311798,0.29463258385658264
produce,0.1685742735862732,0.2027456909418106,0.2995959520339966,0.22291098535060883,0.419823557138443,0.30018290877342224,0.2903648912906647,0.26787182688713074,0.10617156326770782,0.21160131692886353,0.1621709018945694,0.18751315772533417,0.19229066371917725
a,0.3320399522781372,0.2943565547466278,0.26237669587135315,0.2105073630809784,0.30793872475624084,0.45503583550453186,0.3039536476135254,0.29698723554611206,0.2163095474243164,0.539380669593811,0.3025658130645752,0.21217823028564453,0.23916715383529663
better,0.3551420271396637,0.2511550784111023,0.3484214246273041,0.20036524534225464,0.332213431596756,0.29406851530075073,0.27687379717826843,0.2801389694213867,0.19975344836711884,0.20443932712078094,0.15874381363391876,0.15601509809494019,0.32159438729286194
view,0.2818201184272766,0.18199315667152405,0.20598536729812622,0.17446684837341309,0.1679607778787613,0.229315847158432,0.32061341404914856,0.15401870012283325,0.21995890140533447,0.17477142810821533,0.12474758177995682,0.22612522542476654,0.17672975361347198
of,0.33290785551071167,0.15587300062179565,0.26150479912757874,0.27618104219436646,0.2750902473926544,0.41548454761505127,0.33962661027908325,0.4329940676689148,0.20013196766376495,0.5696388483047485,0.3844621181488037,0.21967525780200958,0.1826142966747284
the,0.42745697498321533,0.20790323615074158,0.30239659547805786,0.2791062891483307,0.34342584013938904,0.535392165184021,0.3770301640033722,0.516537070274353,0.20546740293502808,0.6662389636039734,0.43452659249305725,0.16366221010684967,0.22068053483963013
subsurface,0.2581934928894043,0.26103508472442627,0.22272494435310364,0.3805820941925049,0.2843790054321289,0.24901658296585083,0.2788844406604767,0.23816953599452972,0.27646493911743164,0.23074151575565338,0.15066595375537872,0.43230774998664856,0.18042322993278503
",",0.3087472915649414,0.21031200885772705,0.3283645510673523,0.227712020277977,0.3276674151420593,0.44245919585227966,0.35306161642074585,0.3045167922973633,0.22224515676498413,0.5201468467712402,0.3347506821155548,0.19474871456623077,0.31091248989105225
and,0.31309178471565247,0.20303019881248474,0.276123583316803,0.2653152048587799,0.34145063161849976,0.48971283435821533,0.367068350315094,0.45114588737487793,0.23368559777736664,0.4954058527946472,0.3826501965522766,0.24926187098026276,0.20544172823429108
stratigraphers,0.3075239956378937,0.19265879690647125,0.16778577864170074,1.0,0.24884186685085297,0.21165981888771057,0.24296969175338745,0.23149827122688293,0.2187490165233612,0.23076798021793365,0.183218315243721,0.32165777683258057,0.1410115361213684
often,0.3849453330039978,0.2506193518638611,0.30438441038131714,0.33964648842811584,0.41728803515434265,0.4351843297481537,0.30456027388572693,0.4525530934333801,0.08598174899816513,0.3380797803401947,0.3106970191001892,0.23225945234298706,0.23748154938220978
use,0.3453877568244934,0.4566009044647217,0.4545445144176483,0.24884186685085297,1.0,0.47261837124824524,0.44045713543891907,0.3415622115135193,0.22231268882751465,0.2715643048286438,0.18340711295604706,0.2806522846221924,0.32795652747154236
computer,0.26911869645118713,0.32460251450538635,0.25283822417259216,0.2422550767660141,0.29999807476997375,0.2594811022281647,0.22264781594276428,0.17602862417697906,0.3678211271762848,0.18321871757507324,0.11084410548210144,0.2663595974445343,0.20203553140163422
programs,0.23178155720233917,0.27067893743515015,0.25158262252807617,0.26648831367492676,0.2787289619445801,0.23389451205730438,0.20310388505458832,0.22253651916980743,0.26113495230674744,0.2276356965303421,0.18986962735652924,0.2116517275571823,0.16452431678771973
to,0.455847829580307,0.2641676962375641,0.38876664638519287,0.21165981888771057,0.47261837124824524,1.0,0.3792734146118164,0.44619059562683105,0.24776634573936462,0.45010748505592346,0.3043823838233948,0.22277255356311798,0.29463258385658264
do,0.4609605669975281,0.28508180379867554,1.0,0.16778577864170074,0.4545445144176483,0.38876664638519287,0.4088582396507263,0.35424983501434326,0.16594001650810242,0.23402775824069977,0.21283186972141266,0.16549962759017944,0.4093979299068451
this,0.5489566326141357,0.31719085574150085,0.34963881969451904,0.27356138825416565,0.4395635426044464,0.5759071707725525,0.45724403858184814,0.40095847845077515,0.24432523548603058,0.45205554366111755,0.29207751154899597,0.1641051471233368,0.3155723512172699
in,0.30808621644973755,0.1136970967054367,0.23402775824069977,0.23076798021793365,0.2715643048286438,0.45010748505592346,0.2973747253417969,0.34976133704185486,0.17588379979133606,1.0,0.34828072786331177,0.1553250104188919,0.20430970191955566
three,0.24888746440410614,0.1131635382771492,0.21283186972141266,0.183218315243721,0.18340711295604706,0.3043823838233948,0.2296171635389328,0.3209680914878845,0.10734914243221283,0.34828072786331177,1.0,0.2501061260700226,0.20928427577018738
dimensions,0.22588478028774261,0.23518206179141998,0.16549962759017944,0.32165777683258057,0.2806522846221924,0.22277255356311798,0.2352505475282669,0.15183286368846893,0.24579624831676483,0.1553250104188919,0.2501061260700226,1.0000001192092896,0.2405867874622345
.,0.3567904531955719,0.22040632367134094,0.3613996207714081,0.19253607094287872,0.3711656630039215,0.4645031690597534,0.3851161599159241,0.34427863359451294,0.24345596134662628,0.5591574311256409,0.34968629479408264,0.23926883935928345,0.4130953550338745
