,what,game,show,debuted,on,abc,in,2007,as,a,replacement,for,striking,programs,?
one,0.376489520072937,0.2554377615451813,0.25759679079055786,0.19762225449085236,0.3601475656032562,0.1300981342792511,0.4129433035850525,-0.20855121314525604,0.3954789340496063,0.4910551905632019,0.2275591790676117,0.384836345911026,0.26035434007644653,0.23762810230255127,0.2673267424106598
of,0.33290785551071167,0.2298848181962967,0.21383242309093475,0.18094587326049805,0.3966929316520691,0.14607268571853638,0.5696388483047485,-0.21244128048419952,0.3886612355709076,0.5052502155303955,0.18200843036174774,0.4185989499092102,0.27133211493492126,0.18037469685077667,0.1826142966747284
the,0.42745697498321533,0.285271555185318,0.319829523563385,0.28418588638305664,0.5107308030128479,0.2068762183189392,0.6662389636039734,-0.23657195270061493,0.48381632566452026,0.5829201340675354,0.27791428565979004,0.4739971458911896,0.26894596219062805,0.21757709980010986,0.22068053483963013
network,0.16917307674884796,0.2793661653995514,0.327574223279953,0.28641700744628906,0.30190837383270264,0.4295894205570221,0.19496823847293854,-0.07173428684473038,0.2054080367088318,0.17299489676952362,0.25258439779281616,0.253274142742157,0.11609648168087006,0.41126325726509094,0.17853789031505585
's,0.02692362666130066,0.07448072731494904,6.513196422019973e-05,0.025340793654322624,0.0026888418942689896,0.06670809537172318,-0.037580832839012146,-0.07339024543762207,-0.05775856226682663,0.04866964742541313,-0.031702689826488495,-0.07241261005401611,0.04876982793211937,0.06997905671596527,-0.023395681753754616
strike-replacement,0.2580350935459137,0.2237960547208786,0.26277604699134827,0.2243334800004959,0.3045606017112732,0.19854958355426788,0.2561928629875183,0.06602904945611954,0.3350421190261841,0.36719444394111633,0.865021824836731,0.34046870470046997,0.4847123324871063,0.20710815489292145,0.21361719071865082
programs,0.23178155720233917,0.21025876700878143,0.37699204683303833,0.22259603440761566,0.28622785210609436,0.3454950749874115,0.2276356965303421,-0.05967770516872406,0.2817786931991577,0.25316864252090454,0.1909525841474533,0.3644469678401947,0.14284537732601166,1.0000001192092896,0.16452431678771973
during,0.24137552082538605,0.23073366284370422,0.2252446562051773,0.2861698865890503,0.3347817361354828,0.18870772421360016,0.4627237319946289,-0.2134939432144165,0.29671990871429443,0.30341604351997375,0.1795227825641632,0.3448435664176941,0.2060510665178299,0.22000795602798462,0.1325719803571701
that,0.6297725439071655,0.27499276399612427,0.3486354649066925,0.13997265696525574,0.42569106817245483,0.17440107464790344,0.435920387506485,-0.18422195315361023,0.4735107421875,0.47537946701049805,0.3066404163837433,0.4137635827064514,0.32531028985977173,0.3190736472606659,0.32716336846351624
time,0.36319252848625183,0.2928149104118347,0.19633352756500244,0.2211022526025772,0.30044233798980713,0.17553414404392242,0.3431483507156372,-0.21457399427890778,0.3239102065563202,0.3292340338230133,0.2272135317325592,0.3992156386375427,0.18353402614593506,0.21278591454029083,0.27391523122787476
was,0.22111038863658905,0.2568269371986389,0.20142383873462677,0.3357197344303131,0.3909217119216919,0.21565799415111542,0.45514053106307983,-0.29168957471847534,0.3677520453929901,0.4508470594882965,0.24185067415237427,0.3863949179649353,0.20555302500724792,0.16294841468334198,0.18412111699581146
the,0.42745697498321533,0.285271555185318,0.319829523563385,0.28418588638305664,0.5107308030128479,0.2068762183189392,0.6662389636039734,-0.23657195270061493,0.48381632566452026,0.5829201340675354,0.27791428565979004,0.4739971458911896,0.26894596219062805,0.21757709980010986,0.22068053483963013
game,0.2246788740158081,0.9999998807907104,0.2874241769313812,0.23524227738380432,0.22967135906219482,0.22060900926589966,0.23986028134822845,-0.03400785103440285,0.18194591999053955,0.23211604356765747,0.10641182214021683,0.2608485519886017,0.16865509748458862,0.21025876700878143,0.1829071193933487
show,0.29653704166412354,0.2874241769313812,0.9999999403953552,0.27960005402565,0.3708709180355072,0.4449407458305359,0.27595704793930054,-0.09148336946964264,0.30768129229545593,0.24886544048786163,0.24222679436206818,0.3141973614692688,0.18684351444244385,0.37699204683303833,0.2520138621330261
duel,0.1943833827972412,0.27554750442504883,0.1888800710439682,0.07419183850288391,0.18006911873817444,0.20709198713302612,0.1794908344745636,-0.1896933913230896,0.16628718376159668,0.20879699289798737,0.17427381873130798,0.18714240193367004,0.21482303738594055,0.1640246957540512,0.13510504364967346
",",0.3087472915649414,0.2653886377811432,0.31928569078445435,0.23864160478115082,0.49057599902153015,0.2097204476594925,0.5201468467712402,-0.24049624800682068,0.48816442489624023,0.427140474319458,0.20311833918094635,0.4464869201183319,0.2367360144853592,0.21514803171157837,0.31091248989105225
which,0.5261979103088379,0.23652023077011108,0.32096749544143677,0.17272479832172394,0.4245251417160034,0.1991286277770996,0.4840516746044159,-0.07080759108066559,0.41006597876548767,0.56894451379776,0.28796517848968506,0.44095608592033386,0.3206896185874939,0.36594220995903015,0.25814583897590637
premiered,0.14397189021110535,0.23655925691127777,0.4357163608074188,0.499764621257782,0.3681097626686096,0.40666091442108154,0.2717820405960083,-0.14789734780788422,0.18552646040916443,0.14552542567253113,0.17691992223262787,0.15095366537570953,0.1578233540058136,0.2534288465976715,0.21595802903175354
in,0.30808621644973755,0.23986028134822845,0.27595704793930054,0.25110283493995667,0.46853652596473694,0.1697147786617279,1.0,-0.2201838344335556,0.3887844979763031,0.539380669593811,0.2093958556652069,0.4322226941585541,0.22944436967372894,0.2276356965303421,0.20430970191955566
december,0.19304980337619781,0.16027016937732697,0.16255268454551697,0.251477986574173,0.3479952812194824,0.16602325439453125,0.25854936242103577,-0.22690580785274506,0.263606458902359,0.24493688344955444,0.16458801925182343,0.28923362493515015,0.1483437865972519,0.15315009653568268,0.2480352818965912
2007,-0.15549811720848083,-0.03400785103440285,-0.09148336946964264,-0.09822822362184525,-0.16471703350543976,-0.09789758175611496,-0.2201838344335556,1.0,-0.13822752237319946,-0.06548836827278137,0.0569300539791584,-0.15897968411445618,-0.06456460058689117,-0.05967770516872406,-0.1664225310087204
.,0.3567904531955719,0.2581658959388733,0.3016606271266937,0.2639025151729584,0.49257001280784607,0.2567209303379059,0.5591574311256409,-0.216732457280159,0.515582263469696,0.50484299659729,0.26630303263664246,0.4726039469242096,0.23391972482204437,0.21148164570331573,0.4130953550338745
