,what,famous,artist,later,further,investigated,philo,'s,experiments,?
many,0.36131182312965393,0.4255106747150421,0.1421414315700531,0.3450429439544678,0.22751253843307495,0.27849647402763367,0.15265507996082306,0.01698932610452175,0.2831806540489197,0.2124512493610382
centuries,0.18983326852321625,0.3204424977302551,0.10635784268379211,0.307781457901001,0.206118643283844,0.20702770352363586,0.21490179002285004,-0.011494642123579979,0.26156896352767944,0.13179439306259155
later,0.2517229914665222,0.27451133728027344,0.1296357959508896,1.0,0.28284358978271484,0.2728602886199951,0.22334523499011993,0.05591587722301483,0.22752483189105988,0.1417175978422165
leonardo,0.18840909004211426,0.23881123960018158,0.2513324022293091,0.19272010028362274,0.049346208572387695,0.1858510673046112,0.19257333874702454,-0.024843387305736542,0.17492608726024628,0.15631547570228577
da,0.17252732813358307,0.14291395246982574,0.23073896765708923,0.13026311993598938,0.10409905016422272,0.11096525192260742,0.11932220309972763,0.0304326880723238,0.11536281555891037,0.17175890505313873
vinci,0.20530982315540314,0.32350847125053406,0.3017198443412781,0.226918563246727,0.08605103194713593,0.24232010543346405,0.2104751169681549,-0.005723769310861826,0.28107327222824097,0.2132018506526947
built,0.1554843783378601,0.29230815172195435,0.11055038124322891,0.2880714535713196,0.16143792867660522,0.15550623834133148,0.15502481162548065,0.09241583198308945,0.2573509216308594,0.09449632465839386
on,0.34226128458976746,0.18182522058486938,0.2231275588274002,0.30872204899787903,0.2951144874095917,0.2659255564212799,0.13308946788311005,0.0026888418942689896,0.2562560439109802,0.2714994251728058
philo,0.14625145494937897,0.1683119684457779,0.24466168880462646,0.22334523499011993,0.08459215611219406,0.17572534084320068,1.0000001192092896,0.03054623305797577,0.15470115840435028,0.13684967160224915
's,0.02692362666130066,0.01744024269282818,-0.03338845074176788,0.05591587722301483,-0.0077023254707455635,-0.07113172113895416,0.03054623305797577,0.9999999403953552,-0.0008199171279557049,-0.023395681753754616
work,0.3762225806713104,0.21563959121704102,0.3169616162776947,0.23920415341854095,0.19125424325466156,0.27931421995162964,0.2021644562482834,-0.03332063928246498,0.4124527871608734,0.2621155381202698
by,0.2455483376979828,0.24140264093875885,0.24115848541259766,0.3747883439064026,0.2836849093437195,0.25590986013412476,0.17263861000537872,-0.010884488001465797,0.2956569194793701,0.17966607213020325
observing,0.31068339943885803,0.13690024614334106,0.13211503624916077,0.11965106427669525,0.2935146391391754,0.28088146448135376,0.1263490617275238,-0.057001739740371704,0.43859151005744934,0.17418181896209717
that,0.6297725439071655,0.1761402189731598,0.16198593378067017,0.42443475127220154,0.34756001830101013,0.32952824234962463,0.1806609034538269,0.04397977516055107,0.34689804911613464,0.32716336846351624
a,0.3320399522781372,0.26728492975234985,0.21805593371391296,0.34254932403564453,0.1668005734682083,0.19210036098957062,0.13571318984031677,0.04866964742541313,0.21744723618030548,0.23916715383529663
portion,0.287394255399704,0.10499583929777145,0.12637080252170563,0.12963038682937622,0.24670828878879547,0.11374477297067642,0.06162118911743164,-0.014645480550825596,0.09581278264522552,0.11719609797000885
of,0.33290785551071167,0.3074295222759247,0.15722915530204773,0.3458743393421173,0.24797867238521576,0.21427537500858307,0.11807307600975037,-0.03817026689648628,0.16935081779956818,0.1826142966747284
air,0.10361403971910477,0.05779847130179405,0.1521030068397522,0.16353875398635864,0.14524278044700623,0.12347284704446793,0.09146284312009811,0.03575344383716583,0.18661102652549744,0.1491677612066269
is,0.28837618231773376,0.26248517632484436,0.20089514553546906,0.21527644991874695,0.13372796773910522,0.16595964133739471,0.09467869997024536,0.02396530658006668,0.16474494338035583,0.22961433231830597
consumed,0.20357352495193481,0.08877300471067429,0.05213964730501175,0.17018786072731018,0.14813025295734406,0.2283339649438858,0.018265582621097565,-0.0568305104970932,0.2009587436914444,0.2024012953042984
during,0.24137552082538605,0.3248801827430725,0.12932582199573517,0.4405536353588104,0.22263608872890472,0.27080342173576355,0.08022470027208328,0.011294117197394371,0.21722464263439178,0.1325719803571701
combustion,0.2678600549697876,0.1596546620130539,0.17329974472522736,0.20046204328536987,0.15154753625392914,0.234676331281662,0.12451514601707458,0.002837288426235318,0.3264664113521576,0.2177530825138092
and,0.31309178471565247,0.2970265746116638,0.20686885714530945,0.4216292202472687,0.3426179587841034,0.20584087073802948,0.1622416079044342,0.06895173341035843,0.3053898811340332,0.20544172823429108
respiration,0.23671798408031464,0.13078123331069946,0.19732055068016052,0.155199334025383,0.20768357813358307,0.21039988100528717,0.07785019278526306,-0.037625253200531006,0.255695104598999,0.17575538158416748
.,0.3567904531955719,0.2322506159543991,0.22495654225349426,0.3488861322402954,0.25690746307373047,0.2773345708847046,0.1658102124929428,-0.003708066651597619,0.261809378862381,0.4130953550338745
