,what,is,similar,to,literacy,that,a,teacher,would,teach,?
teachers,0.2526462972164154,0.15701442956924438,0.11534673720598221,0.2668606638908386,0.364685595035553,0.24071024358272552,0.2509842813014984,0.7334206104278564,0.2516131103038788,0.672313392162323,0.19522249698638916
may,0.25739946961402893,0.322792649269104,0.2430766224861145,0.391582727432251,0.20165809988975525,0.4234136641025543,0.29255667328834534,0.15417979657649994,0.4155452847480774,0.15809877216815948,0.2768254578113556
provide,0.27049049735069275,0.23050084710121155,0.2828288674354553,0.3479624092578888,0.24546894431114197,0.367409884929657,0.26036545634269714,0.15356451272964478,0.33941322565078735,0.3292926549911499,0.22704634070396423
instruction,0.3581218719482422,0.21809233725070953,0.2029794454574585,0.3158412575721741,0.3160635530948639,0.2892392575740814,0.28638046979904175,0.2645690441131592,0.27431342005729675,0.33818259835243225,0.2353983372449875
in,0.30808621644973755,0.5394441485404968,0.28091391921043396,0.45010748505592346,0.22424454987049103,0.435920387506485,0.539380669593811,0.22632350027561188,0.30461156368255615,0.23312166333198547,0.20430970191955566
literacy,0.18552760779857635,0.26296091079711914,0.12575377523899078,0.23689061403274536,1.0,0.23280927538871765,0.25347936153411865,0.2876519560813904,0.2214006781578064,0.3020382225513458,0.18642817437648773
and,0.31309178471565247,0.3859752118587494,0.3316260874271393,0.48971283435821533,0.2851366102695465,0.4731321930885315,0.3739250600337982,0.27571162581443787,0.34921059012413025,0.27376773953437805,0.20544172823429108
numeracy,0.22764112055301666,0.23777931928634644,0.1518002152442932,0.22644805908203125,0.5677822232246399,0.2829475700855255,0.21965159475803375,0.15830399096012115,0.22344857454299927,0.17953212559223175,0.20641189813613892
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.2617495656013489,0.4137537479400635,0.427140474319458,0.2884024977684021,0.32586824893951416,0.22192275524139404,0.31091248989105225
craftsmanship,0.17800095677375793,0.1985916644334793,0.17559193074703217,0.23126737773418427,0.32223784923553467,0.2633334696292877,0.25244247913360596,0.3393517732620239,0.19934865832328796,0.3625224530696869,0.0932312160730362
or,0.33867141604423523,0.41870999336242676,0.3725942075252533,0.38921234011650085,0.26386046409606934,0.4729836881160736,0.48853766918182373,0.16473013162612915,0.39548179507255554,0.19306370615959167,0.32389625906944275
vocational,0.25595757365226746,0.22618427872657776,0.1904006451368332,0.28264284133911133,0.38101235032081604,0.2261068969964981,0.31143373250961304,0.39880096912384033,0.19663068652153015,0.3953265845775604,0.1961013227701187
training,0.19520394504070282,0.16467677056789398,0.10071451961994171,0.2564074397087097,0.24998807907104492,0.21447992324829102,0.28101474046707153,0.4286632537841797,0.20681649446487427,0.43737974762916565,0.14311334490776062
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.2617495656013489,0.4137537479400635,0.427140474319458,0.2884024977684021,0.32586824893951416,0.22192275524139404,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.2963123023509979,0.535392165184021,0.2540953457355499,0.5473989248275757,0.5829201340675354,0.17760860919952393,0.4133751392364502,0.1966347098350525,0.22068053483963013
