,in,1979,",",during,the,oil,crisis,",",what,was,the,highest,price,of,oil,?
the,0.6662389636039734,0.3323744237422943,0.4933079481124878,0.4838213622570038,1.0,0.21849922835826874,0.263981431722641,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.36945265531539917,0.22636492550373077,0.733189046382904,0.21849922835826874,0.22068053483963013
world,0.3038199245929718,0.28201350569725037,0.26091980934143066,0.37288811802864075,0.33604270219802856,0.1367194801568985,0.20384056866168976,0.26091980934143066,0.21669597923755646,0.3097524344921112,0.33604270219802856,0.28919854760169983,0.17459118366241455,0.2828933000564575,0.1367194801568985,0.17579582333564758
price,0.2097182273864746,0.005189693067222834,0.24825957417488098,0.11477147042751312,0.22636492550373077,0.3166557550430298,0.20939864218235016,0.24825957417488098,0.18606361746788025,0.2517668902873993,0.22636492550373077,0.2107461541891098,1.0,0.15675179660320282,0.3166557550430298,0.14631175994873047
",",0.5201468467712402,0.24932532012462616,1.0000001192092896,0.3225448727607727,0.4933079481124878,0.20043784379959106,0.18660308420658112,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.22094981372356415,0.24825957417488098,0.4946078956127167,0.20043784379959106,0.31091248989105225
which,0.4840516746044159,0.25906670093536377,0.3658004403114319,0.3590145409107208,0.6521818041801453,0.20154443383216858,0.21961601078510284,0.3658004403114319,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2561801075935364,0.21813181042671204,0.5011631846427917,0.20154443383216858,0.25814583897590637
had,0.385026752948761,0.2145993560552597,0.35487717390060425,0.39748913049697876,0.3875846862792969,0.1329135298728943,0.17017406225204468,0.35487717390060425,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.16612038016319275,0.1814015656709671,0.37755560874938965,0.1329135298728943,0.20728366076946259
peaked,0.24472269415855408,0.11017176508903503,0.2859621047973633,0.2179955393075943,0.24022316932678223,0.1199207454919815,0.16995510458946228,0.2859621047973633,0.16012544929981232,0.3009093403816223,0.24022316932678223,0.3143537938594818,0.21444617211818695,0.18606790900230408,0.1199207454919815,0.17896412312984467
during,0.4627237319946289,0.16011954843997955,0.3225448727607727,1.0,0.4838213622570038,0.16472604870796204,0.2818639576435089,0.3225448727607727,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.26514118909835815,0.11477147042751312,0.3869180977344513,0.16472604870796204,0.1325719803571701
the,0.6662389636039734,0.3323744237422943,0.4933079481124878,0.4838213622570038,1.0,0.21849922835826874,0.263981431722641,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.36945265531539917,0.22636492550373077,0.733189046382904,0.21849922835826874,0.22068053483963013
1979,0.26264503598213196,1.0000001192092896,0.24932532012462616,0.16011954843997955,0.3323744237422943,0.10878642648458481,0.031721796840429306,0.24932532012462616,0.17707666754722595,0.1920030564069748,0.3323744237422943,0.13674966990947723,0.005189693067222834,0.2645907700061798,0.10878642648458481,0.09159877151250839
energy,0.17693158984184265,0.10780099779367447,0.21156731247901917,0.2060520350933075,0.26756542921066284,0.3170962333679199,0.18093205988407135,0.21156731247901917,0.190252885222435,0.15364649891853333,0.26756542921066284,0.23537860810756683,0.2673780620098114,0.26257598400115967,0.3170962333679199,0.14860127866268158
crisis,0.19426369667053223,0.031721796840429306,0.18660308420658112,0.2818639576435089,0.263981431722641,0.2694509029388428,1.0,0.18660308420658112,0.23514460027217865,0.20050278306007385,0.263981431722641,0.12674707174301147,0.20939864218235016,0.2267792969942093,0.2694509029388428,0.17902959883213043
at,0.4374977946281433,0.09286528825759888,0.38314947485923767,0.372769296169281,0.457212895154953,0.14921875298023224,0.16190165281295776,0.38314947485923767,0.2838611304759979,0.36707764863967896,0.457212895154953,0.23256371915340424,0.21396350860595703,0.42558613419532776,0.14921875298023224,0.21978627145290375
nearly,0.3414846360683441,0.2151499092578888,0.3248783051967621,0.29544705152511597,0.3409946858882904,0.11756588518619537,0.09751233458518982,0.3248783051967621,0.21304303407669067,0.2735367715358734,0.3409946858882904,0.18319056928157806,0.16697834432125092,0.3455437123775482,0.11756588518619537,0.11670064926147461
$,0.21616753935813904,0.06479298323392868,0.21166811883449554,0.18413951992988586,0.23367542028427124,0.21180790662765503,0.15684492886066437,0.21166811883449554,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.22947005927562714,0.3850068151950836,0.11268499493598938,0.21180790662765503,0.2786129117012024
40,-0.058843277394771576,0.008377119898796082,0.019106578081846237,-0.06896314024925232,-0.09923846274614334,0.0040800669230520725,-0.016104433685541153,0.019106578081846237,-0.05768606811761856,-0.03814153000712395,-0.09923846274614334,-0.09359832108020782,0.07816913723945618,-0.03308193385601044,0.0040800669230520725,0.010195288807153702
per,0.1975519210100174,0.08329692482948303,0.26711323857307434,0.20109690725803375,0.21691934764385223,0.0829489454627037,0.06782139092683792,0.26711323857307434,0.21384303271770477,0.12717042863368988,0.21691934764385223,0.19874709844589233,0.17166109383106232,0.17468707263469696,0.0829489454627037,0.22323818504810333
barrel,0.14640556275844574,0.12047998607158661,0.1568077653646469,0.15616457164287567,0.24735139310359955,0.28189224004745483,0.1577007919549942,0.1568077653646469,0.16803140938282013,0.173788920044899,0.24735139310359955,0.14930719137191772,0.27832135558128357,0.17000727355480194,0.28189224004745483,0.175601065158844
",",0.5201468467712402,0.24932532012462616,1.0000001192092896,0.3225448727607727,0.4933079481124878,0.20043784379959106,0.18660308420658112,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.22094981372356415,0.24825957417488098,0.4946078956127167,0.20043784379959106,0.31091248989105225
decreased,0.22973182797431946,0.10990703850984573,0.18292158842086792,0.2728835344314575,0.27965670824050903,0.16602955758571625,0.2958203852176666,0.18292158842086792,0.17693571746349335,0.1974513828754425,0.27965670824050903,0.2967275083065033,0.20724914968013763,0.2523523271083832,0.16602955758571625,0.08292442560195923
during,0.4627237319946289,0.16011954843997955,0.3225448727607727,1.0,0.4838213622570038,0.16472604870796204,0.2818639576435089,0.3225448727607727,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.26514118909835815,0.11477147042751312,0.3869180977344513,0.16472604870796204,0.1325719803571701
the,0.6662389636039734,0.3323744237422943,0.4933079481124878,0.4838213622570038,1.0,0.21849922835826874,0.263981431722641,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.36945265531539917,0.22636492550373077,0.733189046382904,0.21849922835826874,0.22068053483963013
1980s,0.03401865437626839,0.15433935821056366,0.012025163508951664,-0.011739222332835197,0.07890266180038452,0.23528805375099182,-0.06058517470955849,0.012025163508951664,-0.06585196405649185,-0.0172738004475832,0.07890266180038452,0.06391049176454544,0.07556300610303879,0.11110851913690567,0.23528805375099182,-0.0718669518828392
to,0.45010748505592346,0.260578453540802,0.44245919585227966,0.2828781306743622,0.535392165184021,0.1619214415550232,0.21038146317005157,0.44245919585227966,0.455847829580307,0.3636345863342285,0.535392165184021,0.21947018802165985,0.2590087652206421,0.41548454761505127,0.1619214415550232,0.29463258385658264
less,0.2661931812763214,0.12054019421339035,0.28111666440963745,0.26187172532081604,0.29185041785240173,0.213841050863266,0.16919288039207458,0.28111666440963745,0.31119704246520996,0.19779354333877563,0.29185041785240173,0.16155767440795898,0.25023379921913147,0.30836719274520874,0.213841050863266,0.22418740391731262
than,0.3270052373409271,0.14100082218647003,0.3371901512145996,0.2507126033306122,0.3227543234825134,0.1969464123249054,0.10373397171497345,0.3371901512145996,0.29388150572776794,0.1872616857290268,0.3227543234825134,0.22231288254261017,0.25886934995651245,0.33036211133003235,0.1969464123249054,0.24917294085025787
