,what,famous,english,physicist,and,mathematician,was,depicted,in,the,main,bronze,door,entrance,of,the,museum,?
the,0.42745697498321533,0.28616565465927124,0.23982001841068268,0.14301171898841858,0.5171257257461548,0.1224498599767685,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
style,0.2488866001367569,0.2106950879096985,0.1766272932291031,0.13411729037761688,0.2745923101902008,0.07645343989133835,0.17358732223510742,0.16908498108386993,0.21896705031394958,0.2331719547510147,0.16068793833255768,0.16114690899848938,0.15993233025074005,0.17599621415138245,0.23203764855861664,0.2331719547510147,0.0626421719789505,0.19862167537212372
adopted,0.1504661738872528,0.2031221091747284,0.19534149765968323,0.1409091055393219,0.18808485567569733,0.1378653347492218,0.31838172674179077,0.26017674803733826,0.22637200355529785,0.23462533950805664,0.06602735817432404,0.181717649102211,0.05888120085000992,0.05613998696208,0.25312307476997375,0.23462533950805664,0.09343315660953522,0.14235380291938782
for,0.3017193675041199,0.2801532745361328,0.2594873905181885,0.1361992359161377,0.5064792633056641,0.12067495286464691,0.3863949179649353,0.15999150276184082,0.4322226941585541,0.4739971458911896,0.27491986751556396,0.18907371163368225,0.15938201546669006,0.18154969811439514,0.4185989499092102,0.4739971458911896,0.15718214213848114,0.264628142118454
this,0.5489566326141357,0.20630793273448944,0.2799903452396393,0.14333108067512512,0.42353692650794983,0.11161041259765625,0.3638818562030792,0.1280849277973175,0.45205554366111755,0.6274310946464539,0.3026203215122223,0.1411134898662567,0.1326128989458084,0.20677846670150757,0.45148900151252747,0.6274310946464539,0.19769281148910522,0.3155723512172699
part,0.3476244807243347,0.3016846477985382,0.150423064827919,0.11734815686941147,0.35301485657691956,0.10263131558895111,0.3407018780708313,0.20472712814807892,0.4499994218349457,0.527681291103363,0.32072335481643677,0.13029460608959198,0.11202754825353622,0.2566089630126953,0.452393114566803,0.527681291103363,0.2040945291519165,0.08557961881160736
of,0.33290785551071167,0.3074295222759247,0.17198967933654785,0.1528705656528473,0.5116966962814331,0.13611692190170288,0.4069072902202606,0.23749902844429016,0.5696388483047485,0.733189046382904,0.3177044689655304,0.2355436533689499,0.1459992229938507,0.2534947693347931,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.42745697498321533,0.28616565465927124,0.23982001841068268,0.14301171898841858,0.5171257257461548,0.1224498599767685,0.48711544275283813,0.21407261490821838,0.6662389636039734,1.0,0.38631999492645264,0.2526973485946655,0.23557746410369873,0.31372344493865967,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.21559910476207733,0.08329639583826065,0.1259283721446991,0.21554097533226013,0.15376561880111694,0.21266788244247437,0.2377775013446808,0.2407650351524353,0.24861779808998108,0.12107153236865997,0.2092113196849823,0.13772733509540558,0.2587375044822693,0.23314370214939117,0.24861779808998108,1.0000001192092896,0.14128351211547852
was,0.22111038863658905,0.31606587767601013,0.23000946640968323,0.26190704107284546,0.3740963041782379,0.2740672826766968,1.0000001192092896,0.18789392709732056,0.45514053106307983,0.48711544275283813,0.21035033464431763,0.21250294148921967,0.1678711622953415,0.24333937466144562,0.4069072902202606,0.48711544275283813,0.21266788244247437,0.18412111699581146
