,who,gave,a,negative,connotation,to,civil,disobedience,in,recent,history,?
indeed,0.3184824585914612,0.21823059022426605,0.29258593916893005,0.21488632261753082,0.3382931053638458,0.3278495967388153,0.07131480425596237,0.2623243033885956,0.24151849746704102,0.31202054023742676,0.24659650027751923,0.3642158806324005
",",0.3365725874900818,0.2448001652956009,0.427140474319458,0.18075795471668243,0.2324201911687851,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.26883119344711304,0.2728564441204071,0.31091248989105225
for,0.37110671401023865,0.3676709234714508,0.44038116931915283,0.21180248260498047,0.25216731429100037,0.4451248347759247,0.1685788929462433,0.23370130360126495,0.4322226941585541,0.3207632005214691,0.25068506598472595,0.264628142118454
vice,0.22284634411334991,0.08182146400213242,0.13536539673805237,0.15675540268421173,0.1402871310710907,0.2266794741153717,0.2224077582359314,0.23930075764656067,0.14977192878723145,0.10415686666965485,0.16569676995277405,0.1369185745716095
president,0.22565458714962006,0.12388987839221954,0.16959697008132935,0.09007528424263,0.07866012305021286,0.21247753500938416,0.2570957541465759,0.25404196977615356,0.18811661005020142,0.10385122895240784,0.16636349260807037,0.14148259162902832
agnew,0.2588537335395813,0.2668484151363373,0.25033482909202576,0.17225871980190277,0.20035843551158905,0.23649470508098602,0.22436077892780304,0.260567843914032,0.24824512004852295,0.15532420575618744,0.17255982756614685,0.23769177496433258
it,0.2868398427963257,0.2046516388654709,0.5452592968940735,0.2518291771411896,0.2647424340248108,0.513711154460907,0.17707513272762299,0.2648297846317291,0.5130809545516968,0.229965478181839,0.2701857089996338,0.25732165575027466
has,0.2558172643184662,0.2548820674419403,0.4670248031616211,0.19049720466136932,0.15766964852809906,0.3619994819164276,0.14805923402309418,0.11896127462387085,0.4173259735107422,0.3722807466983795,0.23279742896556854,0.15994466841220856
become,0.36563706398010254,0.22351808845996857,0.3215816617012024,0.12589533627033234,0.1823258250951767,0.36996012926101685,0.17076370120048523,0.2244395911693573,0.23238378763198853,0.22131827473640442,0.2088044434785843,0.19511328637599945
a,0.36608949303627014,0.26239895820617676,1.0,0.22058971226215363,0.3174480199813843,0.45503583550453186,0.21693918108940125,0.25352153182029724,0.539380669593811,0.2685950994491577,0.2123815417289734,0.23916715383529663
code-word,0.23256650567054749,0.12993310391902924,0.3155892789363861,0.26291799545288086,0.43332961201667786,0.28705188632011414,0.2086368054151535,0.29778173565864563,0.2331826537847519,0.24063314497470856,0.19908325374126434,0.31435078382492065
describing,0.22381490468978882,0.22505579888820648,0.35040032863616943,0.27288341522216797,0.3835943341255188,0.250667929649353,0.05936732143163681,0.2434319108724594,0.30198803544044495,0.2707275152206421,0.26361027359962463,0.20341216027736664
the,0.3733934462070465,0.32555076479911804,0.5829201340675354,0.1981879472732544,0.2200334221124649,0.535392165184021,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.31046223640441895,0.33215048909187317,0.22068053483963013
activities,0.1925259530544281,0.10006088763475418,0.2222801148891449,0.19503986835479736,0.24582183361053467,0.2740468382835388,0.18966788053512573,0.3213273584842682,0.2027697116136551,0.2582528293132782,0.22426597774028778,0.11289679259061813
of,0.2827862501144409,0.3650403320789337,0.5052502155303955,0.17049510776996613,0.20861804485321045,0.41548454761505127,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.2896444797515869,0.31014925241470337,0.1826142966747284
muggers,0.2513631284236908,0.20833411812782288,0.22166354954242706,0.134601429104805,0.1657308042049408,0.2223682701587677,0.12254425138235092,0.25855904817581177,0.2472863793373108,0.20776419341564178,0.1617908924818039,0.17581060528755188
",",0.3365725874900818,0.2448001652956009,0.427140474319458,0.18075795471668243,0.2324201911687851,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.26883119344711304,0.2728564441204071,0.31091248989105225
arsonists,0.36646491289138794,0.18906840682029724,0.18365167081356049,0.24919205904006958,0.3087256848812103,0.27914223074913025,0.2833743989467621,0.4095745086669922,0.2071123719215393,0.1317870318889618,0.16298478841781616,0.18881018459796906
",",0.3365725874900818,0.2448001652956009,0.427140474319458,0.18075795471668243,0.2324201911687851,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.26883119344711304,0.2728564441204071,0.31091248989105225
draft,0.2113700658082962,0.16165584325790405,0.14911261200904846,0.09958889335393906,0.19100739061832428,0.20236501097679138,0.14474128186702728,0.1815602332353592,0.19735127687454224,0.13264060020446777,0.15383198857307434,0.1941390335559845
evaders,0.3698168694972992,0.18554534018039703,0.26553794741630554,0.22518746554851532,0.2738247215747833,0.3568640947341919,0.16236600279808044,0.2835673689842224,0.1785224974155426,0.22129088640213013,0.18115365505218506,0.29756230115890503
",",0.3365725874900818,0.2448001652956009,0.427140474319458,0.18075795471668243,0.2324201911687851,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.26883119344711304,0.2728564441204071,0.31091248989105225
campaign,0.18840548396110535,0.23240666091442108,0.20502153038978577,0.08914460241794586,0.2164078950881958,0.24738837778568268,0.29422688484191895,0.3105100393295288,0.2438942790031433,0.1576429307460785,0.17743538320064545,0.162482351064682
hecklers,0.26912933588027954,0.2018674612045288,0.2606939375400543,0.171465203166008,0.23323100805282593,0.2667340040206909,0.20997512340545654,0.23161457479000092,0.24058671295642853,0.25586506724357605,0.20573163032531738,0.2168487161397934
",",0.3365725874900818,0.2448001652956009,0.427140474319458,0.18075795471668243,0.2324201911687851,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.26883119344711304,0.2728564441204071,0.31091248989105225
campus,0.18178072571754456,0.11572039127349854,0.17332303524017334,0.14200836420059204,0.13066406548023224,0.11795692890882492,0.15955428779125214,0.19437547028064728,0.2525809109210968,0.17209859192371368,0.2034550905227661,0.06952692568302155
militants,0.2745186388492584,0.12622152268886566,0.2188539057970047,0.12059558928012848,0.20700110495090485,0.22271926701068878,0.33235156536102295,0.41548991203308105,0.24092897772789001,0.19263099133968353,0.1465192437171936,0.17739415168762207
",",0.3365725874900818,0.2448001652956009,0.427140474319458,0.18075795471668243,0.2324201911687851,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.26883119344711304,0.2728564441204071,0.31091248989105225
anti-war,0.22820904850959778,0.17623397707939148,0.29910147190093994,0.37010645866394043,0.3407984673976898,0.2106669545173645,0.2542538344860077,0.3513261079788208,0.19367888569831848,0.27571168541908264,0.22042089700698853,0.21516640484333038
demonstrators,0.30049392580986023,0.08842984586954117,0.17845593392848969,0.17889705300331116,0.2531604468822479,0.23059968650341034,0.23160062730312347,0.3469274640083313,0.17594315111637115,0.2381378710269928,0.13748961687088013,0.2206319272518158
",",0.3365725874900818,0.2448001652956009,0.427140474319458,0.18075795471668243,0.2324201911687851,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.26883119344711304,0.2728564441204071,0.31091248989105225
juvenile,0.1913643628358841,0.15024831891059875,0.2089221328496933,0.14965349435806274,0.13952410221099854,0.19384002685546875,0.13236741721630096,0.2728765904903412,0.20077736675739288,0.2668471038341522,0.06793863326311111,0.1817030906677246
delinquents,0.29827597737312317,0.28529858589172363,0.22925877571105957,0.17972590029239655,0.3141467571258545,0.34337902069091797,0.22388875484466553,0.3990485966205597,0.26524725556373596,0.31177014112472534,0.19514255225658417,0.19299890100955963
and,0.41279885172843933,0.2681863307952881,0.3739250600337982,0.19922970235347748,0.1709403395652771,0.48971283435821533,0.25259146094322205,0.3041999638080597,0.4954058527946472,0.2640383541584015,0.23541007936000824,0.20544172823429108
political,0.24357503652572632,0.18960689008235931,0.21418654918670654,0.18021906912326813,0.25435733795166016,0.2065112292766571,0.33490484952926636,0.3612893521785736,0.22136160731315613,0.17180654406547546,0.2889714241027832,0.17130474746227264
assassins,0.2901553213596344,0.15554335713386536,0.16027505695819855,0.09477493166923523,0.20985203981399536,0.21327896416187286,0.22344624996185303,0.320488303899765,0.10419345647096634,0.08437278121709824,0.15103383362293243,0.22511708736419678
.,0.3541337847709656,0.29957500100135803,0.50484299659729,0.22178860008716583,0.17390288412570953,0.4645031690597534,0.2541380822658539,0.2603943943977356,0.5591574311256409,0.25904062390327454,0.30310705304145813,0.4130953550338745
'',0.024401003494858742,0.0004622935375664383,0.04890415817499161,0.03989468887448311,0.03877852112054825,-0.009905828163027763,-0.062313709408044815,0.003403886454179883,0.07432962208986282,0.015566214919090271,0.030770229175686836,0.018684765323996544
,who,gave,a,negative,connotation,to,civil,disobedience,in,recent,history,?
it,0.2868398427963257,0.2046516388654709,0.5452592968940735,0.2518291771411896,0.2647424340248108,0.513711154460907,0.17707513272762299,0.2648297846317291,0.5130809545516968,0.229965478181839,0.2701857089996338,0.25732165575027466
has,0.2558172643184662,0.2548820674419403,0.4670248031616211,0.19049720466136932,0.15766964852809906,0.3619994819164276,0.14805923402309418,0.11896127462387085,0.4173259735107422,0.3722807466983795,0.23279742896556854,0.15994466841220856
been,0.3295723795890808,0.19209837913513184,0.3315402865409851,0.15813472867012024,0.20338593423366547,0.34945759177207947,0.16754008829593658,0.20087917149066925,0.3515113592147827,0.4627731740474701,0.27890413999557495,0.24354910850524902
argued,0.27725863456726074,0.24590934813022614,0.1706712543964386,0.2327067255973816,0.29221153259277344,0.24650873243808746,0.22184301912784576,0.387824684381485,0.16827838122844696,0.19943195581436157,0.20134718716144562,0.18905270099639893
that,0.45444270968437195,0.2616252303123474,0.47537946701049805,0.31471964716911316,0.3041045665740967,0.5436353087425232,0.16867391765117645,0.3551425039768219,0.435920387506485,0.3408474624156952,0.24826017022132874,0.32716336846351624
the,0.3733934462070465,0.32555076479911804,0.5829201340675354,0.1981879472732544,0.2200334221124649,0.535392165184021,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.31046223640441895,0.33215048909187317,0.22068053483963013
term,0.19649659097194672,0.07607961446046829,0.3080509603023529,0.20533327758312225,0.3668942153453827,0.3310292959213257,0.15453830361366272,0.19347046315670013,0.27866655588150024,0.18111518025398254,0.24671058356761932,0.1901002675294876
``,0.02397952415049076,0.057774219661951065,0.07272057235240936,0.15715719759464264,0.14158587157726288,0.06720756739377975,0.06784805655479431,0.06214885041117668,0.04765888676047325,-0.05434009060263634,-0.03507232666015625,0.0685480609536171
civil,0.14972704648971558,0.16116970777511597,0.21693918108940125,0.12734687328338623,0.15964375436306,0.2019355595111847,1.0,0.5442691445350647,0.26466667652130127,0.20549947023391724,0.23035040497779846,0.1494513899087906
disobedience,0.34217217564582825,0.21776552498340607,0.25352153182029724,0.2270236313343048,0.34444230794906616,0.30665844678878784,0.5442691445350647,1.0,0.3054615259170532,0.1859210729598999,0.24179597198963165,0.19890835881233215
'',0.024401003494858742,0.0004622935375664383,0.04890415817499161,0.03989468887448311,0.03877852112054825,-0.009905828163027763,-0.062313709408044815,0.003403886454179883,0.07432962208986282,0.015566214919090271,0.030770229175686836,0.018684765323996544
