,who,masterminded,many,terror,attacks,?
one,0.40083858370780945,0.29799991846084595,0.4223630726337433,0.22960133850574493,0.20642362534999847,0.2673267424106598
result,0.13371044397354126,0.19237607717514038,0.2120126336812973,0.18065832555294037,0.19146791100502014,0.17218433320522308
of,0.2827862501144409,0.19713008403778076,0.37253960967063904,0.2489798218011856,0.18891674280166626,0.1826142966747284
this,0.3345087468624115,0.3082652688026428,0.43532639741897583,0.2888912558555603,0.3058132827281952,0.3155723512172699
was,0.3318818509578705,0.32941776514053345,0.260356068611145,0.21839022636413574,0.19397582113742828,0.18412111699581146
a,0.36608949303627014,0.3173413574695587,0.2872205972671509,0.28191542625427246,0.24573074281215668,0.23916715383529663
campaign,0.18840548396110535,0.1568710058927536,0.16119547188282013,0.25467678904533386,0.3025544583797455,0.162482351064682
of,0.2827862501144409,0.19713008403778076,0.37253960967063904,0.2489798218011856,0.18891674280166626,0.1826142966747284
attacks,0.20934036374092102,0.2209770679473877,0.2475653439760208,0.39323854446411133,0.9999999403953552,0.14532065391540527
on,0.2340552806854248,0.26705610752105713,0.32520127296447754,0.26241162419319153,0.2935330867767334,0.2714994251728058
government,0.27194860577583313,0.23822583258152008,0.27652618288993835,0.22343425452709198,0.18315811455249786,0.18851417303085327
officials,0.2880614995956421,0.2675643861293793,0.2677854299545288,0.29244521260261536,0.21361777186393738,0.1505519449710846
and,0.41279885172843933,0.28253859281539917,0.5296266674995422,0.23657767474651337,0.28638073801994324,0.20544172823429108
tourists,0.23626141250133514,0.15814976394176483,0.3706132471561432,0.15775223076343536,0.23206445574760437,0.10706513375043869
in,0.2792111933231354,0.2702689468860626,0.41474202275276184,0.2762015163898468,0.223388671875,0.20430970191955566
egypt,0.17025555670261383,0.10976912826299667,0.22281014919281006,0.21157926321029663,0.13581082224845886,0.17769601941108704
",",0.3365725874900818,0.3263496160507202,0.40610817074775696,0.21670322120189667,0.25300389528274536,0.31091248989105225
a,0.36608949303627014,0.3173413574695587,0.2872205972671509,0.28191542625427246,0.24573074281215668,0.23916715383529663
bloody,0.19476895034313202,0.32576829195022583,0.25510671734809875,0.3452012538909912,0.24571062624454498,0.19364359974861145
civil,0.14972704648971558,0.2501087486743927,0.2212105095386505,0.19933195412158966,0.17566165328025818,0.1494513899087906
war,0.24286115169525146,0.28429901599884033,0.28938722610473633,0.33299702405929565,0.2742409110069275,0.15510529279708862
in,0.2792111933231354,0.2702689468860626,0.41474202275276184,0.2762015163898468,0.223388671875,0.20430970191955566
algeria,0.16148415207862854,0.07713815569877625,0.15086713433265686,0.18266545236110687,0.15941451489925385,0.192555770277977
and,0.41279885172843933,0.28253859281539917,0.5296266674995422,0.23657767474651337,0.28638073801994324,0.20544172823429108
osama,0.2671177387237549,0.2690572142601013,0.2519950568675995,0.37450119853019714,0.35594409704208374,0.2064143270254135
bin,0.203443706035614,0.2083926796913147,0.16889040172100067,0.19730666279792786,0.17565111815929413,0.18378846347332
laden,0.22204375267028809,0.24314269423484802,0.23707161843776703,0.35184502601623535,0.3354833424091339,0.17972345650196075
's,0.05599616840481758,-0.02498314529657364,0.01698932610452175,0.035101767629384995,-0.05427505820989609,-0.023395681753754616
terror,0.18819886445999146,0.27483466267585754,0.17904098331928253,0.9999998807907104,0.39323854446411133,0.14604267477989197
attacks,0.20934036374092102,0.2209770679473877,0.2475653439760208,0.39323854446411133,0.9999999403953552,0.14532065391540527
climaxing,0.19857585430145264,0.27146393060684204,0.29746386408805847,0.26888859272003174,0.26171720027923584,0.2378859966993332
in,0.2792111933231354,0.2702689468860626,0.41474202275276184,0.2762015163898468,0.223388671875,0.20430970191955566
the,0.3733934462070465,0.3008894920349121,0.4335206151008606,0.2993146777153015,0.2845265567302704,0.22068053483963013
9/11,-0.00412020506337285,-0.019353341311216354,-0.10699392110109329,0.03795721009373665,-0.03254547342658043,0.06211625784635544
attack,0.2050056904554367,0.2016243189573288,0.19395799934864044,0.28928306698799133,0.7850538492202759,0.126759335398674
.,0.3541337847709656,0.28811872005462646,0.3974229395389557,0.2077924758195877,0.295037180185318,0.4130953550338745
