,where,did,the,president,appoint,cabinet,members,from,?
under,0.35552138090133667,0.20815621316432953,0.3348022699356079,0.1993730515241623,0.22563546895980835,0.16693155467510223,0.18708907067775726,0.24506589770317078,0.18233340978622437
the,0.5003893971443176,0.34736719727516174,1.0,0.24330610036849976,0.25431281328201294,0.24264733493328094,0.3321719169616699,0.40150508284568787,0.22068053483963013
deal,0.24290889501571655,0.2367614358663559,0.23069973289966583,0.15726934373378754,0.3111358880996704,0.15939196944236755,0.17299875617027283,0.2055993378162384,0.2513751685619354
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.26552814245224,0.25567105412483215,0.20813481509685516,0.2357054501771927,0.39760664105415344,0.31091248989105225
the,0.5003893971443176,0.34736719727516174,1.0,0.24330610036849976,0.25431281328201294,0.24264733493328094,0.3321719169616699,0.40150508284568787,0.22068053483963013
president,0.1105213314294815,0.1801012009382248,0.24330610036849976,1.0000001192092896,0.4176047742366791,0.41375821828842163,0.24681922793388367,0.14635725319385529,0.14148259162902832
would,0.3602546751499176,0.6268245577812195,0.4133751392364502,0.18554231524467468,0.29683175683021545,0.19937004148960114,0.27080827951431274,0.26231399178504944,0.37178951501846313
appoint,0.1719895303249359,0.2763405442237854,0.25431281328201294,0.4176047742366791,1.0,0.4272844195365906,0.26278573274612427,0.17931078374385834,0.21547414362430573
cabinet,0.10482265800237656,0.15958471596240997,0.24264733493328094,0.41375821828842163,0.4272844195365906,1.0,0.33047765493392944,0.08113420754671097,0.16409438848495483
ministers,0.17009899020195007,0.21763740479946136,0.2563166916370392,0.4690396785736084,0.4359003007411957,0.6151744723320007,0.36830830574035645,0.19095659255981445,0.15132683515548706
from,0.3713873624801636,0.20248863101005554,0.40150508284568787,0.14635725319385529,0.17931078374385834,0.08113420754671097,0.2350950688123703,1.0,0.19969791173934937
both,0.3814130425453186,0.34255191683769226,0.4931981563568115,0.1563737988471985,0.18781280517578125,0.1574612408876419,0.23901604115962982,0.299375057220459,0.19455738365650177
pnu,0.2558259069919586,0.20181907713413239,0.3120071589946747,0.3071192800998688,0.30129474401474,0.3525460362434387,0.2588331699371338,0.2762391269207001,0.2153494507074356
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.23286236822605133,0.2145346701145172,0.2119152694940567,0.2994427978992462,0.3601827025413513,0.20544172823429108
odm,0.269827276468277,0.11156462132930756,0.28903728723526,0.01494272705167532,0.11309567838907242,0.15902860462665558,0.10947523266077042,0.2637559473514557,0.1599399894475937
camps,0.21408095955848694,0.23806406557559967,0.19832448661327362,0.1310746967792511,0.18517997860908508,0.23652203381061554,0.19243985414505005,0.17245061695575714,0.17811423540115356
depending,0.35278084874153137,0.15164180099964142,0.3423977494239807,0.06916342675685883,0.1496811807155609,0.11288587749004364,0.15554548799991608,0.21672186255455017,0.21704205870628357
on,0.37630224227905273,0.2670976221561432,0.5107308030128479,0.18996542692184448,0.1562364399433136,0.13693758845329285,0.22849144041538239,0.36926645040512085,0.2714994251728058
each,0.3672003746032715,0.20516681671142578,0.470844566822052,0.09665662795305252,0.1719357669353485,0.14609205722808838,0.269004225730896,0.22863267362117767,0.21173812448978424
party,0.12749367952346802,0.1442001461982727,0.23779736459255219,0.3547251224517822,0.25686773657798767,0.3894132375717163,0.3031155467033386,0.2064429521560669,0.19031576812267303
's,0.0007701900321990252,0.05069678649306297,-0.01540423184633255,-0.08566092699766159,-0.03264938294887543,-0.07402638345956802,0.02701987512409687,-0.01936490088701248,-0.023395681753754616
strength,0.17696942389011383,0.205754354596138,0.22000056505203247,0.08264943957328796,0.13280756771564484,0.13278652727603912,0.11595218628644943,0.15419216454029083,0.09558156877756119
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.18811661005020142,0.22970159351825714,0.2274124175310135,0.196792870759964,0.4274188280105591,0.20430970191955566
parliament,0.14109039306640625,0.20460043847560883,0.26521381735801697,0.36955294013023376,0.3988797068595886,0.5042983889579773,0.3503897786140442,0.18214061856269836,0.1586504578590393
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.26255303621292114,0.24049615859985352,0.24969246983528137,0.21119362115859985,0.41536515951156616,0.4130953550338745
