,what,did,temüjin,'s,mother,emphasize,in,his,lessons,about,mongolia,'s,volatile,political,climate,?
temüjin,0.34580421447753906,0.3476600646972656,1.0,-0.010023289360105991,0.31091877818107605,0.25526711344718933,0.3433155417442322,0.4682264029979706,0.2425340861082077,0.2955760359764099,0.461716890335083,-0.010023289360105991,0.27757126092910767,0.29886260628700256,0.19607846438884735,0.21090233325958252
's,0.02692362666130066,0.05069678649306297,-0.010023289360105991,0.9999999403953552,0.03889143466949463,0.04138495773077011,-0.037580832839012146,0.047556519508361816,0.023597456514835358,-0.020936643704771996,-0.018711648881435394,0.9999999403953552,-0.01592566817998886,0.04151610657572746,0.04239832982420921,-0.023395681753754616
mother,0.20282095670700073,0.236347496509552,0.31091877818107605,0.03889143466949463,1.0,0.187807098031044,0.23971804976463318,0.3978782892227173,0.28966984152793884,0.2642134726047516,0.05521592125296593,0.03889143466949463,0.1769680678844452,0.11732067167758942,0.06962213665246964,0.15180644392967224
hoelun,0.1917150467634201,0.21864266693592072,0.479356586933136,0.037844713777303696,0.19403892755508423,0.13320200145244598,0.34333184361457825,0.2695542275905609,0.26227372884750366,0.26336583495140076,0.3252640664577484,0.037844713777303696,0.16378724575042725,0.1753719598054886,0.21606308221817017,0.19743679463863373
taught,0.25590506196022034,0.3282313942909241,0.29555246233940125,0.015992429107427597,0.356744647026062,0.328683078289032,0.24230356514453888,0.3619268238544464,0.5948629975318909,0.2660760283470154,0.08238967508077621,0.015992429107427597,0.07151944190263748,0.20126990973949432,0.1496162712574005,0.18297621607780457
him,0.34912991523742676,0.4290095865726471,0.452009379863739,0.004161491058766842,0.38333478569984436,0.2027018517255783,0.2284061461687088,0.6629161238670349,0.3352510333061218,0.2612628638744354,0.14213097095489502,0.004161491058766842,0.10136504471302032,0.1839393973350525,0.1360020935535431,0.23943768441677094
many,0.36131182312965393,0.375588983297348,0.325673371553421,0.01698932610452175,0.17682664096355438,0.2471676468849182,0.41474202275276184,0.3188176155090332,0.2640826106071472,0.3800397515296936,0.22435462474822998,0.01698932610452175,0.24603980779647827,0.2416682094335556,0.22610758244991302,0.2124512493610382
lessons,0.21948477625846863,0.22797350585460663,0.2425340861082077,0.023597456514835358,0.28966984152793884,0.249294713139534,0.17658352851867676,0.3270380198955536,0.9999998807907104,0.2548734247684479,0.07533171027898788,0.023597456514835358,0.04319196566939354,0.1486620306968689,0.15170036256313324,0.19643595814704895
about,0.47976887226104736,0.28723078966140747,0.2955760359764099,-0.020936643704771996,0.2642134726047516,0.27099737524986267,0.39797019958496094,0.24169853329658508,0.2548734247684479,1.0,0.19993694126605988,-0.020936643704771996,0.17878314852714539,0.20451058447360992,0.2469775229692459,0.302409827709198
the,0.42745697498321533,0.34736719727516174,0.43713900446891785,-0.01540423184633255,0.22516992688179016,0.23146559298038483,0.6662389636039734,0.4394008219242096,0.1640927940607071,0.37995871901512146,0.26887956261634827,-0.01540423184633255,0.20292486250400543,0.20477235317230225,0.2693597674369812,0.22068053483963013
unstable,0.21720536053180695,0.17960992455482483,0.2512432336807251,-0.06789743155241013,0.12661334872245789,0.14571352303028107,0.1900242120027542,0.18412040174007416,0.10544835776090622,0.17332050204277039,0.08694913983345032,-0.06789743155241013,0.4679887592792511,0.20778228342533112,0.23449014127254486,0.12142787873744965
political,0.21846716105937958,0.21022029221057892,0.29886260628700256,0.04151610657572746,0.11732067167758942,0.26450762152671814,0.22136160731315613,0.2937181890010834,0.1486620306968689,0.20451058447360992,0.18008466064929962,0.04151610657572746,0.18037661910057068,1.0000001192092896,0.23149718344211578,0.17130474746227264
climate,0.2854173183441162,0.1748235523700714,0.19607846438884735,0.04239832982420921,0.06962213665246964,0.19837689399719238,0.24209141731262207,0.12318522483110428,0.15170036256313324,0.2469775229692459,0.22542338073253632,0.04239832982420921,0.20902352035045624,0.23149718344211578,1.0000001192092896,0.19998492300510406
of,0.33290785551071167,0.2513895630836487,0.378805011510849,-0.03817026689648628,0.2170739620923996,0.28762245178222656,0.5696388483047485,0.38364991545677185,0.17860174179077148,0.40939709544181824,0.24969549477100372,-0.03817026689648628,0.2729129195213318,0.27319738268852234,0.25840428471565247,0.1826142966747284
mongolia,0.18044717609882355,0.15721069276332855,0.461716890335083,-0.018711648881435394,0.05521592125296593,0.09625370800495148,0.22565330564975739,0.11397407203912735,0.07533171027898788,0.19993694126605988,1.0000001192092896,-0.018711648881435394,0.09314543008804321,0.18008466064929962,0.22542338073253632,0.12165829539299011
",",0.3087472915649414,0.3015086054801941,0.3484273850917816,-0.0016132977325469255,0.30403390526771545,0.24411337077617645,0.5201468467712402,0.3378419280052185,0.2731812298297882,0.3877100944519043,0.23564393818378448,-0.0016132977325469255,0.2540162205696106,0.27072274684906006,0.224740669131279,0.31091248989105225
especially,0.3590192496776581,0.26305219531059265,0.27161601185798645,0.024765467271208763,0.20513808727264404,0.3291194438934326,0.3526567816734314,0.30936142802238464,0.25842925906181335,0.32761579751968384,0.20996536314487457,0.024765467271208763,0.3034597635269165,0.21054859459400177,0.25097525119781494,0.19751401245594025
the,0.42745697498321533,0.34736719727516174,0.43713900446891785,-0.01540423184633255,0.22516992688179016,0.23146559298038483,0.6662389636039734,0.4394008219242096,0.1640927940607071,0.37995871901512146,0.26887956261634827,-0.01540423184633255,0.20292486250400543,0.20477235317230225,0.2693597674369812,0.22068053483963013
need,0.39420950412750244,0.3521409034729004,0.29440993070602417,-0.007236657664179802,0.0834592655301094,0.3056221902370453,0.2129468470811844,0.14412902295589447,0.21578016877174377,0.2940417528152466,0.1946503221988678,-0.007236657664179802,0.2709551155567169,0.14701475203037262,0.1795302778482437,0.40413710474967957
for,0.3017193675041199,0.318512886762619,0.2671065032482147,-0.07241261005401611,0.15797074139118195,0.22016911208629608,0.4322226941585541,0.39312878251075745,0.2890339493751526,0.3312419354915619,0.17332881689071655,-0.07241261005401611,0.1797705739736557,0.24620850384235382,0.17355333268642426,0.264628142118454
alliances,0.15345780551433563,0.2170453667640686,0.3241508901119232,0.06990852952003479,0.1731175035238266,0.23381631076335907,0.20950894057750702,0.1930382251739502,0.16811102628707886,0.13317735493183136,0.2044922113418579,0.06990852952003479,0.20006653666496277,0.359613835811615,0.15102507174015045,0.09782075881958008
.,0.3567904531955719,0.35288307070732117,0.31788840889930725,-0.003708066651597619,0.27072274684906006,0.20397023856639862,0.5591574311256409,0.3119256794452667,0.23122639954090118,0.42038556933403015,0.2024824470281601,-0.003708066651597619,0.2602643370628357,0.24802669882774353,0.22208234667778015,0.4130953550338745
