,what,celestial,object,eluded,efforts,to,measure,oxygen,?
planetary,0.22651423513889313,0.4926040470600128,0.3671495318412781,0.21322457492351532,0.1833270937204361,0.19942444562911987,0.2682681977748871,0.2102528065443039,0.10185150802135468
geologists,0.33891814947128296,0.2111245095729828,0.1627805382013321,0.19798585772514343,0.14286449551582336,0.24980248510837555,0.26062196493148804,0.1984512209892273,0.18105274438858032
have,0.39808809757232666,0.16938567161560059,0.2752954661846161,0.21368783712387085,0.27444732189178467,0.4544740617275238,0.3115697503089905,0.27824607491493225,0.32991164922714233
measured,0.23318471014499664,0.31465423107147217,0.3816491663455963,0.28266727924346924,0.08521397411823273,0.20595905184745789,0.8349392414093018,0.25696173310279846,0.17351430654525757
different,0.39262300729751587,0.2296784669160843,0.27508577704429626,0.1604204922914505,0.1649785190820694,0.3617510497570038,0.31349077820777893,0.21795962750911713,0.24476227164268494
abundances,0.2171241194009781,0.1528165489435196,0.1796293407678604,0.21275153756141663,0.285795122385025,0.22837083041667938,0.2634691298007965,0.38967275619506836,0.14068590104579926
of,0.33290785551071167,0.2320268601179123,0.1993778944015503,0.27437448501586914,0.23738951981067657,0.41548454761505127,0.22469913959503174,0.16848602890968323,0.1826142966747284
oxygen,0.16781960427761078,0.16732443869113922,0.1864977777004242,0.16146889328956604,0.16531024873256683,0.24193501472473145,0.22250457108020782,0.9999999403953552,0.16786395013332367
isotopes,0.1776542365550995,0.23005111515522003,0.25444766879081726,0.18402199447155,0.13870486617088318,0.19722899794578552,0.29960960149765015,0.48844826221466064,0.1561429351568222
in,0.30808621644973755,0.2276507169008255,0.18661287426948547,0.2465154081583023,0.21540255844593048,0.45010748505592346,0.17892111837863922,0.1672476977109909,0.20430970191955566
samples,0.23286624252796173,0.15704619884490967,0.22242698073387146,0.24955560266971588,0.1270141899585724,0.19206596910953522,0.3110509216785431,0.23837734758853912,0.1777840405702591
from,0.2737620174884796,0.1822161227464676,0.18346236646175385,0.1355283409357071,0.15419499576091766,0.4069952368736267,0.16865527629852295,0.23457925021648407,0.19969791173934937
the,0.42745697498321533,0.26175692677497864,0.22418850660324097,0.35399705171585083,0.26890742778778076,0.535392165184021,0.2528008222579956,0.20428593456745148,0.22068053483963013
earth,0.25883176922798157,0.44694551825523376,0.37512388825416565,0.2436627298593521,0.1447204351425171,0.2486501932144165,0.23018260300159454,0.3065866231918335,0.17717236280441284
",",0.3087472915649414,0.18928267061710358,0.149229496717453,0.2921930253505707,0.20678693056106567,0.44245919585227966,0.18738344311714172,0.21812842786312103,0.31091248989105225
the,0.42745697498321533,0.26175692677497864,0.22418850660324097,0.35399705171585083,0.26890742778778076,0.535392165184021,0.2528008222579956,0.20428593456745148,0.22068053483963013
moon,0.15898863971233368,0.3722997307777405,0.3403555750846863,0.20243695378303528,0.1518269032239914,0.17707908153533936,0.2116575390100479,0.19341212511062622,0.1442703753709793
",",0.3087472915649414,0.18928267061710358,0.149229496717453,0.2921930253505707,0.20678693056106567,0.44245919585227966,0.18738344311714172,0.21812842786312103,0.31091248989105225
mars,0.16458405554294586,0.3351362943649292,0.25971588492393494,0.19061842560768127,0.1612427830696106,0.20331311225891113,0.19194036722183228,0.22450260818004608,0.1826961636543274
",",0.3087472915649414,0.18928267061710358,0.149229496717453,0.2921930253505707,0.20678693056106567,0.44245919585227966,0.18738344311714172,0.21812842786312103,0.31091248989105225
and,0.31309178471565247,0.2185414731502533,0.17470528185367584,0.22549636662006378,0.3115611970424652,0.48971283435821533,0.23739957809448242,0.22261030972003937,0.20544172823429108
meteorites,0.23754043877124786,0.32283809781074524,0.31985750794410706,0.2564451992511749,0.11553336679935455,0.17640437185764313,0.21196940541267395,0.37788376212120056,0.18958517909049988
",",0.3087472915649414,0.18928267061710358,0.149229496717453,0.2921930253505707,0.20678693056106567,0.44245919585227966,0.18738344311714172,0.21812842786312103,0.31091248989105225
but,0.5029441118240356,0.2097746580839157,0.2632811367511749,0.3298114836215973,0.32035431265830994,0.5542377829551697,0.20949092507362366,0.262522429227829,0.27921953797340393
were,0.22298263013362885,0.10670966655015945,0.10793723911046982,0.320158988237381,0.25068920850753784,0.31913647055625916,0.21342921257019043,0.15995736420154572,0.17890112102031708
long,0.28276848793029785,0.12364494055509567,0.16135703027248383,0.205032616853714,0.0863579735159874,0.30218687653541565,0.276467502117157,0.17569054663181305,0.19699987769126892
unable,0.2877064049243927,0.14702820777893066,0.21014942228794098,0.20246709883213043,0.3313997685909271,0.47413626313209534,0.1940680742263794,0.14642705023288727,0.1804998219013214
to,0.455847829580307,0.26620692014694214,0.2821136713027954,0.22211509943008423,0.36228540539741516,1.0,0.2774736285209656,0.24193501472473145,0.29463258385658264
obtain,0.18337780237197876,0.1764725148677826,0.22727903723716736,0.0484163761138916,0.2881222069263458,0.34578439593315125,0.2698808014392853,0.18961504101753235,0.15655191242694855
