,what,story,of,little,truth,is,a,pillar,of,history,?
according,0.2776208221912384,0.22387681901454926,0.3307822346687317,0.06903182715177536,0.27000540494918823,0.2838992476463318,0.239227756857872,0.16825857758522034,0.3307822346687317,0.26236799359321594,0.21173474192619324
to,0.455847829580307,0.2319863736629486,0.41548454761505127,0.2547711431980133,0.17789128422737122,0.42745086550712585,0.45503583550453186,0.21986158192157745,0.41548454761505127,0.24226762354373932,0.29463258385658264
scholars,0.2640625238418579,0.1866169422864914,0.2583930194377899,0.08966583013534546,0.26908430457115173,0.18092486262321472,0.1878340095281601,0.18252891302108765,0.2583930194377899,0.29023468494415283,0.11279910802841187
walter,0.11522015184164047,0.16779854893684387,0.16571573913097382,0.18167519569396973,0.12217916548252106,0.12071582674980164,0.24479345977306366,0.11906713992357254,0.16571573913097382,0.19741137325763702,0.1297207623720169
krämer,0.23624484241008759,0.21244323253631592,0.215447798371315,0.21906131505966187,0.23903030157089233,0.2941116392612457,0.31774550676345825,0.21426421403884888,0.215447798371315,0.1177816092967987,0.27046433091163635
",",0.3087472915649414,0.20667347311973572,0.4946078956127167,0.32780832052230835,0.22785305976867676,0.4691906273365021,0.427140474319458,0.1828019917011261,0.4946078956127167,0.2728564441204071,0.31091248989105225
götz,0.1431211531162262,0.195526123046875,0.18897834420204163,0.09644883871078491,0.12491462379693985,0.23010747134685516,0.21763551235198975,0.15102903544902802,0.18897834420204163,0.10008274018764496,0.1385221928358078
trenkler,0.14422251284122467,0.17437906563282013,0.25544673204421997,0.14578159153461456,0.07576431334018707,0.2086188793182373,0.27976468205451965,0.22610168159008026,0.25544673204421997,0.1782982349395752,0.12718325853347778
",",0.3087472915649414,0.20667347311973572,0.4946078956127167,0.32780832052230835,0.22785305976867676,0.4691906273365021,0.427140474319458,0.1828019917011261,0.4946078956127167,0.2728564441204071,0.31091248989105225
gerhard,0.12389631569385529,0.05802842602133751,0.21252495050430298,0.014462950639426708,0.09808369725942612,0.18726344406604767,0.2210315465927124,0.1220996081829071,0.21252495050430298,0.14396101236343384,0.11956482380628586
ritter,0.17201831936836243,0.25804436206817627,0.21511660516262054,0.1944972425699234,0.16406743228435516,0.13250310719013214,0.21386541426181793,0.11435852199792862,0.21511660516262054,0.18229995667934418,0.14221715927124023
",",0.3087472915649414,0.20667347311973572,0.4946078956127167,0.32780832052230835,0.22785305976867676,0.4691906273365021,0.427140474319458,0.1828019917011261,0.4946078956127167,0.2728564441204071,0.31091248989105225
and,0.31309178471565247,0.22456516325473785,0.5116966962814331,0.2627353072166443,0.17051421105861664,0.3859752118587494,0.3739250600337982,0.24057193100452423,0.5116966962814331,0.23541007936000824,0.20544172823429108
gerhard,0.12389631569385529,0.05802842602133751,0.21252495050430298,0.014462950639426708,0.09808369725942612,0.18726344406604767,0.2210315465927124,0.1220996081829071,0.21252495050430298,0.14396101236343384,0.11956482380628586
prause,0.25875750184059143,0.28827905654907227,0.2633470594882965,0.14899970591068268,0.2565280497074127,0.19263586401939392,0.26467570662498474,0.18329359591007233,0.2633470594882965,0.1805826872587204,0.22702759504318237
",",0.3087472915649414,0.20667347311973572,0.4946078956127167,0.32780832052230835,0.22785305976867676,0.4691906273365021,0.427140474319458,0.1828019917011261,0.4946078956127167,0.2728564441204071,0.31091248989105225
the,0.42745697498321533,0.2915393114089966,0.733189046382904,0.2412613034248352,0.225673645734787,0.5823672413825989,0.5829201340675354,0.3555957078933716,0.733189046382904,0.33215048909187317,0.22068053483963013
story,0.3410749137401581,1.0,0.2687002420425415,0.20989905297756195,0.3762318193912506,0.21414481103420258,0.26679712533950806,0.2773081660270691,0.2687002420425415,0.2923066318035126,0.2304346114397049
of,0.33290785551071167,0.2687002420425415,1.0,0.20116642117500305,0.19962605834007263,0.4854315221309662,0.5052502155303955,0.26621225476264954,1.0,0.31014925241470337,0.1826142966747284
the,0.42745697498321533,0.2915393114089966,0.733189046382904,0.2412613034248352,0.225673645734787,0.5823672413825989,0.5829201340675354,0.3555957078933716,0.733189046382904,0.33215048909187317,0.22068053483963013
posting,0.40828269720077515,0.2076362818479538,0.21473568677902222,0.2112712413072586,0.2873295545578003,0.2164599746465683,0.25844013690948486,0.13796305656433105,0.21473568677902222,0.2653806209564209,0.41508209705352783
on,0.34226128458976746,0.20766423642635345,0.3966929316520691,0.2574410140514374,0.16863466799259186,0.3635730445384979,0.3848365545272827,0.20708025991916656,0.3966929316520691,0.2302350103855133,0.2714994251728058
the,0.42745697498321533,0.2915393114089966,0.733189046382904,0.2412613034248352,0.225673645734787,0.5823672413825989,0.5829201340675354,0.3555957078933716,0.733189046382904,0.33215048909187317,0.22068053483963013
door,0.20838408172130585,0.24212124943733215,0.1459992229938507,0.26828905940055847,0.18456071615219116,0.17586170136928558,0.24844230711460114,0.29346203804016113,0.1459992229938507,0.10297781229019165,0.17460282146930695
",",0.3087472915649414,0.20667347311973572,0.4946078956127167,0.32780832052230835,0.22785305976867676,0.4691906273365021,0.427140474319458,0.1828019917011261,0.4946078956127167,0.2728564441204071,0.31091248989105225
even,0.40872135758399963,0.19773699343204498,0.34735506772994995,0.345156192779541,0.28827548027038574,0.28202980756759644,0.3278432786464691,0.13866901397705078,0.34735506772994995,0.2598176896572113,0.30082517862319946
though,0.4089210331439972,0.20358237624168396,0.37307101488113403,0.3068358898162842,0.2638339400291443,0.3265945613384247,0.33230000734329224,0.06525809317827225,0.37307101488113403,0.2666912376880646,0.3188856542110443
it,0.45803478360176086,0.24153392016887665,0.38761502504348755,0.2860073745250702,0.19022327661514282,0.6328473687171936,0.5452592968940735,0.2168697565793991,0.38761502504348755,0.2701857089996338,0.25732165575027466
has,0.20338068902492523,0.1827322095632553,0.3909035325050354,0.2619484066963196,0.10295063257217407,0.5668748617172241,0.4670248031616211,0.23768937587738037,0.3909035325050354,0.23279742896556854,0.15994466841220856
settled,0.23502321541309357,0.19285675883293152,0.28296858072280884,0.19131183624267578,0.1062777116894722,0.1917823702096939,0.24018414318561554,0.13939447700977325,0.28296858072280884,0.14846408367156982,0.09694210439920425
as,0.31749409437179565,0.1728793978691101,0.3886612355709076,0.27529188990592957,0.152903214097023,0.43216490745544434,0.39550232887268066,0.11992964148521423,0.3886612355709076,0.2152104675769806,0.27043893933296204
one,0.376489520072937,0.26564961671829224,0.4999135136604309,0.2340225726366043,0.16323305666446686,0.4544198513031006,0.4910551905632019,0.27777743339538574,0.4999135136604309,0.3155480921268463,0.2673267424106598
of,0.33290785551071167,0.2687002420425415,1.0,0.20116642117500305,0.19962605834007263,0.4854315221309662,0.5052502155303955,0.26621225476264954,1.0,0.31014925241470337,0.1826142966747284
the,0.42745697498321533,0.2915393114089966,0.733189046382904,0.2412613034248352,0.225673645734787,0.5823672413825989,0.5829201340675354,0.3555957078933716,0.733189046382904,0.33215048909187317,0.22068053483963013
pillars,0.23194028437137604,0.2655163109302521,0.29855287075042725,0.14687103033065796,0.2100415825843811,0.1831103265285492,0.20392535626888275,0.7942659854888916,0.29855287075042725,0.17587929964065552,0.14480045437812805
of,0.33290785551071167,0.2687002420425415,1.0,0.20116642117500305,0.19962605834007263,0.4854315221309662,0.5052502155303955,0.26621225476264954,1.0,0.31014925241470337,0.1826142966747284
history,0.28630873560905457,0.2923066318035126,0.31014925241470337,0.17320871353149414,0.1748722642660141,0.1751103699207306,0.2123815417289734,0.1502419114112854,0.31014925241470337,1.0000001192092896,0.2501974403858185
",",0.3087472915649414,0.20667347311973572,0.4946078956127167,0.32780832052230835,0.22785305976867676,0.4691906273365021,0.427140474319458,0.1828019917011261,0.4946078956127167,0.2728564441204071,0.31091248989105225
has,0.20338068902492523,0.1827322095632553,0.3909035325050354,0.2619484066963196,0.10295063257217407,0.5668748617172241,0.4670248031616211,0.23768937587738037,0.3909035325050354,0.23279742896556854,0.15994466841220856
little,0.2614184617996216,0.20989905297756195,0.20116642117500305,1.0,0.18853522837162018,0.23436859250068665,0.3029581904411316,0.10190360248088837,0.20116642117500305,0.17320871353149414,0.20336517691612244
foundation,0.19225969910621643,0.18287472426891327,0.26611822843551636,0.1618598997592926,0.16370336711406708,0.18130874633789062,0.18916189670562744,0.24164973199367523,0.26611822843551636,0.2509334981441498,0.1791457086801529
in,0.30808621644973755,0.22475379705429077,0.5696388483047485,0.22515349090099335,0.1576424539089203,0.5394441485404968,0.539380669593811,0.21177507936954498,0.5696388483047485,0.29215577244758606,0.20430970191955566
truth,0.41090071201324463,0.3762318193912506,0.19962605834007263,0.18853522837162018,0.9999998807907104,0.1646023690700531,0.1767059713602066,0.1837032437324524,0.19962605834007263,0.1748722642660141,0.27048787474632263
.,0.3567904531955719,0.24893946945667267,0.5352458953857422,0.24199113249778748,0.20524953305721283,0.4569662809371948,0.50484299659729,0.19295954704284668,0.5352458953857422,0.30310705304145813,0.4130953550338745
