,which,super,bowl,did,elway,win,at,38,years,old,?
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.34736719727516174,0.2985321283340454,0.28308698534965515,0.457212895154953,0.054539695382118225,0.2912273406982422,0.31849798560142517,0.22068053483963013
past,0.34779325127601624,0.15902681648731232,0.17576618492603302,0.23777562379837036,0.2355150729417801,0.195668026804924,0.16058006882667542,0.03281722590327263,0.32923611998558044,0.2857542634010315,0.2598046660423279
record,0.2531338036060333,0.2505435347557068,0.24389338493347168,0.20556741952896118,0.2513806223869324,0.3108607828617096,0.21598400175571442,-0.003160699736326933,0.24372375011444092,0.12360779941082001,0.14407116174697876
was,0.2830964922904968,0.21420986950397491,0.21915455162525177,0.41399896144866943,0.24907957017421722,0.29097598791122437,0.36707764863967896,0.0077925487421453,0.35855233669281006,0.2867572605609894,0.18412111699581146
held,0.2626747488975525,0.1602509617805481,0.1913566142320633,0.18607917428016663,0.16974188387393951,0.2987942397594452,0.3822793960571289,0.06903945654630661,0.21447817981243134,0.1112646535038948,0.14103956520557404
by,0.40543368458747864,0.15233319997787476,0.12992306053638458,0.18574509024620056,0.19525057077407837,0.1426505446434021,0.2368064820766449,-0.06048400327563286,0.19883383810520172,0.16804057359695435,0.17966607213020325
john,0.20415355265140533,0.1567493975162506,0.19344750046730042,0.18785913288593292,0.3617522716522217,0.19180476665496826,0.2018798142671585,0.052199386060237885,0.13242320716381073,0.10236245393753052,0.13162356615066528
elway,0.23536452651023865,0.2389257848262787,0.3023669123649597,0.19734835624694824,1.0000001192092896,0.30362534523010254,0.2432812750339508,-0.03346579149365425,0.21149559319019318,0.23711493611335754,0.2248448133468628
",",0.3658004403114319,0.22322475910186768,0.1810409277677536,0.3015086054801941,0.3350414037704468,0.2999197840690613,0.38314947485923767,-0.06660237908363342,0.2589467465877533,0.26524028182029724,0.31091248989105225
who,0.3688730001449585,0.1819351613521576,0.09189514070749283,0.34038686752319336,0.30533918738365173,0.25592827796936035,0.22096660733222961,0.05407789349555969,0.29867154359817505,0.2511109709739685,0.26220351457595825
led,0.21040768921375275,0.12589675188064575,0.16275393962860107,0.3213953971862793,0.19570133090019226,0.18607385456562042,0.21907441318035126,0.04027885943651199,0.2199622243642807,0.09053656458854675,0.09273858368396759
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.34736719727516174,0.2985321283340454,0.28308698534965515,0.457212895154953,0.054539695382118225,0.2912273406982422,0.31849798560142517,0.22068053483963013
broncos,0.22873279452323914,0.36141330003738403,0.4351775348186493,0.1738176792860031,0.47580254077911377,0.29460665583610535,0.23374907672405243,0.11418159306049347,0.24300086498260498,0.0845843181014061,0.18377114832401276
to,0.5345056653022766,0.17783479392528534,0.16993016004562378,0.4452643394470215,0.2782730460166931,0.2910063862800598,0.36524343490600586,-0.04340619221329689,0.23891852796077728,0.2412436157464981,0.29463258385658264
victory,0.22430095076560974,0.2620534598827362,0.25666385889053345,0.18024887144565582,0.2031494528055191,0.5132298469543457,0.16412246227264404,0.03154686093330383,0.24834409356117249,0.16114239394664764,0.15412560105323792
in,0.4840516746044159,0.18576006591320038,0.17236235737800598,0.2593238651752472,0.2640700042247772,0.2503834664821625,0.4374977946281433,0.033282700926065445,0.33554986119270325,0.2865324318408966,0.20430970191955566
super,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.16038043797016144,0.2389257848262787,0.23746667802333832,0.11449114978313446,0.0008700569742359221,0.15193983912467957,0.17351548373699188,0.166326642036438
bowl,0.23468568921089172,0.4848237931728363,1.0,0.18569406867027283,0.3023669123649597,0.2581532299518585,0.2709662914276123,0.02592012658715248,0.221580371260643,0.07883551716804504,0.21118052303791046
xxxiii,0.2861679196357727,0.521435022354126,0.5332549810409546,0.1696920543909073,0.32840511202812195,0.32887232303619385,0.1722499430179596,-0.07181275635957718,0.2061280608177185,0.0942859873175621,0.19756333529949188
at,0.3286694884300232,0.11449114978313446,0.2709662914276123,0.28390252590179443,0.2432812750339508,0.18453358113765717,1.0,0.03136567026376724,0.2851444482803345,0.17987459897994995,0.21978627145290375
age,0.1620659977197647,0.1118914783000946,0.0928628072142601,0.1816447526216507,0.17859137058258057,0.14251679182052612,0.32409605383872986,0.10523227602243423,0.477315217256546,0.3780447840690613,0.16859300434589386
38,-0.04428216814994812,0.0008700569742359221,0.02592012658715248,0.021970633417367935,-0.03346579149365425,0.056854624301195145,0.03136567026376724,0.9999999403953552,0.08412976562976837,-0.020604226738214493,0.014457103796303272
and,0.506277859210968,0.18368244171142578,0.1698254644870758,0.34479495882987976,0.2699993848800659,0.25380003452301025,0.3571503460407257,-0.020579572767019272,0.300204873085022,0.29022282361984253,0.20544172823429108
is,0.4457404911518097,0.15390309691429138,0.14233897626399994,0.19247472286224365,0.22354689240455627,0.21301808953285217,0.25906258821487427,-0.012638282030820847,0.19551363587379456,0.24332627654075623,0.22961433231830597
currently,0.2807596027851105,0.2192588597536087,0.09355533123016357,0.13700537383556366,0.260163277387619,0.12881708145141602,0.210249125957489,0.0745917484164238,0.2178831398487091,0.1637304574251175,0.1861555278301239
denver,0.12987183034420013,0.24589714407920837,0.2861449718475342,0.16413381695747375,0.41913217306137085,0.173592209815979,0.18947194516658783,-0.007186218164861202,0.24351242184638977,0.04024224355816841,0.1520889848470688
's,0.03856118768453598,0.09726737439632416,-0.02838491089642048,0.05069678649306297,-0.02843191660940647,0.04981255531311035,-0.08481216430664062,0.019909508526325226,0.05563735216856003,0.14042171835899353,-0.023395681753754616
executive,0.2271793633699417,0.1542377471923828,0.09344751387834549,0.1714463233947754,0.28169018030166626,0.12349052727222443,0.09011892229318619,-0.017535533756017685,0.15090754628181458,0.08139049261808395,0.12134998291730881
vice,0.12180701643228531,0.12336721271276474,0.09809011220932007,0.15456269681453705,0.18452145159244537,0.19808971881866455,0.10861647129058838,0.06342166662216187,0.18308193981647491,0.11439885944128036,0.1369185745716095
president,0.15872660279273987,0.11904861032962799,0.17701053619384766,0.1801012009382248,0.2424377053976059,0.23941752314567566,0.1509951651096344,0.09350597858428955,0.21169443428516388,0.10062959045171738,0.14148259162902832
of,0.5011631846427917,0.14718765020370483,0.2243070751428604,0.2513895630836487,0.2248365581035614,0.18048720061779022,0.42558613419532776,0.02749749645590782,0.2904134690761566,0.30522194504737854,0.1826142966747284
football,0.18762435019016266,0.295350581407547,0.3109349310398102,0.1318265050649643,0.38217997550964355,0.1798321157693863,0.20598703622817993,0.040621597319841385,0.16929762065410614,0.16290944814682007,0.14957410097122192
operations,0.29188036918640137,0.15616489946842194,0.0534176342189312,0.1597038060426712,0.13585487008094788,0.1400490403175354,0.20260471105575562,0.06185691058635712,0.1677897721529007,0.10318911075592041,0.13622350990772247
and,0.506277859210968,0.18368244171142578,0.1698254644870758,0.34479495882987976,0.2699993848800659,0.25380003452301025,0.3571503460407257,-0.020579572767019272,0.300204873085022,0.29022282361984253,0.20544172823429108
general,0.19923317432403564,0.04521964490413666,0.07438556104898453,0.19499315321445465,0.15048164129257202,0.21574237942695618,0.2006627768278122,0.02704070881009102,0.17239786684513092,0.05738913267850876,0.1972234547138214
manager,0.1960698813199997,0.10942146927118301,0.10839234292507172,0.1511809527873993,0.3292383551597595,0.24729733169078827,0.11769156157970428,-0.04629844054579735,0.21599389612674713,0.16622525453567505,0.11875338107347488
.,0.45942068099975586,0.2757420241832733,0.21516893804073334,0.35288307070732117,0.31222525238990784,0.25577837228775024,0.4549728035926819,0.03874215856194496,0.31919315457344055,0.32390445470809937,0.4130953550338745
