,the,epidemic,in,newcastle,was,the,most,what,in,any,british,city,at,the,time,?
specifically,0.3760298490524292,0.17612504959106445,0.2524903118610382,0.047977156937122345,0.22558844089508057,0.3760298490524292,0.2899037301540375,0.37581726908683777,0.2524903118610382,0.4257572889328003,0.15729379653930664,0.09794682264328003,0.23471149802207947,0.3760298490524292,0.17806275188922882,0.2063003033399582
within,0.39827480912208557,0.08482825011014938,0.40576374530792236,0.18909280002117157,0.19280311465263367,0.39827480912208557,0.2788230776786804,0.2498195916414261,0.40576374530792236,0.34662479162216187,0.11597860604524612,0.1794440597295761,0.20427878201007843,0.39827480912208557,0.2541442811489105,0.1870293766260147
the,1.0,0.23666009306907654,0.6662389636039734,0.2253497689962387,0.48711544275283813,1.0,0.47635307908058167,0.42745697498321533,0.6662389636039734,0.4525727927684784,0.28973397612571716,0.35769423842430115,0.457212895154953,1.0,0.43061500787734985,0.22068053483963013
year,0.3609684407711029,0.17858768999576569,0.3359307050704956,0.18703900277614594,0.3209837079048157,0.3609684407711029,0.26422736048698425,0.15184831619262695,0.3359307050704956,0.2360529750585556,0.16501371562480927,0.24964560568332672,0.3146436810493469,0.3609684407711029,0.41097521781921387,0.18315006792545319
1636,0.048702459782361984,0.013491189107298851,0.19122673571109772,0.11750133335590363,0.15977349877357483,0.048702459782361984,-0.050525397062301636,-0.09300483763217926,0.19122673571109772,-0.1409166157245636,0.15950563549995422,0.2774614989757538,0.033860184252262115,0.048702459782361984,-0.06236656382679939,-0.0838172435760498
",",0.4933079481124878,0.2777330279350281,0.5201468467712402,0.251589834690094,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.3087472915649414,0.5201468467712402,0.3237466514110565,0.25734075903892517,0.35839709639549255,0.38314947485923767,0.4933079481124878,0.3029961884021759,0.31091248989105225
it,0.6251175999641418,0.23683005571365356,0.5130809545516968,0.17789338529109955,0.4577186405658722,0.6251175999641418,0.4001435935497284,0.45803478360176086,0.5130809545516968,0.4118892550468445,0.18971234560012817,0.3001909852027893,0.36473900079727173,0.6251175999641418,0.3375589847564697,0.25732165575027466
is,0.5823672413825989,0.17961624264717102,0.5394441485404968,0.1841045320034027,0.5810302495956421,0.5823672413825989,0.41165053844451904,0.28837618231773376,0.5394441485404968,0.35691767930984497,0.19484983384609222,0.3186660706996918,0.25906258821487427,0.5823672413825989,0.25187405943870544,0.22961433231830597
roughly,0.3095499873161316,0.16230922937393188,0.2718433141708374,0.16750812530517578,0.1854681819677353,0.3095499873161316,0.2205723077058792,0.2731170356273651,0.2718433141708374,0.20277664065361023,0.08485128730535507,0.16517092287540436,0.2713680863380432,0.3095499873161316,0.2670932412147522,0.09299357235431671
estimated,0.29184040427207947,0.26247039437294006,0.2508986294269562,0.15640278160572052,0.2472851723432541,0.29184040427207947,0.2743355333805084,0.19670580327510834,0.2508986294269562,0.22747769951820374,0.1352323591709137,0.24695147573947906,0.2611149847507477,0.29184040427207947,0.22440801560878754,0.18149758875370026
with,0.4223487675189972,0.2700592875480652,0.4080928862094879,0.1710812896490097,0.27411898970603943,0.4223487675189972,0.336320698261261,0.2464839518070221,0.4080928862094879,0.34412381052970886,0.1637800633907318,0.19554263353347778,0.29126521944999695,0.4223487675189972,0.31862112879753113,0.2433311939239502
evidence,0.25031140446662903,0.28415387868881226,0.16157563030719757,0.10793798416852951,0.19407325983047485,0.25031140446662903,0.2003549486398697,0.33425694704055786,0.16157563030719757,0.3932151198387146,0.12441202998161316,0.12128961086273193,0.19522343575954437,0.25031140446662903,0.23989234864711761,0.24151235818862915
held,0.32185450196266174,0.18156148493289948,0.3127288818359375,0.16754475235939026,0.30231067538261414,0.32185450196266174,0.20313653349876404,0.0974166989326477,0.3127288818359375,0.16794443130493164,0.16985245048999786,0.21825216710567474,0.3822793960571289,0.32185450196266174,0.2842716872692108,0.14103956520557404
by,0.4408751428127289,0.24461781978607178,0.370934396982193,0.1767825335264206,0.4752357602119446,0.4408751428127289,0.270847886800766,0.2455483376979828,0.370934396982193,0.2681882679462433,0.26707085967063904,0.21020644903182983,0.2368064820766449,0.4408751428127289,0.26502725481987,0.17966607213020325
the,1.0,0.23666009306907654,0.6662389636039734,0.2253497689962387,0.48711544275283813,1.0,0.47635307908058167,0.42745697498321533,0.6662389636039734,0.4525727927684784,0.28973397612571716,0.35769423842430115,0.457212895154953,1.0,0.43061500787734985,0.22068053483963013
society,0.2789285480976105,0.14705204963684082,0.21229879558086395,0.16953499615192413,0.21627455949783325,0.2789285480976105,0.1709422916173935,0.23231269419193268,0.21229879558086395,0.20444177091121674,0.19119364023208618,0.1802392601966858,0.11969181150197983,0.2789285480976105,0.14587067067623138,0.1373005360364914
of,0.733189046382904,0.2578725516796112,0.5696388483047485,0.18781472742557526,0.4069072902202606,0.733189046382904,0.4178851246833801,0.33290785551071167,0.5696388483047485,0.3769088089466095,0.23701532185077667,0.32503411173820496,0.42558613419532776,0.733189046382904,0.35127586126327515,0.1826142966747284
antiquaries,0.30199921131134033,0.25258907675743103,0.2563333809375763,0.2584499716758728,0.21660274267196655,0.30199921131134033,0.2299456000328064,0.23294709622859955,0.2563333809375763,0.25379082560539246,0.24420581758022308,0.2436898648738861,0.24454505741596222,0.30199921131134033,0.22508132457733154,0.1974824070930481
that,0.5473989248275757,0.2521248161792755,0.435920387506485,0.18880853056907654,0.33670201897621155,0.5473989248275757,0.4497850239276886,0.6297725439071655,0.435920387506485,0.5484943389892578,0.19530552625656128,0.183757483959198,0.3183255195617676,0.5473989248275757,0.388528436422348,0.32716336846351624
47,-0.03119542822241783,0.009378849528729916,-0.026636576279997826,0.02022598497569561,-0.011112519539892673,-0.03119542822241783,-0.0031334522645920515,-0.09126321971416473,-0.026636576279997826,-0.1413745880126953,0.002373515861108899,0.15766297280788422,-0.02138359658420086,-0.03119542822241783,-0.08072677999734879,-0.07188211381435394
%,0.21490740776062012,0.1728750616312027,0.19465309381484985,0.11218821257352829,0.11743833869695663,0.21490740776062012,0.26077356934547424,0.20738190412521362,0.19465309381484985,0.2554582953453064,0.04537878558039665,0.1702996790409088,0.18534855544567108,0.21490740776062012,0.129025399684906,0.21441808342933655
of,0.733189046382904,0.2578725516796112,0.5696388483047485,0.18781472742557526,0.4069072902202606,0.733189046382904,0.4178851246833801,0.33290785551071167,0.5696388483047485,0.3769088089466095,0.23701532185077667,0.32503411173820496,0.42558613419532776,0.733189046382904,0.35127586126327515,0.1826142966747284
