,what,is,raghuram,rajan,'s,career,?
central,0.17723965644836426,0.273421049118042,0.2322920709848404,0.0604623481631279,-0.03171226754784584,0.11173874139785767,0.14787602424621582
banking,0.17690955102443695,0.2317739725112915,0.2748093605041504,0.24030828475952148,0.09446156769990921,0.23453140258789062,0.12845630943775177
economist,0.16227665543556213,0.17990195751190186,0.29030898213386536,0.27279824018478394,0.01463379431515932,0.18084165453910828,0.15311987698078156
raghuram,0.27225401997566223,0.33741694688796997,0.9999998807907104,0.49916356801986694,0.09025847166776657,0.27217230200767517,0.20225533843040466
rajan,0.20311595499515533,0.12573105096817017,0.49916356801986694,0.9999999403953552,0.07126603275537491,0.24652805924415588,0.18364664912223816
argues,0.3211183547973633,0.2095448076725006,0.1810755580663681,0.08249833434820175,0.013028706423938274,0.07889101654291153,0.20733967423439026
that,0.6297725439071655,0.3995479643344879,0.2660803496837616,0.14530541002750397,0.04397977516055107,0.14372368156909943,0.32716336846351624
``,0.008517155423760414,0.058766357600688934,0.032183267176151276,0.1188906580209732,-0.03416389226913452,0.058161333203315735,0.0685480609536171
systematic,0.2752337157726288,0.12260103970766068,0.14119987189769745,0.17408695816993713,-0.016490593552589417,0.17642393708229065,0.14940129220485687
economic,0.18082544207572937,0.21102669835090637,0.26847541332244873,0.18428689241409302,0.0034841743763536215,0.19576698541641235,0.1206481084227562
inequalities,0.2880789637565613,0.18202315270900726,0.231183722615242,0.11513952165842056,-0.03317912295460701,0.12415024638175964,0.19635117053985596
",",0.3087472915649414,0.4691906273365021,0.3801431357860565,0.18188756704330444,-0.0016132977325469255,0.217554971575737,0.31091248989105225
within,0.2498195916414261,0.30135563015937805,0.2608773112297058,0.13402777910232544,-0.01527355331927538,0.08535817265510559,0.1870293766260147
the,0.42745697498321533,0.5823672413825989,0.3500976860523224,0.1822163164615631,-0.01540423184633255,0.19230268895626068,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.26221832633018494,0.13268814980983734,-0.03853745758533478,0.22018633782863617,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.25206443667411804,0.11561120301485062,-0.004298824816942215,0.21348878741264343,0.16272737085819244
and,0.31309178471565247,0.3859752118587494,0.37845396995544434,0.1772136390209198,0.06895173341035843,0.2703562378883362,0.20544172823429108
around,0.27475327253341675,0.286477267742157,0.2554768919944763,0.11994018405675888,-0.039796680212020874,0.12517309188842773,0.14729668200016022
the,0.42745697498321533,0.5823672413825989,0.3500976860523224,0.1822163164615631,-0.01540423184633255,0.19230268895626068,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.2235090285539627,0.19075623154640198,0.11877062171697617,0.2501538395881653,0.17579582333564758
",",0.3087472915649414,0.4691906273365021,0.3801431357860565,0.18188756704330444,-0.0016132977325469255,0.217554971575737,0.31091248989105225
have,0.39808809757232666,0.3613572418689728,0.20975352823734283,0.14788836240768433,-0.02807004563510418,0.1640099734067917,0.32991164922714233
created,0.20714101195335388,0.28467464447021484,0.21851953864097595,0.10364805161952972,-0.015766004100441933,0.06189858913421631,0.21177415549755096
deep,0.2200533002614975,0.23750139772891998,0.2250801920890808,0.06684737652540207,0.019497649744153023,0.1435002237558365,0.1765073984861374
financial,0.1900392472743988,0.1937110424041748,0.2431439608335495,0.2551524043083191,0.06992136687040329,0.3149567246437073,0.06444920599460602
'fault,0.3097907304763794,0.268522709608078,0.19809867441654205,0.11029484868049622,-0.01629863679409027,0.10568885505199432,0.20352260768413544
lines,0.21269705891609192,0.1740446388721466,0.1546429842710495,0.06371323764324188,0.07119013369083405,0.14416415989398956,0.18324026465415955
',0.3245812654495239,0.5508411526679993,0.3212585151195526,0.1397867351770401,0.07651367038488388,0.12111102789640427,0.330942302942276
that,0.6297725439071655,0.3995479643344879,0.2660803496837616,0.14530541002750397,0.04397977516055107,0.14372368156909943,0.32716336846351624
have,0.39808809757232666,0.3613572418689728,0.20975352823734283,0.14788836240768433,-0.02807004563510418,0.1640099734067917,0.32991164922714233
made,0.23419176042079926,0.29543453454971313,0.1974928379058838,0.13523782789707184,0.08483956009149551,0.1958187371492386,0.17218779027462006
[,0.010752761736512184,-0.06921151280403137,0.08904235064983368,0.022930052131414413,0.01083834283053875,0.17864882946014404,0.011015460826456547
financial,0.1900392472743988,0.1937110424041748,0.2431439608335495,0.2551524043083191,0.06992136687040329,0.3149567246437073,0.06444920599460602
],-0.03775298595428467,-0.02998926118016243,-0.049137748777866364,0.017264463007450104,-0.10493394732475281,-0.09151650220155716,-0.0022520492784678936
crises,0.24938370287418365,0.2523304224014282,0.22453731298446655,0.18128429353237152,0.01740419492125511,0.189546599984169,0.15990853309631348
more,0.3484537899494171,0.2946030795574188,0.23040609061717987,0.12645979225635529,0.032942235469818115,0.16905373334884644,0.27894994616508484
likely,0.4101858139038086,0.2638912796974182,0.20633362233638763,0.16274206340312958,-0.07239501178264618,0.08620648086071014,0.35971182584762573
