,when,was,the,great,plague,of,london,?
the,0.5091903209686279,0.48711544275283813,1.0,0.2822027802467346,0.2537761330604553,0.733189046382904,0.27034124732017517,0.22068053483963013
most,0.299309104681015,0.29933857917785645,0.47635307908058167,0.21389809250831604,0.20123998820781708,0.4178851246833801,0.1537603884935379,0.2107497900724411
general,0.20438088476657867,0.2445744127035141,0.28634732961654663,0.1768985092639923,0.10879912227392197,0.28352999687194824,0.1558401882648468,0.1972234547138214
outbreaks,0.2989928722381592,0.23416206240653992,0.294321209192276,0.22859986126422882,0.5223511457443237,0.23829330503940582,0.1880078762769699,0.18502937257289886
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23348836600780487,0.2488756626844406,0.5696388483047485,0.2785358726978302,0.20430970191955566
tudor,0.2675745189189911,0.22229555249214172,0.2532430589199066,0.218414768576622,0.28040874004364014,0.24829179048538208,0.3387005627155304,0.20073886215686798
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2591964602470398,0.2229994833469391,0.5116966962814331,0.2868692874908447,0.20544172823429108
stuart,0.22303371131420135,0.27722451090812683,0.254898339509964,0.14147163927555084,0.17482449114322662,0.216365247964859,0.304608017206192,0.10747454315423965
england,0.26359328627586365,0.2656741440296173,0.28280043601989746,0.27539199590682983,0.2863551378250122,0.24624483287334442,0.4936862885951996,0.13436897099018097
seem,0.3154836595058441,0.21120111644268036,0.2749357521533966,0.19861993193626404,0.18124711513519287,0.22733785212039948,0.14521782100200653,0.42079484462738037
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.1880372017621994,0.21845681965351105,0.41548454761505127,0.2021344155073166,0.29463258385658264
have,0.40555819869041443,0.2863433063030243,0.40389683842658997,0.24053381383419037,0.1807374507188797,0.3802283704280853,0.16179203987121582,0.32991164922714233
begun,0.2445744425058365,0.2829301357269287,0.2750677764415741,0.18635821342468262,0.13069236278533936,0.23892870545387268,0.09457757323980331,0.13816508650779724
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23348836600780487,0.2488756626844406,0.5696388483047485,0.2785358726978302,0.20430970191955566
1498,0.17504659295082092,0.1456013023853302,0.09903162717819214,0.0967908725142479,0.1540527641773224,0.09619492292404175,0.1983966827392578,-0.017557252198457718
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.2630122900009155,0.4946078956127167,0.2571207880973816,0.31091248989105225
1535,-0.0034896046854555607,0.15184873342514038,0.06354883313179016,0.08223231136798859,0.12313992530107498,0.1576947718858719,0.020362069830298424,0.01359572447836399
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.2630122900009155,0.4946078956127167,0.2571207880973816,0.31091248989105225
1543,-0.055767565965652466,-0.028081929311156273,-0.029971811920404434,0.044587697833776474,0.00180826464202255,-0.03712578862905502,-0.0062035867013037205,-0.04655180871486664
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.2630122900009155,0.4946078956127167,0.2571207880973816,0.31091248989105225
1563,0.09736184775829315,0.05335643142461777,0.12087085098028183,0.005627417005598545,0.17310932278633118,0.1059185341000557,-0.05002970993518829,0.032877806574106216
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.2630122900009155,0.4946078956127167,0.2571207880973816,0.31091248989105225
1589,0.1615118831396103,0.15283937752246857,0.23528961837291718,0.03236746788024902,0.03520958498120308,0.15699097514152527,0.1942163109779358,0.1062065064907074
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.2630122900009155,0.4946078956127167,0.2571207880973816,0.31091248989105225
1603,0.1984647810459137,0.16790249943733215,0.23614497482776642,0.11268173158168793,0.12430612742900848,0.13352207839488983,0.16480258107185364,0.03993469476699829
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.2630122900009155,0.4946078956127167,0.2571207880973816,0.31091248989105225
1625,0.041367653757333755,0.16692321002483368,0.16223084926605225,0.038711901754140854,0.11041207611560822,0.18638353049755096,0.10395655781030655,0.012680300511419773
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.2630122900009155,0.4946078956127167,0.2571207880973816,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2591964602470398,0.2229994833469391,0.5116966962814331,0.2868692874908447,0.20544172823429108
1636,-0.03768298774957657,0.15977349877357483,0.048702459782361984,-0.005568311084061861,-0.030479365959763527,0.10540710389614105,0.12848439812660217,-0.0838172435760498
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.2630122900009155,0.4946078956127167,0.2571207880973816,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2591964602470398,0.2229994833469391,0.5116966962814331,0.2868692874908447,0.20544172823429108
ended,0.2624439001083374,0.4452953040599823,0.3356485068798065,0.15964442491531372,0.1804366111755371,0.27636510133743286,0.15775462985038757,0.15429291129112244
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.21752162277698517,0.1677253097295761,0.41827285289764404,0.17428526282310486,0.2433311939239502
the,0.5091903209686279,0.48711544275283813,1.0,0.2822027802467346,0.2537761330604553,0.733189046382904,0.27034124732017517,0.22068053483963013
great,0.2342798113822937,0.19652196764945984,0.2822027802467346,1.0,0.2758181691169739,0.3168134391307831,0.15703324973583221,0.13135133683681488
plague,0.25819700956344604,0.24312011897563934,0.2537761330604553,0.2758181691169739,0.9999999403953552,0.27455615997314453,0.30044928193092346,0.11872942000627518
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3168134391307831,0.27455615997314453,1.0,0.2159106284379959,0.1826142966747284
london,0.17293383181095123,0.3026486933231354,0.27034124732017517,0.15703324973583221,0.30044928193092346,0.2159106284379959,1.0,0.11278104782104492
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23348836600780487,0.2488756626844406,0.5696388483047485,0.2785358726978302,0.20430970191955566
1665,-0.11947742104530334,-0.049086567014455795,-0.0433177575469017,0.01118534430861473,0.0854477509856224,-0.009760460816323757,0.0006735764327459037,0.10857430845499039
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2178412526845932,0.2547653317451477,0.5352458953857422,0.26322779059410095,0.4130953550338745
