,what,is,the,name,of,the,book,written,by,archeologist,betty,meggers,?
archeologist,0.21000009775161743,0.21130749583244324,0.210653156042099,0.17194470763206482,0.1672690212726593,0.210653156042099,0.25419485569000244,0.20703445374965668,0.14832846820354462,1.0,0.16161680221557617,0.2570358216762543,0.16521774232387543
betty,0.1754712015390396,0.1627419888973236,0.15101419389247894,0.10300527513027191,0.1389009654521942,0.15101419389247894,0.20876534283161163,0.12734198570251465,0.12709911167621613,0.16161680221557617,1.0000001192092896,0.37300851941108704,0.13832208514213562
meggers,0.20166534185409546,0.22720973193645477,0.2656703293323517,0.11725161224603653,0.22887387871742249,0.2656703293323517,0.26033300161361694,0.2835470736026764,0.27964094281196594,0.2570358216762543,0.37300851941108704,1.0000001192092896,0.20317037403583527
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.24848085641860962,0.25575822591781616,0.4752357602119446,0.3232048749923706,0.21032655239105225,0.2743067741394043,0.18412111699581146
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.19186489284038544,0.22976966202259064,0.32094135880470276,0.20688343048095703,0.18140161037445068,0.26613539457321167,0.23916715383529663
prominent,0.11211586743593216,0.1998126059770584,0.30881059169769287,0.173668771982193,0.2952583432197571,0.30881059169769287,0.12034840881824493,0.13144099712371826,0.19254037737846375,0.2926049828529358,0.19617296755313873,0.2845166325569153,0.12940338253974915
proponent,0.22260582447052002,0.22544190287590027,0.2463405430316925,0.166857048869133,0.27180153131484985,0.2463405430316925,0.23656362295150757,0.14834879338741302,0.19171926379203796,0.23775064945220947,0.14776380360126495,0.24911700189113617,0.19390621781349182
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.22602593898773193,0.20874574780464172,0.3646814823150635,0.1672690212726593,0.1389009654521942,0.22887387871742249,0.1826142966747284
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.30142447352409363,0.45148900151252747,0.6274310946464539,0.2779081463813782,0.28095096349716187,0.38438332080841064,0.13874153792858124,0.13884380459785461,0.23132558166980743,0.3155723512172699
idea,0.44512778520584106,0.21963010728359222,0.2839161455631256,0.21675674617290497,0.2342950403690338,0.2839161455631256,0.2921050488948822,0.22700044512748718,0.2571745216846466,0.17256416380405426,0.11428668349981308,0.20981009304523468,0.2952161729335785
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23644568026065826,0.2737409770488739,0.3680937886238098,0.28620287775993347,0.22387734055519104,0.34869658946990967,0.31091248989105225
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.23037776350975037,0.27031588554382324,0.3815547823905945,0.19006963074207306,0.22462567687034607,0.24862582981586456,0.27043893933296204
described,0.22590412199497223,0.2517563998699188,0.2878154516220093,0.1276085525751114,0.297532320022583,0.2878154516220093,0.30015361309051514,0.36319270730018616,0.28709930181503296,0.27414852380752563,0.12856514751911163,0.22350986301898956,0.1374269425868988
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.2527170181274414,0.20878943800926208,0.370934396982193,0.24827907979488373,0.17819830775260925,0.2737497389316559,0.20430970191955566
her,0.2733216881752014,0.22762010991573334,0.354963481426239,0.15513518452644348,0.27399197220802307,0.354963481426239,0.2892954647541046,0.20839355885982513,0.2393665909767151,0.21275781095027924,0.3881568908691406,0.289413183927536,0.20310723781585693
book,0.2872225046157837,0.21808475255966187,0.2652374505996704,0.24604547023773193,0.22602593898773193,0.2652374505996704,1.0,0.47344204783439636,0.27178502082824707,0.25419485569000244,0.20876534283161163,0.26033300161361694,0.20572158694267273
amazonia,0.1666174829006195,0.22449348866939545,0.27672475576400757,0.17339451611042023,0.30166372656822205,0.27672475576400757,0.22337089478969574,0.03947603702545166,0.12375809252262115,0.18016040325164795,0.08356469869613647,0.16710788011550903,0.15856796503067017
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,-0.11136190593242645,-0.13535642623901367,-0.11676844954490662,0.045719798654317856,-0.04008307680487633,-0.06572175770998001,-0.07156077772378922
man,0.21916821599006653,0.2326623499393463,0.23171134293079376,0.1740022599697113,0.16490690410137177,0.23171134293079376,0.284382700920105,0.1781557947397232,0.17209449410438538,0.25333482027053833,0.21556788682937622,0.2640816867351532,0.2528940737247467
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28024056553840637,0.26158156991004944,0.4289871156215668,0.17729510366916656,0.2032390534877777,0.3081212043762207,0.20544172823429108
culture,0.22475376725196838,0.22229626774787903,0.27157285809516907,0.16713592410087585,0.27266472578048706,0.27157285809516907,0.16621463000774384,0.16091817617416382,0.19387008249759674,0.2762933075428009,0.1053667664527893,0.20422972738742828,0.13093146681785583
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.2527170181274414,0.20878943800926208,0.370934396982193,0.24827907979488373,0.17819830775260925,0.2737497389316559,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.19186489284038544,0.22976966202259064,0.32094135880470276,0.20688343048095703,0.18140161037445068,0.26613539457321167,0.23916715383529663
counterfeit,0.1901802271604538,0.1922360211610794,0.2676233947277069,0.0902550145983696,0.22015565633773804,0.2676233947277069,0.21588711440563202,0.19364029169082642,0.2464253157377243,0.08856087177991867,0.17058861255645752,0.2793848514556885,0.09599736332893372
paradise,0.18497860431671143,0.20589403808116913,0.20165380835533142,0.1248416006565094,0.1940593123435974,0.20165380835533142,0.2621779143810272,0.14243921637535095,0.10760005563497543,0.1648939549922943,0.2277471125125885,0.23257216811180115,0.16137857735157013
