,how,do,you,determine,the,acceleration,of,a,rope,when,two,people,are,pulling,it,?
in,0.2601168751716614,0.23402775824069977,0.21252386271953583,0.28156906366348267,0.6662389636039734,0.17706692218780518,0.5696388483047485,0.539380669593811,0.11810021847486496,0.4431333839893341,0.36463531851768494,0.39605680108070374,0.3841303884983063,0.17320513725280762,0.5130809545516968,0.20430970191955566
this,0.45272302627563477,0.34963881969451904,0.45211222767829895,0.38387903571128845,0.6274310946464539,0.31264162063598633,0.45148900151252747,0.5422310829162598,0.23068155348300934,0.4959332048892975,0.33004114031791687,0.27838850021362305,0.35762670636177063,0.3045024573802948,0.6107783317565918,0.3155723512172699
simple,0.40932103991508484,0.3700781464576721,0.5044657588005066,0.27702096104621887,0.24738673865795135,0.21818195283412933,0.23205730319023132,0.34160614013671875,0.23620153963565826,0.2846766412258148,0.2620272636413574,0.2739616334438324,0.3569783866405487,0.22306904196739197,0.33236920833587646,0.4614735543727875
one-dimensional,0.2643226385116577,0.23400509357452393,0.2736257016658783,0.3616046905517578,0.23577313125133514,0.4424775242805481,0.28993162512779236,0.28470516204833984,0.25685733556747437,0.15248587727546692,0.2754848897457123,0.1912725567817688,0.27773937582969666,0.2128724306821823,0.19365090131759644,0.22790828347206116
example,0.39914554357528687,0.3745654821395874,0.3813398778438568,0.33151647448539734,0.3755223751068115,0.2947361171245575,0.3570667505264282,0.40234753489494324,0.21630585193634033,0.40509727597236633,0.2711022198200226,0.30246272683143616,0.4108889698982239,0.30023592710494995,0.33693674206733704,0.30374911427497864
",",0.22659391164779663,0.3283645510673523,0.3199685513973236,0.2144405096769333,0.4933079481124878,0.22419989109039307,0.4946078956127167,0.427140474319458,0.14652971923351288,0.36674630641937256,0.35859420895576477,0.36644625663757324,0.4062570035457611,0.19414186477661133,0.48329564929008484,0.31091248989105225
without,0.3434999883174896,0.3709314465522766,0.375357985496521,0.30068668723106384,0.3270869255065918,0.27344590425491333,0.3081340193748474,0.2797018885612488,0.2095506340265274,0.4284721314907074,0.24085189402103424,0.21929283440113068,0.3006502687931061,0.2666279375553131,0.23948165774345398,0.2928665280342102
knowing,0.5264696478843689,0.3794856667518616,0.4324958920478821,0.4314807653427124,0.30492687225341797,0.30576279759407043,0.2829365134239197,0.30464988946914673,0.27069661021232605,0.42103248834609985,0.22491511702537537,0.3076454699039459,0.2760692238807678,0.36280372738838196,0.2658241093158722,0.3560667932033539
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.40889066457748413,1.0,0.29868006706237793,0.733189046382904,0.5829201340675354,0.21611380577087402,0.5091903209686279,0.43858039379119873,0.36838498711586,0.40399202704429626,0.29187607765197754,0.6251175999641418,0.22068053483963013
direction,0.25684070587158203,0.18628260493278503,0.21757102012634277,0.18323980271816254,0.28851455450057983,0.4301958382129669,0.18922415375709534,0.22025705873966217,0.3210012912750244,0.21485374867916107,0.2607904374599457,0.08558622002601624,0.16355663537979126,0.3682287335395813,0.2525825798511505,0.10739318281412125
of,0.2480744868516922,0.26150479912757874,0.1774725764989853,0.3512130081653595,0.733189046382904,0.27446165680885315,1.0,0.5052502155303955,0.10426803678274155,0.3757161796092987,0.37726253271102905,0.3251037895679474,0.39081433415412903,0.17518432438373566,0.38761502504348755,0.1826142966747284
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.40889066457748413,1.0,0.29868006706237793,0.733189046382904,0.5829201340675354,0.21611380577087402,0.5091903209686279,0.43858039379119873,0.36838498711586,0.40399202704429626,0.29187607765197754,0.6251175999641418,0.22068053483963013
forces,0.17453457415103912,0.1300598382949829,0.18848340213298798,0.17161841690540314,0.3134811818599701,0.3445073664188385,0.3090144991874695,0.17848460376262665,0.2119569033384323,0.2460811883211136,0.20150142908096313,0.22061796486377716,0.22039441764354706,0.22975192964076996,0.19774912297725677,0.16984491050243378
it,0.36714982986450195,0.337066113948822,0.3833105266094208,0.2899050712585449,0.6251175999641418,0.2706873416900635,0.38761502504348755,0.5452592968940735,0.1883450746536255,0.4775012135505676,0.28080877661705017,0.3940119743347168,0.3617996573448181,0.241305410861969,0.9999999403953552,0.25732165575027466
is,0.22544461488723755,0.30895981192588806,0.27113574743270874,0.31959035992622375,0.5823672413825989,0.21391066908836365,0.4854315221309662,0.658733606338501,0.1580323427915573,0.3471449911594391,0.2315155267715454,0.34254953265190125,0.5330929756164551,0.21662172675132751,0.6328473687171936,0.22961433231830597
impossible,0.39383742213249207,0.32977673411369324,0.3470485210418701,0.34873664379119873,0.22988329827785492,0.29086703062057495,0.2370135635137558,0.2736610472202301,0.21527528762817383,0.27655836939811707,0.18504410982131958,0.22271786630153656,0.2151963859796524,0.21426229178905487,0.3073744475841522,0.2244972586631775
to,0.44169697165489197,0.38876664638519287,0.4194425344467163,0.4076496958732605,0.535392165184021,0.2787705063819885,0.41548454761505127,0.45503583550453186,0.2459646612405777,0.5423505902290344,0.3343428373336792,0.37275731563568115,0.3504326641559601,0.2834724187850952,0.513711154460907,0.29463258385658264
decide,0.43294209241867065,0.3721175789833069,0.4060099124908447,0.5866364240646362,0.35331496596336365,0.19433777034282684,0.2682307958602905,0.3188471794128418,0.2014942318201065,0.3481963872909546,0.2531232237815857,0.256780743598938,0.3338747024536133,0.2787860035896301,0.257891982793808,0.35001131892204285
whether,0.5284467935562134,0.37359970808029175,0.4025498926639557,0.5527628660202026,0.3211745023727417,0.25699782371520996,0.24392437934875488,0.38829004764556885,0.21458670496940613,0.4872415363788605,0.21702654659748077,0.25640445947647095,0.3003474473953247,0.26596441864967346,0.31634634733200073,0.3150278329849243
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.40889066457748413,1.0,0.29868006706237793,0.733189046382904,0.5829201340675354,0.21611380577087402,0.5091903209686279,0.43858039379119873,0.36838498711586,0.40399202704429626,0.29187607765197754,0.6251175999641418,0.22068053483963013
