,what,was,the,time,limit,on,luther,'s,recantation,of,sentences,?
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.30044233798980713,0.2242887318134308,0.9999999403953552,0.19090485572814941,0.0026888418942689896,0.30816441774368286,0.3966929316520691,0.20454975962638855,0.2714994251728058
15,-0.01077192835509777,0.08381640166044235,-0.011810222640633583,0.0070854537189006805,0.012824483215808868,-0.025620462372899055,0.08575411885976791,0.012974794954061508,-0.02903684228658676,-0.02319195494055748,-0.10092686116695404,-0.010706285014748573
june,0.2171148657798767,0.42821118235588074,0.24568822979927063,0.24230366945266724,0.12580865621566772,0.39323267340660095,0.16906097531318665,-0.0547623410820961,0.19509556889533997,0.19721001386642456,0.2054748386144638,0.31416764855384827
1520,0.066243477165699,0.14610087871551514,0.037181392312049866,0.03424264118075371,0.06662293523550034,0.07902959734201431,0.25964635610580444,-0.02941848710179329,0.16975949704647064,0.07661939412355423,0.07909717410802841,0.1734924167394638
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3029961884021759,0.2177477329969406,0.49057599902153015,0.23255878686904907,-0.0016132977325469255,0.3003559112548828,0.4946078956127167,0.2491007298231125,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.43061500787734985,0.26700517535209656,0.5107308030128479,0.1759674996137619,-0.01540423184633255,0.3382933735847473,0.733189046382904,0.2084118127822876,0.22068053483963013
pope,0.20446611940860748,0.260356068611145,0.2285010814666748,0.17233265936374664,0.20721520483493805,0.1881118267774582,0.27229586243629456,-0.04202478379011154,0.341153621673584,0.23057007789611816,0.1618701070547104,0.25004681944847107
warned,0.3375804126262665,0.2775726318359375,0.21100614964962006,0.28812795877456665,0.17106571793556213,0.21929949522018433,0.19505824148654938,-0.020765310153365135,0.22964338958263397,0.2130305916070938,0.18030861020088196,0.2909487187862396
luther,0.2134782373905182,0.19185513257980347,0.1759674996137619,0.17623016238212585,0.1170714721083641,0.19090485572814941,1.0,-0.009990512393414974,0.27888596057891846,0.1719115972518921,0.16136953234672546,0.1732746809720993
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.31862112879753113,0.2213127315044403,0.40749499201774597,0.14705438911914825,-0.04624466598033905,0.25507310032844543,0.41827285289764404,0.19526654481887817,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.43061500787734985,0.26700517535209656,0.5107308030128479,0.1759674996137619,-0.01540423184633255,0.3382933735847473,0.733189046382904,0.2084118127822876,0.22068053483963013
papal,0.12481020390987396,0.2140740603208542,0.24918924272060394,0.14590373635292053,0.10663241147994995,0.14512555301189423,0.23832891881465912,-0.07494872063398361,0.33405083417892456,0.25997212529182434,0.12699802219867706,0.18529073894023895
bull,0.1302551031112671,0.16848286986351013,0.23564068973064423,0.1580847054719925,0.12810328602790833,0.11956887692213058,0.17616742849349976,0.0028647510334849358,0.16389310359954834,0.2118547409772873,0.13484880328178406,0.12595409154891968
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.28391751646995544,0.25329461693763733,0.28656116127967834,0.1677781045436859,0.0012731997994706035,0.13984142243862152,0.35032153129577637,0.1730581670999527,0.40561532974243164
edict,0.16707053780555725,0.20409467816352844,0.17931364476680756,0.19408461451530457,0.2820960283279419,0.1713172197341919,0.21338587999343872,-0.117359459400177,0.35587796568870544,0.2533416450023651,0.1941009908914566,0.16218337416648865
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2857224941253662,0.24518834054470062,0.29937487840652466,0.18587662279605865,0.021107977256178856,0.14580586552619934,0.3680361211299896,0.1696256846189499,0.42300865054130554
exsurge,0.2937505841255188,0.2549804747104645,0.3877529501914978,0.2661440074443817,0.26813244819641113,0.24203498661518097,0.1806417852640152,0.010780546814203262,0.3857446312904358,0.3122937083244324,0.1364011913537979,0.16669945418834686
domine,0.17340245842933655,0.1934715360403061,0.26501527428627014,0.15613506734371185,0.09971658140420914,0.08665145188570023,0.11339721083641052,0.02627757377922535,0.2729814052581787,0.24615973234176636,0.11736816167831421,0.09118706732988358
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.388528436422348,0.34015852212905884,0.42569106817245483,0.21746599674224854,0.04397977516055107,0.3489939570426941,0.41498205065727234,0.30016621947288513,0.32716336846351624
he,0.3114890456199646,0.5410010814666748,0.4571082592010498,0.37626320123672485,0.11116060614585876,0.32403138279914856,0.2454872578382492,0.024063590914011,0.293836772441864,0.38706058263778687,0.1826038509607315,0.2089974731206894
risked,0.2039691060781479,0.2459786981344223,0.21187268197536469,0.2570112347602844,0.25246280431747437,0.24985168874263763,0.2138054370880127,-0.062478601932525635,0.2880491614341736,0.2625953257083893,0.2857673168182373,0.12233341485261917
excommunication,0.21952110528945923,0.3168482184410095,0.2982163727283478,0.24711720645427704,0.21798205375671387,0.18193912506103516,0.3701219856739044,-0.020848074927926064,0.4503552317619324,0.3315572440624237,0.22332832217216492,0.15240629017353058
unless,0.4516109526157379,0.20415489375591278,0.3451882302761078,0.3050290644168854,0.31793931126594543,0.26810336112976074,0.17833314836025238,0.009498829022049904,0.2254856824874878,0.26434075832366943,0.2853703498840332,0.37169966101646423
he,0.3114890456199646,0.5410010814666748,0.4571082592010498,0.37626320123672485,0.11116060614585876,0.32403138279914856,0.2454872578382492,0.024063590914011,0.293836772441864,0.38706058263778687,0.1826038509607315,0.2089974731206894
recanted,0.2928401827812195,0.3556942641735077,0.341305673122406,0.26017701625823975,0.17380402982234955,0.240395188331604,0.2560282051563263,-0.037593066692352295,0.6713353395462036,0.34592390060424805,0.22329768538475037,0.195877343416214
41,-0.08256904035806656,0.06323911994695663,0.19715392589569092,0.016358844935894012,0.06459560245275497,0.056644536554813385,-0.07232905179262161,-0.022483058273792267,0.10556472837924957,0.2314874827861786,-0.010744036175310612,-0.08073537796735764
sentences,0.2914929687976837,0.18283215165138245,0.2084118127822876,0.23852060735225677,0.198755145072937,0.20454975962638855,0.16136953234672546,0.04325569048523903,0.285094290971756,0.2076345682144165,1.0000001192092896,0.290255606174469
drawn,0.21374164521694183,0.17940084636211395,0.2380581647157669,0.14847759902477264,0.1020134687423706,0.22006231546401978,0.17048944532871246,0.039261594414711,0.17976120114326477,0.22420795261859894,0.15501654148101807,0.15159106254577637
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2964353561401367,0.14719727635383606,0.36926645040512085,0.10716932266950607,-0.01936490088701248,0.258797287940979,0.4249346852302551,0.2066260427236557,0.19969791173934937
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.3553589880466461,0.103435218334198,0.32064297795295715,0.27093374729156494,0.047556519508361816,0.37561264634132385,0.38364991545677185,0.2393999993801117,0.18075084686279297
writings,0.31019967794418335,0.21465790271759033,0.21431727707386017,0.209184467792511,0.08255508542060852,0.1818399876356125,0.32714858651161194,0.029720310121774673,0.3679160475730896,0.24593348801136017,0.3238077163696289,0.1770159751176834
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3029961884021759,0.2177477329969406,0.49057599902153015,0.23255878686904907,-0.0016132977325469255,0.3003559112548828,0.4946078956127167,0.2491007298231125,0.31091248989105225
including,0.18328791856765747,0.21884717047214508,0.3738902807235718,0.25413772463798523,0.1840249001979828,0.324923574924469,0.16646233201026917,0.0074059427715837955,0.21041804552078247,0.44195112586021423,0.1625116765499115,0.1633303165435791
the,0.42745697498321533,0.48711544275283813,1.0,0.43061500787734985,0.26700517535209656,0.5107308030128479,0.1759674996137619,-0.01540423184633255,0.3382933735847473,0.733189046382904,0.2084118127822876,0.22068053483963013
95,-0.11634417623281479,-0.03229140490293503,-0.027035299688577652,-0.07959721982479095,0.0788169875741005,0.03208969905972481,-0.058819543570280075,0.012368425726890564,-0.05100064352154732,0.03395380079746246,-0.005610535852611065,-0.15227507054805756
theses,0.22175903618335724,0.11201588064432144,0.32067108154296875,0.20353078842163086,0.11208664625883102,0.2588106691837311,0.4810737073421478,0.054575804620981216,0.3650442063808441,0.27413663268089294,0.25127124786376953,0.19188037514686584
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3029961884021759,0.2177477329969406,0.49057599902153015,0.23255878686904907,-0.0016132977325469255,0.3003559112548828,0.4946078956127167,0.2491007298231125,0.31091248989105225
within,0.2498195916414261,0.19280311465263367,0.39827480912208557,0.2541442811489105,0.2715209424495697,0.2702226936817169,0.13910457491874695,-0.01527355331927538,0.2094249427318573,0.39594778418540955,0.21171027421951294,0.1870293766260147
60,0.07328611612319946,-0.003859133692458272,0.04635925963521004,-0.05244036018848419,-0.11632426083087921,0.003130126278847456,0.03854973986744881,-0.11939319223165512,0.04202394559979439,0.05524682253599167,0.07843013107776642,0.06999651342630386
days,0.2191895991563797,0.2985812723636627,0.2574930489063263,0.4134809374809265,0.19058671593666077,0.3459240794181824,0.13727988302707672,0.08848981559276581,0.25166580080986023,0.23668107390403748,0.2357993721961975,0.2198754847049713
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.371569961309433,0.2149888575077057,0.49257001280784607,0.24907569587230682,-0.003708066651597619,0.2708287537097931,0.5352458953857422,0.21377582848072052,0.4130953550338745
