,what,color,was,the,background,for,abc,'s,1977,id,sequence,?
among,0.21154822409152985,0.0989471897482872,0.23730893433094025,0.3507058024406433,0.08368580788373947,0.2832789719104767,0.06692434847354889,0.01186611782759428,0.10683328658342361,0.039607297629117966,0.16485406458377838,0.14343059062957764
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,1.0,0.2008458375930786,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.06613131612539291,0.18612393736839294,0.2635619342327118,0.22068053483963013
``,0.008517155423760414,0.03322875499725342,-0.012679691426455975,0.029072100296616554,0.0032029191497713327,0.01270448137074709,-0.04806871339678764,-0.03416389226913452,0.13674189150333405,0.11060919612646103,0.14363722503185272,0.0685480609536171
abc,0.1317344456911087,0.1639925241470337,0.21565799415111542,0.2068762183189392,0.1345415711402893,0.22510288655757904,1.0000001192092896,0.06670809537172318,-0.03946845605969429,0.18392552435398102,0.20994456112384796,0.19065172970294952
circle,0.13595280051231384,0.12660099565982819,0.16012772917747498,0.22970527410507202,0.15017762780189514,0.22452794015407562,0.0819765031337738,-0.051524288952350616,-0.03220195695757866,0.08510198444128036,0.19496838748455048,0.08528484404087067
'',0.08143015950918198,0.03426432982087135,0.04456103965640068,0.041273195296525955,0.06981584429740906,-0.04479556903243065,-0.05768610164523125,-0.04859459400177002,-0.011939330957829952,0.009501460939645767,0.05532144010066986,0.018684765323996544
logo,0.21781428158283234,0.2415272295475006,0.17813098430633545,0.2806010842323303,0.21603301167488098,0.2166183590888977,0.23574566841125488,0.036982785910367966,0.00827634334564209,0.2644670903682709,0.14139324426651,0.23347119987010956
's,0.02692362666130066,-0.02538621611893177,0.008974763564765453,-0.01540423184633255,-0.0009064198820851743,-0.07241261005401611,0.06670809537172318,0.9999999403953552,0.024843718856573105,-0.005370249506086111,0.007777556777000427,-0.023395681753754616
many,0.36131182312965393,0.19324789941310883,0.260356068611145,0.4335206151008606,0.18160036206245422,0.40972793102264404,0.18267793953418732,0.01698932610452175,0.0018902458250522614,0.09255483746528625,0.2149333655834198,0.2124512493610382
variants,0.15992575883865356,0.2003883719444275,0.11656437069177628,0.18669377267360687,0.11723428219556808,0.20962277054786682,0.16012467443943024,0.04866804927587509,0.02372623421251774,0.175032377243042,0.1842266321182251,0.19235283136367798
was,0.22111038863658905,0.15961390733718872,1.0000001192092896,0.48711544275283813,0.12994760274887085,0.3863949179649353,0.21565799415111542,0.008974763564765453,0.047073230147361755,0.12913881242275238,0.13955771923065186,0.18412111699581146
a,0.3320399522781372,0.1907898187637329,0.4508470594882965,0.5829201340675354,0.1591496765613556,0.44038116931915283,0.21331243216991425,0.04866964742541313,-0.0047835963778197765,0.23800577223300934,0.25027644634246826,0.23916715383529663
1977,-0.14419497549533844,0.01628834195435047,0.047073230147361755,0.06613131612539291,-0.05489310994744301,0.0591994971036911,-0.03946845605969429,0.024843718856573105,1.0000001192092896,0.028674382716417313,0.010530463419854641,-0.059247612953186035
id,0.2237282544374466,0.3132645785808563,0.12913881242275238,0.18612393736839294,0.21399492025375366,0.1497965008020401,0.18392552435398102,-0.005370249506086111,0.028674382716417313,1.0,0.16180381178855896,0.3476811349391937
sequence,0.19736266136169434,0.19818605482578278,0.13955771923065186,0.2635619342327118,0.17700974643230438,0.2397586554288864,0.20994456112384796,0.007777556777000427,0.010530463419854641,0.16180381178855896,1.0,0.1508881151676178
that,0.6297725439071655,0.22090333700180054,0.33670201897621155,0.5473989248275757,0.26063278317451477,0.4137635827064514,0.17440107464790344,0.04397977516055107,-0.06518607586622238,0.20261558890342712,0.30585530400276184,0.32716336846351624
featured,0.20330384373664856,0.1986236274242401,0.3064519464969635,0.28660184144973755,0.216343954205513,0.30727413296699524,0.3030971884727478,-0.01579626277089119,-0.015311221592128277,0.22782178223133087,0.22610431909561157,0.2944096624851227
a,0.3320399522781372,0.1907898187637329,0.4508470594882965,0.5829201340675354,0.1591496765613556,0.44038116931915283,0.21331243216991425,0.04866964742541313,-0.0047835963778197765,0.23800577223300934,0.25027644634246826,0.23916715383529663
bubble,0.1728050410747528,0.18353672325611115,0.13523302972316742,0.2252790778875351,0.10403992980718613,0.1654168963432312,0.1508791297674179,0.011756733991205692,-0.12431203573942184,0.17961981892585754,0.24845372140407562,0.1395641267299652
on,0.34226128458976746,0.20340315997600555,0.3909217119216919,0.5107308030128479,0.19943182170391083,0.36199691891670227,0.2862928807735443,0.0026888418942689896,0.0667693018913269,0.13724516332149506,0.11435865610837936,0.2714994251728058
a,0.3320399522781372,0.1907898187637329,0.4508470594882965,0.5829201340675354,0.1591496765613556,0.44038116931915283,0.21331243216991425,0.04866964742541313,-0.0047835963778197765,0.23800577223300934,0.25027644634246826,0.23916715383529663
black,0.12054000794887543,0.35015174746513367,0.1419273465871811,0.28466513752937317,0.24980515241622925,0.2090286761522293,0.19347289204597473,0.07187972962856293,0.10602499544620514,0.12089059501886368,0.12273994833230972,0.15159966051578522
background,0.2643679678440094,0.5995677709579468,0.12994760274887085,0.2008458375930786,1.0,0.2279343605041504,0.1345415711402893,-0.0009064198820851743,-0.05489310994744301,0.21399492025375366,0.17700974643230438,0.18481217324733734
representing,0.1524650901556015,0.1400730013847351,0.2130533903837204,0.35762789845466614,0.19086818397045135,0.32728907465934753,0.17056480050086975,0.056550975888967514,0.11986972391605377,0.17128890752792358,0.23085957765579224,0.10637413710355759
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,1.0,0.2008458375930786,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.06613131612539291,0.18612393736839294,0.2635619342327118,0.22068053483963013
circle,0.13595280051231384,0.12660099565982819,0.16012772917747498,0.22970527410507202,0.15017762780189514,0.22452794015407562,0.0819765031337738,-0.051524288952350616,-0.03220195695757866,0.08510198444128036,0.19496838748455048,0.08528484404087067
with,0.2464839518070221,0.22848032414913177,0.27411898970603943,0.4223487675189972,0.22447748482227325,0.39140474796295166,0.17432008683681488,-0.04624466598033905,0.0014808550477027893,0.10765433311462402,0.19271886348724365,0.2433311939239502
glossy,0.2124992161989212,0.33594709634780884,0.07302635163068771,0.23704315721988678,0.21385058760643005,0.2142501324415207,0.20466594398021698,0.006390472874045372,-0.020913710817694664,0.18209140002727509,0.23050788044929504,0.16243016719818115
gold,0.15779642760753632,0.21654076874256134,0.24345459043979645,0.27136439085006714,0.28115200996398926,0.2409525066614151,0.19865921139717102,0.095478355884552,0.06854657083749771,0.15573859214782715,0.08901520073413849,0.11542754620313644
letters,0.1743541657924652,0.147621750831604,0.16712252795696259,0.23764781653881073,0.1658860296010971,0.23497118055820465,0.22180816531181335,0.06331107020378113,0.0410902239382267,0.11987882852554321,0.24791179597377777,0.18739263713359833
",",0.3087472915649414,0.20653429627418518,0.45456063747406006,0.4933079481124878,0.24285303056240082,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.03737548738718033,0.17457106709480286,0.1746913194656372,0.31091248989105225
and,0.31309178471565247,0.21500243246555328,0.3740963041782379,0.5171257257461548,0.2455536276102066,0.5064792633056641,0.16453155875205994,0.06895173341035843,0.10625912994146347,0.13611482083797455,0.1929190307855606,0.20544172823429108
as,0.31749409437179565,0.21893621981143951,0.3677520453929901,0.48381632566452026,0.1351381242275238,0.44774648547172546,0.2286096066236496,-0.05775856226682663,0.05357525870203972,0.13346394896507263,0.2355344146490097,0.27043893933296204
such,0.23989605903625488,0.18440714478492737,0.12487147748470306,0.3575236201286316,0.16347351670265198,0.36098620295524597,0.12735801935195923,0.05073437839746475,0.06578276306390762,0.12999773025512695,0.2610146701335907,0.17851735651493073
",",0.3087472915649414,0.20653429627418518,0.45456063747406006,0.4933079481124878,0.24285303056240082,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.03737548738718033,0.17457106709480286,0.1746913194656372,0.31091248989105225
was,0.22111038863658905,0.15961390733718872,1.0000001192092896,0.48711544275283813,0.12994760274887085,0.3863949179649353,0.21565799415111542,0.008974763564765453,0.047073230147361755,0.12913881242275238,0.13955771923065186,0.18412111699581146
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,1.0,0.2008458375930786,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.06613131612539291,0.18612393736839294,0.2635619342327118,0.22068053483963013
first,0.28086137771606445,0.2140340805053711,0.5022147297859192,0.49448907375335693,0.1554471254348755,0.3800288736820221,0.2403600513935089,-0.014458609744906425,-0.04330724850296974,0.14568467438220978,0.2106003612279892,0.18701928853988647
abc,0.1317344456911087,0.1639925241470337,0.21565799415111542,0.2068762183189392,0.1345415711402893,0.22510288655757904,1.0000001192092896,0.06670809537172318,-0.03946845605969429,0.18392552435398102,0.20994456112384796,0.19065172970294952
identification,0.21125653386116028,0.2776376008987427,0.15994779765605927,0.3052813708782196,0.1983419805765152,0.2967575490474701,0.12506003677845,-0.05840081349015236,0.04035130888223648,0.32353562116622925,0.32806307077407837,0.2123335301876068
card,0.17012731730937958,0.14730991423130035,0.1343858689069748,0.17683711647987366,0.1265489012002945,0.2259589284658432,0.09525087475776672,0.1059703603386879,-0.03836105391383171,0.18218232691287994,0.20228634774684906,0.1601250171661377
to,0.455847829580307,0.2497486025094986,0.3636345863342285,0.535392165184021,0.19269849359989166,0.4451248347759247,0.1762417107820511,0.03782717138528824,0.04582442715764046,0.16226576268672943,0.21427768468856812,0.29463258385658264
have,0.39808809757232666,0.2422066181898117,0.2863433063030243,0.40389683842658997,0.23113718628883362,0.41175219416618347,0.1884228140115738,-0.02807004563510418,-0.012274696491658688,0.16402344405651093,0.23579652607440948,0.32991164922714233
a,0.3320399522781372,0.1907898187637329,0.4508470594882965,0.5829201340675354,0.1591496765613556,0.44038116931915283,0.21331243216991425,0.04866964742541313,-0.0047835963778197765,0.23800577223300934,0.25027644634246826,0.23916715383529663
three-dimensional,0.27966979146003723,0.26221272349357605,0.15516255795955658,0.2776407301425934,0.2638546824455261,0.2739144563674927,0.13035781681537628,-0.0023429179564118385,0.01742955856025219,0.22255682945251465,0.338522344827652,0.21693578362464905
appearance,0.17546585202217102,0.28323808312416077,0.2275954782962799,0.2678116261959076,0.15312057733535767,0.23348291218280792,0.2644706666469574,0.060523033142089844,0.04266911745071411,0.18025511503219604,0.20928220450878143,0.17315366864204407
.,0.3567904531955719,0.2641010880470276,0.40146201848983765,0.5934505462646484,0.22348779439926147,0.4726039469242096,0.2567209303379059,-0.003708066651597619,0.06467100232839584,0.2473696619272232,0.1729068011045456,0.4130953550338745
