,when,was,st.,john,'s,cathedral,constructed,?
the,0.5091903209686279,0.48711544275283813,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.23437000811100006,0.29105475544929504,0.22068053483963013
most,0.299309104681015,0.29933857917785645,0.0866384357213974,0.11307311803102493,0.024445664137601852,0.16067984700202942,0.1520814597606659,0.2107497900724411
significant,0.1782427728176117,0.187061607837677,-0.00981609895825386,0.09174392372369766,-0.022819485515356064,0.14106345176696777,0.1933375895023346,0.18679562211036682
buildings,0.20478227734565735,0.2350262999534607,0.11007696390151978,0.11317797005176544,0.036561012268066406,0.3924332857131958,0.4504919946193695,0.11192528158426285
are,0.29873907566070557,0.3076191842556,0.12703074514865875,0.12806348502635956,-0.008927806280553341,0.15341980755329132,0.17555591464042664,0.24591213464736938
st.,0.1389591246843338,0.17142929136753082,1.0000001192092896,0.27566561102867126,0.045316148549318314,0.22715185582637787,0.21629589796066284,0.13592876493930817
john,0.20069552958011627,0.2875721752643585,0.27566561102867126,1.0000001192092896,-0.1023898646235466,0.1853109747171402,0.12191977351903915,0.13162356615066528
's,-0.03368149697780609,0.008974763564765453,0.045316148549318314,-0.1023898646235466,0.9999999403953552,-0.05534784123301506,0.01325368694961071,-0.023395681753754616
cathedral,0.17655059695243835,0.21967831254005432,0.22715185582637787,0.1853109747171402,-0.05534784123301506,1.0,0.277200847864151,0.1257525086402893
(,0.2459595799446106,0.2980341613292694,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.16104654967784882,0.40561532974243164
14th,0.12621067464351654,0.24511529505252838,0.2516067624092102,0.2586739659309387,0.12125825881958008,0.04517201706767082,0.03157294914126396,0.028729064390063286
century,0.22992412745952606,0.3521432876586914,0.14819175004959106,0.2019389271736145,-0.0005286295781843364,0.2524319887161255,0.27781984210014343,0.1026201918721199
),0.2538422644138336,0.3267642855644226,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.16799308359622955,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.26603782176971436,0.23961079120635986,-0.0016132977325469255,0.21877600252628326,0.21606628596782684,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.23437000811100006,0.29105475544929504,0.22068053483963013
temple,0.12920330464839935,0.23772695660591125,0.17325596511363983,0.0990581065416336,0.0398978516459465,0.24096429347991943,0.299049973487854,0.0926557183265686
is,0.3471449911594391,0.5810302495956421,0.16120703518390656,0.16449548304080963,0.02396530658006668,0.2034183293581009,0.2050381600856781,0.22961433231830597
a,0.44397395849227905,0.4508470594882965,0.23918339610099792,0.20638683438301086,0.04866964742541313,0.14982326328754425,0.257233589887619,0.23916715383529663
typical,0.22031517326831818,0.10615719854831696,0.17673815786838531,0.13099081814289093,0.09478029608726501,0.12599420547485352,0.1964453160762787,0.15633712708950043
example,0.40509727597236633,0.16563157737255096,0.1422497183084488,0.1447114795446396,-0.045060764998197556,0.21582621335983276,0.20025332272052765,0.30374911427497864
of,0.3757161796092987,0.4069072902202606,0.19887582957744598,0.2407056987285614,-0.03817026689648628,0.2966258227825165,0.2552719712257385,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.23437000811100006,0.29105475544929504,0.22068053483963013
so-called,0.3859576880931854,0.41175779700279236,0.2345099151134491,0.189718559384346,0.009286198765039444,0.27328363060951233,0.4163610339164734,0.28986620903015137
masovian,0.14534708857536316,0.18196091055870056,0.1508067101240158,0.16264063119888306,0.10512078553438187,0.24810196459293365,0.21727967262268066,0.11271452158689499
gothic,0.12864017486572266,0.23372185230255127,0.20143289864063263,0.19796210527420044,0.05348477140069008,0.5131030678749084,0.3537079691886902,0.16695094108581543
style,0.2162606418132782,0.17358732223510742,0.1464681327342987,0.17125186324119568,-0.051495883613824844,0.2693207859992981,0.16360729932785034,0.19862167537212372
",",0.36674630641937256,0.45456063747406006,0.26603782176971436,0.23961079120635986,-0.0016132977325469255,0.21877600252628326,0.21606628596782684,0.31091248989105225
st.,0.1389591246843338,0.17142929136753082,1.0000001192092896,0.27566561102867126,0.045316148549318314,0.22715185582637787,0.21629589796066284,0.13592876493930817
mary,0.18922661244869232,0.2567506730556488,0.18317905068397522,0.36833110451698303,0.0063893795013427734,0.28850099444389343,0.10013328492641449,0.17181165516376495
's,-0.03368149697780609,0.008974763564765453,0.045316148549318314,-0.1023898646235466,0.9999999403953552,-0.05534784123301506,0.01325368694961071,-0.023395681753754616
church,0.20053261518478394,0.24960921704769135,0.2081335186958313,0.21100085973739624,0.023664841428399086,0.592745304107666,0.19008290767669678,0.18081501126289368
(,0.2459595799446106,0.2980341613292694,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.16104654967784882,0.40561532974243164
1411,0.014788598753511906,0.018288742750883102,0.049722395837306976,0.08603709191083908,0.02532806247472763,0.0982525572180748,0.15234264731407166,0.02201448753476143
),0.2538422644138336,0.3267642855644226,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.16799308359622955,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.26603782176971436,0.23961079120635986,-0.0016132977325469255,0.21877600252628326,0.21606628596782684,0.31091248989105225
a,0.44397395849227905,0.4508470594882965,0.23918339610099792,0.20638683438301086,0.04866964742541313,0.14982326328754425,0.257233589887619,0.23916715383529663
town,0.21859249472618103,0.26823142170906067,0.13939215242862701,0.12448625266551971,-0.0385698527097702,0.35660046339035034,0.2120472639799118,0.09902279824018478
house,0.20097142457962036,0.28759756684303284,0.2013084441423416,0.2337532639503479,0.0011872146278619766,0.21694979071617126,0.15133167803287506,0.13736455142498016
of,0.3757161796092987,0.4069072902202606,0.19887582957744598,0.2407056987285614,-0.03817026689648628,0.2966258227825165,0.2552719712257385,0.1826142966747284
burbach,0.15377961099147797,0.3099697232246399,0.2685983180999756,0.3202250897884369,0.06344610452651978,0.2749873399734497,0.11494734138250351,0.21787457168102264
family,0.2021179050207138,0.21917963027954102,0.13508222997188568,0.14565376937389374,-0.053779419511556625,0.11636549234390259,0.13858208060264587,0.15222905576229095
(,0.2459595799446106,0.2980341613292694,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.16104654967784882,0.40561532974243164
14th,0.12621067464351654,0.24511529505252838,0.2516067624092102,0.2586739659309387,0.12125825881958008,0.04517201706767082,0.03157294914126396,0.028729064390063286
century,0.22992412745952606,0.3521432876586914,0.14819175004959106,0.2019389271736145,-0.0005286295781843364,0.2524319887161255,0.27781984210014343,0.1026201918721199
),0.2538422644138336,0.3267642855644226,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.16799308359622955,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.26603782176971436,0.23961079120635986,-0.0016132977325469255,0.21877600252628326,0.21606628596782684,0.31091248989105225
gunpowder,0.26419320702552795,0.2553912103176117,0.2386026233434677,0.18345412611961365,-0.04025048762559891,0.19068729877471924,0.21164457499980927,0.18636876344680786
tower,0.13673999905586243,0.18529865145683289,0.20466849207878113,0.2074926495552063,-0.06583263725042343,0.40534812211990356,0.28851673007011414,0.10395228117704391
(,0.2459595799446106,0.2980341613292694,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.16104654967784882,0.40561532974243164
after,0.5331412553787231,0.49306565523147583,0.12132462114095688,0.22597751021385193,-0.055672239512205124,0.1521608978509903,0.1273641139268875,0.16608688235282898
1379,-0.044687651097774506,0.20814566314220428,-0.017678149044513702,0.079585961997509,0.026113301515579224,0.0468357689678669,-0.08519122749567032,-0.08996421098709106
),0.2538422644138336,0.3267642855644226,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.16799308359622955,0.42300865054130554
and,0.4716290831565857,0.3740963041782379,0.22686052322387695,0.21634717285633087,0.06895173341035843,0.18803109228610992,0.22972804307937622,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.23437000811100006,0.29105475544929504,0.22068053483963013
royal,0.19010110199451447,0.2874114215373993,0.1520247608423233,0.23316143453121185,-0.0776824876666069,0.16677525639533997,0.1831432431936264,0.11453001946210861
castle,0.11747852712869644,0.19402529299259186,0.16107077896595,0.13202691078186035,-0.12325005233287811,0.3590782582759857,0.2025308609008789,0.0871945396065712
curia,0.2651558220386505,0.2305043786764145,0.09497350454330444,0.17447398602962494,-0.069489024579525,0.29424625635147095,0.11119800060987473,0.2566208839416504
maior,0.16506096720695496,0.31414106488227844,0.3126116096973419,0.2455628216266632,0.12211918085813522,0.3281571567058563,0.22122493386268616,0.13495321571826935
(,0.2459595799446106,0.2980341613292694,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.16104654967784882,0.40561532974243164
1407–1410,-0.0034978194162249565,-0.013526862487196922,0.06465377658605576,-0.03905683010816574,0.09000266343355179,-0.020162658765912056,0.002175611210986972,-0.16811223328113556
),0.2538422644138336,0.3267642855644226,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.16799308359622955,0.42300865054130554
.,0.475719153881073,0.40146201848983765,0.2214197814464569,0.26428887248039246,-0.003708066651597619,0.24971093237400055,0.20673608779907227,0.4130953550338745
