,who,did,newton,complete,a,45,yard,pass,to,on,the,opening,drive,of,the,second,half,?
the,0.3733934462070465,0.34736719727516174,0.1876603662967682,0.277624249458313,0.5829201340675354,-0.020405476912856102,0.22634266316890717,0.25961899757385254,0.535392165184021,0.5107308030128479,1.0,0.37298497557640076,0.2083187699317932,0.733189046382904,1.0,0.4620301127433777,0.3189295828342438,0.22068053483963013
panthers,0.2132880985736847,0.189295694231987,0.2555108666419983,0.19435089826583862,0.2255268394947052,0.02419072575867176,0.1863563507795334,0.16386406123638153,0.2185782641172409,0.17721405625343323,0.2602776288986206,0.1800709366798401,0.1978069394826889,0.23357392847537994,0.2602776288986206,0.2124287188053131,0.17097704112529755,0.16608978807926178
seemed,0.3107509911060333,0.4443226754665375,0.1900935173034668,0.20233702659606934,0.22686916589736938,0.11504509299993515,0.19461680948734283,0.17545805871486664,0.4024638533592224,0.22628623247146606,0.2816183567047119,0.14005964994430542,0.20441444218158722,0.18767647445201874,0.2816183567047119,0.1795274019241333,0.08359520137310028,0.2128053456544876
primed,0.18662363290786743,0.20055389404296875,0.1835528165102005,0.24010604619979858,0.2370789349079132,0.09824810922145844,0.19763554632663727,0.15735583007335663,0.2194749414920807,0.2596871554851532,0.26234734058380127,0.2212037742137909,0.24484707415103912,0.22161777317523956,0.26234734058380127,0.25752609968185425,0.15099845826625824,0.18320472538471222
to,0.42656609416007996,0.4452643394470215,0.2176830768585205,0.26479288935661316,0.45503583550453186,0.03392642363905907,0.15160483121871948,0.28446894884109497,1.0,0.41031414270401,0.535392165184021,0.2393702119588852,0.291306734085083,0.41548454761505127,0.535392165184021,0.3098561465740204,0.21248666942119598,0.29463258385658264
score,0.1809227615594864,0.1936793327331543,0.12628361582756042,0.1481693834066391,0.19997252523899078,-0.033690329641103745,0.23124989867210388,0.15402163565158844,0.18782086670398712,0.1815592646598816,0.2042495757341385,0.1859809160232544,0.24250289797782898,0.1790168732404709,0.2042495757341385,0.16269953548908234,0.20412075519561768,0.199510395526886
on,0.2340552806854248,0.2670976221561432,0.14340966939926147,0.22802568972110748,0.3848365545272827,0.004586159251630306,0.149832084774971,0.13331516087055206,0.41031414270401,0.9999999403953552,0.5107308030128479,0.2229088544845581,0.1695663183927536,0.3966929316520691,0.5107308030128479,0.26659107208251953,0.179890438914299,0.2714994251728058
their,0.3767721951007843,0.38078752160072327,0.13899730145931244,0.23119224607944489,0.29698723554611206,-0.027842160314321518,0.15209272503852844,0.18814857304096222,0.44619059562683105,0.3598666191101074,0.516537070274353,0.2134154886007309,0.17822641134262085,0.4329940676689148,0.516537070274353,0.2551254630088806,0.19566726684570312,0.1898253709077835
opening,0.12329958379268646,0.143735870718956,0.09418322145938873,0.2717154622077942,0.2575104236602783,0.03139297291636467,0.21728107333183289,0.2594235837459564,0.2393702119588852,0.2229088544845581,0.37298497557640076,1.0,0.17058205604553223,0.2651100158691406,0.37298497557640076,0.24365878105163574,0.1619464010000229,0.16502447426319122
drive,0.14977459609508514,0.1745801717042923,0.14229874312877655,0.14984716475009918,0.24929353594779968,0.004794769920408726,0.2124784141778946,0.23804372549057007,0.291306734085083,0.1695663183927536,0.2083187699317932,0.17058205604553223,1.0,0.17806991934776306,0.2083187699317932,0.10858886688947678,0.165010005235672,0.11447915434837341
of,0.2827862501144409,0.2513895630836487,0.18479612469673157,0.3009350895881653,0.5052502155303955,-0.021060984581708908,0.14137893915176392,0.18302802741527557,0.41548454761505127,0.3966929316520691,0.733189046382904,0.2651100158691406,0.17806991934776306,1.0,0.733189046382904,0.353416383266449,0.2784358561038971,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.1876603662967682,0.277624249458313,0.5829201340675354,-0.020405476912856102,0.22634266316890717,0.25961899757385254,0.535392165184021,0.5107308030128479,1.0,0.37298497557640076,0.2083187699317932,0.733189046382904,1.0,0.4620301127433777,0.3189295828342438,0.22068053483963013
second,0.21920166909694672,0.20727969706058502,0.22137822210788727,0.21412593126296997,0.3655064105987549,0.08211687952280045,0.16978716850280762,0.15345598757266998,0.3098561465740204,0.26659107208251953,0.4620301127433777,0.24365878105163574,0.10858886688947678,0.353416383266449,0.4620301127433777,1.0,0.3033755421638489,0.17239587008953094
half,0.2674400806427002,0.12883292138576508,0.11401809751987457,0.1210976392030716,0.29977813363075256,0.058678463101387024,0.09399369359016418,0.11302406340837479,0.21248666942119598,0.179890438914299,0.3189295828342438,0.1619464010000229,0.165010005235672,0.2784358561038971,0.3189295828342438,0.3033755421638489,1.0000001192092896,0.07471233606338501
when,0.48282691836357117,0.3228907287120819,0.16569024324417114,0.1622815877199173,0.44397395849227905,0.09948085248470306,0.1748548448085785,0.20427322387695312,0.5423505902290344,0.37706470489501953,0.5091903209686279,0.2410094141960144,0.18232060968875885,0.3757161796092987,0.5091903209686279,0.28561660647392273,0.2626088559627533,0.22841128706932068
newton,0.19243690371513367,0.23863376677036285,1.0000001192092896,0.1527634561061859,0.1884482353925705,0.026041382923722267,0.2686370611190796,0.17114058136940002,0.2176830768585205,0.14340966939926147,0.1876603662967682,0.09418322145938873,0.14229874312877655,0.18479612469673157,0.1876603662967682,0.22137822210788727,0.11401809751987457,0.09645649790763855
completed,0.15320545434951782,0.2574852406978607,0.17692528665065765,0.6404756903648376,0.2692357301712036,0.11374043673276901,0.2856033146381378,0.2234371453523636,0.2867361009120941,0.26186099648475647,0.29278936982154846,0.3108850419521332,0.20311816036701202,0.2491239756345749,0.29278936982154846,0.29434290528297424,0.19072622060775757,0.08272653818130493
a,0.36608949303627014,0.2552328109741211,0.1884482353925705,0.29913821816444397,1.0,0.1061907708644867,0.20629099011421204,0.19894953072071075,0.45503583550453186,0.3848365545272827,0.5829201340675354,0.2575104236602783,0.24929353594779968,0.5052502155303955,0.5829201340675354,0.3655064105987549,0.29977813363075256,0.23916715383529663
45-yard,0.2643752992153168,0.15034817159175873,0.2916099727153778,0.2046060860157013,0.2624511420726776,0.09485875815153122,0.771169126033783,0.24927328526973724,0.20010137557983398,0.20670932531356812,0.2821606993675232,0.23490729928016663,0.24353258311748505,0.18361978232860565,0.2821606993675232,0.2226758748292923,0.17023463547229767,0.09599438309669495
pass,0.12504667043685913,0.1339150071144104,0.17114058136940002,0.18746964633464813,0.19894953072071075,-0.04998812824487686,0.32050034403800964,1.0000001192092896,0.28446894884109497,0.13331516087055206,0.25961899757385254,0.2594235837459564,0.23804372549057007,0.18302802741527557,0.25961899757385254,0.15345598757266998,0.11302406340837479,0.09478675574064255
to,0.42656609416007996,0.4452643394470215,0.2176830768585205,0.26479288935661316,0.45503583550453186,0.03392642363905907,0.15160483121871948,0.28446894884109497,1.0,0.41031414270401,0.535392165184021,0.2393702119588852,0.291306734085083,0.41548454761505127,0.535392165184021,0.3098561465740204,0.21248666942119598,0.29463258385658264
ted,0.22989284992218018,0.14870691299438477,0.16670319437980652,0.1644001603126526,0.20378315448760986,0.01102073211222887,0.1793345957994461,0.07215644419193268,0.1345263123512268,0.1385669857263565,0.17969244718551636,0.1787148267030716,0.11114709824323654,0.17534831166267395,0.17969244718551636,0.1557174026966095,0.12647056579589844,0.19378185272216797
ginn,0.2595711648464203,0.15033265948295593,0.20642100274562836,0.15894858539104462,0.24754364788532257,0.03869977220892906,0.22928887605667114,0.15131807327270508,0.1491360068321228,0.12380000203847885,0.20374815165996552,0.10236141085624695,0.12865333259105682,0.16118314862251282,0.20374815165996552,0.11407549679279327,0.11621714383363724,0.1626676321029663
jr.,0.30755749344825745,0.2600257098674774,0.06589924544095993,0.09463748335838318,0.28598788380622864,0.05541325360536575,0.13681384921073914,0.05167064815759659,0.28550371527671814,0.16654936969280243,0.14970926940441132,0.1359119564294815,0.16030582785606384,0.11162803322076797,0.14970926940441132,0.17124806344509125,0.13979963958263397,0.3112807273864746
on,0.2340552806854248,0.2670976221561432,0.14340966939926147,0.22802568972110748,0.3848365545272827,0.004586159251630306,0.149832084774971,0.13331516087055206,0.41031414270401,0.9999999403953552,0.5107308030128479,0.2229088544845581,0.1695663183927536,0.3966929316520691,0.5107308030128479,0.26659107208251953,0.179890438914299,0.2714994251728058
the,0.3733934462070465,0.34736719727516174,0.1876603662967682,0.277624249458313,0.5829201340675354,-0.020405476912856102,0.22634266316890717,0.25961899757385254,0.535392165184021,0.5107308030128479,1.0,0.37298497557640076,0.2083187699317932,0.733189046382904,1.0,0.4620301127433777,0.3189295828342438,0.22068053483963013
denver,0.20955970883369446,0.16413381695747375,0.191506028175354,0.047634780406951904,0.179859921336174,-0.054007355123758316,0.2258097231388092,0.16917091608047485,0.23706497251987457,0.1561855524778366,0.2052404284477234,0.10460881143808365,0.12098202109336853,0.14595118165016174,0.2052404284477234,0.15075258910655975,0.0969623252749443,0.1520889848470688
35-yard,0.2602202296257019,0.16051942110061646,0.3176948130130768,0.20983396470546722,0.29131561517715454,0.0820649117231369,0.744102418422699,0.2727900445461273,0.24917620420455933,0.22672712802886963,0.3155173659324646,0.24838531017303467,0.2527464032173157,0.2219247967004776,0.3155173659324646,0.23699744045734406,0.2087654024362564,0.10736193507909775
line,0.1774713397026062,0.14681050181388855,0.0773603692650795,0.14053282141685486,0.23499317467212677,-0.06804759800434113,0.247397318482399,0.23281124234199524,0.2615616023540497,0.2094266265630722,0.29789501428604126,0.2553497552871704,0.23453757166862488,0.23765452206134796,0.29789501428604126,0.15077003836631775,0.23165468871593475,0.16271452605724335
on,0.2340552806854248,0.2670976221561432,0.14340966939926147,0.22802568972110748,0.3848365545272827,0.004586159251630306,0.149832084774971,0.13331516087055206,0.41031414270401,0.9999999403953552,0.5107308030128479,0.2229088544845581,0.1695663183927536,0.3966929316520691,0.5107308030128479,0.26659107208251953,0.179890438914299,0.2714994251728058
their,0.3767721951007843,0.38078752160072327,0.13899730145931244,0.23119224607944489,0.29698723554611206,-0.027842160314321518,0.15209272503852844,0.18814857304096222,0.44619059562683105,0.3598666191101074,0.516537070274353,0.2134154886007309,0.17822641134262085,0.4329940676689148,0.516537070274353,0.2551254630088806,0.19566726684570312,0.1898253709077835
second,0.21920166909694672,0.20727969706058502,0.22137822210788727,0.21412593126296997,0.3655064105987549,0.08211687952280045,0.16978716850280762,0.15345598757266998,0.3098561465740204,0.26659107208251953,0.4620301127433777,0.24365878105163574,0.10858886688947678,0.353416383266449,0.4620301127433777,1.0,0.3033755421638489,0.17239587008953094
offensive,0.20906679332256317,0.21477669477462769,0.13735878467559814,0.11663705855607986,0.22588013112545013,0.04302278906106949,0.22014999389648438,0.18231241405010223,0.22761069238185883,0.20681387186050415,0.2699996531009674,0.16962456703186035,0.22062356770038605,0.20176489651203156,0.2699996531009674,0.1816299557685852,0.12985990941524506,0.20278584957122803
play,0.2742305099964142,0.2513164281845093,0.17000392079353333,0.12872201204299927,0.21130098402500153,0.051034461706876755,0.18204784393310547,0.16455939412117004,0.272149920463562,0.22181138396263123,0.24793598055839539,0.23177272081375122,0.204591765999794,0.15350224077701569,0.24793598055839539,0.22584517300128937,0.1356293261051178,0.11059518158435822
.,0.3541337847709656,0.35288307070732117,0.20699870586395264,0.2471141666173935,0.50484299659729,0.0019963658414781094,0.13538575172424316,0.1901644617319107,0.4645031690597534,0.49257001280784607,0.5934505462646484,0.2886379361152649,0.21262511610984802,0.5352458953857422,0.5934505462646484,0.346034437417984,0.2995082437992096,0.4130953550338745
