,what,plants,create,most,electric,power,?
however,0.4480680823326111,0.23983211815357208,0.31545203924179077,0.4937610328197479,0.20908550918102264,0.27123501896858215,0.2152075469493866
",",0.3087472915649414,0.2555769681930542,0.2240353375673294,0.3636029064655304,0.22981849312782288,0.2231994867324829,0.31091248989105225
most,0.3219912350177765,0.21896736323833466,0.252223402261734,1.0,0.14066481590270996,0.18401093780994415,0.2107497900724411
electric,0.15451551973819733,0.19813087582588196,0.16893690824508667,0.14066481590270996,1.0000001192092896,0.34122735261917114,0.15674720704555511
power,0.22216427326202393,0.3196038007736206,0.1815311461687088,0.18401093780994415,0.34122735261917114,1.0000001192092896,0.15304024517536163
is,0.28837618231773376,0.2423158437013626,0.2645336091518402,0.41165053844451904,0.16143305599689484,0.15234114229679108,0.22961433231830597
generated,0.2341722995042801,0.30315592885017395,0.3612494468688965,0.21516117453575134,0.2947510778903961,0.3117973208427429,0.28358349204063416
using,0.27984681725502014,0.20679651200771332,0.39848271012306213,0.25117412209510803,0.2577935457229614,0.15780086815357208,0.2804589569568634
steam,0.15672586858272552,0.30078837275505066,0.19531357288360596,0.2003706395626068,0.3633075952529907,0.35972869396209717,0.113324373960495
turbine,0.1404699683189392,0.3171670138835907,0.23405370116233826,0.12895047664642334,0.3938206732273102,0.4459681212902069,0.16315746307373047
plant,0.23371253907680511,0.8344468474388123,0.1405840814113617,0.17814764380455017,0.23110021650791168,0.3517554700374603,0.16613075137138367
",",0.3087472915649414,0.2555769681930542,0.2240353375673294,0.3636029064655304,0.22981849312782288,0.2231994867324829,0.31091248989105225
so,0.539469838142395,0.29747283458709717,0.41346320509910583,0.4134979248046875,0.1944618672132492,0.24326713383197784,0.43163934350013733
that,0.6297725439071655,0.27574244141578674,0.3917232155799866,0.4497850239276886,0.19867946207523346,0.2680378556251526,0.32716336846351624
indirectly,0.32337528467178345,0.30031517148017883,0.3126755356788635,0.33718279004096985,0.25563403964042664,0.2497154027223587,0.22421592473983765
the,0.42745697498321533,0.29499560594558716,0.25265660881996155,0.47635307908058167,0.21345196664333344,0.2647338807582855,0.22068053483963013
world,0.21669597923755646,0.18318378925323486,0.17887330055236816,0.33157554268836975,0.1332201212644577,0.16244404017925262,0.17579582333564758
's,0.02692362666130066,0.036515891551971436,0.04883107915520668,0.024445664137601852,-0.0115516884252429,0.05344679579138756,-0.023395681753754616
industry,0.1966298520565033,0.2363155037164688,0.17799828946590424,0.2997194826602936,0.13895480334758759,0.2203490138053894,0.11813290417194366
is,0.28837618231773376,0.2423158437013626,0.2645336091518402,0.41165053844451904,0.16143305599689484,0.15234114229679108,0.22961433231830597
still,0.4548931419849396,0.21013203263282776,0.2537710964679718,0.431209534406662,0.17728547751903534,0.21184174716472626,0.3039587736129761
dependent,0.2771287262439728,0.23301491141319275,0.2258039265871048,0.22182318568229675,0.19305622577667236,0.175081267952919,0.1324409693479538
on,0.34226128458976746,0.16946114599704742,0.23459671437740326,0.28303956985473633,0.2127806544303894,0.14738048613071442,0.2714994251728058
steam,0.15672586858272552,0.30078837275505066,0.19531357288360596,0.2003706395626068,0.3633075952529907,0.35972869396209717,0.113324373960495
power,0.22216427326202393,0.3196038007736206,0.1815311461687088,0.18401093780994415,0.34122735261917114,1.0000001192092896,0.15304024517536163
.,0.3567904531955719,0.2542511522769928,0.2916513681411743,0.35404038429260254,0.23612159490585327,0.2141435295343399,0.4130953550338745
