,what,new,series,continues,the,plot,of,the,original,doctor,who,?
the,0.42745697498321533,0.3845241069793701,0.31376904249191284,0.3452514410018921,1.0,0.22070206701755524,0.733189046382904,1.0,0.4037000238895416,0.2820442318916321,0.3733934462070465,0.22068053483963013
2005,0.0704459398984909,0.06185975298285484,0.04714697599411011,0.016304409131407738,0.037273142486810684,0.009870711714029312,0.017815761268138885,0.037273142486810684,0.04479610547423363,0.07635467499494553,0.18423187732696533,0.10709824413061142
version,0.20755547285079956,0.1649281531572342,0.2539559602737427,0.1775321513414383,0.27268242835998535,0.21583010256290436,0.14166875183582306,0.27268242835998535,0.3942320942878723,0.16003715991973877,0.17217524349689484,0.2573966085910797
of,0.33290785551071167,0.343457967042923,0.22268271446228027,0.2937655746936798,0.733189046382904,0.2079721987247467,1.0,0.733189046382904,0.30228546261787415,0.16895952820777893,0.2827862501144409,0.1826142966747284
doctor,0.20870667695999146,0.12563565373420715,0.2712797522544861,0.1236756220459938,0.2820442318916321,0.1478414535522461,0.16895952820777893,0.2820442318916321,0.13737785816192627,0.9999999403953552,0.3504868149757385,0.1462511420249939
who,0.40942975878715515,0.2378052920103073,0.21484537422657013,0.11779115349054337,0.3733934462070465,0.20069892704486847,0.2827862501144409,0.3733934462070465,0.1785319596529007,0.3504868149757385,0.9999998807907104,0.26220351457595825
is,0.28837618231773376,0.2208656519651413,0.20355552434921265,0.32428741455078125,0.5823672413825989,0.1588977873325348,0.4854315221309662,0.5823672413825989,0.2681281864643097,0.19875872135162354,0.24293622374534607,0.22961433231830597
a,0.3320399522781372,0.3214259147644043,0.23966510593891144,0.3001008927822113,0.5829201340675354,0.22975772619247437,0.5052502155303955,0.5829201340675354,0.25438275933265686,0.22883038222789764,0.36608949303627014,0.23916715383529663
direct,0.26271191239356995,0.16715846955776215,0.20809897780418396,0.2525615394115448,0.3262479901313782,0.19774149358272552,0.2533726394176483,0.3262479901313782,0.27663832902908325,0.09381206333637238,0.20854562520980835,0.18476411700248718
plot,0.27055343985557556,0.20481732487678528,0.2674110233783722,0.16364780068397522,0.22070206701755524,1.0000001192092896,0.2079721987247467,0.22070206701755524,0.1459076851606369,0.1478414535522461,0.20069892704486847,0.1946352869272232
continuation,0.30185413360595703,0.1928362250328064,0.3341316282749176,0.5430666208267212,0.41826045513153076,0.20854485034942627,0.32713258266448975,0.41826045513153076,0.2658684551715851,0.18086256086826324,0.16539721190929413,0.14227430522441864
of,0.33290785551071167,0.343457967042923,0.22268271446228027,0.2937655746936798,0.733189046382904,0.2079721987247467,1.0,0.733189046382904,0.30228546261787415,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.3845241069793701,0.31376904249191284,0.3452514410018921,1.0,0.22070206701755524,0.733189046382904,1.0,0.4037000238895416,0.2820442318916321,0.3733934462070465,0.22068053483963013
original,0.24651947617530823,0.24007517099380493,0.25316357612609863,0.24582374095916748,0.4037000238895416,0.1459076851606369,0.30228546261787415,0.4037000238895416,1.0,0.13737785816192627,0.1785319596529007,0.17256900668144226
1963–1989,-0.19746999442577362,-0.0195473525673151,-0.008346856571733952,0.07959984987974167,0.08282152563333511,-0.024323543533682823,0.058865148574113846,0.08282152563333511,-0.1055038720369339,0.0077168140560388565,-0.028495904058218002,-0.2186838984489441
series,0.17328087985515594,0.19748656451702118,1.0000001192092896,0.2625204920768738,0.31376904249191284,0.2674110233783722,0.22268271446228027,0.31376904249191284,0.25316357612609863,0.2712797522544861,0.21484537422657013,0.1709602326154709
[,0.010752761736512184,0.18660779297351837,0.19555062055587769,0.1400063931941986,0.07130392640829086,0.09135223180055618,0.010817250236868858,0.07130392640829086,0.0949566438794136,0.09639045596122742,0.011881873942911625,0.011015460826456547
note,0.2500276267528534,0.19875304400920868,0.22806404531002045,0.1700577735900879,0.255229115486145,0.1582941859960556,0.1706424355506897,0.255229115486145,0.17953412234783173,0.16248038411140442,0.208273783326149,0.2754004895687103
2,-0.049862053245306015,-0.015503003261983395,0.005733609665185213,0.03411247208714485,-0.019434669986367226,0.005069558508694172,-0.013777675107121468,-0.019434669986367226,0.041744403541088104,0.03075770102441311,-0.0748172402381897,0.001977203879505396
],-0.03775298595428467,-0.03610344976186752,0.053967639803886414,-0.04868786409497261,-0.04779602214694023,-0.040415208786726,-0.035044461488723755,-0.04779602214694023,-0.04115336015820503,-0.048316486179828644,0.03976386412978172,-0.0022520492784678936
and,0.31309178471565247,0.31402453780174255,0.26972857117652893,0.27912795543670654,0.5171257257461548,0.21544823050498962,0.5116966962814331,0.5171257257461548,0.29575109481811523,0.21673844754695892,0.41279885172843933,0.20544172823429108
the,0.42745697498321533,0.3845241069793701,0.31376904249191284,0.3452514410018921,1.0,0.22070206701755524,0.733189046382904,1.0,0.4037000238895416,0.2820442318916321,0.3733934462070465,0.22068053483963013
1996,0.1822642683982849,0.050072893500328064,-0.046766553074121475,0.07678773999214172,0.10029517859220505,0.10173724591732025,0.08521515130996704,0.10029517859220505,-0.05697289854288101,0.09654296189546585,0.23735210299491882,0.18022380769252777
telefilm,0.1988658457994461,0.20816826820373535,0.3597242832183838,0.15373846888542175,0.23906278610229492,0.1917097121477127,0.18030792474746704,0.23906278610229492,0.23924030363559723,0.2555907666683197,0.1700359284877777,0.17530423402786255
.,0.3567904531955719,0.35031336545944214,0.3121925890445709,0.19585299491882324,0.5934505462646484,0.18554088473320007,0.5352458953857422,0.5934505462646484,0.275844931602478,0.22361043095588684,0.3541337847709656,0.4130953550338745
